rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.07530346821774,76.61191094619666,002110,三钢闽光,bottom_area,2022-08-11,5.55,2022-08-03,5.39,2.968460111317257,3.153988868274581,27.456258411843876,False,1.4625,0.2967,1,1,1,100.0,22.90322580645161,22.90322580645161,17.031539888682744,2.968460111317257,历史1/1次成功; 当前距低点2.97%; 最新日涨幅1.46%; 状态bottom_area; 底部未确认
2,81.86530496624269,73.81536195039276,000715,中兴商业,bottom_area,2022-08-11,5.08,2022-08-03,4.87,4.312114989733059,4.928131416837787,27.421758569299552,False,1.1952,1.4855,1,1,1,100.0,24.33862433862435,24.33862433862435,15.68788501026694,4.312114989733059,历史1/1次成功; 当前距低点4.31%; 最新日涨幅1.20%; 状态bottom_area; 底部未确认
3,68.02283283693116,59.80661992029608,603180,金牌家居,bottom_area,2022-08-11,23.89,2022-08-10,23.21,2.929771650150796,2.929771650150796,27.15003138731952,False,2.1814,1.4839,1,2,1,50.0,23.744619799139173,23.744619799139173,17.070228349849202,2.929771650150796,历史1/2次成功; 当前距低点2.93%; 最新日涨幅2.18%; 状态bottom_area; 底部未确认
4,66.7039170606546,59.732865497076034,002494,华斯股份,bottom_area,2022-08-11,4.49,2022-08-05,4.32,3.9351851851851833,4.629629629629613,27.999999999999996,False,1.5837,5.5153,1,2,1,50.0,35.67251461988303,35.67251461988303,16.064814814814817,3.9351851851851833,历史1/2次成功; 当前距低点3.94%; 最新日涨幅1.58%; 状态bottom_area; 底部未确认
5,57.702767412457824,48.43180576340127,000899,赣能股份,bottom_area,2022-08-11,10.26,2022-08-11,10.22,0.39138943248531455,4.011741682974561,27.56909992912827,False,-3.3898,6.4516,1,3,1,33.33333333333333,23.445378151260496,23.445378151260496,19.60861056751469,0.39138943248531455,历史1/3次成功; 当前距低点0.39%; 最新日涨幅-3.39%; 状态bottom_area; 底部未确认
