code,name,latest_date,latest_close,current_stage,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,historical_valid_event_count
301111,粤万年青,2023-01-20,20.28,bottom_area,27.15,2022-12-30,19.54,3.787103377686807,6.192425793244631,28.029465930018414,25.30386740331491,False,1
300030,阳普医疗,2023-01-20,6.85,bottom_area,9.6,2023-01-13,6.58,4.103343465045587,4.103343465045587,31.458333333333332,28.645833333333336,False,4
002838,道恩股份,2023-01-20,17.29,bottom_area,25.08,2023-01-13,17.01,1.6460905349794095,2.5867136978247953,32.17703349282296,31.060606060606062,False,2
002095,生意宝,2023-01-20,20.45,bottom_area,30.0,2023-01-19,20.19,1.2877662209014265,2.377414561664192,32.699999999999996,31.833333333333336,False,7
000716,黑芝麻,2023-01-20,7.6,bottom_area,11.25,2023-01-20,7.56,0.5291005291005296,2.6455026455026482,32.800000000000004,32.44444444444445,False,9
000715,中兴商业,2023-01-20,6.24,bottom_area,8.92,2023-01-19,6.15,1.4634146341463392,2.7642276422764214,31.05381165919282,30.04484304932735,False,5
301066,万事利,2023-01-20,11.85,bottom_area,16.18,2023-01-20,11.7,1.282051282051285,2.905982905982905,27.688504326328804,26.761433868974045,False,1
000419,通程控股,2023-01-20,6.14,bottom_area,8.54,2023-01-19,6.06,1.3201320132013215,2.31023102310232,29.039812646370024,28.10304449648712,False,6
600158,中体产业,2023-01-20,8.41,bottom_area,11.78,2023-01-12,8.14,3.316953316953312,3.562653562653552,30.899830220713064,28.607809847198634,False,9
002742,三圣股份,2023-01-20,4.41,bottom_area,6.04,2023-01-13,4.21,4.750593824228033,5.225653206650825,30.29801324503311,26.986754966887418,False,4
002238,天威视讯,2023-01-20,7.76,bottom_area,10.49,2023-01-20,7.56,2.6455026455026482,4.100529100529108,27.93136320305053,26.024785510009536,False,2
002864,盘龙药业,2023-01-20,35.49,bottom_area,51.3,2023-01-19,34.61,2.542617740537424,2.802658191274195,32.53411306042885,30.81871345029239,False,2
002363,隆基机械,2023-01-20,7.86,bottom_area,10.67,2023-01-20,7.7,2.0779220779220795,5.714285714285719,27.83505154639175,26.335520149953133,False,3
300434,金石亚药,2023-01-20,12.14,bottom_area,17.38,2023-01-19,11.97,1.4202172096908934,2.506265664160392,31.127733026467197,30.149597238204827,False,2
603912,佳力图,2023-01-20,12.5,bottom_area,16.72,2023-01-17,11.92,4.8657718120805376,7.046979865771812,28.70813397129186,25.23923444976076,True,4
600056,中国医药,2023-01-20,15.24,bottom_area,20.8,2023-01-19,14.83,2.764666217127445,2.764666217127445,28.70192307692308,26.73076923076923,False,5
002098,浔兴股份,2023-01-20,6.39,bottom_area,8.5,2023-01-17,6.2,3.06451612903225,3.709677419354831,27.058823529411764,24.82352941176471,False,4
300485,赛升药业,2023-01-20,12.13,bottom_area,16.21,2023-01-12,11.72,3.4982935153583625,3.583617747440272,27.69895126465145,25.16964836520666,False,2
000679,大连友谊,2023-01-20,5.58,bottom_area,7.61,2023-01-18,5.44,2.5735294117647,3.308823529411759,28.515111695137975,26.67542706964521,False,4
000756,新华制药,2023-01-20,27.42,bottom_area,37.2,2023-01-20,27.11,1.1434894872740768,1.9181113980081135,27.1236559139785,26.290322580645164,False,2
002349,精华制药,2023-01-20,12.03,bottom_area,16.31,2023-01-19,11.67,3.0848329048843137,3.2562125107112325,28.44880441446965,26.241569589209075,False,2
002210,飞马国际,2023-01-20,2.36,bottom_area,3.13,2023-01-12,2.26,4.424778761061951,5.752212389380547,27.795527156549525,24.600638977635782,False,4
002043,兔宝宝,2023-01-20,13.8,bottom_area,18.59,2023-01-20,13.26,4.072398190045256,6.485671191553541,28.671328671328673,25.76654115115653,False,3
000637,茂化实华,2023-01-20,5.21,bottom_area,7.29,2023-01-19,5.13,1.5594541910331399,2.3391812865497097,29.629629629629633,28.532235939643346,False,1
000523,红棉股份,2023-01-20,3.42,bottom_area,4.62,2023-01-18,3.32,3.012048192771087,3.313253012048203,28.138528138528144,25.974025974025977,False,3
002144,宏达高科,2023-01-20,11.24,bottom_area,15.49,2023-01-20,11.1,1.2612612612612664,4.1441441441441516,28.34086507424145,27.437056165267915,False,2
002395,双象股份,2023-01-20,9.64,bottom_area,13.66,2023-01-17,9.2,4.782608695652188,4.891304347826099,32.65007320644217,29.428989751098094,False,3
000705,浙江震元,2023-01-20,8.12,bottom_area,10.77,2022-12-27,7.81,3.96927016645326,4.353393085787462,27.483751160631385,24.605385329619317,False,3
000650,仁和药业,2023-01-20,6.43,bottom_area,8.49,2023-01-12,6.16,4.383116883116876,4.545454545454549,27.444051825677267,24.263839811542997,False,2
600833,第一医药,2023-01-20,11.28,bottom_area,15.0,2023-01-13,10.8,4.444444444444431,4.537037037037022,27.999999999999996,24.800000000000004,False,3
002052,同洲电子,2023-01-20,2.04,bottom_area,2.85,2023-01-18,2.03,0.4926108374384351,3.9408866995073932,28.771929824561415,28.421052631578945,False,1
