rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.95468516986303,82.8077665871002,605198,安德利,bottom_area,2024-06-18,28.81,2024-06-17,28.27,1.9101521047046308,2.4761230986911893,29.99009410599307,False,1.2654,0.3436,1,1,1,100.0,43.241469816272954,43.241469816272954,18.089847895295367,1.9101521047046308,历史1/1次成功; 当前距低点1.91%; 最新日涨幅1.27%; 状态bottom_area; 底部未确认
2,95.34364119601334,82.9914285714286,002687,乔治白,bottom_area,2024-06-18,4.3,2024-06-06,4.2,2.3809523809523725,5.714285714285719,28.2051282051282,False,0.939,1.3796,1,1,1,100.0,64.00000000000001,64.00000000000001,17.619047619047628,2.3809523809523725,历史1/1次成功; 当前距低点2.38%; 最新日涨幅0.94%; 状态bottom_area; 底部未确认
3,94.75385627243733,82.26412109837715,600162,香江控股,bottom_area,2024-06-18,1.37,2024-06-18,1.34,2.2388059701492558,2.9850746268656576,30.208333333333325,False,1.4815,0.5198,2,2,2,100.0,27.68063822751323,28.90624999999999,17.761194029850746,2.2388059701492558,历史2/2次成功; 当前距低点2.24%; 最新日涨幅1.48%; 状态bottom_area; 底部未确认
4,89.37051331665494,75.32613358465032,002790,瑞尔特,bottom_area,2024-06-18,9.74,2024-06-18,9.68,0.6198347107438068,1.9628099173553668,30.20908435472242,False,-0.5107,1.5286,1,1,1,100.0,49.512670565302145,49.512670565302145,19.380165289256194,0.6198347107438068,历史1/1次成功; 当前距低点0.62%; 最新日涨幅-0.51%; 状态bottom_area; 底部未确认
5,86.42124729357039,77.32554371186295,002615,哈尔斯,bottom_area,2024-06-18,6.41,2024-06-06,6.17,3.88978930307942,7.77957860615884,27.41176470588235,True,0.6279,1.8706,1,1,1,100.0,28.84012539184954,28.84012539184954,16.11021069692058,3.88978930307942,历史1/1次成功; 当前距低点3.89%; 最新日涨幅0.63%; 状态bottom_area; 底部已确认
6,84.77751304499817,71.15953201604519,000402,金融街,bottom_area,2024-06-18,2.55,2024-06-18,2.54,0.3937007874015664,2.7559055118110174,27.42857142857143,False,-1.1628,1.09,1,1,1,100.0,24.339622641509433,24.339622641509433,19.606299212598437,0.3937007874015664,历史1/1次成功; 当前距低点0.39%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
7,84.7135132332288,76.32483874976697,300621,维业股份,bottom_area,2024-06-18,7.57,2024-06-06,7.26,4.2699724517906406,7.1625344352617155,32.02247191011236,True,2.0216,0.9964,1,1,1,100.0,28.120300751879686,28.120300751879686,15.73002754820936,4.2699724517906406,历史1/1次成功; 当前距低点4.27%; 最新日涨幅2.02%; 状态bottom_area; 底部已确认
8,82.91140006651152,74.74354838709681,600173,卧龙新能,bottom_area,2024-06-18,3.88,2024-06-06,3.72,4.301075268817196,9.946236559139775,29.545454545454547,True,0.7792,0.6,1,1,1,100.0,20.000000000000004,20.000000000000004,15.698924731182807,4.301075268817196,历史1/1次成功; 当前距低点4.30%; 最新日涨幅0.78%; 状态bottom_area; 底部已确认
9,81.86944008172127,69.34463768115943,600376,首开股份,bottom_area,2024-06-18,2.27,2024-06-17,2.25,0.8888888888888897,2.6666666666666687,32.83582089552239,False,-0.4386,0.4581,1,1,1,100.0,20.652173913043484,20.652173913043484,19.11111111111111,0.8888888888888897,历史1/1次成功; 当前距低点0.89%; 最新日涨幅-0.44%; 状态bottom_area; 底部未确认
10,81.62691544198611,74.06792824443735,002162,悦心健康,bottom_area,2024-06-18,2.92,2024-06-06,2.79,4.659498207885301,9.318996415770602,28.64450127877238,True,-0.6803,0.6751,1,1,1,100.0,43.23432343234324,43.23432343234324,15.340501792114699,4.659498207885301,历史1/1次成功; 当前距低点4.66%; 最新日涨幅-0.68%; 状态bottom_area; 底部已确认
11,80.10427706195121,69.47315387163052,002761,浙江建投,bottom_area,2024-06-18,8.43,2024-06-06,8.25,2.1818181818181785,4.848484848484853,28.26086956521739,False,0.5967,1.342,3,6,3,50.0,33.213437237505204,43.73730534867976,17.81818181818182,2.1818181818181785,历史3/6次成功; 当前距低点2.18%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
12,77.67429564456214,69.80231635516864,000813,德展健康,bottom_area,2024-06-18,2.27,2024-06-06,2.18,4.1284403669724705,8.715596330275226,29.677419354838708,True,0.4425,0.4542,2,3,2,66.66666666666666,30.20695551182373,39.9103139013453,15.871559633027532,4.1284403669724705,历史2/3次成功; 当前距低点4.13%; 最新日涨幅0.44%; 状态bottom_area; 底部已确认
13,71.7349097142148,63.12223185646588,688092,爱科科技,bottom_area,2024-06-18,22.5,2024-06-17,21.85,2.9748283752860343,3.295194508009148,32.35294117647058,False,1.9946,1.0494,1,2,1,50.0,42.12279866730127,42.12279866730127,17.025171624713966,2.9748283752860343,历史1/2次成功; 当前距低点2.97%; 最新日涨幅1.99%; 状态bottom_area; 底部未确认
14,71.39003180999681,60.598515373601934,001322,箭牌家居,bottom_area,2024-06-18,8.03,2024-06-18,7.95,1.0062893081760904,3.270440251572335,29.521276595744677,False,-1.3514,2.9676,1,2,1,50.0,26.897069872276486,26.897069872276486,18.99371069182391,1.0062893081760904,历史1/2次成功; 当前距低点1.01%; 最新日涨幅-1.35%; 状态bottom_area; 底部未确认
15,67.79360869091363,59.887781725272895,688357,建龙微纳,bottom_area,2024-06-18,26.21,2024-06-06,25.4,3.1889763779527653,8.464566929133866,32.012847965738764,True,-0.1524,0.3142,2,5,2,40.0,28.97122509142576,31.65083135391925,16.811023622047237,3.1889763779527653,历史2/5次成功; 当前距低点3.19%; 最新日涨幅-0.15%; 状态bottom_area; 底部已确认
16,65.6452830171811,59.72143207301174,603177,德创环保,bottom_area,2024-06-18,7.42,2024-06-06,7.08,4.802259887005648,10.59322033898305,31.791907514450873,True,0.406,1.0033,1,2,1,50.0,37.04615384615384,37.04615384615384,15.197740112994355,4.802259887005648,历史1/2次成功; 当前距低点4.80%; 最新日涨幅0.41%; 状态bottom_area; 底部已确认
17,65.15588325122178,57.05155675170602,603155,新亚强,bottom_area,2024-06-18,11.01,2024-06-18,10.72,2.7052238805970066,3.1716417910447747,30.97231165486155,False,0.6399,0.5673,1,3,1,33.33333333333333,25.624375624375624,25.624375624375624,17.294776119402993,2.7052238805970066,历史1/3次成功; 当前距低点2.71%; 最新日涨幅0.64%; 状态bottom_area; 底部未确认
18,64.13447808535561,54.02177034804056,603137,恒尚节能,bottom_area,2024-06-18,10.31,2024-06-18,10.25,0.5853658536585414,2.0487804878048865,31.848404255319146,False,-0.9606,1.3349,1,2,1,50.0,26.217228464419488,26.217228464419488,19.41463414634146,0.5853658536585414,历史1/2次成功; 当前距低点0.59%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
19,63.346497772875,53.50263581259542,688105,诺唯赞,bottom_area,2024-06-18,20.61,2024-06-18,20.46,0.7331378299120165,3.519061583577707,29.811320754716974,False,-1.7167,1.0993,1,2,1,50.0,25.237580993520524,25.237580993520524,19.266862170087983,0.7331378299120165,历史1/2次成功; 当前距低点0.73%; 最新日涨幅-1.72%; 状态bottom_area; 底部未确认
20,62.07194850564919,55.677963069303374,600322,津投城开,bottom_area,2024-06-18,1.55,2024-06-06,1.49,4.026845637583897,7.382550335570476,28.01932367149758,False,1.3072,1.2137,1,4,1,25.0,35.828877005347586,35.828877005347586,15.973154362416103,4.026845637583897,历史1/4次成功; 当前距低点4.03%; 最新日涨幅1.31%; 状态bottom_area; 底部未确认
21,61.62315638533368,55.83325642278345,301379,天山电子,bottom_area,2024-06-18,19.19,2024-06-18,18.35,4.577656675749318,8.446866485013608,31.350542461653568,False,2.8954,10.3605,1,2,1,50.0,22.58233141662311,22.58233141662311,15.422343324250685,4.577656675749318,历史1/2次成功; 当前距低点4.58%; 最新日涨幅2.90%; 状态bottom_area; 底部未确认
22,60.95080440725156,51.374939411743135,300639,凯普生物,bottom_area,2024-06-18,4.85,2024-06-18,4.82,0.6224066390041361,2.0746887966804906,29.325513196480934,False,-1.222,1.4913,1,4,1,25.0,33.27433628318583,33.27433628318583,19.377593360995863,0.6224066390041361,历史1/4次成功; 当前距低点0.62%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
23,60.17082162524913,54.466238585324724,000705,浙江震元,bottom_area,2024-06-18,7.39,2024-06-06,7.07,4.526166902404517,5.799151343705801,27.26337448559671,False,1.511,1.9222,1,3,1,33.33333333333333,34.04605263157895,34.04605263157895,15.473833097595485,4.526166902404517,历史1/3次成功; 当前距低点4.53%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
24,59.260607637907576,53.03815717227178,603326,我乐家居,bottom_area,2024-06-18,6.12,2024-06-06,5.89,3.9049235993208904,6.791171477079802,27.552275522755238,False,0.8237,0.7757,1,4,1,25.0,20.141843971631218,20.141843971631218,16.09507640067911,3.9049235993208904,历史1/4次成功; 当前距低点3.90%; 最新日涨幅0.82%; 状态bottom_area; 底部未确认
25,58.56182787869124,52.18490774974877,002837,英维克,bottom_area,2024-06-18,23.47,2024-06-11,22.64,3.666077738515893,9.761484098939933,31.97115384615385,True,-2.4927,2.6056,1,3,1,33.33333333333333,24.517374517374524,24.517374517374524,16.33392226148411,3.666077738515893,历史1/3次成功; 当前距低点3.67%; 最新日涨幅-2.49%; 状态bottom_area; 底部已确认
26,58.06799623680943,52.90552083333333,300749,顶固集创,bottom_area,2024-06-18,5.37,2024-06-06,5.12,4.8828125,9.765625,28.391608391608393,True,1.8975,1.5688,1,3,1,33.33333333333333,20.833333333333336,20.833333333333336,15.117187500000002,4.8828125,历史1/3次成功; 当前距低点4.88%; 最新日涨幅1.90%; 状态bottom_area; 底部已确认
