rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,98.09746898944651,83.80561805353172,600192,长城电工,bottom_area,2026-06-11,6.72,9.88,2026-06-11,6.63,1.3574660633484141,3.318250377073903,32.894736842105274,31.983805668016203,False,-1.17647058823529,1.0727835589948986,2,2,2,100.0,47.63785310734464,60.875706214689274,18.64253393665159,1.3574660633484141,历史2/2次成功; 当前距低点1.36%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
66,85.08928423612663,71.75239327035301,301171,易点天下,bottom_area,2026-06-11,35.82,49.71,2026-06-11,35.59,0.6462489463332308,5.3104804720426895,28.4047475357071,27.94206397103199,False,-5.313243457573346,10.94954875552663,1,1,1,100.0,40.837854128993364,40.837854128993364,19.35375105366677,0.6462489463332308,历史1/1次成功; 当前距低点0.65%; 最新日涨幅-5.31%; 状态bottom_area; 底部未确认
67,84.62009957325749,74.58042674253201,300018,中元股份,bottom_area,2026-06-11,11.44,15.5,2026-06-11,11.1,3.063063063063062,5.0450450450450495,28.387096774193548,26.193548387096776,False,-1.038062283737029,3.0987695850620938,1,1,1,100.0,35.6140350877193,35.6140350877193,16.936936936936938,3.063063063063062,历史1/1次成功; 当前距低点3.06%; 最新日涨幅-1.04%; 状态bottom_area; 底部未确认
68,84.60547689845173,75.96618524332813,000822,山东海化,bottom_area,2026-06-11,4.59,6.15,2026-06-10,4.41,4.081632653061218,4.535147392290254,28.292682926829272,25.36585365853659,False,1.3245033112582627,1.6709119819906786,1,1,1,100.0,33.076923076923094,33.076923076923094,15.918367346938783,4.081632653061218,历史1/1次成功; 当前距低点4.08%; 最新日涨幅1.32%; 状态bottom_area; 底部未确认
69,83.56755268143928,70.92523051841168,600326,西藏天路,bottom_area,2026-06-11,7.08,9.79,2026-06-11,7.01,0.9985734664764663,2.4251069900142643,28.396322778345244,27.68130745658835,False,-1.8030513176144236,1.2059471279753644,1,1,1,100.0,30.494505494505493,30.494505494505493,19.001426533523535,0.9985734664764663,历史1/1次成功; 当前距低点1.00%; 最新日涨幅-1.80%; 状态bottom_area; 底部未确认
70,83.3937275815704,72.86155939158752,301602,超研股份,bottom_area,2026-06-11,14.68,20.79,2026-06-10,14.31,2.5856044723969194,4.612159329140462,31.16883116883116,29.389129389129387,False,-1.41034251175286,1.2620660150673024,1,1,1,100.0,20.520094562647756,20.520094562647756,17.414395527603084,2.5856044723969194,历史1/1次成功; 当前距低点2.59%; 最新日涨幅-1.41%; 状态bottom_area; 底部未确认
71,83.24129365558605,71.13650964540116,002788,鹭燕医药,bottom_area,2026-06-11,11.06,15.64,2026-06-11,10.91,1.3748854262144854,3.3913840513290485,30.24296675191816,29.283887468030688,False,-1.7761989342806372,2.9067120925002667,2,3,2,66.66666666666666,35.293450271524364,37.636080870917574,18.625114573785513,1.3748854262144854,历史2/3次成功; 当前距低点1.37%; 最新日涨幅-1.78%; 状态bottom_area; 底部未确认
72,83.16980212839059,70.27138998529526,002073,软控股份,bottom_area,2026-06-11,5.35,7.52,2026-06-11,5.31,0.7532956685499066,3.389830508474588,29.388297872340424,28.856382978723406,False,-2.550091074681249,1.5592435362660968,1,1,1,100.0,23.972602739726035,23.972602739726035,19.246704331450097,0.7532956685499066,历史1/1次成功; 当前距低点0.75%; 最新日涨幅-2.55%; 状态bottom_area; 底部未确认
73,82.46544171122684,70.05206976349815,000516,国际医学,bottom_area,2026-06-11,3.86,5.28,2026-06-11,3.82,1.0471204188481684,2.879581151832469,27.65151515151516,26.893939393939398,False,-1.7811704834605702,0.8710150157814247,2,3,2,66.66666666666666,25.445363719383373,26.89969604863221,18.952879581151834,1.0471204188481684,历史2/3次成功; 当前距低点1.05%; 最新日涨幅-1.78%; 状态bottom_area; 底部未确认
74,82.19298203563596,70.90760316848326,300542,新晨科技,bottom_area,2026-06-11,11.85,16.52,2026-06-11,11.63,1.891659501289758,4.901117798796204,29.600484261501204,28.268765133171915,False,-2.789171452009842,1.8749344243439554,5,8,5,62.5,32.75853135174146,61.233480176211465,18.108340498710245,1.891659501289758,历史5/8次成功; 当前距低点1.89%; 最新日涨幅-2.79%; 状态bottom_area; 底部未确认
75,82.05040542080111,69.22760835078923,002396,星网锐捷,bottom_area,2026-06-11,17.87,25.1,2026-06-11,17.75,0.6760563380281746,5.746478873239434,29.282868525896415,28.804780876494025,False,-4.89622139435869,3.8249832669978576,1,1,1,100.0,27.629122588674555,27.629122588674555,19.323943661971825,0.6760563380281746,历史1/1次成功; 当前距低点0.68%; 最新日涨幅-4.90%; 状态bottom_area; 底部未确认
76,81.96689676708901,69.8485875941313,002663,普邦股份,bottom_area,2026-06-11,1.66,2.34,2026-06-11,1.64,1.2195121951219523,4.268292682926833,29.914529914529915,29.059829059829056,False,-1.7751479289940808,2.2429638286203413,2,4,2,50.0,45.90900752155568,66.45569620253163,18.78048780487805,1.2195121951219523,历史2/4次成功; 当前距低点1.22%; 最新日涨幅-1.78%; 状态bottom_area; 底部未确认
77,81.89613897736007,69.64559482236552,300153,科泰电源,bottom_area,2026-06-11,22.82,31.0,2026-06-11,22.57,1.1076650420912717,3.8546743464776294,27.193548387096772,26.387096774193548,False,-2.6034997865983733,2.51622452886925,2,3,2,66.66666666666666,24.002174471327702,26.1835396941005,18.89233495790873,1.1076650420912717,历史2/3次成功; 当前距低点1.11%; 最新日涨幅-2.60%; 状态bottom_area; 底部未确认
78,81.7152073191854,69.60489601864424,300441,鲍斯股份,bottom_area,2026-06-11,5.92,8.05,2026-06-11,5.85,1.1965811965812014,4.615384615384623,27.329192546583865,26.459627329192553,False,-1.4975041597337757,0.7851465494102471,2,3,2,66.66666666666666,24.873303656896304,29.15291529152916,18.8034188034188,1.1965811965812014,历史2/3次成功; 当前距低点1.20%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
79,81.44198678884914,73.45349598163034,600577,精达股份,bottom_area,2026-06-11,10.85,15.23,2026-06-11,10.4,4.3269230769230695,7.499999999999994,31.713722915298753,28.759028233749184,False,0.5560704355885182,3.575480026059393,1,1,1,100.0,22.57462686567164,22.57462686567164,15.67307692307693,4.3269230769230695,历史1/1次成功; 当前距低点4.33%; 最新日涨幅0.56%; 状态bottom_area; 底部未确认
80,81.17103794526567,69.82589673438298,002104,恒宝股份,bottom_area,2026-06-11,11.14,15.65,2026-06-11,10.95,1.73515981735161,3.3789954337899637,30.031948881789145,28.817891373801913,False,-1.7636684303350858,3.5388266338968974,3,5,3,60.0,30.441188806154024,43.85245901639344,18.26484018264839,1.73515981735161,历史3/5次成功; 当前距低点1.74%; 最新日涨幅-1.76%; 状态bottom_area; 底部未确认
81,81.11170627755375,70.96507937737601,000767,晋控电力,bottom_area,2026-06-11,4.63,6.6,2026-06-11,4.51,2.660753880266078,6.208425720620848,31.666666666666664,29.848484848484848,False,0.0,7.502654576487289,3,5,3,60.0,25.438700131089625,29.955947136563882,17.33924611973392,2.660753880266078,历史3/5次成功; 当前距低点2.66%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
82,81.10326567313048,69.00755874673628,002519,银河电子,bottom_area,2026-06-11,6.23,9.11,2026-06-11,6.16,1.136363636363641,2.5974025974025996,32.381997804610315,31.613611416026338,False,-1.111111111111096,2.5347069744175217,2,3,2,66.66666666666666,20.923662209562995,20.959595959595962,18.86363636363636,1.136363636363641,历史2/3次成功; 当前距低点1.14%; 最新日涨幅-1.11%; 状态bottom_area; 底部未确认
83,80.97044039023515,69.48955705132119,002540,亚太科技,bottom_area,2026-06-11,5.06,6.95,2026-06-11,4.98,1.6064257028112285,2.610441767068271,28.34532374100719,27.19424460431655,False,-0.3937007874015852,1.0889754414552606,2,3,2,66.66666666666666,29.27710208098987,37.79527559055118,18.39357429718877,1.6064257028112285,历史2/3次成功; 当前距低点1.61%; 最新日涨幅-0.39%; 状态bottom_area; 底部未确认
84,80.38883667979265,69.58358136252284,603028,赛福天,bottom_area,2026-06-11,7.38,10.08,2026-06-10,7.23,2.0746887966804906,5.809128630705393,28.27380952380952,26.785714285714285,False,-1.6000000000000014,1.1440233646504099,2,3,2,66.66666666666666,35.522608345632634,43.67816091954023,17.92531120331951,2.0746887966804906,历史2/3次成功; 当前距低点2.07%; 最新日涨幅-1.60%; 状态bottom_area; 底部未确认
85,80.04836574791578,68.19411408673515,301329,信音电子,bottom_area,2026-06-11,24.38,33.0,2026-06-11,24.09,1.2038190120381866,4.192611041926117,27.0,26.121212121212125,False,-3.369005152596116,14.080808984231782,2,3,2,66.66666666666666,27.592229932879352,28.5628382441371,18.796180987961815,1.2038190120381866,历史2/3次成功; 当前距低点1.20%; 最新日涨幅-3.37%; 状态bottom_area; 底部未确认
86,79.96437047663531,69.02981564540879,000715,中兴商业,bottom_area,2026-06-11,4.76,6.68,2026-06-11,4.67,1.9271948608137013,5.353319057815846,30.089820359281433,28.74251497005988,False,-2.6584867075664653,1.7215688775366782,3,5,3,60.0,28.51516090357001,32.101167315175104,18.0728051391863,1.9271948608137013,历史3/5次成功; 当前距低点1.93%; 最新日涨幅-2.66%; 状态bottom_area; 底部未确认
87,79.95209194781806,67.68028928854247,301325,曼恩斯特,bottom_area,2026-06-11,36.51,52.31,2026-06-11,36.2,0.8563535911602076,7.071823204419876,30.797170713056776,30.20454979927357,False,-5.634530886533984,2.803338968138421,1,1,1,100.0,21.520298260149133,21.520298260149133,19.143646408839793,0.8563535911602076,历史1/1次成功; 当前距低点0.86%; 最新日涨幅-5.63%; 状态bottom_area; 底部未确认
88,79.86663575778691,69.12433972018985,605369,拱东医疗,bottom_area,2026-06-11,16.28,22.68,2026-06-10,15.95,2.068965517241391,3.1347962382445145,29.67372134038801,28.218694885361543,False,0.12300123001229846,0.46432336076595443,2,4,2,50.0,29.954737094087246,39.201877934272304,17.93103448275861,2.068965517241391,历史2/4次成功; 当前距低点2.07%; 最新日涨幅0.12%; 状态bottom_area; 底部未确认
89,79.6948507886167,68.11261490984697,601177,杭齿前进,bottom_area,2026-06-11,13.22,18.68,2026-06-11,13.04,1.3803680981595208,3.220858895705535,30.192719486081376,29.229122055674512,False,-2.1465581051073213,2.1083837424386345,2,4,2,50.0,38.54760308414349,40.789473684210535,18.61963190184048,1.3803680981595208,历史2/4次成功; 当前距低点1.38%; 最新日涨幅-2.15%; 状态bottom_area; 底部未确认
90,78.95872734963098,68.82517189039233,688171,纬德信息,bottom_area,2026-06-11,43.78,59.7,2026-06-10,42.73,2.4572899602153155,8.822841095249247,28.425460636515922,26.666666666666668,True,1.0152284263959421,3.163056590066488,2,4,2,50.0,23.91286558969486,27.317073170731714,17.542710039784687,2.4572899602153155,历史2/4次成功; 当前距低点2.46%; 最新日涨幅1.02%; 状态bottom_area; 底部已确认
91,78.94640797538018,69.74318373052711,300589,江龙船艇,bottom_area,2026-06-11,12.61,17.17,2026-06-11,12.22,3.191489361702118,3.9279869067103,28.82935352358766,26.557949912638335,False,-0.3162055335968472,4.121809479565672,4,6,4,66.66666666666666,33.40383230398532,44.07616361071933,16.808510638297882,3.191489361702118,历史4/6次成功; 当前距低点3.19%; 最新日涨幅-0.32%; 状态bottom_area; 底部未确认
92,78.75168591719017,67.69485895460473,002021,中捷资源,bottom_area,2026-06-11,2.4,3.4,2026-06-11,2.36,1.6949152542372898,3.8135593220339112,30.58823529411765,29.411764705882355,False,-2.4390243902439046,2.529340941685529,2,4,2,50.0,40.15734265734265,50.76923076923077,18.305084745762713,1.6949152542372898,历史2/4次成功; 当前距低点1.69%; 最新日涨幅-2.44%; 状态bottom_area; 底部未确认
93,78.48455130124923,68.25911092369495,002755,奥赛康,bottom_area,2026-06-11,12.71,17.77,2026-06-09,12.42,2.334943639291473,4.750402576489532,30.106921778277997,28.474957794034882,False,-2.155504234026173,0.7212408144355635,2,3,2,66.66666666666666,31.59202018609052,32.35294117647059,17.66505636070853,2.334943639291473,历史2/3次成功; 当前距低点2.33%; 最新日涨幅-2.16%; 状态bottom_area; 底部未确认
94,78.47437763554463,66.92043510969883,300759,康龙化成,bottom_area,2026-06-11,21.72,31.45,2026-06-11,21.45,1.2587412587412568,3.1235431235431315,31.79650238473768,30.93799682034976,False,-2.513464991023351,2.0862064621121554,2,4,2,50.0,30.647124621660748,32.829977628635355,18.741258741258747,1.2587412587412568,历史2/4次成功; 当前距低点1.26%; 最新日涨幅-2.51%; 状态bottom_area; 底部未确认
95,78.4663778480552,67.41595686430244,000901,航天科技,bottom_area,2026-06-11,17.68,25.09,2026-06-11,17.39,1.667625071880386,2.702702702702696,30.689517736149856,29.533678756476682,False,-0.7299270072992692,1.8069554724947237,2,4,2,50.0,38.32334423757916,42.402315484804625,18.332374928119616,1.667625071880386,历史2/4次成功; 当前距低点1.67%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
96,78.24212464525364,69.96576572811207,688429,时创能源,bottom_area,2026-06-11,10.77,15.25,2026-06-10,10.37,3.857280617164902,5.400192864030863,32.00000000000001,29.377049180327873,False,-0.6457564575645836,1.5858655962894517,1,1,1,100.0,20.53959965187119,20.53959965187119,16.1427193828351,3.857280617164902,历史1/1次成功; 当前距低点3.86%; 最新日涨幅-0.65%; 状态bottom_area; 底部未确认
97,78.1867197439925,67.72134120171671,300436,广生堂,bottom_area,2026-06-11,85.65,119.78,2026-06-11,83.88,2.1101573676681094,2.9566046733428757,29.971614626815835,28.49390549340457,False,0.6226503759398483,2.8741533504953063,3,8,3,37.5,50.95154803769113,95.87945879458793,17.88984263233189,2.1101573676681094,历史3/8次成功; 当前距低点2.11%; 最新日涨幅0.62%; 状态bottom_area; 底部未确认
98,77.9097241362054,65.49794224131233,002101,广东鸿图,bottom_area,2026-06-11,8.38,11.51,2026-06-11,8.34,0.4796163069544475,2.7577937649880147,27.541268462206776,27.193744569939177,False,-2.2170361726954413,0.7130644964156598,2,3,2,66.66666666666666,33.843014809149544,39.710444674250255,19.520383693045552,0.4796163069544475,历史2/3次成功; 当前距低点0.48%; 最新日涨幅-2.22%; 状态bottom_area; 底部未确认
99,77.23670241655446,69.44427546651633,688262,国芯科技,bottom_area,2026-06-11,33.33,43.99,2026-06-08,32.0,4.156249999999995,7.187499999999991,27.256194589679478,24.232780177313032,True,1.3686131386861256,3.3178583000342843,4,7,4,57.14285714285714,32.59115074163924,42.05186020293122,15.843750000000007,4.156249999999995,历史4/7次成功; 当前距低点4.16%; 最新日涨幅1.37%; 状态bottom_area; 底部已确认
100,77.10246243066237,69.05256435426098,300763,锦浪科技,bottom_area,2026-06-11,92.3,124.8,2026-06-10,88.8,3.9414414414414414,5.506756756756757,28.84615384615385,26.041666666666668,False,1.8538953873317165,3.5460806316767077,3,5,3,60.0,30.855112047029355,36.020348268440614,16.058558558558563,3.9414414414414414,历史3/5次成功; 当前距低点3.94%; 最新日涨幅1.85%; 状态bottom_area; 底部未确认
101,76.84078286958685,65.49110993436031,000572,海马汽车,bottom_area,2026-06-11,4.12,5.92,2026-06-11,4.07,1.228501228501224,2.948402948402951,31.249999999999993,30.4054054054054,False,-1.4354066985645786,1.9742815225271684,3,8,3,37.5,49.67522975990913,95.5116696588869,18.771498771498777,1.228501228501224,历史3/8次成功; 当前距低点1.23%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
102,76.64732920426518,65.30314998368276,002045,国光电器,bottom_area,2026-06-11,8.37,11.93,2026-06-11,8.27,1.2091898428053163,3.9903264812575583,30.67896060352054,29.84073763621124,False,-2.7874564459930307,2.5008683841212584,4,9,4,44.44444444444444,33.38167588262236,40.89958158995815,18.790810157194684,1.2091898428053163,历史4/9次成功; 当前距低点1.21%; 最新日涨幅-2.79%; 状态bottom_area; 底部未确认
103,76.38215052340094,66.56916590754736,300535,达威股份,bottom_area,2026-06-11,15.06,20.29,2026-06-11,14.7,2.4489795918367427,4.693877551020417,27.550517496303602,25.77624445539674,False,-0.5940594059405946,2.689961895160041,2,3,2,66.66666666666666,23.90415435628202,26.329787234042563,17.55102040816326,2.4489795918367427,历史2/3次成功; 当前距低点2.45%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
104,76.3307385237314,65.58629598627708,603079,圣达生物,bottom_area,2026-06-11,12.77,18.25,2026-06-11,12.56,1.6719745222929863,3.105095541401264,31.17808219178082,30.027397260273975,False,-0.6998444790046632,0.890654117927127,2,4,2,50.0,28.539773640349868,34.84698914116485,18.328025477707016,1.6719745222929863,历史2/4次成功; 当前距低点1.67%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
105,76.27300537244976,64.28687022565427,002408,齐翔腾达,bottom_area,2026-06-11,4.87,6.79,2026-06-10,4.84,0.6198347107438068,3.7190082644628046,28.71870397643594,28.276877761413843,False,-1.0162601626016232,0.7729353405630255,2,3,2,66.66666666666666,29.05068118001871,37.91208791208789,19.380165289256194,0.6198347107438068,历史2/3次成功; 当前距低点0.62%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
106,76.2647322726605,64.45687333667705,002322,理工能科,bottom_area,2026-06-11,10.47,14.57,2026-06-11,10.39,0.7699711260827725,2.1174205967276114,28.689087165408374,28.14001372683596,False,-0.6641366223908762,0.8903821236323667,3,5,3,60.0,29.58283604379443,38.507109004739334,19.23002887391723,0.7699711260827725,历史3/5次成功; 当前距低点0.77%; 最新日涨幅-0.66%; 状态bottom_area; 底部未确认
107,75.9662413169533,64.6094979260661,688293,奥浦迈,bottom_area,2026-06-11,34.51,46.83,2026-06-11,34.13,1.1133899794901712,3.252270729563432,27.119367926542807,26.307922272047833,False,-2.182539682539686,1.0267070767112465,1,2,1,50.0,49.77433913604127,49.77433913604127,18.88661002050983,1.1133899794901712,历史1/2次成功; 当前距低点1.11%; 最新日涨幅-2.18%; 状态bottom_area; 底部未确认
108,75.49920280877696,66.65118520898196,603030,全筑股份,bottom_area,2026-06-11,2.29,3.15,2026-06-11,2.22,3.153153153153146,7.657657657657654,29.523809523809515,27.3015873015873,False,-4.583333333333329,5.223885268512614,5,8,5,62.5,35.553088162210365,51.87969924812029,16.846846846846855,3.153153153153146,历史5/8次成功; 当前距低点3.15%; 最新日涨幅-4.58%; 状态bottom_area; 底部未确认
109,75.46302794844438,65.08294372294372,000576,甘化科工,bottom_area,2026-06-11,7.06,9.95,2026-06-08,6.93,1.8759018759018746,6.493506493506496,30.351758793969847,29.04522613065327,False,-0.14144271570014633,1.4669145640173777,2,5,2,40.0,57.033233678424665,90.05145797598628,18.124098124098126,1.8759018759018746,历史2/5次成功; 当前距低点1.88%; 最新日涨幅-0.14%; 状态bottom_area; 底部未确认
110,75.45743908430441,68.492137014984,001367,海森药业,bottom_area,2026-06-11,19.47,27.22,2026-06-08,18.6,4.677419354838695,9.892473118279568,31.667891256429087,28.471711976487878,True,-4.183070866141736,1.4520252650428171,1,1,1,100.0,23.691683569979716,23.691683569979716,15.322580645161308,4.677419354838695,历史1/1次成功; 当前距低点4.68%; 最新日涨幅-4.18%; 状态bottom_area; 底部已确认
111,75.064898620749,64.11722371967656,000932,华菱钢铁,bottom_area,2026-06-11,3.76,5.29,2026-06-09,3.71,1.3477088948787015,3.7735849056603805,29.867674858223065,28.922495274102083,False,-0.2652519893899252,0.7955728543187244,1,2,1,50.0,55.72289156626506,55.72289156626506,18.6522911051213,1.3477088948787015,历史1/2次成功; 当前距低点1.35%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
112,75.0066939258582,63.48361719187145,603230,内蒙新华,bottom_area,2026-06-11,9.52,13.4,2026-06-11,9.44,0.8474576271186449,2.5423728813559343,29.552238805970156,28.95522388059702,False,-1.855670103092777,0.3851517355051922,2,3,2,66.66666666666666,27.522332876533863,31.521142229544196,19.152542372881356,0.8474576271186449,历史2/3次成功; 当前距低点0.85%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
113,74.97788890090399,63.58007805040252,600416,湘电股份,bottom_area,2026-06-11,9.55,13.38,2026-06-11,9.46,0.9513742071881591,3.2769556025369844,29.297458893871447,28.62481315396114,False,-2.650356778797147,1.5047882971394304,3,5,3,60.0,27.092533563395243,34.41084462982274,19.04862579281184,0.9513742071881591,历史3/5次成功; 当前距低点0.95%; 最新日涨幅-2.65%; 状态bottom_area; 底部未确认
114,74.73265751975723,63.681415338943935,300423,昇辉科技,bottom_area,2026-06-11,5.82,8.31,2026-06-11,5.75,1.217391304347831,3.304347826086963,30.80625752105897,29.96389891696751,False,-1.8549747048903775,2.458990247435594,2,5,2,40.0,34.39283609062897,45.50084889643465,18.78260869565217,1.217391304347831,历史2/5次成功; 当前距低点1.22%; 最新日涨幅-1.85%; 状态bottom_area; 底部未确认
115,74.3052425827425,65.70089891703832,002564,天沃科技,bottom_area,2026-06-11,4.78,6.57,2026-06-11,4.63,3.239740820734349,3.4557235421166337,29.528158295281585,27.24505327245053,False,-0.20876826722338038,1.2624802414558223,2,3,2,66.66666666666666,28.92925441745143,29.903536977491967,16.760259179265653,3.239740820734349,历史2/3次成功; 当前距低点3.24%; 最新日涨幅-0.21%; 状态bottom_area; 底部未确认
116,74.26078130564063,63.26211470842801,603232,格尔软件,bottom_area,2026-06-11,15.99,22.9,2026-06-11,15.8,1.2025316455696171,3.7341772151898724,31.00436681222707,30.174672489082965,False,-2.6187576126674883,3.785689580631215,3,8,3,37.5,37.37304763616524,48.01488833746897,18.797468354430382,1.2025316455696171,历史3/8次成功; 当前距低点1.20%; 最新日涨幅-2.62%; 状态bottom_area; 底部未确认
117,74.03207049169139,62.987988247413874,600121,郑州煤电,bottom_area,2026-06-11,4.46,6.25,2026-06-11,4.41,1.1337868480725584,9.297052154195013,29.439999999999998,28.64,False,-2.4070021881838155,9.717935884015017,3,7,3,42.857142857142854,23.44942843865986,29.452054794520542,18.866213151927443,1.1337868480725584,历史3/7次成功; 当前距低点1.13%; 最新日涨幅-2.41%; 状态bottom_area; 底部未确认
118,73.73251553522172,61.7849448705038,600126,杭钢股份,bottom_area,2026-06-11,6.64,9.78,2026-06-11,6.62,0.3021148036253712,6.042296072507545,32.31083844580777,32.10633946830266,False,-5.278174037089878,1.7085451519639343,2,4,2,50.0,41.364336681557226,55.84045584045584,19.697885196374628,0.3021148036253712,历史2/4次成功; 当前距低点0.30%; 最新日涨幅-5.28%; 状态bottom_area; 底部未确认
119,73.72963592769854,64.44400281491906,603289,泰瑞机器,bottom_area,2026-06-11,9.05,12.7,2026-06-11,8.82,2.6077097505668982,4.6485260770975065,30.551181102362197,28.74015748031495,False,-2.056277056277056,2.135396518375242,2,4,2,50.0,33.86871530221285,40.702947845804985,17.392290249433103,2.6077097505668982,历史2/4次成功; 当前距低点2.61%; 最新日涨幅-2.06%; 状态bottom_area; 底部未确认
120,73.63744957271857,65.8112472026712,003038,鑫铂股份,bottom_area,2026-06-11,12.21,17.26,2026-06-05,11.76,3.826530612244907,9.183673469387756,31.865585168018544,29.258400926998846,True,-2.863961813842475,2.746279290643371,2,3,2,66.66666666666666,27.521883504961874,29.536152796725773,16.173469387755095,3.826530612244907,历史2/3次成功; 当前距低点3.83%; 最新日涨幅-2.86%; 状态bottom_area; 底部已确认
121,73.61907882411313,64.56582699540904,002162,悦心健康,bottom_area,2026-06-11,3.68,4.95,2026-06-11,3.58,2.793296089385477,3.0726256983240186,27.67676767676768,25.656565656565654,False,0.8219178082191858,1.2750327387119065,2,5,2,40.0,35.99216171617162,43.23432343234324,17.206703910614525,2.793296089385477,历史2/5次成功; 当前距低点2.79%; 最新日涨幅0.82%; 状态bottom_area; 底部未确认
122,73.5559551748179,65.76194667947297,600421,退市华嵘,bottom_area,2026-06-11,0.27,0.36,2026-06-11,0.26,3.8461538461538494,7.692307692307699,27.777777777777775,24.999999999999993,False,0.0,2.2979038854805727,3,6,3,50.0,33.662244347869596,44.900662251655625,16.153846153846153,3.8461538461538494,历史3/6次成功; 当前距低点3.85%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
123,73.50025915792054,66.30207004375539,688251,井松智能,bottom_area,2026-06-11,23.58,32.99,2026-06-11,22.6,4.336283185840694,5.707964601769907,31.49439224007275,28.523795089421043,False,0.7261853908586025,3.067165925487713,2,4,2,50.0,42.57417047028053,45.35104364326376,15.663716814159306,4.336283185840694,历史2/4次成功; 当前距低点4.34%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
124,73.45455307502688,62.55142821530757,601226,华电科工,bottom_area,2026-06-11,6.85,9.45,2026-06-11,6.77,1.1816838995568697,2.3633677991137394,28.359788359788357,27.513227513227513,False,-0.868306801736618,0.8808287292483434,1,2,1,50.0,39.54659949622166,39.54659949622166,18.81831610044313,1.1816838995568697,历史1/2次成功; 当前距低点1.18%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
125,73.29846774270722,62.33794920174165,002819,东方中科,bottom_area,2026-06-11,20.93,29.06,2026-06-11,20.7,1.1111111111111132,4.685990338164263,28.768066070199588,27.976600137646244,False,-3.8143382352941235,1.221222385680413,2,5,2,40.0,36.08216416706984,51.677148846960186,18.88888888888889,1.1111111111111132,历史2/5次成功; 当前距低点1.11%; 最新日涨幅-3.81%; 状态bottom_area; 底部未确认
126,73.02414575591953,62.03570135746608,601002,晋亿实业,bottom_area,2026-06-11,4.81,6.81,2026-06-11,4.76,1.0504201680672232,2.310924369747906,30.102790014684288,29.368575624082233,False,-1.2320328542094527,1.0790193635163132,1,2,1,50.0,35.164835164835154,35.164835164835154,18.949579831932777,1.0504201680672232,历史1/2次成功; 当前距低点1.05%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
127,72.95320426734047,61.993866406551646,000566,海南海药,bottom_area,2026-06-11,3.79,5.57,2026-06-11,3.75,1.0666666666666678,2.93333333333333,32.675044883303414,31.956912028725316,False,-1.558441558441559,1.1781430004284796,2,6,2,33.33333333333333,37.916844479668356,38.29787234042554,18.933333333333334,1.0666666666666678,历史2/6次成功; 当前距低点1.07%; 最新日涨幅-1.56%; 状态bottom_area; 底部未确认
128,72.78250826936578,61.24568829784608,688326,经纬恒润,bottom_area,2026-06-11,71.88,98.65,2026-06-11,71.5,0.5314685314685251,2.937062937062929,27.52154080081095,27.13634059807401,False,-2.535593220338994,1.2626373920561291,2,4,2,50.0,31.061486825775873,34.48938586529221,19.468531468531474,0.5314685314685251,历史2/4次成功; 当前距低点0.53%; 最新日涨幅-2.54%; 状态bottom_area; 底部未确认
129,72.66409216589862,61.67571428571429,600880,博瑞传播,bottom_area,2026-06-11,4.03,5.5,2026-06-11,3.99,1.0025062656641612,5.012531328320806,27.45454545454545,26.727272727272723,False,-4.5023696682464305,2.2085482396379845,1,2,1,50.0,42.85714285714287,42.85714285714287,18.99749373433584,1.0025062656641612,历史1/2次成功; 当前距低点1.00%; 最新日涨幅-4.50%; 状态bottom_area; 底部未确认
130,72.63697079281152,62.55437645933928,300672,国科微,bottom_area,2026-06-11,269.2,376.8,2026-06-11,264.45,1.7961807525051994,4.896955946303645,29.816878980891726,28.55626326963907,False,-1.9272104630405518,3.1370030893401513,2,5,2,40.0,35.42832567231795,37.77477172810281,18.203819247494803,1.7961807525051994,历史2/5次成功; 当前距低点1.80%; 最新日涨幅-1.93%; 状态bottom_area; 底部未确认
131,71.9598907192754,60.52964203694916,002558,巨人网络,bottom_area,2026-06-11,23.65,33.15,2026-06-11,23.53,0.5099872503187312,2.847428814279635,29.019607843137248,28.657616892911015,False,-2.2727272727272707,1.8503526547286957,2,4,2,50.0,26.948456815461654,31.38435081685295,19.49001274968127,0.5099872503187312,历史2/4次成功; 当前距低点0.51%; 最新日涨幅-2.27%; 状态bottom_area; 底部未确认
