rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,98.09746898944651,83.80561805353172,600192,长城电工,bottom_area,2026-06-11,6.72,9.88,2026-06-11,6.63,1.3574660633484141,3.318250377073903,32.894736842105274,31.983805668016203,False,-1.17647058823529,1.0727835589948986,2,2,2,100.0,47.63785310734464,60.875706214689274,18.64253393665159,1.3574660633484141,历史2/2次成功; 当前距低点1.36%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
12,94.15294070856667,80.71422680412373,002107,沃华医药,bottom_area,2026-06-11,5.91,8.33,2026-06-10,5.82,1.546391752577317,3.2646048109965546,30.132052821128447,29.051620648259302,False,-0.16891891891891442,1.2679517457511735,1,1,1,100.0,80.27777777777779,80.27777777777779,18.453608247422686,1.546391752577317,历史1/1次成功; 当前距低点1.55%; 最新日涨幅-0.17%; 状态bottom_area; 底部未确认
13,93.98948403047665,79.86584063412596,600708,光明地产,bottom_area,2026-06-11,2.85,4.16,2026-06-11,2.82,1.0638297872340514,4.609929078014197,32.21153846153847,31.490384615384613,False,-3.716216216216217,1.154404176220132,2,2,2,100.0,33.071895424836605,36.07843137254903,18.936170212765948,1.0638297872340514,历史2/2次成功; 当前距低点1.06%; 最新日涨幅-3.72%; 状态bottom_area; 底部未确认
14,93.77620600267304,82.61542635529608,000565,渝三峡A,bottom_area,2026-06-11,6.44,8.78,2026-06-08,6.25,3.0400000000000063,5.760000000000005,28.81548974943052,26.6514806378132,False,0.31152647975078995,2.2812680406055517,2,2,2,100.0,39.39046427578538,57.568807339449535,16.959999999999994,3.0400000000000063,历史2/2次成功; 当前距低点3.04%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
15,93.59644279146649,80.42410041841003,002998,优彩资源,bottom_area,2026-06-11,7.29,10.45,2026-06-11,7.17,1.6736401673640184,3.347280334728037,31.387559808612437,30.23923444976076,False,-1.4864864864864935,2.1593758669337166,1,1,1,100.0,56.29770992366411,56.29770992366411,18.326359832635983,1.6736401673640184,历史1/1次成功; 当前距低点1.67%; 最新日涨幅-1.49%; 状态bottom_area; 底部未确认
16,93.24528199623894,79.28142826555988,603680,今创集团,bottom_area,2026-06-11,11.06,15.3,2026-06-11,10.94,1.0968921389396802,2.833638025594155,28.496732026143796,27.712418300653596,False,-0.8071748878923701,0.31173169666536776,1,1,1,100.0,36.78678678678678,36.78678678678678,18.90310786106032,1.0968921389396802,历史1/1次成功; 当前距低点1.10%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
17,93.08818186275552,79.87173741975562,601390,中国中铁,bottom_area,2026-06-11,4.46,6.47,2026-06-11,4.39,1.594533029612763,2.5056947608200533,32.1483771251932,31.066460587326116,False,-0.6681514476614803,0.6840536441713657,1,1,1,100.0,46.06060606060606,46.06060606060606,18.405466970387238,1.594533029612763,历史1/1次成功; 当前距低点1.59%; 最新日涨幅-0.67%; 状态bottom_area; 底部未确认
18,93.02442019411401,79.03675298057503,301439,泓淋电力,bottom_area,2026-06-11,17.2,25.35,2026-06-11,17.02,1.057579318448882,3.995299647473559,32.859960552268255,32.14990138067062,False,-1.6018306636155666,6.962300797858421,1,1,1,100.0,34.98942917547567,34.98942917547567,18.94242068155112,1.057579318448882,历史1/1次成功; 当前距低点1.06%; 最新日涨幅-1.60%; 状态bottom_area; 底部未确认
19,92.968513711231,81.70371569950518,002790,瑞尔特,bottom_area,2026-06-11,6.02,8.16,2026-06-11,5.85,2.905982905982905,3.4188034188034218,28.308823529411768,26.22549019607844,False,0.5008347245408995,1.6139395276134216,1,1,1,100.0,49.512670565302145,49.512670565302145,17.094017094017097,2.905982905982905,历史1/1次成功; 当前距低点2.91%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
20,92.86267721840836,79.04361111111112,600429,三元股份,bottom_area,2026-06-11,4.37,6.11,2026-06-09,4.32,1.1574074074074032,3.009259259259257,29.296235679214398,28.477905073649758,False,-1.1312217194570096,0.6604888293103938,1,1,1,100.0,36.25000000000001,36.25000000000001,18.842592592592595,1.1574074074074032,历史1/1次成功; 当前距低点1.16%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
21,92.16227334835705,79.5460920779323,688670,金迪克,bottom_area,2026-06-11,14.88,21.2,2026-06-10,14.6,1.9178082191780899,4.863013698630143,31.132075471698112,29.811320754716974,False,-0.9980039920159611,0.9258116883116884,1,1,1,100.0,48.272552783109404,48.272552783109404,18.08219178082191,1.9178082191780899,历史1/1次成功; 当前距低点1.92%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
22,91.75468145014669,78.27004664272319,605158,华达新材,bottom_area,2026-06-11,6.35,9.04,2026-06-11,6.27,1.2759170653907508,3.3492822966507316,30.641592920353983,29.75663716814159,False,-0.7812500000000111,0.6301865394392085,3,4,3,75.0,37.710416945237164,50.9433962264151,18.72408293460925,1.2759170653907508,历史3/4次成功; 当前距低点1.28%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
23,91.1171305001201,78.10888305583958,002131,利欧股份,bottom_area,2026-06-11,5.26,7.59,2026-06-11,5.18,1.5444015444015458,3.281853281853281,31.752305665349144,30.698287220026355,False,-2.0484171322160183,3.9216907327514887,1,1,1,100.0,35.96837944664033,35.96837944664033,18.455598455598455,1.5444015444015458,历史1/1次成功; 当前距低点1.54%; 最新日涨幅-2.05%; 状态bottom_area; 底部未确认
24,91.02175780426354,79.06722513089007,002686,亿利达,bottom_area,2026-06-11,5.86,8.25,2026-06-11,5.73,2.2687609075043613,3.315881326352522,30.545454545454543,28.96969696969697,False,-1.0135135135135087,1.5836124425154652,1,1,1,100.0,75.68181818181817,75.68181818181817,17.731239092495642,2.2687609075043613,历史1/1次成功; 当前距低点2.27%; 最新日涨幅-1.01%; 状态bottom_area; 底部未确认
25,90.93514822985425,78.60208799752897,300141,和顺电气,bottom_area,2026-06-11,10.21,13.85,2026-06-11,10.01,1.9980019980020087,3.1968031968031996,27.72563176895307,26.28158844765342,False,-0.6809338521400643,1.586528513863747,2,2,2,100.0,27.513615876201946,31.123919308357333,18.001998001997993,1.9980019980020087,历史2/2次成功; 当前距低点2.00%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
26,90.703615875492,78.75981912852838,002321,华英农业,bottom_area,2026-06-11,1.82,2.44,2026-06-09,1.78,2.247191011235957,3.9325842696629247,27.04918032786885,25.409836065573764,False,0.5524861878453136,1.1187616804054927,1,1,1,100.0,25.609756097560986,25.609756097560986,17.752808988764045,2.247191011235957,历史1/1次成功; 当前距低点2.25%; 最新日涨幅0.55%; 状态bottom_area; 底部未确认
27,90.69673330202153,78.06979288721914,601019,山东出版,bottom_area,2026-06-11,6.9,9.43,2026-06-08,6.78,1.7699115044247802,3.982300884955746,28.101802757158,26.829268292682922,False,-1.4285714285714235,0.3007523120417845,2,2,2,100.0,21.855866222084103,22.896281800391385,18.23008849557522,1.7699115044247802,历史2/2次成功; 当前距低点1.77%; 最新日涨幅-1.43%; 状态bottom_area; 底部未确认
28,90.57148966095828,76.97037213738706,300950,德固特,bottom_area,2026-06-11,17.0,23.66,2026-06-11,16.82,1.0701545778834702,3.0321046373364924,28.909551986475062,28.148774302620456,False,-2.073732718894006,1.56840753429774,1,1,1,100.0,24.03400309119012,24.03400309119012,18.929845422116532,1.0701545778834702,历史1/1次成功; 当前距低点1.07%; 最新日涨幅-2.07%; 状态bottom_area; 底部未确认
29,90.01073812186404,76.41265451311696,603613,国联股份,bottom_area,2026-06-11,19.96,29.09,2026-06-11,19.76,1.0121457489878507,5.971659919028339,32.07287727741491,31.385355792368507,False,-4.360325826545286,1.8922948613470583,1,1,1,100.0,30.53949903660886,30.53949903660886,18.987854251012152,1.0121457489878507,历史1/1次成功; 当前距低点1.01%; 最新日涨幅-4.36%; 状态bottom_area; 底部未确认
30,89.94274921626373,76.42325479794042,603105,芯能科技,bottom_area,2026-06-11,7.62,10.68,2026-06-11,7.54,1.0610079575596827,3.4482758620689626,29.40074906367041,28.651685393258425,False,-2.3076923076922995,1.538565502476624,1,1,1,100.0,20.980392156862752,20.980392156862752,18.93899204244032,1.0610079575596827,历史1/1次成功; 当前距低点1.06%; 最新日涨幅-2.31%; 状态bottom_area; 底部未确认
31,89.88728001135117,75.63126182965298,000888,峨眉山A,bottom_area,2026-06-11,9.56,13.3,2026-06-11,9.51,0.5257623554153598,2.6288117770767614,28.496240601503764,28.1203007518797,False,-2.548419979612637,1.3936074460809662,1,1,1,100.0,115.66265060240966,115.66265060240966,19.47423764458464,0.5257623554153598,历史1/1次成功; 当前距低点0.53%; 最新日涨幅-2.55%; 状态bottom_area; 底部未确认
32,89.77071136512745,77.24031151079993,688317,之江生物,bottom_area,2026-06-11,16.89,24.5,2026-06-11,16.6,1.7469879518072235,3.614457831325288,32.24489795918367,31.06122448979591,False,-1.9733023795705185,1.2351814150342177,3,4,3,75.0,37.948623875916084,40.461049284578706,18.253012048192776,1.7469879518072235,历史3/4次成功; 当前距低点1.75%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
33,89.55878278392811,75.83712601456783,002358,森源电气,bottom_area,2026-06-11,5.77,8.03,2026-06-11,5.72,0.8741258741258711,2.7972027972028,28.767123287671232,28.144458281444585,False,-1.8707482993197355,1.6375484386733645,2,2,2,100.0,38.710392513843175,42.73127753303966,19.12587412587413,0.8741258741258711,历史2/2次成功; 当前距低点0.87%; 最新日涨幅-1.87%; 状态bottom_area; 底部未确认
34,89.06873766945475,76.05130577640328,002451,摩恩电气,bottom_area,2026-06-11,7.63,10.48,2026-06-11,7.53,1.3280212483399687,3.0544488711819326,28.148854961832058,27.194656488549622,False,-1.421188630490955,1.5328966340615824,3,4,3,75.0,26.420399046335596,35.29411764705884,18.67197875166003,1.3280212483399687,历史3/4次成功; 当前距低点1.33%; 最新日涨幅-1.42%; 状态bottom_area; 底部未确认
35,89.02516196846634,78.38693506657413,603978,深圳新星,bottom_area,2026-06-11,24.64,33.8,2026-06-11,23.92,3.0100334448160484,6.229096989966548,29.230769230769223,27.100591715976325,False,0.7770961145194377,4.438253490831075,1,1,1,100.0,32.9559748427673,32.9559748427673,16.98996655518395,3.0100334448160484,历史1/1次成功; 当前距低点3.01%; 最新日涨幅0.78%; 状态bottom_area; 底部未确认
36,88.90436413211492,77.87394348932928,603863,松炀资源,bottom_area,2026-06-11,15.08,20.58,2026-06-11,14.68,2.724795640326978,4.019073569482288,28.66861030126336,26.724975704567534,False,-1.308900523560208,2.5654532128023453,2,2,2,100.0,32.50794381330537,37.58127438231469,17.275204359673026,2.724795640326978,历史2/2次成功; 当前距低点2.72%; 最新日涨幅-1.31%; 状态bottom_area; 底部未确认
37,88.75603766278313,77.12510638297874,300920,润阳科技,bottom_area,2026-06-11,38.46,51.88,2026-06-11,37.6,2.28723404255319,13.48404255319149,27.525057825751738,25.86738627602159,False,-6.0576453346360415,10.368152965509118,1,1,1,100.0,60.89860352155435,60.89860352155435,17.71276595744681,2.28723404255319,历史1/1次成功; 当前距低点2.29%; 最新日涨幅-6.06%; 状态bottom_area; 底部未确认
38,88.54880260238929,74.9825885962474,002075,沙钢股份,bottom_area,2026-06-11,3.46,4.82,2026-06-11,3.43,0.8746355685131139,2.6239067055393543,28.838174273858925,28.215767634854778,False,-1.4245014245014231,1.1103955283516351,2,2,2,100.0,34.12235318525434,37.25055432372507,19.125364431486886,0.8746355685131139,历史2/2次成功; 当前距低点0.87%; 最新日涨幅-1.42%; 状态bottom_area; 底部未确认
39,88.54143360561702,75.67203918619595,002110,三钢闽光,bottom_area,2026-06-11,2.94,3.98,2026-06-11,2.9,1.3793103448275874,2.758620689655175,27.1356783919598,26.13065326633166,False,-0.6756756756756799,0.6360195568171234,3,4,3,75.0,25.010036410768027,27.384615384615373,18.620689655172416,1.3793103448275874,历史3/4次成功; 当前距低点1.38%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
40,88.40374911078854,76.394489101022,688231,隆达股份,bottom_area,2026-06-11,39.58,54.5,2026-06-11,38.81,1.9840247358928007,4.122648801855177,28.78899082568807,27.37614678899083,False,-0.32737345756737035,1.0570082452177705,1,1,1,100.0,32.140137090632145,32.140137090632145,18.0159752641072,1.9840247358928007,历史1/1次成功; 当前距低点1.98%; 最新日涨幅-0.33%; 状态bottom_area; 底部未确认
41,88.34846284398972,77.25802511888003,600619,海立股份,bottom_area,2026-06-11,14.42,19.79,2026-06-08,14.05,2.633451957295368,5.12455516014234,29.004547751389588,27.134916624557853,False,-0.5517241379310311,1.9445249225431986,1,1,1,100.0,44.74352463179278,44.74352463179278,17.366548042704633,2.633451957295368,历史1/1次成功; 当前距低点2.63%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
42,88.13762188260257,75.45723453981678,301063,海锅股份,bottom_area,2026-06-11,18.59,26.24,2026-06-11,18.32,1.4737991266375523,3.820960698689952,30.182926829268286,29.15396341463414,False,-2.2607781282860118,1.235833739866808,1,1,1,100.0,20.8467556373677,20.8467556373677,18.52620087336245,1.4737991266375523,历史1/1次成功; 当前距低点1.47%; 最新日涨幅-2.26%; 状态bottom_area; 底部未确认
43,88.1139540803019,76.3978217056539,301106,骏成科技,bottom_area,2026-06-11,19.81,26.59,2026-06-10,19.39,2.166064981949449,8.303249097472921,27.07784881534411,25.49830763444905,True,-3.034752814488506,2.4744545222664702,1,1,1,100.0,35.41102077687444,35.41102077687444,17.83393501805055,2.166064981949449,历史1/1次成功; 当前距低点2.17%; 最新日涨幅-3.03%; 状态bottom_area; 底部已确认
44,88.02059715626042,79.06406779661016,301186,超达装备,bottom_area,2026-06-11,58.35,80.39,2026-06-10,56.05,4.103479036574495,4.710080285459412,30.277397686279393,27.416345316581666,False,3.1647807637906533,1.9218940340323152,1,1,1,100.0,52.372994652406426,52.372994652406426,15.896520963425505,4.103479036574495,历史1/1次成功; 当前距低点4.10%; 最新日涨幅3.16%; 状态bottom_area; 底部未确认
45,87.99658899492681,76.88006022411807,300959,线上线下,bottom_area,2026-06-11,165.98,234.87,2026-06-11,161.8,2.5834363411619146,4.449938195302836,31.11082726614723,29.331119342615068,False,-1.7055548975482782,5.39498796983992,1,1,1,100.0,42.098360655737714,42.098360655737714,17.416563658838086,2.5834363411619146,历史1/1次成功; 当前距低点2.58%; 最新日涨幅-1.71%; 状态bottom_area; 底部未确认
46,87.98275478666376,75.72501418840243,002537,海联金汇,bottom_area,2026-06-11,5.77,8.2,2026-06-11,5.67,1.7636684303350907,4.05643738977073,30.85365853658536,29.634146341463413,False,-2.2033898305084842,1.5225712939211828,3,4,3,75.0,30.006334460034605,39.33649289099527,18.23633156966491,1.7636684303350907,历史3/4次成功; 当前距低点1.76%; 最新日涨幅-2.20%; 状态bottom_area; 底部未确认
47,87.97864451956409,76.62938842165991,300826,测绘股份,bottom_area,2026-06-11,13.99,18.88,2026-06-10,13.66,2.415812591508053,13.323572474377748,27.648305084745754,25.900423728813553,True,-4.309165526675784,8.99943103787445,1,1,1,100.0,39.71742543171115,39.71742543171115,17.584187408491946,2.415812591508053,历史1/1次成功; 当前距低点2.42%; 最新日涨幅-4.31%; 状态bottom_area; 底部已确认
48,87.97087532785446,75.74531561461791,603890,春秋电子,bottom_area,2026-06-11,22.8,32.3,2026-06-11,22.4,1.7857142857142954,5.625000000000007,30.65015479876161,29.411764705882344,False,-3.3898305084745783,14.00924875604275,1,1,1,100.0,36.434108527131784,36.434108527131784,18.214285714285705,1.7857142857142954,历史1/1次成功; 当前距低点1.79%; 最新日涨幅-3.39%; 状态bottom_area; 底部未确认
49,87.83976812843954,76.29384922246207,301088,戎美股份,bottom_area,2026-06-11,13.11,17.88,2026-06-11,12.82,2.262090483619338,3.354134165366612,28.299776286353463,26.677852348993287,False,-1.4285714285714346,0.7047340425531915,1,1,1,100.0,35.007610350076085,35.007610350076085,17.73790951638066,2.262090483619338,历史1/1次成功; 当前距低点2.26%; 最新日涨幅-1.43%; 状态bottom_area; 底部未确认
50,87.67280615402473,75.74288392824108,300065,海兰信,bottom_area,2026-06-11,18.12,25.15,2026-06-11,17.77,1.9696117051209983,3.489026449071474,29.34393638170974,27.952286282306154,False,-1.5752308527973935,3.8653345251333904,1,1,1,100.0,28.46020761245674,28.46020761245674,18.030388294879003,1.9696117051209983,历史1/1次成功; 当前距低点1.97%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
51,87.59864934728012,75.54966104760656,603999,读者传媒,bottom_area,2026-06-11,5.43,7.45,2026-06-11,5.33,1.8761726078799181,4.690431519699812,28.456375838926174,27.11409395973155,False,-2.513464991023351,1.2925520833333335,1,1,1,100.0,26.27599243856332,26.27599243856332,18.123827392120084,1.8761726078799181,历史1/1次成功; 当前距低点1.88%; 最新日涨幅-2.51%; 状态bottom_area; 底部未确认
52,87.5745006781612,78.32042691497088,688349,三一重能,bottom_area,2026-06-11,18.01,25.88,2026-06-10,17.34,3.863898500576711,5.247981545559401,32.9984544049459,30.409582689335384,False,1.4076576576576683,0.7402368069458677,2,2,2,100.0,26.398470410138575,28.790581519800213,16.13610149942329,3.863898500576711,历史2/2次成功; 当前距低点3.86%; 最新日涨幅1.41%; 状态bottom_area; 底部未确认
53,87.50312329337328,75.06970362970362,002096,易普力,bottom_area,2026-06-11,8.96,12.45,2026-06-11,8.82,1.5873015873015939,6.349206349206354,29.156626506024093,28.032128514056215,False,-4.782146652497332,1.37872193021433,1,1,1,100.0,30.36963036963038,30.36963036963038,18.412698412698408,1.5873015873015939,历史1/1次成功; 当前距低点1.59%; 最新日涨幅-4.78%; 状态bottom_area; 底部未确认
54,87.40109320732542,78.14591298739685,600251,冠农股份,bottom_area,2026-06-11,9.71,13.21,2026-06-08,9.35,3.850267379679157,4.812834224598942,29.220287660862994,26.495079485238453,False,1.4629049111807735,1.1131108505358895,1,1,1,100.0,41.95979899497488,41.95979899497488,16.149732620320844,3.850267379679157,历史1/1次成功; 当前距低点3.85%; 最新日涨幅1.46%; 状态bottom_area; 底部未确认
55,87.372404691823,77.80752998647881,601800,中国交建,bottom_area,2026-06-11,6.28,8.55,2026-06-09,6.06,3.630363036303641,3.7953795379538025,29.122807017543874,26.549707602339183,False,1.2903225806451646,0.3506317237165435,1,1,1,100.0,37.44493392070484,37.44493392070484,16.36963696369636,3.630363036303641,历史1/1次成功; 当前距低点3.63%; 最新日涨幅1.29%; 状态bottom_area; 底部未确认
56,87.2156168347912,75.07920084959514,601186,中国铁建,bottom_area,2026-06-11,6.31,8.93,2026-05-28,6.2,1.7741935483870874,4.838709677419352,30.571108622620375,29.339305711086226,False,-0.15822784810127777,0.34415419301249345,1,1,1,100.0,22.496570644718787,22.496570644718787,18.225806451612915,1.7741935483870874,历史1/1次成功; 当前距低点1.77%; 最新日涨幅-0.16%; 状态bottom_area; 底部未确认
57,87.19968103775354,77.70482020543852,601872,招商轮船,bottom_area,2026-06-11,14.42,19.5,2026-06-09,13.91,3.666427030913011,8.051761322789353,28.666666666666668,26.051282051282055,True,-1.3679890560875485,1.2836733243741012,2,2,2,100.0,33.94770879526976,43.57723577235772,16.33357296908699,3.666427030913011,历史2/2次成功; 当前距低点3.67%; 最新日涨幅-1.37%; 状态bottom_area; 底部已确认
58,86.48549624310556,76.12937192149055,603050,科林电气,bottom_area,2026-06-11,19.26,27.38,2026-06-08,18.7,2.9946524064171247,9.625668449197864,31.70197224251278,29.65668371073776,True,-1.0277492291880796,1.3759076537931532,3,4,3,75.0,38.076233376997756,41.09311740890686,17.005347593582876,2.9946524064171247,历史3/4次成功; 当前距低点2.99%; 最新日涨幅-1.03%; 状态bottom_area; 底部已确认
59,86.4367100599414,72.54438102297999,603897,长城科技,bottom_area,2026-06-11,36.24,51.59,2026-06-11,36.1,0.38781163434903204,4.930747922437676,30.0251986819151,29.75382826129095,False,-2.8157683024939595,3.2868829845249183,1,1,1,100.0,31.712857791912754,31.712857791912754,19.61218836565097,0.38781163434903204,历史1/1次成功; 当前距低点0.39%; 最新日涨幅-2.82%; 状态bottom_area; 底部未确认
60,86.40824110459346,73.82668503336173,603122,合富中国,bottom_area,2026-06-11,11.9,16.4,2026-06-11,11.74,1.3628620102214664,4.599659284497437,28.414634146341456,27.439024390243894,False,-1.1627906976744096,2.1823747979298043,2,3,2,66.66666666666666,49.609375,72.1590909090909,18.637137989778534,1.3628620102214664,历史2/3次成功; 当前距低点1.36%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
61,86.11762776533463,78.0623490613175,601969,海南矿业,bottom_area,2026-06-11,9.09,12.75,2026-06-10,8.69,4.602991944764101,5.293440736478721,31.843137254901965,28.705882352941174,False,3.1782065834279116,1.1325305671407693,2,2,2,100.0,34.07081019021319,36.79833679833681,15.3970080552359,4.602991944764101,历史2/2次成功; 当前距低点4.60%; 最新日涨幅3.18%; 状态bottom_area; 底部未确认
62,85.97851414964629,74.57255011198733,000020,深华发A,bottom_area,2026-06-11,11.69,16.22,2026-06-11,11.44,2.1853146853146854,2.7972027972028,29.469790382244142,27.928483353884094,False,-0.679694137638065,1.5776744057678649,3,4,3,75.0,28.9788580349721,42.08242950108458,17.814685314685317,2.1853146853146854,历史3/4次成功; 当前距低点2.19%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
63,85.92518948766573,74.69609579205408,301616,浙江华业,bottom_area,2026-06-11,36.32,52.37,2026-06-11,35.5,2.3098591549295784,2.8732394366197274,32.213099102539616,30.64731716631659,False,-0.05503577325262077,1.806927773422971,1,1,1,100.0,27.003089598352215,27.003089598352215,17.690140845070424,2.3098591549295784,历史1/1次成功; 当前距低点2.31%; 最新日涨幅-0.06%; 状态bottom_area; 底部未确认
64,85.7845618835619,72.70158816000709,002427,尤夫股份,bottom_area,2026-06-11,4.39,5.96,2026-06-11,4.35,0.9195402298850583,3.6781609195402334,27.013422818791955,26.342281879194633,False,-2.444444444444449,1.0932761352914617,2,2,2,100.0,22.409354215833506,22.784810126582265,19.080459770114942,0.9195402298850583,历史2/2次成功; 当前距低点0.92%; 最新日涨幅-2.44%; 状态bottom_area; 底部未确认
65,85.73764231889268,72.78880622356571,603239,浙江仙通,bottom_area,2026-06-11,16.92,24.35,2026-06-11,16.75,1.0149253731343386,4.119402985074635,31.211498973305957,30.51334702258727,False,-2.870264064293915,1.6146202718676124,2,3,2,66.66666666666666,39.76435165400716,40.42081949058694,18.98507462686566,1.0149253731343386,历史2/3次成功; 当前距低点1.01%; 最新日涨幅-2.87%; 状态bottom_area; 底部未确认
