rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.93830535575319,73.48088632723959,300561,汇金科技,bottom_area,2023-09-12,13.05,2023-09-08,12.95,0.7722007722007832,3.0888030888030915,29.886302111532213,False,-1.5094,4.3768,2,2,2,100.0,24.79303273041607,27.62128325508607,19.227799227799217,0.7722007722007832,历史2/2次成功; 当前距低点0.77%; 最新日涨幅-1.51%; 状态bottom_area; 底部未确认
2,86.70980226188796,76.26628263337119,300749,顶固集创,bottom_area,2023-09-12,9.07,2023-09-11,8.81,2.951191827468783,4.540295119182751,28.663967611336027,False,1.3408,10.1007,1,1,1,100.0,20.833333333333336,20.833333333333336,17.048808172531217,2.951191827468783,历史1/1次成功; 当前距低点2.95%; 最新日涨幅1.34%; 状态bottom_area; 底部未确认
3,84.1717180203951,71.19057877641346,300588,熙菱信息,bottom_area,2023-09-12,12.46,2023-09-12,12.36,0.8090614886731508,7.1197411003236315,27.20848056537103,False,-5.5345,23.0454,2,2,2,100.0,23.146446078431378,25.98039215686274,19.19093851132685,0.8090614886731508,历史2/2次成功; 当前距低点0.81%; 最新日涨幅-5.53%; 状态bottom_area; 底部未确认
4,81.97733470238244,73.03831682260137,603106,恒银科技,bottom_area,2023-09-12,7.37,2023-09-11,7.11,3.656821378340362,6.610407876230657,30.634146341463413,False,-0.9409,4.123,1,1,1,100.0,34.60144927536232,34.60144927536232,16.34317862165964,3.656821378340362,历史1/1次成功; 当前距低点3.66%; 最新日涨幅-0.94%; 状态bottom_area; 底部未确认
5,81.35527589699606,71.01187317480183,603326,我乐家居,bottom_area,2023-09-12,12.55,2023-09-12,12.24,2.532679738562096,13.153594771241824,29.89690721649485,False,-7.7206,15.9367,1,1,1,100.0,20.141843971631218,20.141843971631218,17.467320261437905,2.532679738562096,历史1/1次成功; 当前距低点2.53%; 最新日涨幅-7.72%; 状态bottom_area; 底部未确认
6,64.334599583677,54.5789430894309,002069,獐子岛,bottom_area,2023-09-12,4.14,2023-09-08,4.1,0.9756097560975618,1.9512195121951237,27.561837455830396,False,0.2421,1.8985,1,3,1,33.33333333333333,30.967741935483854,30.967741935483854,19.024390243902438,0.9756097560975618,历史1/3次成功; 当前距低点0.98%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
7,60.6964610098978,54.51520896928586,601778,晶科科技,bottom_area,2023-09-12,3.81,2023-08-29,3.66,4.098360655737703,7.377049180327869,28.79377431906614,True,-0.2618,1.5721,1,3,1,33.33333333333333,42.344827586206904,42.344827586206904,15.901639344262296,4.098360655737703,历史1/3次成功; 当前距低点4.10%; 最新日涨幅-0.26%; 状态bottom_area; 底部已确认
8,57.908361706371274,48.93534080298787,603226,菲林格尔,bottom_area,2023-09-12,5.29,2023-09-12,5.25,0.7619047619047626,3.0476190476190506,29.71887550200803,False,-1.306,5.2557,1,3,1,33.33333333333333,20.479302832244016,20.479302832244016,19.238095238095237,0.7619047619047626,历史1/3次成功; 当前距低点0.76%; 最新日涨幅-1.31%; 状态bottom_area; 底部未确认
