rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.8464956365891,79.13828695819574,301332,德尔玛,bottom_area,2024-07-02,8.93,2024-06-24,8.77,1.824401368301028,4.332953249714946,30.507131537242472,False,-0.4459,0.8757,1,1,1,100.0,44.935064935064936,44.935064935064936,18.17559863169897,1.824401368301028,历史1/1次成功; 当前距低点1.82%; 最新日涨幅-0.45%; 状态bottom_area; 底部未确认
12,84.27308001205061,75.39135834411388,002015,协鑫能科,bottom_area,2024-07-02,8.03,2024-06-25,7.73,3.8809831824061956,4.915912031047853,27.349624060150372,False,-0.1244,0.4093,1,1,1,100.0,65.95380667236954,65.95380667236954,16.119016817593806,3.8809831824061956,历史1/1次成功; 当前距低点3.88%; 最新日涨幅-0.12%; 状态bottom_area; 底部未确认
13,83.34358144246103,70.77292722696889,600416,湘电股份,bottom_area,2024-07-02,9.83,2024-06-26,9.73,1.0277492291880745,4.933196300102779,27.496274217585686,False,-0.5061,0.813,2,3,2,66.66666666666666,29.083488187371074,34.41084462982274,18.972250770811925,1.0277492291880745,历史2/3次成功; 当前距低点1.03%; 最新日涨幅-0.51%; 状态bottom_area; 底部未确认
14,83.32312615379074,73.65580212489787,000862,银星能源,bottom_area,2024-07-02,4.8,2024-06-26,4.65,3.2258064516128915,4.731182795698919,27.34375,False,-0.4149,1.0496,1,1,1,100.0,32.63785394932937,32.63785394932937,16.77419354838711,3.2258064516128915,历史1/1次成功; 当前距低点3.23%; 最新日涨幅-0.41%; 状态bottom_area; 底部未确认
15,81.29757092594369,73.66919499342987,000516,国际医学,bottom_area,2024-07-02,4.79,2024-06-25,4.58,4.5851528384279465,6.55021834061135,28.100470957613815,False,1.2685,0.8496,1,1,1,100.0,26.89969604863221,26.89969604863221,15.414847161572053,4.5851528384279465,历史1/1次成功; 当前距低点4.59%; 最新日涨幅1.27%; 状态bottom_area; 底部未确认
16,80.34127903672388,69.132528318034,300393,中来股份,bottom_area,2024-07-02,5.81,2024-06-26,5.71,1.7513134851138292,5.078809106830123,29.766297662976637,False,-0.5137,0.9258,3,5,3,60.0,26.911414323083477,36.516853932584276,18.248686514886174,1.7513134851138292,历史3/5次成功; 当前距低点1.75%; 最新日涨幅-0.51%; 状态bottom_area; 底部未确认
17,80.20978627540777,69.64205488703732,603368,柳药集团,bottom_area,2024-07-02,17.78,2024-06-28,17.39,2.242668200115012,4.945370902817707,27.842323651452283,False,-1.3866,1.6783,2,3,2,66.66666666666666,37.89608449802624,42.85714285714285,17.75733179988499,2.242668200115012,历史2/3次成功; 当前距低点2.24%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
18,79.4756937584796,68.42080402515724,002317,众生药业,bottom_area,2024-07-02,11.45,2024-06-25,11.25,1.7777777777777715,6.222222222222216,27.745664739884397,False,-1.2931,1.3507,2,4,2,50.0,45.076007303712714,58.31999999999999,18.22222222222223,1.7777777777777715,历史2/4次成功; 当前距低点1.78%; 最新日涨幅-1.29%; 状态bottom_area; 底部未确认
19,77.32357708144978,69.89524803065788,001308,康冠科技,bottom_area,2024-07-02,22.3,2024-06-24,21.35,4.449648711943791,6.557377049180321,28.66688940862011,False,-0.8007,1.3923,1,1,1,100.0,27.421758569299566,27.421758569299566,15.550351288056211,4.449648711943791,历史1/1次成功; 当前距低点4.45%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
20,74.31580780312787,66.21969020240928,600268,国电南自,bottom_area,2024-07-02,5.66,2024-06-28,5.46,3.663003663003666,8.424908424908423,30.08962868117797,True,-2.4138,1.7786,2,3,2,66.66666666666666,27.713289717155693,34.43298969072165,16.336996336996336,3.663003663003666,历史2/3次成功; 当前距低点3.66%; 最新日涨幅-2.41%; 状态bottom_area; 底部已确认
21,74.22521853998539,67.70657100863313,002481,双塔食品,bottom_area,2024-07-02,4.03,2024-06-28,3.84,4.947916666666677,6.770833333333329,27.819548872180455,False,0.4988,1.0652,2,3,2,66.66666666666666,38.17824915035744,54.6583850931677,15.052083333333325,4.947916666666677,历史2/3次成功; 当前距低点4.95%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
22,73.87666225060562,66.98899001039031,603037,凯众股份,bottom_area,2024-07-02,13.13,2024-06-28,12.55,4.621513944223108,11.474103585657366,32.526881720430104,True,-2.7407,5.3516,2,3,2,66.66666666666666,43.59879105673294,47.48743718592965,15.378486055776893,4.621513944223108,历史2/3次成功; 当前距低点4.62%; 最新日涨幅-2.74%; 状态bottom_area; 底部已确认
23,73.32199480262386,65.01457667227731,002326,永太科技,bottom_area,2024-07-02,7.92,2024-06-26,7.66,3.394255874673626,6.2663185378590125,27.393364928909957,False,-0.2519,0.6881,2,3,2,66.66666666666666,27.133405375626396,29.837587006960554,16.605744125326375,3.394255874673626,历史2/3次成功; 当前距低点3.39%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
24,73.06944605538142,64.23687565308256,600223,福瑞达,bottom_area,2024-07-02,7.04,2024-07-01,6.84,2.9239766081871372,4.093567251461992,27.15654952076678,False,0.1422,0.6592,1,2,1,50.0,47.49216300940439,47.49216300940439,17.076023391812864,2.9239766081871372,历史1/2次成功; 当前距低点2.92%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
25,71.50077325529462,64.21010958456948,688206,概伦电子,bottom_area,2024-07-02,14.25,2024-07-01,13.69,4.0905770635500405,8.61943024105186,27.18085106382979,False,-0.8351,2.4431,2,3,2,66.66666666666666,31.34386356342422,39.570720968629594,15.90942293644996,4.0905770635500405,历史2/3次成功; 当前距低点4.09%; 最新日涨幅-0.84%; 状态bottom_area; 底部未确认
26,70.59905385089517,63.384933575868466,000723,美锦能源,bottom_area,2024-07-02,4.85,2024-06-24,4.66,4.07725321888411,6.223175965665237,27.187500000000004,False,-0.2058,0.3414,2,3,2,66.66666666666666,26.74410886159975,30.434782608695667,15.922746781115894,4.07725321888411,历史2/3次成功; 当前距低点4.08%; 最新日涨幅-0.21%; 状态bottom_area; 底部未确认
27,70.43441866178696,62.2477496426384,601908,京运通,bottom_area,2024-07-02,2.57,2024-06-24,2.49,3.2128514056224744,6.827309236947787,28.857142857142854,False,0.3906,0.6848,1,2,1,50.0,40.33898305084744,40.33898305084744,16.787148594377527,3.2128514056224744,历史1/2次成功; 当前距低点3.21%; 最新日涨幅0.39%; 状态bottom_area; 底部未确认
28,69.22119657366791,59.97932940827611,300769,德方纳米,bottom_area,2024-07-02,27.79,2024-06-26,27.21,2.1315692760014637,10.694597574421168,27.323717948717942,True,-0.036,2.4859,2,6,2,33.33333333333333,30.946096904441454,41.300000000000004,17.86843072399854,2.1315692760014637,历史2/6次成功; 当前距低点2.13%; 最新日涨幅-0.04%; 状态bottom_area; 底部已确认
29,69.22111599757724,61.75804681652344,002761,浙江建投,bottom_area,2024-07-02,8.06,2024-07-01,7.77,3.7323037323037447,8.622908622908621,32.434782608695656,False,-1.2255,1.9084,3,6,3,50.0,33.213437237505204,43.73730534867976,16.26769626769626,3.7323037323037447,历史3/6次成功; 当前距低点3.73%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
30,69.21759467316436,59.04499555836915,002568,百润股份,bottom_area,2024-07-02,16.67,2024-06-28,16.46,1.275820170109361,5.589307411907644,31.416666666666664,False,-2.4576,1.4964,1,2,1,50.0,21.848739495798313,21.848739495798313,18.72417982989064,1.275820170109361,历史1/2次成功; 当前距低点1.28%; 最新日涨幅-2.46%; 状态bottom_area; 底部未确认
31,68.94483302974791,60.53146768880037,002810,山东赫达,bottom_area,2024-07-02,11.9,2024-07-01,11.57,2.852203975799482,4.58081244598098,31.335311572700302,False,0.0,0.6975,1,3,1,33.33333333333333,46.13526570048308,46.13526570048308,17.147796024200517,2.852203975799482,历史1/3次成功; 当前距低点2.85%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
32,67.51804825105859,59.33951508499609,002838,道恩股份,bottom_area,2024-07-02,9.2,2024-06-26,8.94,2.908277404921698,5.369127516778528,28.934817170111295,False,-1.0753,0.5313,2,5,2,40.0,31.77627724848148,38.59649122807017,17.091722595078306,2.908277404921698,历史2/5次成功; 当前距低点2.91%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
33,66.58351442781446,56.672941638710085,688262,国芯科技,bottom_area,2024-07-02,15.76,2024-07-01,15.58,1.1553273427471098,10.077021822849797,28.955768353853166,False,-1.5,3.1164,1,3,1,33.33333333333333,27.063197026022312,27.063197026022312,18.844672657252893,1.1553273427471098,历史1/3次成功; 当前距低点1.16%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
34,66.53227066039744,57.41091097308488,002612,朗姿股份,bottom_area,2024-07-02,13.91,2024-07-01,13.65,1.904761904761903,3.150183150183148,28.38405036726127,False,-0.4295,0.9397,1,2,1,50.0,20.77294685990338,20.77294685990338,18.0952380952381,1.904761904761903,历史1/2次成功; 当前距低点1.90%; 最新日涨幅-0.43%; 状态bottom_area; 底部未确认
35,66.39174084126347,57.84910752058276,300653,正海生物,bottom_area,2024-07-02,20.18,2024-07-01,19.7,2.4365482233502562,3.8578680203045765,29.54220314735337,False,-0.8354,0.3195,1,2,1,50.0,29.647513278609367,29.647513278609367,17.563451776649742,2.4365482233502562,历史1/2次成功; 当前距低点2.44%; 最新日涨幅-0.84%; 状态bottom_area; 底部未确认
36,66.2645346120707,56.44133769293105,688111,金山办公,bottom_area,2024-07-02,200.02,2024-07-02,197.66,1.1939694424769876,4.482444601841553,27.776965799473842,False,-2.4293,1.3301,1,4,1,25.0,27.68058076225045,27.68058076225045,18.806030557523012,1.1939694424769876,历史1/4次成功; 当前距低点1.19%; 最新日涨幅-2.43%; 状态bottom_area; 底部未确认
37,65.86644333315404,58.1002758124896,603060,国检集团,bottom_area,2024-07-02,5.97,2024-06-26,5.79,3.1088082901554355,5.354058721934363,27.71535580524344,False,1.0152,0.1938,1,3,1,33.33333333333333,36.2098138747885,36.2098138747885,16.891191709844566,3.1088082901554355,历史1/3次成功; 当前距低点3.11%; 最新日涨幅1.02%; 状态bottom_area; 底部未确认
38,64.65827583595495,58.56896301459613,002172,澳洋健康,bottom_area,2024-07-02,2.52,2024-06-24,2.41,4.56431535269709,5.809128630705381,27.627627627627625,False,0.8,1.1763,2,5,2,40.0,25.46022590723384,29.824561403508774,15.43568464730291,4.56431535269709,历史2/5次成功; 当前距低点4.56%; 最新日涨幅0.80%; 状态bottom_area; 底部未确认
39,63.16016286621523,56.33886527666399,601388,怡球资源,bottom_area,2024-07-02,2.23,2024-06-26,2.15,3.720930232558143,4.651162790697678,27.609427609427616,False,0.0,0.6701,1,4,1,25.0,35.632183908045974,35.632183908045974,16.279069767441857,3.720930232558143,历史1/4次成功; 当前距低点3.72%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
40,62.66649500558367,54.37881469162018,688185,康希诺,bottom_area,2024-07-02,41.14,2024-07-01,40.25,2.211180124223604,4.993788819875771,27.136133236784943,False,-0.4838,0.7044,2,8,2,25.0,29.060781585215047,36.75601999091322,17.788819875776397,2.211180124223604,历史2/8次成功; 当前距低点2.21%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
41,62.40460675410091,54.10870418465594,300558,贝达药业,bottom_area,2024-07-02,32.99,2024-07-01,32.29,2.1678538247135424,4.738309074016727,27.795169946332738,False,-1.9614,0.9321,1,3,1,33.33333333333333,25.688589094997194,25.688589094997194,17.83214617528646,2.1678538247135424,历史1/3次成功; 当前距低点2.17%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
42,62.237894589602334,54.374651880586946,688161,威高骨科,bottom_area,2024-07-02,19.86,2024-07-01,19.36,2.5826446280991737,5.216942148760339,29.446064139941697,False,-0.5508,0.2195,1,4,1,25.0,33.591836734693864,33.591836734693864,17.41735537190083,2.5826446280991737,历史1/4次成功; 当前距低点2.58%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
43,61.361559919488,51.60983543401978,601966,玲珑轮胎,bottom_area,2024-07-02,17.92,2024-07-02,17.83,0.5047672462142648,4.711160964666313,27.95959595959597,False,-3.6559,1.3046,1,2,1,50.0,22.476907287033857,22.476907287033857,19.495232753785736,0.5047672462142648,历史1/2次成功; 当前距低点0.50%; 最新日涨幅-3.66%; 状态bottom_area; 底部未确认
44,60.99472847612367,51.374155749636095,002068,黑猫股份,bottom_area,2024-07-02,6.91,2024-07-02,6.87,0.5822416302765653,3.7845705967976677,29.89795918367347,False,-2.8129,1.9479,1,4,1,25.0,32.77777777777777,32.77777777777777,19.417758369723437,0.5822416302765653,历史1/4次成功; 当前距低点0.58%; 最新日涨幅-2.81%; 状态bottom_area; 底部未确认
45,60.81659321951232,54.78871423054813,603233,大参林,bottom_area,2024-07-02,14.67,2024-07-01,14.07,4.264392324093814,6.7519545131485375,30.859950859950864,False,-0.4749,1.0727,2,5,2,40.0,23.93295015850551,27.64192139737992,15.735607675906188,4.264392324093814,历史2/5次成功; 当前距低点4.26%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
46,60.15240203403764,50.850382500076094,603305,旭升集团,bottom_area,2024-07-02,10.31,2024-07-01,10.23,0.7820136852394923,3.910068426197462,30.170648464163826,False,-1.9962,1.1212,1,4,1,25.0,32.41061130334487,32.41061130334487,19.21798631476051,0.7820136852394923,历史1/4次成功; 当前距低点0.78%; 最新日涨幅-2.00%; 状态bottom_area; 底部未确认
47,60.07707935380645,50.858070059702484,688156,路德科技,bottom_area,2024-07-02,12.92,2024-07-01,12.81,0.8587041373926576,3.2786885245901636,28.235294117647065,False,-0.6154,1.1688,1,5,1,20.0,44.22535211267606,44.22535211267606,19.141295862607343,0.8587041373926576,历史1/5次成功; 当前距低点0.86%; 最新日涨幅-0.62%; 状态bottom_area; 底部未确认
48,59.92615625125469,53.33353832002889,002218,拓日新能,bottom_area,2024-07-02,2.88,2024-06-25,2.78,3.5971223021582768,6.474820143884898,32.850241545893724,False,-0.346,1.3038,1,3,1,33.33333333333333,39.04109589041095,39.04109589041095,16.402877697841724,3.5971223021582768,历史1/3次成功; 当前距低点3.60%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
49,59.73824197386637,52.777859170427035,002129,TCL中环,bottom_area,2024-07-02,8.72,2024-06-25,8.45,3.1952662721893654,5.68047337278107,29.110738255033564,False,-0.9091,1.182,1,3,1,33.33333333333333,31.12759643916912,31.12759643916912,16.804733727810635,3.1952662721893654,历史1/3次成功; 当前距低点3.20%; 最新日涨幅-0.91%; 状态bottom_area; 底部未确认
50,59.12885254535608,53.977774269542344,000404,长虹华意,bottom_area,2024-07-02,5.47,2024-06-28,5.21,4.990403071017271,6.525911708253357,30.067114093959734,False,-0.5455,1.3394,1,2,1,50.0,40.139211136890964,40.139211136890964,15.00959692898273,4.990403071017271,历史1/2次成功; 当前距低点4.99%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
51,58.62943845253016,51.928931200812414,000002,万科A,bottom_area,2024-07-02,7.13,2024-07-01,6.9,3.3333333333333264,6.521739130434772,30.44354838709677,False,-2.1948,1.8833,1,3,1,33.33333333333333,28.255902513328245,28.255902513328245,16.666666666666675,3.3333333333333264,历史1/3次成功; 当前距低点3.33%; 最新日涨幅-2.19%; 状态bottom_area; 底部未确认
52,58.60813227025438,49.50051737023635,001201,东瑞股份,bottom_area,2024-07-02,16.49,2024-07-02,16.37,0.7330482590103692,8.063530849114235,30.48832271762208,False,-7.2553,6.7744,1,3,1,33.33333333333333,33.37921541637991,33.37921541637991,19.266951740989633,0.7330482590103692,历史1/3次成功; 当前距低点0.73%; 最新日涨幅-7.26%; 状态bottom_area; 底部未确认
53,58.55647808648704,49.237399539498945,603197,保隆科技,bottom_area,2024-07-02,30.75,2024-07-02,30.6,0.49019607843136787,3.8888888888888813,28.55475134251692,False,-2.6899,1.5609,1,4,1,25.0,20.16154085119603,20.16154085119603,19.509803921568633,0.49019607843136787,历史1/4次成功; 当前距低点0.49%; 最新日涨幅-2.69%; 状态bottom_area; 底部未确认
54,57.79137079788374,48.50909073325087,300693,盛弘股份,bottom_area,2024-07-02,20.35,2024-07-02,20.27,0.39467192895906195,4.0947212629501815,27.45168217609163,False,-3.463,2.8795,1,5,1,20.0,36.12334801762114,36.12334801762114,19.60532807104094,0.39467192895906195,历史1/5次成功; 当前距低点0.39%; 最新日涨幅-3.46%; 状态bottom_area; 底部未确认
55,57.60818424440116,51.9922920696325,603326,我乐家居,bottom_area,2024-07-02,5.74,2024-06-27,5.5,4.363636363636368,5.636363636363629,32.34932349323494,False,0.7018,1.0142,1,4,1,25.0,20.141843971631218,20.141843971631218,15.636363636363635,4.363636363636368,历史1/4次成功; 当前距低点4.36%; 最新日涨幅0.70%; 状态bottom_area; 底部未确认
56,56.52797501449529,47.78431843455731,600933,爱柯迪,bottom_area,2024-07-02,14.22,2024-07-02,14.11,0.779588944011348,5.457122608079386,29.66101694915254,False,-3.5278,0.8812,1,3,1,33.33333333333333,24.722838137472287,24.722838137472287,19.220411055988652,0.779588944011348,历史1/3次成功; 当前距低点0.78%; 最新日涨幅-3.53%; 状态bottom_area; 底部未确认
57,55.78851293078904,47.12528528848203,688017,绿的谐波,bottom_area,2024-07-02,77.57,2024-07-02,77.0,0.7402597402597314,7.012987012987021,31.755738721971106,False,-3.6876,1.7599,1,4,1,25.0,22.08643815201191,22.08643815201191,19.25974025974027,0.7402597402597314,历史1/4次成功; 当前距低点0.74%; 最新日涨幅-3.69%; 状态bottom_area; 底部未确认
