rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,80.99012640635797,70.57102358315842,605228,神通科技,bottom_area,2021-02-10,9.11,2021-02-10,9.1,0.10989010989010754,2.7472527472527473,27.605409705648377,False,-1.1931,12.528,1,1,1,100.0,17.696629213483153,17.696629213483153,14.890109890109892,0.10989010989010754,历史1/1次成功; 当前距低点0.11%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
2,77.69945421889989,68.78365781492711,300484,蓝海华腾,bottom_area,2021-02-10,10.55,2021-02-10,10.45,0.9569377990430759,3.827751196172252,30.564784053156153,False,-1.7691,2.7642,1,1,1,100.0,18.47030105777056,18.47030105777056,14.043062200956925,0.9569377990430759,历史1/1次成功; 当前距低点0.96%; 最新日涨幅-1.77%; 状态bottom_area; 底部未确认
3,76.89796852342553,67.47349380459262,300752,隆利科技,bottom_area,2021-02-10,31.24,2021-02-10,31.09,0.4824702476680559,5.178513991637192,28.446490218642122,False,-3.2817,11.924,1,1,1,100.0,15.825408436966597,15.825408436966597,14.517529752331942,0.4824702476680559,历史1/1次成功; 当前距低点0.48%; 最新日涨幅-3.28%; 状态bottom_area; 底部未确认
