rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.03760396704551,85.39670121699632,000983,山西焦煤,bottom_area,2023-04-11,10.43,2023-04-11,10.25,1.756097560975607,1.756097560975607,27.715091678420308,False,1.0659,0.7619,3,3,3,100.0,21.938729333444627,27.212389380530986,13.24390243902439,1.756097560975607,历史3/3次成功; 当前距低点1.76%; 最新日涨幅1.07%; 状态bottom_area; 底部未确认
2,88.13846077817531,80.39996422182469,603030,全筑股份,bottom_area,2023-04-11,2.0,2023-04-11,1.95,2.5641025641025665,3.076923076923068,31.578947368421055,False,0.5025,3.4313,2,2,2,100.0,21.645796064400706,27.906976744186036,12.435897435897433,2.5641025641025665,历史2/2次成功; 当前距低点2.56%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
3,85.00240936500609,75.38045197797092,001299,美能能源,bottom_area,2023-04-11,16.35,2023-04-11,16.18,1.0506798516687375,3.4610630407910925,28.407079646017703,False,-2.0958,4.0302,1,1,1,100.0,15.247322794492616,15.247322794492616,13.949320148331262,1.0506798516687375,历史1/1次成功; 当前距低点1.05%; 最新日涨幅-2.10%; 状态bottom_area; 底部未确认
4,83.81440233718662,77.76397055752649,603356,华菱精工,bottom_area,2023-04-11,12.21,2023-04-06,11.8,3.474576271186441,7.711864406779662,30.3834808259587,True,-0.2451,0.8208,2,2,2,100.0,31.91400245070737,38.38297872340427,11.525423728813559,3.474576271186441,历史2/2次成功; 当前距低点3.47%; 最新日涨幅-0.25%; 状态bottom_area; 底部已确认
5,82.63037967974941,72.97775497528629,002347,泰尔股份,bottom_area,2023-04-11,4.85,2023-04-11,4.81,0.8316008316008323,1.4553014553014614,32.06214689265538,False,-0.2058,1.5576,2,2,2,100.0,22.816155222237516,29.585798816568047,14.168399168399167,0.8316008316008323,历史2/2次成功; 当前距低点0.83%; 最新日涨幅-0.21%; 状态bottom_area; 底部未确认
6,81.60390351265055,71.59125820269776,002329,皇氏集团,bottom_area,2023-04-11,6.36,2023-04-11,6.33,0.4739336492891035,1.8957345971563997,28.635851183765492,False,-0.9346,2.2338,1,1,1,100.0,27.644230769230756,27.644230769230756,14.526066350710895,0.4739336492891035,历史1/1次成功; 当前距低点0.47%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
7,79.84130354155639,73.07745511925859,300530,领湃科技,bottom_area,2023-04-11,23.58,2023-04-06,22.95,2.745098039215682,6.753812636165581,28.393135725429016,False,-1.9135,0.2734,3,4,3,75.0,27.802573379948058,34.07510431154381,12.254901960784318,2.745098039215682,历史3/4次成功; 当前距低点2.75%; 最新日涨幅-1.91%; 状态bottom_area; 底部未确认
8,76.7813759002475,70.19830657326831,002006,精工科技,bottom_area,2023-04-11,22.18,2023-04-11,21.6,2.685185185185177,4.62962962962963,29.938371715861166,False,-1.4222,1.4904,2,3,2,66.66666666666666,46.311086714106686,61.48648648648647,12.314814814814824,2.685185185185177,历史2/3次成功; 当前距低点2.69%; 最新日涨幅-1.42%; 状态bottom_area; 底部未确认
9,68.10899323028774,60.974926795244166,300763,锦浪科技,bottom_area,2023-04-11,129.0,2023-04-11,127.02,1.5588096362777546,3.416784758305792,28.070672178492558,False,-0.4169,2.0659,1,2,1,50.0,35.693617021276594,35.693617021276594,13.441190363722244,1.5588096362777546,历史1/2次成功; 当前距低点1.56%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
10,66.11507128911671,62.578051014390304,002125,湘潭电化,bottom_area,2023-04-11,12.88,2023-04-10,12.32,4.545454545454549,7.629870129870126,29.236071223434806,False,-1.9787,1.832,2,3,2,66.66666666666666,28.145272641720464,32.067510548523195,10.45454545454545,4.545454545454549,历史2/3次成功; 当前距低点4.55%; 最新日涨幅-1.98%; 状态bottom_area; 底部未确认
11,65.29833375608813,58.55990154354315,000887,中鼎股份,bottom_area,2023-04-11,12.31,2023-04-06,12.11,1.6515276630883657,6.853839801816681,28.512396694214885,False,-1.2039,1.9739,1,2,1,50.0,23.84615384615385,23.84615384615385,13.348472336911636,1.6515276630883657,历史1/2次成功; 当前距低点1.65%; 最新日涨幅-1.20%; 状态bottom_area; 底部未确认
