rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.84133837078541,83.8265934065934,605133,嵘泰股份,bottom_area,2023-05-04,27.85,2023-04-25,27.3,2.0146520146520173,5.567765567765566,28.79499217527387,False,0.6869,5.5866,1,1,1,100.0,60.01483679525222,60.01483679525222,12.985347985347984,2.0146520146520173,历史1/1次成功; 当前距低点2.01%; 最新日涨幅0.69%; 状态bottom_area; 底部未确认
2,86.10863978408022,77.7371725355818,300454,深信服,bottom_area,2023-05-04,117.89,2023-05-04,115.57,2.007441377520124,3.1063424764212195,31.00298507462687,False,-1.0492,1.0089,2,2,2,100.0,22.979241270579003,29.49391262831224,12.992558622479875,2.007441377520124,历史2/2次成功; 当前距低点2.01%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
3,85.75847823457502,78.67880296548367,300530,领湃科技,bottom_area,2023-05-04,22.21,2023-04-25,21.59,2.8716998610467854,7.596109309865681,32.6365054602184,True,0.045,0.2437,3,4,3,75.0,27.802573379948058,34.07510431154381,12.128300138953215,2.8716998610467854,历史3/4次成功; 当前距低点2.87%; 最新日涨幅0.04%; 状态bottom_area; 底部已确认
4,85.2550004553666,75.77831552126831,300671,富满微,bottom_area,2023-05-04,43.1,2023-05-04,42.6,1.1737089201877933,4.4600938967136114,31.861804222648754,False,-2.6429,1.7856,1,1,1,100.0,18.894472361809044,18.894472361809044,13.826291079812206,1.1737089201877933,历史1/1次成功; 当前距低点1.17%; 最新日涨幅-2.64%; 状态bottom_area; 底部未确认
5,84.78131121025483,76.80589138875496,688117,圣诺生物,bottom_area,2023-05-04,30.74,2023-04-26,30.08,2.1941489361702136,12.86569148936172,32.40449438202248,True,-3.4548,4.7959,2,2,2,100.0,21.282532060339015,24.6076585059636,12.805851063829788,2.1941489361702136,历史2/2次成功; 当前距低点2.19%; 最新日涨幅-3.45%; 状态bottom_area; 底部已确认
6,84.5985060949242,73.63829521829518,000935,四川双马,bottom_area,2023-05-04,18.51,2023-05-04,18.5,0.0540540540540625,4.054054054054054,31.27786032689451,False,-3.6941,0.9086,1,1,1,100.0,43.71794871794874,43.71794871794874,14.945945945945937,0.0540540540540625,历史1/1次成功; 当前距低点0.05%; 最新日涨幅-3.69%; 状态bottom_area; 底部未确认
7,82.61240350291651,78.51505241777824,002245,蔚蓝锂芯,bottom_area,2023-05-04,11.21,2023-04-26,10.7,4.76635514018693,8.317757009345799,29.512516469038214,False,0.8094,1.4778,3,3,3,100.0,21.840549125830286,25.653923541247494,10.233644859813069,4.76635514018693,历史3/3次成功; 当前距低点4.77%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
8,82.3575652658756,76.35081841432228,000629,钒钛股份,bottom_area,2023-05-04,4.22,2023-04-25,4.08,3.4313725490195996,9.803921568627459,31.08108108108108,False,0.4762,0.8072,1,1,1,100.0,27.173913043478265,27.173913043478265,11.568627450980399,3.4313725490195996,历史1/1次成功; 当前距低点3.43%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
9,81.50334201323184,73.15184025121782,300353,东土科技,bottom_area,2023-05-04,10.8,2023-05-04,10.62,1.6949152542373023,6.30885122410546,31.48387096774194,False,-4.0,5.4736,1,1,1,100.0,21.377672209026137,21.377672209026137,13.305084745762697,1.6949152542373023,历史1/1次成功; 当前距低点1.69%; 最新日涨幅-4.00%; 状态bottom_area; 底部未确认
10,81.4012054887292,74.03555933007725,688350,富淼科技,confirmed_rebound,2023-05-04,16.6,2023-05-04,16.21,2.405922270203581,17.6434299814929,32.06202849958088,False,-17.207,13.0415,2,2,2,100.0,28.392807022265636,38.54748603351957,12.59407772979642,2.405922270203581,历史2/2次成功; 当前距低点2.41%; 最新日涨幅-17.21%; 状态confirmed_rebound; 底部未确认
11,81.05232836494976,71.28010850341305,603005,晶方科技,bottom_area,2023-05-04,21.66,2023-05-04,21.53,0.6038086391082165,4.226660473757548,27.38617200674536,False,-3.9468,4.4123,2,2,2,100.0,21.111786024622447,24.55991516436903,14.396191360891782,0.6038086391082165,历史2/2次成功; 当前距低点0.60%; 最新日涨幅-3.95%; 状态bottom_area; 底部未确认
12,80.87671257396124,75.83163242311997,300661,圣邦股份,bottom_area,2023-05-04,124.41,2023-04-25,119.58,4.0391369794279965,6.790433182806494,30.20079383609619,False,0.2498,0.837,1,1,1,100.0,31.832606108687024,31.832606108687024,10.960863020572004,4.0391369794279965,历史1/1次成功; 当前距低点4.04%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
