rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.67306133912088,84.6525829449973,603113,金能科技,bottom_area,2024-07-18,5.09,2024-07-18,5.02,1.3944223107569778,2.7888446215139555,30.662983425414374,False,-1.3566,0.6573,5,5,5,100.0,19.31110652431836,31.03448275862069,8.605577689243022,1.3944223107569778,历史5/5次成功; 当前距低点1.39%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
25,81.30858464090383,76.27984388936568,001308,康冠科技,bottom_area,2024-07-18,21.57,2024-07-09,21.22,1.649387370405285,6.456173421300665,29.101236217841635,False,-1.1457,2.0609,1,1,1,100.0,27.421758569299566,27.421758569299566,8.350612629594716,1.649387370405285,历史1/1次成功; 当前距低点1.65%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
26,80.71580901327273,77.56391833873067,002698,博实股份,bottom_area,2024-07-18,11.32,2024-07-18,11.0,2.9090909090909114,3.0909090909090895,30.730478589420656,False,0.9813,0.8952,2,2,2,100.0,10.627126943322317,11.142857142857146,7.090909090909089,2.9090909090909114,历史2/2次成功; 当前距低点2.91%; 最新日涨幅0.98%; 状态bottom_area; 底部未确认
27,80.63586851784972,78.11599762666692,605567,春雪食品,bottom_area,2024-07-18,7.44,2024-07-09,7.2,3.333333333333336,7.638888888888887,29.961089494163417,True,-0.9321,1.2467,2,2,2,100.0,32.07525605734906,36.46616541353383,6.666666666666665,3.333333333333336,历史2/2次成功; 当前距低点3.33%; 最新日涨幅-0.93%; 状态bottom_area; 底部已确认
28,80.6069408237506,77.0687830561718,600389,江山股份,bottom_area,2024-07-18,13.2,2024-07-18,12.86,2.6438569206842915,2.954898911353039,29.726775956284158,False,1.3825,0.8657,1,1,1,100.0,21.380520620064356,21.380520620064356,7.356143079315709,2.6438569206842915,历史1/1次成功; 当前距低点2.64%; 最新日涨幅1.38%; 状态bottom_area; 底部未确认
29,79.69902319193604,75.9495067835627,603010,万盛股份,bottom_area,2024-07-18,8.71,2024-07-18,8.5,2.4705882352941275,2.5882352941176547,27.78249787595582,False,0.8102,0.3664,1,1,1,100.0,13.238967527060783,13.238967527060783,7.529411764705873,2.4705882352941275,历史1/1次成功; 当前距低点2.47%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
30,79.20691872888132,76.11497216859257,002077,大港股份,bottom_area,2024-07-18,10.61,2024-07-18,10.31,2.9097963142579912,4.46168768186226,27.13780918727915,False,-1.2104,2.1756,2,2,2,100.0,25.318858952154788,26.22826908541193,7.09020368574201,2.9097963142579912,历史2/2次成功; 当前距低点2.91%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
31,79.02036585669592,77.1679624163045,002254,泰和新材,bottom_area,2024-07-18,8.29,2024-07-09,7.99,3.7546933667083717,8.760951188986224,31.416309012875537,True,-0.2407,0.7138,2,2,2,100.0,32.14335103440648,38.58695652173914,6.245306633291628,3.7546933667083717,历史2/2次成功; 当前距低点3.75%; 最新日涨幅-0.24%; 状态bottom_area; 底部已确认
32,78.81642608690447,76.90510796254134,603325,博隆技术,bottom_area,2024-07-18,61.2,2024-07-18,59.01,3.711235383833257,4.490764277241143,31.922011998154137,False,1.6442,1.2586,1,1,1,100.0,33.584541062801925,33.584541062801925,6.288764616166744,3.711235383833257,历史1/1次成功; 当前距低点3.71%; 最新日涨幅1.64%; 状态bottom_area; 底部未确认
33,78.11573926724323,75.05890483640572,000068,华控赛格,bottom_area,2024-07-18,2.48,2024-07-18,2.41,2.9045643153526903,2.9045643153526903,31.33903133903133,False,0.4049,0.8021,1,1,1,100.0,13.7704918032787,13.7704918032787,7.0954356846473114,2.9045643153526903,历史1/1次成功; 当前距低点2.90%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
34,77.66631154761889,75.7949601184866,603229,奥翔药业,bottom_area,2024-07-18,7.25,2024-07-17,6.99,3.7195994277539306,4.864091559370527,32.52895752895753,False,1.683,1.1008,3,4,3,75.0,31.88519792347079,43.052109181141425,6.280400572246069,3.7195994277539306,历史3/4次成功; 当前距低点3.72%; 最新日涨幅1.68%; 状态bottom_area; 底部未确认
35,77.61731456918683,77.0507648278059,605337,李子园,bottom_area,2024-07-18,9.52,2024-07-09,9.1,4.615384615384615,8.35164835164835,31.00833965125095,True,-0.5225,0.3006,3,3,3,100.0,25.39699866066034,37.98882681564246,5.384615384615386,4.615384615384615,历史3/3次成功; 当前距低点4.62%; 最新日涨幅-0.52%; 状态bottom_area; 底部已确认
36,77.09841492613863,74.12631390887317,002706,良信股份,bottom_area,2024-07-18,6.31,2024-07-18,6.13,2.9363784665579074,3.4257748776508965,30.734463276836156,False,0.318,1.2331,3,4,3,75.0,13.31320867002797,14.727153188691638,7.0636215334420935,2.9363784665579074,历史3/4次成功; 当前距低点2.94%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
37,76.52197686358546,72.13966100796164,600141,兴发集团,bottom_area,2024-07-18,18.19,2024-07-18,17.85,1.904761904761904,2.240896358543409,28.11115585984695,False,0.4417,0.6131,2,3,2,66.66666666666666,24.70887894705429,36.58969804618119,8.095238095238097,1.904761904761904,历史2/3次成功; 当前距低点1.90%; 最新日涨幅0.44%; 状态bottom_area; 底部未确认
38,76.41653430146418,72.29855817254264,603036,如通股份,bottom_area,2024-07-18,9.27,2024-07-18,9.08,2.0925110132158533,3.6343612334801767,29.062500000000004,False,-0.1078,1.3047,1,1,1,100.0,11.448834853090181,11.448834853090181,7.907488986784148,2.0925110132158533,历史1/1次成功; 当前距低点2.09%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
39,76.13504128610491,74.4799316929287,600970,中材国际,bottom_area,2024-07-18,10.26,2024-07-12,9.88,3.846153846153836,6.983805668016188,27.03101920236336,False,2.3952,0.7313,1,1,1,100.0,22.19979818365287,22.19979818365287,6.153846153846165,3.846153846153836,历史1/1次成功; 当前距低点3.85%; 最新日涨幅2.40%; 状态bottom_area; 底部未确认
40,75.82821861721926,73.79256174158921,002386,天原股份,bottom_area,2024-07-18,3.77,2024-07-09,3.64,3.5714285714285685,9.340659340659336,27.920792079207917,True,-0.5277,0.3938,3,4,3,75.0,32.58289722820615,48.85290148448042,6.428571428571432,3.5714285714285685,历史3/4次成功; 当前距低点3.57%; 最新日涨幅-0.53%; 状态bottom_area; 底部已确认
41,75.39658455584296,73.86208541694823,002335,科华数据,bottom_area,2024-07-18,19.35,2024-07-10,18.62,3.9205155746509153,7.733619763694939,32.24163027656477,True,1.0444,1.9809,1,1,1,100.0,10.596026490066222,10.596026490066222,6.079484425349086,3.9205155746509153,历史1/1次成功; 当前距低点3.92%; 最新日涨幅1.04%; 状态bottom_area; 底部已确认
42,75.14069893785897,71.72168057874234,600230,沧州大化,bottom_area,2024-07-18,9.23,2024-07-18,9.0,2.5555555555555602,2.9999999999999956,29.411764705882355,False,-0.4315,0.6637,1,1,1,100.0,14.02337228714524,14.02337228714524,7.444444444444439,2.5555555555555602,历史1/1次成功; 当前距低点2.56%; 最新日涨幅-0.43%; 状态bottom_area; 底部未确认
43,74.52778230062289,69.44254230465852,002346,柘中股份,bottom_area,2024-07-18,7.06,2024-07-18,6.97,1.291248206599711,1.8651362984218063,29.381965552178315,False,-0.5634,0.2949,2,3,2,66.66666666666666,25.160868543221483,34.89010989010989,8.708751793400289,1.291248206599711,历史2/3次成功; 当前距低点1.29%; 最新日涨幅-0.56%; 状态bottom_area; 底部未确认
44,74.45036545003222,70.35309701586937,002044,美年健康,bottom_area,2024-07-18,3.52,2024-07-17,3.45,2.028985507246372,3.1884057971014457,29.447852760736186,False,0.0,0.6588,2,3,2,66.66666666666666,16.62643712755071,18.108108108108105,7.971014492753628,2.028985507246372,历史2/3次成功; 当前距低点2.03%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
45,73.9301144806356,72.7375658975167,002557,洽洽食品,bottom_area,2024-07-18,27.63,2024-07-09,26.53,4.1462495288352725,4.937806257067466,31.001300390117038,False,0.1813,1.0041,1,1,1,100.0,16.510832383124292,16.510832383124292,5.853750471164728,4.1462495288352725,历史1/1次成功; 当前距低点4.15%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
46,72.63728549513169,71.70386243386247,002060,广东建工,bottom_area,2024-07-18,3.38,2024-07-09,3.24,4.3209876543209775,6.48148148148148,27.67857142857143,False,0.8955,0.7059,1,1,1,100.0,13.095238095238093,13.095238095238093,5.6790123456790225,4.3209876543209775,历史1/1次成功; 当前距低点4.32%; 最新日涨幅0.90%; 状态bottom_area; 底部未确认
47,71.30906295379312,70.95985108820159,002320,海峡股份,bottom_area,2024-07-18,5.08,2024-07-09,4.85,4.742268041237122,4.948453608247427,27.28635682158921,False,0.994,0.4708,1,1,1,100.0,14.259259259259249,14.259259259259249,5.257731958762879,4.742268041237122,历史1/1次成功; 当前距低点4.74%; 最新日涨幅0.99%; 状态bottom_area; 底部未确认
48,70.54315545096338,70.3574082687985,600131,国网信通,bottom_area,2024-07-18,15.53,2024-07-18,14.81,4.861580013504381,5.131667792032409,28.280871670702172,False,3.1208,0.7963,1,1,1,100.0,12.482853223593954,12.482853223593954,5.138419986495619,4.861580013504381,历史1/1次成功; 当前距低点4.86%; 最新日涨幅3.12%; 状态bottom_area; 底部未确认
49,69.59520062917278,69.4429968005688,002191,劲嘉股份,bottom_area,2024-07-18,3.65,2024-07-09,3.48,4.885057471264366,8.62068965517241,27.348643006263053,True,-0.2732,0.6126,1,1,1,100.0,21.134020618556693,21.134020618556693,5.114942528735635,4.885057471264366,历史1/1次成功; 当前距低点4.89%; 最新日涨幅-0.27%; 状态bottom_area; 底部已确认
50,69.29056874392482,69.01032377428307,300568,星源材质,bottom_area,2024-07-18,7.88,2024-07-09,7.52,4.787234042553196,8.909574468085106,27.6923076923077,True,-0.5051,1.4329,1,1,1,100.0,17.608695652173925,17.608695652173925,5.212765957446805,4.787234042553196,历史1/1次成功; 当前距低点4.79%; 最新日涨幅-0.51%; 状态bottom_area; 底部已确认
51,69.24734288327281,67.37975193295713,000697,炼石航空,bottom_area,2024-07-18,5.52,2024-07-18,5.33,3.5647279549718482,3.752345215759853,30.144167758846656,False,1.4706,1.0165,2,3,2,66.66666666666666,19.465940879711173,27.861771058315338,6.435272045028152,3.5647279549718482,历史2/3次成功; 当前距低点3.56%; 最新日涨幅1.47%; 状态bottom_area; 底部未确认
52,68.42670839148963,67.13563842183888,000705,浙江震元,bottom_area,2024-07-18,7.02,2024-07-09,6.75,3.999999999999994,6.518518518518525,30.555555555555557,False,0.7174,1.6228,2,3,2,66.66666666666666,23.48909545791496,34.04605263157895,6.000000000000007,3.999999999999994,历史2/3次成功; 当前距低点4.00%; 最新日涨幅0.72%; 状态bottom_area; 底部未确认
53,67.24308374134004,65.55216224181616,603060,国检集团,bottom_area,2024-07-18,5.66,2024-07-09,5.46,3.663003663003666,9.157509157509157,31.835205992509362,True,-0.3521,0.1445,2,3,2,66.66666666666666,24.124429713966915,36.2098138747885,6.336996336996334,3.663003663003666,历史2/3次成功; 当前距低点3.66%; 最新日涨幅-0.35%; 状态bottom_area; 底部已确认
54,66.34612603625123,64.09727272727272,600058,五矿发展,bottom_area,2024-07-18,6.47,2024-07-09,6.27,3.189792663476877,5.263157894736844,28.91156462585035,False,0.3101,0.3456,1,2,1,50.0,99.54954954954954,99.54954954954954,6.810207336523123,3.189792663476877,历史1/2次成功; 当前距低点3.19%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
55,65.553193598348,62.66114093959734,002833,弘亚数控,bottom_area,2024-07-18,16.38,2024-07-18,15.96,2.6315789473684092,3.132832080200501,28.940338379341053,False,1.1111,0.9643,1,2,1,50.0,35.43624161073825,35.43624161073825,7.368421052631591,2.6315789473684092,历史1/2次成功; 当前距低点2.63%; 最新日涨幅1.11%; 状态bottom_area; 底部未确认
56,64.49163800306363,62.07365269461078,600186,莲花控股,bottom_area,2024-07-18,3.44,2024-06-24,3.34,2.994011976047907,8.083832335329342,27.074235807860266,True,-0.2899,1.3491,1,2,1,50.0,53.49544072948328,53.49544072948328,7.005988023952094,2.994011976047907,历史1/2次成功; 当前距低点2.99%; 最新日涨幅-0.29%; 状态bottom_area; 底部已确认
57,62.80346518992099,59.65825511714114,603128,华贸物流,bottom_area,2024-07-18,5.33,2024-07-18,5.21,2.303262955854129,2.6871401151631416,28.038674033149174,False,0.7561,1.0713,1,2,1,50.0,15.267175572519085,15.267175572519085,7.696737044145871,2.303262955854129,历史1/2次成功; 当前距低点2.30%; 最新日涨幅0.76%; 状态bottom_area; 底部未确认
58,59.83461246419405,57.446493110657705,601636,旗滨集团,bottom_area,2024-07-18,6.11,2024-07-16,5.94,2.8619528619528607,3.3670033670033552,30.60747663551402,False,1.1589,0.598,1,2,1,50.0,10.224438902743147,10.224438902743147,7.13804713804714,2.8619528619528607,历史1/2次成功; 当前距低点2.86%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
59,58.06351025496146,53.9833716965047,002605,姚记科技,bottom_area,2024-07-18,17.2,2024-07-18,17.0,1.17647058823529,2.5882352941176547,27.257167308515196,False,-2.0501,1.9876,1,3,1,33.33333333333333,12.862318840579725,12.862318840579725,8.82352941176471,1.17647058823529,历史1/3次成功; 当前距低点1.18%; 最新日涨幅-2.05%; 状态bottom_area; 底部未确认
60,56.80242320504279,55.96409466153,600293,三峡新材,bottom_area,2024-07-18,2.47,2024-07-09,2.37,4.2194092827004255,8.438818565400833,27.300613496932506,True,-1.2,0.4226,1,2,1,50.0,32.17391304347827,32.17391304347827,5.780590717299575,4.2194092827004255,历史1/2次成功; 当前距低点4.22%; 最新日涨幅-1.20%; 状态bottom_area; 底部已确认
61,56.67175236830289,53.55000329716755,603090,宏盛股份,bottom_area,2024-07-18,15.61,2024-07-18,15.3,2.0261437908496647,4.509803921568624,28.37078651685393,False,-3.3437,1.9238,1,2,1,50.0,11.718339464004206,11.718339464004206,7.973856209150336,2.0261437908496647,历史1/2次成功; 当前距低点2.03%; 最新日涨幅-3.34%; 状态bottom_area; 底部未确认
62,55.89032262280133,55.16246119228613,605123,派克新材,bottom_area,2024-07-18,49.11,2024-07-09,47.08,4.311809685641464,5.947323704333059,31.649245063879206,False,2.3125,0.9254,1,2,1,50.0,15.71713589004656,15.71713589004656,5.688190314358537,4.311809685641464,历史1/2次成功; 当前距低点4.31%; 最新日涨幅2.31%; 状态bottom_area; 底部未确认
63,51.768367580865565,50.93757757030923,603320,迪贝电气,bottom_area,2024-07-18,13.55,2024-07-18,13.01,4.150653343581867,6.072252113758654,28.516483516483515,False,-4.2403,7.6809,1,2,1,50.0,23.71541501976285,23.71541501976285,5.849346656418134,4.150653343581867,历史1/2次成功; 当前距低点4.15%; 最新日涨幅-4.24%; 状态bottom_area; 底部未确认
64,51.51036450107696,49.42455748782911,002853,皮阿诺,bottom_area,2024-07-18,6.54,2024-07-18,6.36,2.8301886792452784,3.616352201257854,31.019522776572668,False,-1.506,2.9036,1,4,1,25.0,10.012836970474972,10.012836970474972,7.1698113207547225,2.8301886792452784,历史1/4次成功; 当前距低点2.83%; 最新日涨幅-1.51%; 状态bottom_area; 底部未确认
