rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.37914563533863,88.52043443360283,300437,清水源,bottom_area,2022-09-19,17.71,2022-09-19,17.4,1.781609195402312,2.5287356321839156,29.354445797807553,False,0.3968,1.6898,6,6,6,100.0,22.379050532903687,30.330330330330323,6.218390804597688,1.781609195402312,历史6/6次成功; 当前距低点1.78%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
2,90.66012185237395,85.78715624837692,000421,南京公用,bottom_area,2022-09-19,5.38,2022-09-19,5.32,1.1278195488721732,3.3834586466165355,27.520435967302447,False,0.7491,2.9472,3,3,3,100.0,16.3364775258359,30.864197530864196,6.872180451127827,1.1278195488721732,历史3/3次成功; 当前距低点1.13%; 最新日涨幅0.75%; 状态bottom_area; 底部未确认
3,86.88315526716615,81.86324731755106,600367,红星发展,bottom_area,2022-09-19,18.93,2022-09-19,18.76,0.9061833688699261,2.7718550106609783,27.483571704677228,False,0.5845,2.2478,4,4,4,100.0,15.695405368679975,24.161490683229793,7.093816631130075,0.9061833688699261,历史4/4次成功; 当前距低点0.91%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
4,86.25209446634562,81.56854473260383,603033,三维股份,bottom_area,2022-09-19,16.58,2022-09-19,16.4,1.0975609756097544,3.4756097560975627,30.508474576271194,False,-1.3095,0.2384,3,3,3,100.0,15.757977188140112,24.922480620155024,6.902439024390246,1.0975609756097544,历史3/3次成功; 当前距低点1.10%; 最新日涨幅-1.31%; 状态bottom_area; 底部未确认
5,85.77488328686623,82.19433027181377,600215,派斯林,bottom_area,2022-09-19,6.85,2022-09-16,6.73,1.7830609212481308,4.606240713224363,29.1578947368421,False,1.7831,0.9942,2,2,2,100.0,21.718866517524237,23.993288590604024,6.216939078751869,1.7830609212481308,历史2/2次成功; 当前距低点1.78%; 最新日涨幅1.78%; 状态bottom_area; 底部未确认
6,85.06177614275354,81.00860008429846,300572,安车检测,bottom_area,2022-09-19,11.8,2022-09-19,11.63,1.4617368873602745,3.5253654342218255,31.42688679245283,False,-1.5025,2.4263,3,3,3,100.0,17.211613911182226,31.306715063520883,6.538263112639725,1.4617368873602745,历史3/3次成功; 当前距低点1.46%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
7,83.7621522086391,79.49915409073034,300484,蓝海华腾,bottom_area,2022-09-19,11.04,2022-09-19,10.9,1.2844036697247594,3.6697247706422047,28.52459016393442,False,-0.5405,1.7624,2,2,2,100.0,23.589217514531214,28.708133971291865,6.715596330275241,1.2844036697247594,历史2/2次成功; 当前距低点1.28%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
8,83.47047559895279,79.92112670206998,002012,凯恩股份,bottom_area,2022-09-19,5.26,2022-09-19,5.17,1.7408123791102486,2.5145067698259167,31.523178807947016,False,0.9597,3.019,1,1,1,100.0,25.646123260437374,25.646123260437374,6.259187620889752,1.7408123791102486,历史1/1次成功; 当前距低点1.74%; 最新日涨幅0.96%; 状态bottom_area; 底部未确认
9,82.84329524766454,79.08174119946464,603315,福鞍股份,bottom_area,2022-09-19,19.88,2022-09-19,19.57,1.584057230454771,3.2192130812468007,29.324665944384254,False,-1.0453,0.4271,1,1,1,100.0,41.68490153172865,41.68490153172865,6.41594276954523,1.584057230454771,历史1/1次成功; 当前距低点1.58%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
10,82.25615954947087,80.62913134505393,300508,维宏股份,bottom_area,2022-09-19,21.21,2022-09-19,20.6,2.9611650485436862,5.436893203883483,30.849278281302446,False,0.2837,1.5674,2,2,2,100.0,27.74509492329859,42.06627680311891,5.038834951456314,2.9611650485436862,历史2/2次成功; 当前距低点2.96%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
11,82.08918714591466,77.7026524991691,000936,华西股份,bottom_area,2022-09-19,5.3,2022-09-19,5.24,1.1450381679389239,2.2900763358778646,29.284750337381915,False,-1.1194,0.7964,2,2,2,100.0,12.222255494999095,13.427561837455826,6.854961832061076,1.1450381679389239,历史2/2次成功; 当前距低点1.15%; 最新日涨幅-1.12%; 状态bottom_area; 底部未确认
