rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.57396228825445,85.1672714310139,001330,博纳影业,bottom_area,2025-12-26,8.05,2025-12-26,7.82,2.941176470588241,5.37084398976982,28.71467639015497,False,1.3854,13.1885,4,4,4,100.0,18.565342924489666,35.637149028077765,7.058823529411759,2.941176470588241,历史4/4次成功; 当前距低点2.94%; 最新日涨幅1.39%; 状态bottom_area; 底部未确认
12,76.53053934789256,76.31057896800601,301357,北方长龙,confirmed_rebound,2025-12-26,141.2,2025-12-17,134.67,4.848889878963393,11.056657013440272,28.36702127659575,True,-1.3277,12.9109,4,4,4,100.0,17.82821447334705,26.72978878368535,5.151110121036607,4.848889878963393,历史4/4次成功; 当前距低点4.85%; 最新日涨幅-1.33%; 状态confirmed_rebound; 底部已确认
13,76.32727203922377,72.65193867115364,002589,瑞康医药,bottom_area,2025-12-26,3.4,2025-12-17,3.32,2.40963855421687,7.831325301204826,29.211087420042652,True,-1.1628,6.4444,5,7,5,71.42857142857143,19.947313382009828,37.073170731707336,7.590361445783131,2.40963855421687,历史5/7次成功; 当前距低点2.41%; 最新日涨幅-1.16%; 状态bottom_area; 底部已确认
14,75.43721456142616,73.303074420082,000998,隆平高科,bottom_area,2025-12-26,9.48,2025-12-17,9.16,3.493449781659392,4.039301310043659,29.484218629715166,False,0.3175,0.9265,1,1,1,100.0,11.549139367018313,11.549139367018313,6.506550218340609,3.493449781659392,历史1/1次成功; 当前距低点3.49%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
15,75.26297218615208,73.13711990102885,301567,贝隆精密,bottom_area,2025-12-26,45.0,2025-12-17,43.48,3.4958601655933834,6.830726770929177,31.527559055118115,False,-1.9608,10.119,2,2,2,100.0,16.4929090246331,16.59192825112107,6.504139834406616,3.4958601655933834,历史2/2次成功; 当前距低点3.50%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
16,75.16510370285526,73.92640494298853,603072,天和磁材,bottom_area,2025-12-26,41.12,2025-12-17,39.49,4.127627247404394,4.93795897695618,27.05947543405984,False,0.1705,2.9226,1,1,1,100.0,22.674167027260935,22.674167027260935,5.872372752595606,4.127627247404394,历史1/1次成功; 当前距低点4.13%; 最新日涨幅0.17%; 状态bottom_area; 底部未确认
17,75.15224259816368,75.11119822754753,000665,湖北广电,bottom_area,2025-12-26,5.49,2025-12-17,5.23,4.971319311663476,6.883365200764807,27.46185852981969,False,0.3656,1.8982,6,7,6,85.71428571428571,20.33843610367265,43.606557377049185,5.028680688336524,4.971319311663476,历史6/7次成功; 当前距低点4.97%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
18,74.72797838438328,71.38464682425972,600250,南京商旅,bottom_area,2025-12-26,11.85,2025-12-24,11.55,2.597402597402588,5.367965367965361,28.171641791044767,False,-1.8227,9.641,5,7,5,71.42857142857143,24.629088497974813,53.93258426966293,7.402597402597412,2.597402597402588,历史5/7次成功; 当前距低点2.60%; 最新日涨幅-1.82%; 状态bottom_area; 底部未确认
19,74.37817920380309,72.607803742188,301177,迪阿股份,bottom_area,2025-12-26,29.16,2025-12-17,28.11,3.735325506937036,6.438989683386703,31.88756966319361,False,0.1718,0.2688,1,1,1,100.0,10.776053215077603,10.776053215077603,6.264674493062965,3.735325506937036,历史1/1次成功; 当前距低点3.74%; 最新日涨幅0.17%; 状态bottom_area; 底部未确认
20,73.9836145901709,71.93879482723598,603679,华体科技,bottom_area,2025-12-26,15.55,2025-12-24,15.02,3.528628495339555,6.8575233022636555,29.284369114877585,False,-2.0164,11.0997,1,1,1,100.0,27.118644067796616,27.118644067796616,6.4713715046604445,3.528628495339555,历史1/1次成功; 当前距低点3.53%; 最新日涨幅-2.02%; 状态bottom_area; 底部未确认
21,73.77667177166035,73.6899776802718,601162,天风证券,bottom_area,2025-12-26,4.25,2025-12-17,4.05,4.938271604938276,6.419753086419748,27.678571428571423,False,0.2358,2.1387,2,2,2,100.0,14.673316879199232,18.939393939393938,5.061728395061725,4.938271604938276,历史2/2次成功; 当前距低点4.94%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
22,73.59421271516113,69.0153121945605,600383,金地集团,bottom_area,2025-12-26,3.12,2025-12-15,3.07,1.6286644951140152,4.234527687296428,32.675438596491226,False,0.0,1.2613,2,4,2,50.0,23.971329265701364,32.594936708860764,8.371335504885986,1.6286644951140152,历史2/4次成功; 当前距低点1.63%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
23,71.40447503801877,70.561778637098,300768,迪普科技,bottom_area,2025-12-26,18.84,2025-12-17,18.05,4.376731301939054,5.7063711911357204,29.43706020328381,False,0.3729,1.5049,2,3,2,66.66666666666666,46.52720074651822,47.28781110402041,5.623268698060946,4.376731301939054,历史2/3次成功; 当前距低点4.38%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
24,68.71013664491502,66.79889351598733,000692,惠天热电,bottom_area,2025-12-26,3.53,2025-12-17,3.41,3.5190615835777024,6.744868035190615,28.511530398322844,False,-1.1204,2.8578,3,5,3,60.0,36.0341608954005,59.042553191489375,6.480938416422298,3.5190615835777024,历史3/5次成功; 当前距低点3.52%; 最新日涨幅-1.12%; 状态bottom_area; 底部未确认
25,63.295202998021146,58.58242676652422,000890,法尔胜,bottom_area,2025-12-26,5.37,2025-12-24,5.32,0.939849624060147,6.203007518796993,31.9693094629156,False,-1.4679,10.4402,2,4,2,50.0,21.748838222480394,32.954545454545446,9.060150375939854,0.939849624060147,历史2/4次成功; 当前距低点0.94%; 最新日涨幅-1.47%; 状态bottom_area; 底部未确认
26,60.19178885254529,57.89591630924754,300056,中创环保,bottom_area,2025-12-26,8.7,2025-12-17,8.45,2.9585798816568047,8.284023668639067,29.34782608695653,True,-0.9112,3.8186,1,2,1,50.0,27.10472279260781,27.10472279260781,7.041420118343196,2.9585798816568047,历史1/2次成功; 当前距低点2.96%; 最新日涨幅-0.91%; 状态bottom_area; 底部已确认
27,59.49907717511846,56.80102832946869,002468,申通快递,bottom_area,2025-12-26,14.0,2025-11-21,13.65,2.5641025641025617,9.010989010989015,31.988041853512705,True,-1.7544,1.0103,1,2,1,50.0,16.382699868938413,16.382699868938413,7.435897435897439,2.5641025641025617,历史1/2次成功; 当前距低点2.56%; 最新日涨幅-1.75%; 状态bottom_area; 底部已确认
