rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.57396228825445,85.1672714310139,001330,博纳影业,bottom_area,2025-12-26,8.05,2025-12-26,7.82,2.941176470588241,5.37084398976982,28.71467639015497,False,1.3854,13.1885,4,4,4,100.0,18.565342924489666,35.637149028077765,7.058823529411759,2.941176470588241,历史4/4次成功; 当前距低点2.94%; 最新日涨幅1.39%; 状态bottom_area; 底部未确认
2,87.70500481811017,80.17360838614005,603322,超讯通信,bottom_area,2025-12-26,38.11,2025-12-26,38.0,0.28947368421052483,1.7894736842105254,31.29632977761707,False,-0.8327,4.6828,7,7,7,100.0,21.524776269570104,39.45833333333333,9.710526315789476,0.28947368421052483,历史7/7次成功; 当前距低点0.29%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
3,87.58740729041993,81.3617999166091,600048,保利发展,bottom_area,2025-12-26,6.26,2025-12-17,6.19,1.1308562197091987,2.9079159935379595,27.60233918128655,False,-0.3185,0.6013,2,2,2,100.0,31.721247836269217,31.987577639751546,8.869143780290802,1.1308562197091987,历史2/2次成功; 当前距低点1.13%; 最新日涨幅-0.32%; 状态bottom_area; 底部未确认
4,85.4701562407789,83.39671497847014,603327,福蓉科技,bottom_area,2025-12-26,10.9,2025-12-19,10.51,3.710751665080881,7.4215033301617455,29.651941097724226,False,-1.6245,3.428,7,7,7,100.0,40.952842875562084,129.39632545931758,6.289248334919121,3.710751665080881,历史7/7次成功; 当前距低点3.71%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
5,85.4411806919188,83.44354804870338,002728,特一药业,bottom_area,2025-12-26,11.32,2025-12-19,10.91,3.7580201649862524,4.766269477543534,27.508305647840537,False,0.8913,10.5333,4,4,4,100.0,19.310935617591518,39.3073593073593,6.241979835013748,3.7580201649862524,历史4/4次成功; 当前距低点3.76%; 最新日涨幅0.89%; 状态bottom_area; 底部未确认
6,81.82248264252219,78.34926768336281,600222,太龙药业,bottom_area,2025-12-26,6.79,2025-12-16,6.61,2.7231467473524917,8.623298033282895,29.978813559322028,True,-2.1614,3.5644,2,2,2,100.0,25.849689609282233,37.696335078534034,7.276853252647508,2.7231467473524917,历史2/2次成功; 当前距低点2.72%; 最新日涨幅-2.16%; 状态bottom_area; 底部已确认
7,79.83910943940306,78.12485893753627,600161,天坛生物,bottom_area,2025-12-26,16.68,2025-12-24,16.06,3.860523038605237,4.794520547945203,27.264492753623188,False,0.4819,0.4006,2,2,2,100.0,25.305653040624797,36.77455357142857,6.139476961394764,3.860523038605237,历史2/2次成功; 当前距低点3.86%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
8,79.4346435407936,74.3671476396825,603038,华立股份,bottom_area,2025-12-26,15.82,2025-12-17,15.58,1.5404364569961502,5.0064184852374805,29.661399548532724,False,-1.31,1.5026,3,4,3,75.0,19.969584739966248,28.753412192902637,8.459563543003851,1.5404364569961502,历史3/4次成功; 当前距低点1.54%; 最新日涨幅-1.31%; 状态bottom_area; 底部未确认
9,78.93804804669506,75.46547232775714,605368,蓝天燃气,bottom_area,2025-12-26,7.78,2025-12-18,7.58,2.6385224274406354,3.562005277044849,31.65013525698828,False,0.0,1.0541,1,1,1,100.0,12.695179904955879,12.695179904955879,7.361477572559365,2.6385224274406354,历史1/1次成功; 当前距低点2.64%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
10,77.26167604511586,74.34853088275905,600375,汉马科技,bottom_area,2025-12-26,5.87,2025-12-17,5.7,2.982456140350876,8.596491228070178,28.571428571428577,True,-3.928,6.3418,2,2,2,100.0,17.73403700408087,22.073578595317713,7.017543859649125,2.982456140350876,历史2/2次成功; 当前距低点2.98%; 最新日涨幅-3.93%; 状态bottom_area; 底部已确认
11,77.04867240332649,72.50256558807425,605580,恒盛能源,confirmed_rebound,2025-12-26,25.9,2025-12-25,25.44,1.80817610062892,11.635220125786153,29.878721058434397,True,-4.8843,7.8583,3,4,3,75.0,24.463479018861225,31.531531531531513,8.191823899371082,1.80817610062892,历史3/4次成功; 当前距低点1.81%; 最新日涨幅-4.88%; 状态confirmed_rebound; 底部已确认
