rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.64132571482342,81.15443584715338,300624,万兴科技,bottom_area,2022-02-14,39.69,2022-02-14,39.08,1.560900716479016,3.1473899692937666,29.24135433641137,False,-0.2513,2.404,2,2,2,100.0,35.87790043400834,51.195680123425035,18.439099283520985,1.560900716479016,历史2/2次成功; 当前距低点1.56%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
2,91.81164856242977,77.72314636283961,603368,柳药集团,bottom_area,2022-02-14,16.44,2022-01-28,16.3,0.8588957055214758,6.871165644171786,30.282292557741652,False,0.0,1.7736,1,1,1,100.0,42.85714285714285,42.85714285714285,19.141104294478524,0.8588957055214758,历史1/1次成功; 当前距低点0.86%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
3,89.21591839208025,79.84663156663157,300511,雪榕生物,bottom_area,2022-02-14,6.92,2022-01-27,6.66,3.9039039039039007,8.108108108108109,31.198347107438014,True,0.2899,1.9215,2,2,2,100.0,25.900712191034756,29.220779220779214,16.0960960960961,3.9039039039039007,历史2/2次成功; 当前距低点3.90%; 最新日涨幅0.29%; 状态bottom_area; 底部已确认
4,80.16875411123034,71.02821035058429,603319,美湖股份,bottom_area,2022-02-14,20.67,2022-02-14,20.0,3.3500000000000085,5.950000000000006,30.57965984033321,False,-1.3836,2.3199,1,1,1,100.0,20.033388981636072,20.033388981636072,16.64999999999999,3.3500000000000085,历史1/1次成功; 当前距低点3.35%; 最新日涨幅-1.38%; 状态bottom_area; 底部未确认
5,74.00222028241241,63.51543689320389,605117,德业股份,bottom_area,2022-02-14,209.32,2022-02-14,206.0,1.6116504854368898,4.611650485436893,28.217994285316056,False,-2.8677,4.2938,1,2,1,50.0,59.18895599654874,59.18895599654874,18.388349514563114,1.6116504854368898,历史1/2次成功; 当前距低点1.61%; 最新日涨幅-2.87%; 状态bottom_area; 底部未确认
6,71.5427634093118,61.87924501547977,688311,盟升电子,bottom_area,2022-02-14,55.21,2022-02-14,54.11,2.0328959526889694,3.2341526520051747,29.443212935193635,False,0.7114,0.5039,1,2,1,50.0,23.893805309734503,23.893805309734503,17.967104047311032,2.0328959526889694,历史1/2次成功; 当前距低点2.03%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
7,67.69111703010041,59.791948202300894,300648,星云股份,bottom_area,2022-02-14,44.72,2022-02-14,43.34,3.1841255191508893,4.660821412090438,31.184503016830732,False,0.7207,1.6713,1,2,1,50.0,26.78362573099414,26.78362573099414,16.815874480849114,3.1841255191508893,历史1/2次成功; 当前距低点3.18%; 最新日涨幅0.72%; 状态bottom_area; 底部未确认
8,62.42133875941142,52.85301403130139,300573,兴齐眼药,bottom_area,2022-02-14,93.97,2022-02-14,93.16,0.86947187634178,3.4242164018892205,32.24727272727273,False,-1.6639,2.3751,1,3,1,33.33333333333333,42.86062675283501,42.86062675283501,19.130528123658223,0.86947187634178,历史1/3次成功; 当前距低点0.87%; 最新日涨幅-1.66%; 状态bottom_area; 底部未确认
9,58.616411148294006,53.40054405458988,605162,新中港,bottom_area,2022-02-14,10.75,2022-01-27,10.25,4.878048780487805,9.951219512195118,30.508474576271187,True,-0.647,1.5425,1,2,1,50.0,26.46502835538753,26.46502835538753,15.121951219512198,4.878048780487805,历史1/2次成功; 当前距低点4.88%; 最新日涨幅-0.65%; 状态bottom_area; 底部已确认
