rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.00654305424908,74.59817316034976,300559,佳发教育,bottom_area,2022-07-01,9.63,2022-07-01,9.6,0.3125000000000119,2.7083333333333313,27.382753403933442,False,-2.1341,2.1371,2,2,2,100.0,25.164909464246165,29.09783989834816,19.68749999999999,0.3125000000000119,历史2/2次成功; 当前距低点0.31%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
2,73.56341340963255,63.842698706099824,002339,积成电子,bottom_area,2022-07-01,5.53,2022-06-23,5.41,2.2181146025878022,7.208872458410346,31.863979848866503,True,-0.5396,1.6781,1,2,1,50.0,82.94930875576038,82.94930875576038,17.7818853974122,2.2181146025878022,历史1/2次成功; 当前距低点2.22%; 最新日涨幅-0.54%; 状态bottom_area; 底部已确认
3,72.7445477207348,66.26783446003964,000037,深南电A,bottom_area,2022-07-01,8.39,2022-06-30,8.0,4.875000000000007,7.374999999999998,29.140832595217002,True,2.6928,8.5861,2,4,2,50.0,39.8001852690304,45.16765285996055,15.124999999999995,4.875000000000007,历史2/4次成功; 当前距低点4.88%; 最新日涨幅2.69%; 状态bottom_area; 底部已确认
4,71.02997900082228,60.6834876414669,688095,福昕软件,bottom_area,2022-07-01,70.1,2022-07-01,69.16,1.3591671486408297,2.660497397339508,32.10288631454938,False,-1.2676,0.911,1,2,1,50.0,31.679509356817103,31.679509356817103,18.64083285135917,1.3591671486408297,历史1/2次成功; 当前距低点1.36%; 最新日涨幅-1.27%; 状态bottom_area; 底部未确认
5,69.53086628497277,59.07770434259353,002347,泰尔股份,bottom_area,2022-07-01,4.77,2022-07-01,4.72,1.0593220338983014,5.7203389830508575,31.89033189033189,False,-7.9151,22.0442,1,2,1,50.0,29.585798816568047,29.585798816568047,18.9406779661017,1.0593220338983014,历史1/2次成功; 当前距低点1.06%; 最新日涨幅-7.92%; 状态bottom_area; 底部未确认
6,68.55026199738761,60.57784141710534,600121,郑州煤电,bottom_area,2022-07-01,5.79,2022-07-01,5.61,3.208556149732615,4.812834224598923,28.076923076923073,False,-1.5306,5.2986,2,4,2,50.0,20.448115260729523,20.6581352833638,16.791443850267385,3.208556149732615,历史2/4次成功; 当前距低点3.21%; 最新日涨幅-1.53%; 状态bottom_area; 底部未确认
