rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.65709544857543,83.08639560087082,002537,海联金汇,bottom_area,2025-05-12,7.01,2025-05-09,6.9,1.5942028985507162,5.072463768115937,29.158110882956876,False,-0.9887,8.1709,3,3,3,100.0,30.006334460034605,39.33649289099527,8.405797101449284,1.5942028985507162,历史3/3次成功; 当前距低点1.59%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
2,86.27753046642225,81.88747146115554,003003,天元股份,bottom_area,2025-05-12,11.77,2025-05-09,11.51,2.258905299739355,3.301476976542144,32.72939801285798,False,2.1701,14.4912,2,2,2,100.0,25.90201905678097,31.377551020408173,7.741094700260645,2.258905299739355,历史2/2次成功; 当前距低点2.26%; 最新日涨幅2.17%; 状态bottom_area; 底部未确认
3,82.53190542463545,79.3549469735422,002304,洋河股份,bottom_area,2025-05-12,68.99,2025-04-29,67.02,2.939421068337808,4.177857356013127,29.452631578947376,False,0.2762,0.2727,2,2,2,100.0,20.62810220081931,20.781426953567394,7.060578931662192,2.939421068337808,历史2/2次成功; 当前距低点2.94%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
4,81.87729946477246,78.097576988716,600371,万向德农,bottom_area,2025-05-12,9.36,2025-04-29,9.13,2.519167579408528,8.214676889375685,28.671874999999996,True,-1.5773,5.6066,1,1,1,100.0,38.66279069767441,38.66279069767441,7.480832420591472,2.519167579408528,历史1/1次成功; 当前距低点2.52%; 最新日涨幅-1.58%; 状态bottom_area; 底部已确认
5,78.88507759695047,74.96938844680939,688050,爱博医疗,bottom_area,2025-05-12,79.13,2025-04-29,77.33,2.32768653821285,5.030389240915557,28.688675765400223,False,-0.0253,0.9977,2,2,2,100.0,12.024267494272554,12.90770757525636,7.67231346178715,2.32768653821285,历史2/2次成功; 当前距低点2.33%; 最新日涨幅-0.03%; 状态bottom_area; 底部未确认
6,77.5106971104388,74.2865503614787,001299,美能能源,bottom_area,2025-05-12,10.76,2025-04-29,10.47,2.7698185291308417,5.5396370582617,31.11842105263157,False,-1.1938,5.0318,2,2,2,100.0,13.772777461812025,15.247322794492616,7.230181470869159,2.7698185291308417,历史2/2次成功; 当前距低点2.77%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
7,72.35405702342031,69.20974184488489,000524,岭南控股,bottom_area,2025-05-12,11.93,2025-05-09,11.62,2.6678141135972506,3.0981067125645545,30.668257756563257,False,2.1404,2.2286,2,3,2,66.66666666666666,18.31016858720398,21.550094517958406,7.33218588640275,2.6678141135972506,历史2/3次成功; 当前距低点2.67%; 最新日涨幅2.14%; 状态bottom_area; 底部未确认
