rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,80.83309594787913,79.67793163891328,603368,柳药集团,bottom_area,2022-02-21,16.83,2022-01-28,16.3,3.251533742331273,6.871165644171786,30.282292557741652,False,1.2635,1.5078,1,1,1,100.0,42.85714285714285,42.85714285714285,4.748466257668727,3.251533742331273,历史1/1次成功; 当前距低点3.25%; 最新日涨幅1.26%; 状态bottom_area; 底部未确认
2,79.21760756114554,76.46737227798359,688208,道通科技,bottom_area,2022-02-21,51.96,2022-02-21,50.86,2.162799842705469,6.075501376327179,28.84722999440403,False,-2.1469,1.2686,1,1,1,100.0,34.72341892124764,34.72341892124764,5.8372001572945305,2.162799842705469,历史1/1次成功; 当前距低点2.16%; 最新日涨幅-2.15%; 状态bottom_area; 底部未确认
3,78.73531538246499,79.15019838553619,300624,万兴科技,bottom_area,2022-02-21,40.75,2022-02-14,39.08,4.273285568065511,5.680655066530192,29.24135433641137,False,1.4186,2.9944,2,2,2,100.0,35.87790043400834,51.195680123425035,3.7267144319344894,4.273285568065511,历史2/2次成功; 当前距低点4.27%; 最新日涨幅1.42%; 状态bottom_area; 底部未确认
4,77.31069690535574,75.10627885077457,000967,盈峰环境,bottom_area,2022-02-21,6.16,2022-01-28,6.01,2.495840266222968,6.988352745424292,30.52023121387284,False,0.0,0.8274,1,1,1,100.0,9.015025041736227,9.015025041736227,5.5041597337770325,2.495840266222968,历史1/1次成功; 当前距低点2.50%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
5,75.6966181101456,76.90496982216092,688311,盟升电子,bottom_area,2022-02-21,56.72,2022-02-14,54.11,4.8235076695620025,7.5586767695435295,29.443212935193635,True,1.5214,0.7373,2,2,2,100.0,21.357888756786508,23.893805309734503,3.176492330437998,4.8235076695620025,历史2/2次成功; 当前距低点4.82%; 最新日涨幅1.52%; 状态bottom_area; 底部已确认
6,75.42183114102322,73.92187044806838,688049,炬芯科技,bottom_area,2022-02-21,48.77,2022-02-14,47.37,2.95545704032089,5.0453873759763574,31.645021645021647,False,1.2876,1.991,1,1,1,100.0,8.281249999999996,8.281249999999996,5.04454295967911,2.95545704032089,历史1/1次成功; 当前距低点2.96%; 最新日涨幅1.29%; 状态bottom_area; 底部未确认
7,73.45887756622666,68.47050232861568,688020,方邦股份,bottom_area,2022-02-21,66.95,2022-02-21,66.72,0.34472422062350716,3.4022781774580277,28.740788208907396,False,-2.8302,1.4633,1,1,1,100.0,9.28211586901762,9.28211586901762,7.655275779376493,0.34472422062350716,历史1/1次成功; 当前距低点0.34%; 最新日涨幅-2.83%; 状态bottom_area; 底部未确认
8,71.2967618792097,71.12449922193034,688111,金山办公,confirmed_rebound,2022-02-21,215.03,2022-02-14,207.01,3.8742089754118214,8.951258393314333,28.171408743927827,True,-2.4409,0.7914,2,2,2,100.0,11.331697235856366,14.013605442176866,4.125791024588179,3.8742089754118214,历史2/2次成功; 当前距低点3.87%; 最新日涨幅-2.44%; 状态confirmed_rebound; 底部已确认
9,70.96845992073318,71.65006872857008,300677,英科医疗,bottom_area,2022-02-21,52.98,2022-02-14,50.7,4.4970414201183315,5.0887573964497,31.94630872483221,False,0.0,1.9038,1,1,1,100.0,14.964103045375621,14.964103045375621,3.502958579881669,4.4970414201183315,历史1/1次成功; 当前距低点4.50%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
10,69.69441932007794,68.91354591377069,688319,欧林生物,bottom_area,2022-02-21,28.17,2022-02-14,27.24,3.4140969162995716,4.148311306901625,29.739489295847317,False,-0.0355,0.6943,1,1,1,100.0,9.449929478138205,9.449929478138205,4.585903083700429,3.4140969162995716,历史1/1次成功; 当前距低点3.41%; 最新日涨幅-0.04%; 状态bottom_area; 底部未确认
11,69.49772702456782,70.84719745222932,000518,四环生物,confirmed_rebound,2022-02-21,3.36,2022-01-27,3.2,4.99999999999999,8.4375,27.272727272727277,True,1.8182,1.2581,1,1,1,100.0,17.834394904458602,17.834394904458602,3.0000000000000098,4.99999999999999,历史1/1次成功; 当前距低点5.00%; 最新日涨幅1.82%; 状态confirmed_rebound; 底部已确认
12,67.44881289966767,68.30859035696062,300573,兴齐眼药,bottom_area,2022-02-21,97.5,2022-02-14,93.16,4.658651781880639,7.234864748819246,32.24727272727273,True,0.744,2.0139,2,3,2,66.66666666666666,28.675536306353806,42.86062675283501,3.341348218119361,4.658651781880639,历史2/3次成功; 当前距低点4.66%; 最新日涨幅0.74%; 状态bottom_area; 底部已确认
