rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.72638720816569,81.92961486467718,002245,蔚蓝锂芯,bottom_area,2022-09-23,14.84,2022-09-23,14.63,1.435406698564587,5.673274094326726,27.788746298124384,False,-2.7523,2.1388,3,3,3,100.0,21.840549125830286,25.653923541247494,13.564593301435412,1.435406698564587,历史3/3次成功; 当前距低点1.44%; 最新日涨幅-2.75%; 状态bottom_area; 底部未确认
12,85.32534083952632,77.4506732382996,603315,福鞍股份,bottom_area,2022-09-23,20.02,2022-09-19,19.57,2.2994379151762865,6.6428206438426205,29.324665944384254,False,-1.3793,0.4315,1,1,1,100.0,41.68490153172865,41.68490153172865,12.700562084823714,2.2994379151762865,历史1/1次成功; 当前距低点2.30%; 最新日涨幅-1.38%; 状态bottom_area; 底部未确认
13,84.85585208460805,75.41861246024509,603192,汇得科技,bottom_area,2022-09-23,19.02,2022-09-23,18.8,1.1702127659574406,5.851063829787222,29.02982257455643,False,-2.9592,0.7097,1,1,1,100.0,16.917728852838945,16.917728852838945,13.82978723404256,1.1702127659574406,历史1/1次成功; 当前距低点1.17%; 最新日涨幅-2.96%; 状态bottom_area; 底部未确认
14,84.84683372297565,80.23640608495221,300530,领湃科技,bottom_area,2022-09-23,27.88,2022-09-23,26.68,4.497751124437778,4.872563718140932,28.433476394849787,False,2.3871,1.3353,3,3,3,100.0,27.802573379948058,34.07510431154381,10.50224887556222,4.497751124437778,历史3/3次成功; 当前距低点4.50%; 最新日涨幅2.39%; 状态bottom_area; 底部未确认
15,84.75466861207556,76.34282076817482,300502,新易盛,bottom_area,2022-09-23,21.6,2022-09-23,21.2,1.8867924528301987,4.716981132075472,27.620348241720727,False,-2.6589,1.5919,1,1,1,100.0,30.670470756062763,30.670470756062763,13.1132075471698,1.8867924528301987,历史1/1次成功; 当前距低点1.89%; 最新日涨幅-2.66%; 状态bottom_area; 底部未确认
16,84.36285714313026,76.32041356295814,002283,天润工业,bottom_area,2022-09-23,5.3,2022-09-19,5.19,2.11946050096338,5.394990366088619,27.816411682892905,False,-1.8519,0.5345,1,1,1,100.0,33.402061855670105,33.402061855670105,12.880539499036619,2.11946050096338,历史1/1次成功; 当前距低点2.12%; 最新日涨幅-1.85%; 状态bottom_area; 底部未确认
17,82.73491783078126,74.85911509665411,002012,凯恩股份,bottom_area,2022-09-23,5.28,2022-09-19,5.17,2.1276595744680913,5.222437137330763,31.523178807947016,False,-1.8587,2.1232,1,1,1,100.0,25.646123260437374,25.646123260437374,12.872340425531908,2.1276595744680913,历史1/1次成功; 当前距低点2.13%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
18,81.63243791933407,71.77720201301898,002343,慈文传媒,bottom_area,2022-09-23,5.08,2022-09-23,5.05,0.594059405940599,5.5445544554455495,27.753934191702434,False,-3.7879,2.5259,1,1,1,100.0,40.33149171270718,40.33149171270718,14.4059405940594,0.594059405940599,历史1/1次成功; 当前距低点0.59%; 最新日涨幅-3.79%; 状态bottom_area; 底部未确认
19,81.21958357811201,71.41458287211094,600215,派斯林,bottom_area,2022-09-23,6.77,2022-09-16,6.73,0.5943536404160349,4.903417533432379,29.1578947368421,False,-3.2857,1.0084,2,2,2,100.0,21.718866517524237,23.993288590604024,14.405646359583965,0.5943536404160349,历史2/2次成功; 当前距低点0.59%; 最新日涨幅-3.29%; 状态bottom_area; 底部未确认
20,80.85464214812063,71.22090620588034,300437,清水源,bottom_area,2022-09-23,17.51,2022-09-23,17.39,0.6900517538815468,5.1178838412881,29.3950466910272,False,-3.473,2.3585,5,6,5,83.33333333333334,24.628445545144793,30.330330330330323,14.309948246118454,0.6900517538815468,历史5/6次成功; 当前距低点0.69%; 最新日涨幅-3.47%; 状态bottom_area; 底部未确认
21,80.35035099914671,70.67434163851134,688018,乐鑫科技,bottom_area,2022-09-23,80.48,2022-09-23,79.99,0.6125765720715204,4.8256032004000495,31.632478632478637,False,-3.3389,0.7521,1,1,1,100.0,34.629119477604306,34.629119477604306,14.387423427928479,0.6125765720715204,历史1/1次成功; 当前距低点0.61%; 最新日涨幅-3.34%; 状态bottom_area; 底部未确认
22,80.29149649031464,71.02585133843675,300484,蓝海华腾,bottom_area,2022-09-23,11.0,2022-09-19,10.9,0.9174311926605472,6.23853211009174,28.52459016393442,False,-3.169,1.6679,2,2,2,100.0,23.589217514531214,28.708133971291865,14.082568807339452,0.9174311926605472,历史2/2次成功; 当前距低点0.92%; 最新日涨幅-3.17%; 状态bottom_area; 底部未确认
23,79.7335878427299,70.45457094582262,688183,生益电子,bottom_area,2022-09-23,9.4,2022-09-23,9.32,0.858369098712447,4.184549356223182,29.713423831070884,False,-2.7921,0.4066,1,1,1,100.0,26.24544349939247,26.24544349939247,14.141630901287552,0.858369098712447,历史1/1次成功; 当前距低点0.86%; 最新日涨幅-2.79%; 状态bottom_area; 底部未确认
24,79.17493149156071,69.95233108425332,002451,摩恩电气,bottom_area,2022-09-23,5.92,2022-09-23,5.87,0.8517887563884127,3.7478705281090248,29.95226730310263,False,-2.4712,1.3339,1,1,1,100.0,23.464566929133863,23.464566929133863,14.148211243611586,0.8517887563884127,历史1/1次成功; 当前距低点0.85%; 最新日涨幅-2.47%; 状态bottom_area; 底部未确认
25,78.71382452745276,68.78080445544555,600130,波导股份,bottom_area,2022-09-23,3.85,2022-09-23,3.84,0.2604166666666727,4.427083333333331,29.020332717190396,False,-3.99,4.5417,1,1,1,100.0,20.13201320132014,20.13201320132014,14.739583333333329,0.2604166666666727,历史1/1次成功; 当前距低点0.26%; 最新日涨幅-3.99%; 状态bottom_area; 底部未确认
26,78.22981218247776,69.317555098398,002316,亚联发展,bottom_area,2022-09-23,3.01,2022-09-21,2.98,1.0067114093959666,7.718120805369128,28.70813397129186,True,-5.0473,3.8643,2,3,2,66.66666666666666,22.022529275022272,24.890829694323134,13.993288590604033,1.0067114093959666,历史2/3次成功; 当前距低点1.01%; 最新日涨幅-5.05%; 状态bottom_area; 底部已确认
27,78.08391587773598,68.3453064387357,300671,富满微,bottom_area,2022-09-23,42.95,2022-09-23,42.8,0.3504672897196395,7.009345794392524,29.927963326784546,False,-5.5006,1.9865,1,1,1,100.0,18.894472361809044,18.894472361809044,14.649532710280361,0.3504672897196395,历史1/1次成功; 当前距低点0.35%; 最新日涨幅-5.50%; 状态bottom_area; 底部未确认
28,77.69458397852252,69.17355713318472,300648,星云股份,bottom_area,2022-09-23,36.88,2022-09-23,36.42,1.2630422844590907,6.26029654036244,27.60882528324389,False,-2.717,2.8669,3,5,3,60.0,21.14673947178195,26.78362573099414,13.73695771554091,1.2630422844590907,历史3/5次成功; 当前距低点1.26%; 最新日涨幅-2.72%; 状态bottom_area; 底部未确认
29,77.2428384101273,71.29324718658052,600126,杭钢股份,bottom_area,2022-09-23,4.2,2022-09-21,4.07,3.1941031941031914,5.159705159705159,28.72154115586689,False,-0.9434,0.1995,1,1,1,100.0,19.54732510288064,19.54732510288064,11.805896805896808,3.1941031941031914,历史1/1次成功; 当前距低点3.19%; 最新日涨幅-0.94%; 状态bottom_area; 底部未确认
30,73.39982158988254,69.90459199036434,002278,神开股份,bottom_area,2022-09-23,5.16,2022-09-21,4.92,4.878048780487809,10.772357723577242,29.613733905579405,True,-3.7313,6.6323,1,1,1,100.0,33.74485596707818,33.74485596707818,10.12195121951219,4.878048780487809,历史1/1次成功; 当前距低点4.88%; 最新日涨幅-3.73%; 状态bottom_area; 底部已确认
31,68.01994124280945,60.648334350497166,603229,奥翔药业,bottom_area,2022-09-23,24.18,2022-09-23,23.86,1.341156747694888,5.155071248952224,31.73104434907011,False,-3.0862,1.3871,1,2,1,50.0,41.48479427549196,41.48479427549196,13.658843252305111,1.341156747694888,历史1/2次成功; 当前距低点1.34%; 最新日涨幅-3.09%; 状态bottom_area; 底部未确认
32,68.01327783061207,60.47848753909797,002080,中材科技,bottom_area,2022-09-23,21.15,2022-09-23,20.9,1.1961722488038278,3.8755980861244135,27.15231788079471,False,-1.8561,0.4596,1,2,1,50.0,28.579356270810223,28.579356270810223,13.80382775119617,1.1961722488038278,历史1/2次成功; 当前距低点1.20%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
33,67.94389077191815,61.20782263101122,300508,维宏股份,bottom_area,2022-09-23,20.99,2022-09-19,20.6,1.893203883495131,7.66990291262135,30.849278281302446,True,-3.6272,1.422,1,2,1,50.0,42.06627680311891,42.06627680311891,13.106796116504867,1.893203883495131,历史1/2次成功; 当前距低点1.89%; 最新日涨幅-3.63%; 状态bottom_area; 底部已确认
34,65.8429236901365,58.39329160246531,688356,键凯科技,bottom_area,2022-09-23,163.96,2022-09-23,162.25,1.0539291217257367,4.739599383667179,28.76898761963298,False,-2.9822,1.2363,1,2,1,50.0,15.625,15.625,13.946070878274263,1.0539291217257367,历史1/2次成功; 当前距低点1.05%; 最新日涨幅-2.98%; 状态bottom_area; 底部未确认
35,65.68699998860664,58.73938282349931,601686,友发集团,bottom_area,2022-09-23,6.1,2022-09-21,6.01,1.4975041597337746,3.9933444259567423,29.54279015240328,False,-1.1345,0.5083,1,2,1,50.0,22.923076923076927,22.923076923076927,13.502495840266224,1.4975041597337746,历史1/2次成功; 当前距低点1.50%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
36,63.1011813262265,56.67762739268765,688021,奥福科技,bottom_area,2022-09-23,21.11,2022-09-23,20.75,1.734939759036142,5.301204819277115,29.85125084516565,False,-3.2539,0.8669,1,2,1,50.0,24.96392496392497,24.96392496392497,13.265060240963859,1.734939759036142,历史1/2次成功; 当前距低点1.73%; 最新日涨幅-3.25%; 状态bottom_area; 底部未确认
37,62.65306203022459,56.10368652832454,300710,万隆光电,bottom_area,2022-09-23,28.44,2022-09-23,28.0,1.571428571428576,9.392857142857139,29.877285249186077,False,-6.8762,4.5797,1,2,1,50.0,19.8738907052779,19.8738907052779,13.428571428571423,1.571428571428576,历史1/2次成功; 当前距低点1.57%; 最新日涨幅-6.88%; 状态bottom_area; 底部未确认
38,62.22391322513477,56.37431982403833,688079,美迪凯,bottom_area,2022-09-23,9.3,2022-09-23,9.1,2.19780219780221,6.1538461538461595,31.835205992509362,False,-3.125,0.9465,1,2,1,50.0,29.007036747458958,29.007036747458958,12.80219780219779,2.19780219780221,历史1/2次成功; 当前距低点2.20%; 最新日涨幅-3.12%; 状态bottom_area; 底部未确认
39,61.89609793472619,54.8882066892922,688027,国盾量子,bottom_area,2022-09-23,87.64,2022-09-23,86.73,1.0492332526230792,5.257696298858529,32.2421875,False,-3.3524,0.7717,1,3,1,33.33333333333333,26.382393397524062,26.382393397524062,13.95076674737692,1.0492332526230792,历史1/3次成功; 当前距低点1.05%; 最新日涨幅-3.35%; 状态bottom_area; 底部未确认
40,61.799565225714936,55.33524701708343,603033,三维股份,bottom_area,2022-09-23,16.2,2022-09-23,15.95,1.5673981191222572,4.6394984326018935,32.415254237288146,False,-1.8182,0.2091,1,3,1,33.33333333333333,24.922480620155024,24.922480620155024,13.432601880877742,1.5673981191222572,历史1/3次成功; 当前距低点1.57%; 最新日涨幅-1.82%; 状态bottom_area; 底部未确认
41,60.29792218053339,52.88496156765069,300543,朗科智能,bottom_area,2022-09-23,8.75,2022-09-23,8.71,0.45924225028701654,4.362801377726739,30.319999999999993,False,-2.8857,1.095,1,2,1,50.0,18.559322033898297,18.559322033898297,14.540757749712983,0.45924225028701654,历史1/2次成功; 当前距低点0.46%; 最新日涨幅-2.89%; 状态bottom_area; 底部未确认
42,60.020649124411165,52.64160335349646,605319,无锡振华,bottom_area,2022-09-23,13.13,2022-09-19,13.07,0.4590665646518783,6.350420811017599,30.330490405117278,False,-2.7407,0.9581,1,2,1,50.0,17.248790972595383,17.248790972595383,14.540933435348121,0.4590665646518783,历史1/2次成功; 当前距低点0.46%; 最新日涨幅-2.74%; 状态bottom_area; 底部未确认
43,59.8291447547692,54.417130400496475,300572,安车检测,bottom_area,2022-09-23,11.91,2022-09-19,11.63,2.4075666380051532,8.082545141874457,31.42688679245283,True,-3.4063,1.5383,1,3,1,33.33333333333333,31.306715063520883,31.306715063520883,12.592433361994845,2.4075666380051532,历史1/3次成功; 当前距低点2.41%; 最新日涨幅-3.41%; 状态bottom_area; 底部已确认
44,58.85779192600452,51.31638783041708,002112,三变科技,bottom_area,2022-09-23,7.07,2022-09-23,7.06,0.14164305949009456,6.940509915014167,28.47011144883485,False,-4.717,6.398,1,2,1,50.0,16.44803229061553,16.44803229061553,14.858356940509903,0.14164305949009456,历史1/2次成功; 当前距低点0.14%; 最新日涨幅-4.72%; 状态bottom_area; 底部未确认
45,53.738857826793186,51.00978835978835,000421,南京公用,bottom_area,2022-09-23,5.57,2022-09-19,5.32,4.6992481203007515,10.902255639097746,27.520435967302447,True,-2.109,3.5782,1,3,1,33.33333333333333,30.864197530864196,30.864197530864196,10.300751879699249,4.6992481203007515,历史1/3次成功; 当前距低点4.70%; 最新日涨幅-2.11%; 状态bottom_area; 底部已确认
