rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.5233716409085,81.34953746967773,000928,中钢国际,bottom_area,2023-11-27,6.09,2023-10-23,5.97,2.010050251256283,7.705192629815745,31.06235565819862,True,-0.4902,1.4502,3,3,3,100.0,16.57232280936585,18.798449612403097,5.989949748743717,2.010050251256283,历史3/3次成功; 当前距低点2.01%; 最新日涨幅-0.49%; 状态bottom_area; 底部已确认
2,84.2849492912712,80.9020887342619,605086,龙高股份,bottom_area,2023-11-27,27.78,2023-11-27,27.27,1.870187018701876,2.2368903557022346,31.534019583228723,False,0.6887,10.3696,2,2,2,100.0,15.839328693022429,17.79249448123621,6.129812981298125,1.870187018701876,历史2/2次成功; 当前距低点1.87%; 最新日涨幅0.69%; 状态bottom_area; 底部未确认
3,82.64108768408221,79.46538574240587,600048,保利发展,bottom_area,2023-11-27,10.91,2023-10-30,10.7,1.9626168224299148,6.448598130841134,28.139691067830768,False,-2.5022,0.5655,2,2,2,100.0,31.721247836269217,31.987577639751546,6.037383177570085,1.9626168224299148,历史2/2次成功; 当前距低点1.96%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
4,79.38961294131953,77.64309991729748,002080,中材科技,confirmed_rebound,2023-11-27,17.0,2023-10-26,16.53,2.8433151845129996,9.074410163339381,27.244718309859145,True,-0.6429,0.3923,3,3,3,100.0,17.074508268747955,28.579356270810223,5.156684815487001,2.8433151845129996,历史3/3次成功; 当前距低点2.84%; 最新日涨幅-0.64%; 状态confirmed_rebound; 底部已确认
5,79.03303279657263,74.83213149505303,601022,宁波远洋,bottom_area,2023-11-27,10.46,2023-11-27,10.34,1.1605415860735107,2.8046421663443026,28.738800827015854,False,-0.5703,11.0284,1,1,1,100.0,13.646055437100205,13.646055437100205,6.83945841392649,1.1605415860735107,历史1/1次成功; 当前距低点1.16%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
6,78.25678414190355,75.82828040057382,002786,银宝山新,bottom_area,2023-11-27,12.14,2023-11-24,11.86,2.3608768971332306,6.9139966273187206,31.40543666859456,False,0.0824,17.4736,3,4,3,75.0,15.409030785148293,18.75000000000001,5.639123102866769,2.3608768971332306,历史3/4次成功; 当前距低点2.36%; 最新日涨幅0.08%; 状态bottom_area; 底部未确认
7,77.17644750458065,72.71794461144239,300683,海特生物,bottom_area,2023-11-27,36.73,2023-11-27,36.4,0.906593406593402,2.4450549450549466,29.51200619674671,False,0.109,1.3362,1,1,1,100.0,16.532137518684582,16.532137518684582,7.093406593406598,0.906593406593402,历史1/1次成功; 当前距低点0.91%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
8,76.81105287621578,74.81596059371668,603326,我乐家居,confirmed_rebound,2023-11-27,10.14,2023-11-02,9.88,2.631578947368419,9.00809716599189,30.909090909090907,True,-0.6856,2.8435,2,2,2,100.0,15.946024697401477,20.141843971631218,5.3684210526315805,2.631578947368419,历史2/2次成功; 当前距低点2.63%; 最新日涨幅-0.69%; 状态confirmed_rebound; 底部已确认
9,74.3641932202968,73.51106672063756,002366,融发核电,confirmed_rebound,2023-11-27,5.17,2023-10-23,5.0,3.399999999999999,9.2,28.469241773962807,True,0.0,1.0026,3,4,3,75.0,16.710036132459983,25.0,4.600000000000001,3.399999999999999,历史3/4次成功; 当前距低点3.40%; 最新日涨幅0.00%; 状态confirmed_rebound; 底部已确认
10,72.78985268521951,71.07511597938144,301448,开创电气,bottom_area,2023-11-27,39.46,2023-11-27,38.4,2.7604166666666727,3.854166666666677,29.138217383281045,False,-0.3535,17.3287,1,1,1,100.0,13.058419243986243,13.058419243986243,5.239583333333328,2.7604166666666727,历史1/1次成功; 当前距低点2.76%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
11,72.65531250000001,67.2734375,002855,捷荣技术,bottom_area,2023-11-27,30.74,2023-11-27,30.74,0.0,0.0,29.088811995386394,False,-9.9854,3.7528,1,1,1,100.0,21.093749999999993,21.093749999999993,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态bottom_area; 底部未确认
12,72.1774457755352,71.27562713089031,600325,华发股份,confirmed_rebound,2023-11-27,8.03,2023-11-16,7.77,3.3462033462033434,9.78120978120978,29.746835443037984,True,-3.717,1.1566,1,1,1,100.0,32.553606237816766,32.553606237816766,4.653796653796657,3.3462033462033434,历史1/1次成功; 当前距低点3.35%; 最新日涨幅-3.72%; 状态confirmed_rebound; 底部已确认
13,71.28078991616849,70.3281025209959,001322,箭牌家居,confirmed_rebound,2023-11-27,12.52,2023-10-23,12.12,3.3003300330033034,10.808580858085813,30.74285714285715,True,-3.3951,3.5323,1,1,1,100.0,26.897069872276486,26.897069872276486,4.699669966996697,3.3003300330033034,历史1/1次成功; 当前距低点3.30%; 最新日涨幅-3.40%; 状态confirmed_rebound; 底部已确认
