rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.94257374345034,78.45100042240057,300593,新雷能,bottom_area,2024-01-29,10.99,2024-01-24,10.85,1.2903225806451666,7.834101382488476,31.11111111111111,True,-2.3111,1.6269,1,1,1,100.0,25.499655410062033,25.499655410062033,18.709677419354833,1.2903225806451666,历史1/1次成功; 当前距低点1.29%; 最新日涨幅-2.31%; 状态bottom_area; 底部已确认
12,84.08464354940386,74.06523739326221,300676,华大基因,bottom_area,2024-01-29,40.45,2024-01-23,39.26,3.0310748853795335,9.322465613856352,29.363080244692334,True,-2.5066,0.5283,1,1,1,100.0,23.258538343696497,23.258538343696497,16.96892511462047,3.0310748853795335,历史1/1次成功; 当前距低点3.03%; 最新日涨幅-2.51%; 状态bottom_area; 底部已确认
13,83.76784361197087,75.07495418053993,603289,泰瑞机器,bottom_area,2024-01-29,8.36,2024-01-23,8.04,3.9800995024875663,10.447761194029873,30.32928942807626,True,-3.908,1.4824,2,2,2,100.0,33.86871530221285,40.702947845804985,16.019900497512435,3.9800995024875663,历史2/2次成功; 当前距低点3.98%; 最新日涨幅-3.91%; 状态bottom_area; 底部已确认
14,83.14981659133757,73.84920397225726,002329,皇氏集团,bottom_area,2024-01-29,5.05,2024-01-23,4.88,3.4836065573770476,9.01639344262296,27.38095238095238,True,-2.6975,2.0062,1,1,1,100.0,27.644230769230756,27.644230769230756,16.516393442622952,3.4836065573770476,历史1/1次成功; 当前距低点3.48%; 最新日涨幅-2.70%; 状态bottom_area; 底部已确认
15,82.78797746660685,74.48708609271526,002337,赛象科技,bottom_area,2024-01-29,4.72,2024-01-24,4.53,4.194260485651203,9.49227373068432,29.439252336448597,True,-3.2787,2.311,1,1,1,100.0,60.465116279069754,60.465116279069754,15.805739514348799,4.194260485651203,历史1/1次成功; 当前距低点4.19%; 最新日涨幅-3.28%; 状态bottom_area; 底部已确认
16,82.33814986123959,68.61512488436632,002399,海普瑞,bottom_area,2024-01-29,8.8,2024-01-24,8.8,0.0,6.7045454545454515,32.15111796453354,False,-3.2967,0.6262,1,1,1,100.0,28.307123034227555,28.307123034227555,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.30%; 状态bottom_area; 底部未确认
17,82.21944783834525,70.96662357931179,002536,飞龙股份,bottom_area,2024-01-29,11.15,2024-01-24,10.94,1.9195612431444318,8.135283363802564,27.212242182302067,True,-3.6301,2.2411,2,3,2,66.66666666666666,42.07826100545388,55.505617977528075,18.080438756855568,1.9195612431444318,历史2/3次成功; 当前距低点1.92%; 最新日涨幅-3.63%; 状态bottom_area; 底部已确认
18,81.85276062059368,73.68340534834624,603109,神驰机电,bottom_area,2024-01-29,14.81,2024-01-23,14.21,4.222378606615057,11.048557353976062,27.941176470588225,True,-4.0181,1.9055,2,2,2,100.0,29.35714285714286,33.71428571428571,15.777621393384944,4.222378606615057,历史2/2次成功; 当前距低点4.22%; 最新日涨幅-4.02%; 状态bottom_area; 底部已确认
19,81.04311248169334,73.74662647047978,000723,美锦能源,bottom_area,2024-01-29,5.66,2024-01-22,5.4,4.81481481481481,9.07407407407406,28.28685258964143,True,-2.0761,0.5975,2,2,2,100.0,26.74410886159975,30.434782608695667,15.18518518518519,4.81481481481481,历史2/2次成功; 当前距低点4.81%; 最新日涨幅-2.08%; 状态bottom_area; 底部已确认
20,80.96272700081994,71.82725151289185,688183,生益电子,bottom_area,2024-01-29,8.46,2024-01-24,8.18,3.422982885085588,9.902200488997561,28.62129144851659,True,-3.0928,0.8672,1,1,1,100.0,26.24544349939247,26.24544349939247,16.577017114914412,3.422982885085588,历史1/1次成功; 当前距低点3.42%; 最新日涨幅-3.09%; 状态bottom_area; 底部已确认
21,80.87139111354848,69.88156990106657,300607,拓斯达,bottom_area,2024-01-29,11.84,2024-01-24,11.61,1.9810508182601243,8.699397071490093,30.520646319569128,True,-3.3469,1.9159,2,3,2,66.66666666666666,36.99838225824183,45.9265890778872,18.018949181739877,1.9810508182601243,历史2/3次成功; 当前距低点1.98%; 最新日涨幅-3.35%; 状态bottom_area; 底部已确认
22,80.10582021301096,72.21661064657803,002151,北斗星通,bottom_area,2024-01-29,26.18,2024-01-24,25.1,4.3027888446215075,8.804780876494013,31.13854595336077,True,-2.5679,1.0813,1,1,1,100.0,28.90843662534986,28.90843662534986,15.697211155378493,4.3027888446215075,历史1/1次成功; 当前距低点4.30%; 最新日涨幅-2.57%; 状态bottom_area; 底部已确认
23,79.79350116327531,72.45766316594924,001332,锡装股份,bottom_area,2024-01-29,28.96,2024-01-24,27.66,4.699927693420103,11.641359363702094,27.172195892575036,True,-3.8193,2.8678,2,2,2,100.0,28.620958639500337,31.086142322097377,15.300072306579898,4.699927693420103,历史2/2次成功; 当前距低点4.70%; 最新日涨幅-3.82%; 状态bottom_area; 底部已确认
24,79.5084694832671,67.77019486520692,688320,禾川科技,bottom_area,2024-01-29,29.56,2024-01-24,29.2,1.2328767123287652,8.184931506849317,29.074568860820992,True,-3.4933,1.6165,2,4,2,50.0,35.920181555465064,38.29133374308544,18.767123287671236,1.2328767123287652,历史2/4次成功; 当前距低点1.23%; 最新日涨幅-3.49%; 状态bottom_area; 底部已确认
25,78.6491629997094,71.30857445306987,002495,佳隆股份,bottom_area,2024-01-29,2.72,2024-01-22,2.6,4.615384615384619,10.769230769230761,27.97783933518005,True,-3.8869,2.0211,1,1,1,100.0,38.07339449541283,38.07339449541283,15.384615384615383,4.615384615384619,历史1/1次成功; 当前距低点4.62%; 最新日涨幅-3.89%; 状态bottom_area; 底部已确认
26,78.19698120762888,70.08501366816473,002298,中电鑫龙,bottom_area,2024-01-29,4.7,2024-01-24,4.52,3.982300884955766,9.955752212389385,29.59501557632399,True,-3.8855,1.5304,1,1,1,100.0,23.734729493891784,23.734729493891784,16.017699115044234,3.982300884955766,历史1/1次成功; 当前距低点3.98%; 最新日涨幅-3.89%; 状态bottom_area; 底部已确认
27,77.38469312432002,69.56316331837355,002439,启明星辰,bottom_area,2024-01-29,20.1,2024-01-23,19.3,4.145077720207258,10.82901554404145,29.070194781330393,True,-4.1945,1.1458,1,1,1,100.0,22.924411400247834,22.924411400247834,15.854922279792744,4.145077720207258,历史1/1次成功; 当前距低点4.15%; 最新日涨幅-4.19%; 状态bottom_area; 底部已确认
28,77.22966882377192,70.40459612137478,300517,海波重科,bottom_area,2024-01-29,10.46,2024-01-23,9.97,4.914744232698096,12.036108324974917,31.098825155494126,True,-4.0367,1.7959,1,1,1,100.0,36.88286544046467,36.88286544046467,15.085255767301906,4.914744232698096,历史1/1次成功; 当前距低点4.91%; 最新日涨幅-4.04%; 状态bottom_area; 底部已确认
29,76.3575772792737,69.02254478667089,600416,湘电股份,bottom_area,2024-01-29,12.44,2024-01-23,11.91,4.4500419815281225,11.586901763224173,29.149315883402732,True,-4.6743,0.9916,1,1,1,100.0,23.756131744919415,23.756131744919415,15.54995801847188,4.4500419815281225,历史1/1次成功; 当前距低点4.45%; 最新日涨幅-4.67%; 状态bottom_area; 底部已确认
30,76.02108205783914,65.98056178604908,002843,泰嘉股份,bottom_area,2024-01-29,19.32,2024-01-29,18.9,2.222222222222231,9.947089947089962,29.080675422138842,False,-6.5312,2.2584,2,3,2,66.66666666666666,28.175063365855337,31.56626506024095,17.77777777777777,2.222222222222231,历史2/3次成功; 当前距低点2.22%; 最新日涨幅-6.53%; 状态bottom_area; 底部未确认
31,74.65864435124996,62.80602091671157,300530,领湃科技,bottom_area,2024-01-29,19.5,2024-01-29,19.4,0.5154639175257806,6.1340206185567085,28.676470588235297,False,-5.9334,1.5125,3,5,3,60.0,27.802573379948058,34.07510431154381,19.48453608247422,0.5154639175257806,历史3/5次成功; 当前距低点0.52%; 最新日涨幅-5.93%; 状态bottom_area; 底部未确认
32,73.41170838865466,65.02568046202335,002806,华锋股份,bottom_area,2024-01-29,10.53,2024-01-24,10.19,3.336604514229636,10.402355250245344,27.266238401142047,True,-4.0984,2.6962,2,3,2,66.66666666666666,27.507914450538966,34.66407010710809,16.663395485770366,3.336604514229636,历史2/3次成功; 当前距低点3.34%; 最新日涨幅-4.10%; 状态bottom_area; 底部已确认
33,71.45558605867137,61.11026895401894,688176,亚虹医药,bottom_area,2024-01-29,7.88,2024-01-24,7.77,1.4157014157014198,8.751608751608748,28.84615384615385,True,-2.9557,2.3226,1,2,1,50.0,25.473484848484844,25.473484848484844,18.58429858429858,1.4157014157014198,历史1/2次成功; 当前距低点1.42%; 最新日涨幅-2.96%; 状态bottom_area; 底部已确认
34,70.87080529110642,59.468877625975736,300604,长川科技,bottom_area,2024-01-29,26.6,2024-01-29,26.5,0.3773584905660431,7.471698113207549,31.701030927835046,False,-4.5911,3.222,2,4,2,50.0,29.834704217560827,36.28082648300379,19.622641509433958,0.3773584905660431,历史2/4次成功; 当前距低点0.38%; 最新日涨幅-4.59%; 状态bottom_area; 底部未确认
35,70.31296873616952,59.773943782684235,301512,智信精密,bottom_area,2024-01-29,48.3,2024-01-24,47.78,1.0883214734198325,7.785684386772705,28.225927595012763,True,-3.1288,8.4915,1,2,1,50.0,24.490950226244347,24.490950226244347,18.911678526580168,1.0883214734198325,历史1/2次成功; 当前距低点1.09%; 最新日涨幅-3.13%; 状态bottom_area; 底部已确认
36,68.39569857371394,60.53285705086958,600418,江淮汽车,bottom_area,2024-01-29,13.18,2024-01-23,12.76,3.2915360501567394,8.620689655172411,30.0438596491228,True,-3.2305,1.7979,2,4,2,50.0,22.244942178639526,24.365079365079367,16.70846394984326,3.2915360501567394,历史2/4次成功; 当前距低点3.29%; 最新日涨幅-3.23%; 状态bottom_area; 底部已确认
37,68.16961196174364,58.726806620062334,002600,领益智造,bottom_area,2024-01-29,5.05,2024-01-22,4.96,1.8145161290322551,9.677419354838717,27.272727272727277,True,-2.5097,0.6657,1,4,1,25.0,38.381201044386415,38.381201044386415,18.185483870967744,1.8145161290322551,历史1/4次成功; 当前距低点1.81%; 最新日涨幅-2.51%; 状态bottom_area; 底部已确认
38,67.21118378709238,58.93589458054937,300474,景嘉微,bottom_area,2024-01-29,55.38,2024-01-23,53.88,2.7839643652561246,8.314773570898286,27.842507030936115,True,-2.0516,1.9245,1,3,1,33.33333333333333,59.857142857142854,59.857142857142854,17.216035634743875,2.7839643652561246,历史1/3次成功; 当前距低点2.78%; 最新日涨幅-2.05%; 状态bottom_area; 底部已确认
39,67.05646042204697,61.121552004747784,688181,八亿时空,bottom_area,2024-01-29,21.38,2024-01-24,20.38,4.906771344455349,11.334641805691867,27.93493635077794,True,-4.0825,0.9521,2,3,2,66.66666666666666,25.76518281418983,28.477257745550418,15.093228655544651,4.906771344455349,历史2/3次成功; 当前距低点4.91%; 最新日涨幅-4.08%; 状态bottom_area; 底部已确认
40,67.04935768118277,57.36527184189397,603158,腾龙股份,bottom_area,2024-01-29,7.76,2024-01-22,7.65,1.4379084967320186,7.581699346405229,29.622815087396496,True,-3.1211,2.3638,1,3,1,33.33333333333333,35.270805812417436,35.270805812417436,18.562091503267983,1.4379084967320186,历史1/3次成功; 当前距低点1.44%; 最新日涨幅-3.12%; 状态bottom_area; 底部已确认
41,66.97866381129467,58.372946352682334,300507,苏奥传感,bottom_area,2024-01-29,5.44,2024-01-24,5.31,2.448210922787209,8.0979284369115,28.532974427994617,True,-3.5461,1.5133,1,2,1,50.0,33.6283185840708,33.6283185840708,17.551789077212792,2.448210922787209,历史1/2次成功; 当前距低点2.45%; 最新日涨幅-3.55%; 状态bottom_area; 底部已确认
42,66.69332783383739,58.07650141752189,300655,晶瑞电材,bottom_area,2024-01-29,7.67,2024-01-24,7.49,2.4032042723631473,8.678237650200272,29.13907284768212,True,-3.6432,1.1439,1,2,1,50.0,31.482834185536895,31.482834185536895,17.596795727636856,2.4032042723631473,历史1/2次成功; 当前距低点2.40%; 最新日涨幅-3.64%; 状态bottom_area; 底部已确认
43,66.31114294021683,55.70039764390491,300421,力星股份,bottom_area,2024-01-29,9.26,2024-01-29,9.22,0.43383947939261547,5.639913232104116,29.618320610687014,False,-4.3388,3.7863,1,2,1,50.0,43.59974009096816,43.59974009096816,19.566160520607387,0.43383947939261547,历史1/2次成功; 当前距低点0.43%; 最新日涨幅-4.34%; 状态bottom_area; 底部未确认
44,64.54776247848532,57.60714285714283,002164,宁波东力,bottom_area,2024-01-29,4.98,2024-01-23,4.8,3.750000000000013,10.833333333333343,28.143712574850298,True,-3.675,2.9007,1,2,1,50.0,45.468509984639034,45.468509984639034,16.249999999999986,3.750000000000013,历史1/2次成功; 当前距低点3.75%; 最新日涨幅-3.67%; 状态bottom_area; 底部已确认
45,64.47635151671086,56.09661011232162,002213,大为股份,bottom_area,2024-01-29,11.3,2024-01-24,11.04,2.3550724637681304,8.33333333333335,27.98434442270059,True,-4.0747,1.2447,1,2,1,50.0,20.248254460822338,20.248254460822338,17.64492753623187,2.3550724637681304,历史1/2次成功; 当前距低点2.36%; 最新日涨幅-4.07%; 状态bottom_area; 底部已确认
46,64.0283536909723,54.65097275670392,603226,菲林格尔,bottom_area,2024-01-29,5.42,2024-01-24,5.35,1.3084112149532765,7.850467289719626,29.419525065963064,True,-3.9007,1.2073,1,4,1,25.0,20.479302832244016,20.479302832244016,18.691588785046726,1.3084112149532765,历史1/4次成功; 当前距低点1.31%; 最新日涨幅-3.90%; 状态bottom_area; 底部已确认
47,62.925093998504344,52.572379304663016,603305,旭升集团,bottom_area,2024-01-29,14.3,2024-01-29,14.28,0.14005602240897305,3.7815126050420234,29.09632571996028,False,-1.9877,0.9959,1,3,1,33.33333333333333,32.41061130334487,32.41061130334487,19.859943977591026,0.14005602240897305,历史1/3次成功; 当前距低点0.14%; 最新日涨幅-1.99%; 状态bottom_area; 底部未确认
48,62.76969299552906,52.30807749627422,688017,绿的谐波,bottom_area,2024-01-29,108.99,2024-01-29,108.99,0.0,4.110468850353247,29.456310679611654,False,-2.5831,0.9937,1,2,1,50.0,22.08643815201191,22.08643815201191,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-2.58%; 状态bottom_area; 底部未确认
49,62.66503768345894,52.22086473621579,300661,圣邦股份,bottom_area,2024-01-29,62.1,2024-01-29,62.1,0.0,5.990338164251194,30.614525139664806,False,-4.2406,0.737,1,2,1,50.0,31.832606108687024,31.832606108687024,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-4.24%; 状态bottom_area; 底部未确认
50,62.267630823096795,52.1316536140806,001217,华尔泰,bottom_area,2024-01-29,11.85,2024-01-29,11.82,0.25380710659897937,9.983079526226732,30.593071051086323,False,-9.6799,21.8772,1,2,1,50.0,22.206095791001456,22.206095791001456,19.74619289340102,0.25380710659897937,历史1/2次成功; 当前距低点0.25%; 最新日涨幅-9.68%; 状态bottom_area; 底部未确认
51,61.191239754098405,55.786885245901665,300446,航天智造,bottom_area,2024-01-29,13.44,2024-01-24,12.81,4.918032786885238,12.02185792349726,28.555493586168428,True,-4.4097,3.4791,1,2,1,50.0,51.92697768762679,51.92697768762679,15.081967213114764,4.918032786885238,历史1/2次成功; 当前距低点4.92%; 最新日涨幅-4.41%; 状态bottom_area; 底部已确认
52,60.359601990049754,50.299668325041466,300682,朗新科技,bottom_area,2024-01-29,11.8,2024-01-29,11.8,0.0,5.0847457627118615,28.700906344410875,False,-3.437,1.1255,1,2,1,50.0,21.503593145384194,21.503593145384194,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-3.44%; 状态bottom_area; 底部未确认
53,60.35041644790073,54.29689075519399,688110,东芯股份,bottom_area,2024-01-29,25.85,2024-01-24,24.81,4.191858121725122,10.560257960499802,28.23257159386752,True,-2.416,1.6168,1,2,1,50.0,22.87272727272727,22.87272727272727,15.808141878274878,4.191858121725122,历史1/2次成功; 当前距低点4.19%; 最新日涨幅-2.42%; 状态bottom_area; 底部已确认
54,60.32748249169887,53.30899106456004,603033,三维股份,bottom_area,2024-01-29,13.52,2024-01-24,13.1,3.206106870229007,10.30534351145038,30.76109936575054,True,-2.029,0.1635,1,3,1,33.33333333333333,24.922480620155024,24.922480620155024,16.793893129770993,3.206106870229007,历史1/3次成功; 当前距低点3.21%; 最新日涨幅-2.03%; 状态bottom_area; 底部已确认
55,60.19030569586053,53.79806346826585,002617,露笑科技,bottom_area,2024-01-29,5.42,2024-01-23,5.22,3.8314176245210767,7.662835249042153,28.395061728395067,True,-2.518,0.8319,1,4,1,25.0,36.60589060308556,36.60589060308556,16.168582375478923,3.8314176245210767,历史1/4次成功; 当前距低点3.83%; 最新日涨幅-2.52%; 状态bottom_area; 底部已确认
56,60.089648642142954,54.079359925788495,000837,秦川机床,bottom_area,2024-01-29,8.17,2024-01-24,7.84,4.209183673469389,9.056122448979604,28.073394495412845,True,-2.6222,1.6591,1,2,1,50.0,21.915584415584412,21.915584415584412,15.790816326530614,4.209183673469389,历史1/2次成功; 当前距低点4.21%; 最新日涨幅-2.62%; 状态bottom_area; 底部已确认
57,59.984676209946855,53.67247727272727,688070,纵横股份,bottom_area,2024-01-29,28.57,2024-01-23,27.5,3.890909090909092,12.47272727272727,30.90452261306532,True,-3.1525,1.2971,1,2,1,50.0,26.04166666666665,26.04166666666665,16.10909090909091,3.890909090909092,历史1/2次成功; 当前距低点3.89%; 最新日涨幅-3.15%; 状态bottom_area; 底部已确认
58,59.97302273817993,50.897827201271326,603099,长白山,bottom_area,2024-01-29,28.39,2024-01-29,28.11,0.9960868018498795,11.704019921736034,30.506798516687272,False,-8.3602,13.3915,1,2,1,50.0,24.671532846715323,24.671532846715323,19.003913198150123,0.9960868018498795,历史1/2次成功; 当前距低点1.00%; 最新日涨幅-8.36%; 状态bottom_area; 底部未确认
59,59.11705051352782,49.31806012730458,603032,德新科技,bottom_area,2024-01-29,16.79,2024-01-29,16.78,0.059594755661489925,8.700834326579244,29.495798319327726,False,-8.1007,4.8363,1,4,1,25.0,25.53191489361702,25.53191489361702,19.94040524433851,0.059594755661489925,历史1/4次成功; 当前距低点0.06%; 最新日涨幅-8.10%; 状态bottom_area; 底部未确认
60,58.97714589570012,51.94636448247961,300400,劲拓股份,bottom_area,2024-01-29,12.25,2024-01-24,11.89,3.0277544154751843,10.344827586206886,27.851941747572813,True,-4.7434,1.2195,1,4,1,25.0,27.014218009478668,27.014218009478668,16.972245584524817,3.0277544154751843,历史1/4次成功; 当前距低点3.03%; 最新日涨幅-4.74%; 状态bottom_area; 底部已确认
61,58.80630575337343,49.53014067835249,688095,福昕软件,bottom_area,2024-01-29,51.9,2024-01-29,51.6,0.5813953488372038,6.511627906976742,27.892677473448856,False,-3.8711,2.277,1,3,1,33.33333333333333,31.679509356817103,31.679509356817103,19.418604651162795,0.5813953488372038,历史1/3次成功; 当前距低点0.58%; 最新日涨幅-3.87%; 状态bottom_area; 底部未确认
62,56.62956883597271,49.78682926829268,002366,融发核电,bottom_area,2024-01-29,4.22,2024-01-23,4.1,2.926829268292686,9.024390243902443,29.188255613126085,True,-3.8724,1.0913,1,5,1,20.0,25.0,25.0,17.073170731707314,2.926829268292686,历史1/5次成功; 当前距低点2.93%; 最新日涨幅-3.87%; 状态bottom_area; 底部已确认
63,55.850836363636375,46.542363636363646,603160,汇顶科技,bottom_area,2024-01-29,54.8,2024-01-29,54.8,0.0,5.43795620437957,31.500000000000007,False,-4.4797,0.7667,1,3,1,33.33333333333333,20.747474747474755,20.747474747474755,20.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-4.48%; 状态bottom_area; 底部未确认
64,55.37927465903227,49.36859728750316,002331,皖通科技,bottom_area,2024-01-29,7.31,2024-01-24,7.05,3.6879432624113444,10.496453900709222,29.710867397806577,True,-4.0682,1.6524,1,4,1,25.0,21.247892074199,21.247892074199,16.312056737588655,3.6879432624113444,历史1/4次成功; 当前距低点3.69%; 最新日涨幅-4.07%; 状态bottom_area; 底部已确认
65,53.08817765814266,44.24014804845222,300769,德方纳米,bottom_area,2024-01-29,44.71,2024-01-29,44.71,0.0,6.844106463878331,28.60108591504311,False,-5.3356,4.5456,1,5,1,20.0,20.592193808882907,20.592193808882907,20.0,0.0,历史1/5次成功; 当前距低点0.00%; 最新日涨幅-5.34%; 状态bottom_area; 底部未确认
