rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
131,70.83712174234886,69.94753260967201,688338,赛科希德,bottom_area,2024-01-24,25.35,2024-01-24,24.53,3.3428454953118645,6.2372604973501735,28.33771545427986,False,-1.5916,0.9826,1,1,1,100.0,14.135593220338988,14.135593220338988,4.657154504688136,3.3428454953118645,历史1/1次成功; 当前距低点3.34%; 最新日涨幅-1.59%; 状态bottom_area; 底部未确认
132,70.71272186234778,70.4073888209559,688358,祥生医疗,bottom_area,2024-01-24,28.04,2024-01-24,27.02,3.7749814951887477,6.957809030347886,29.08136482939633,False,-1.8551,1.6217,1,1,1,100.0,21.905089408528212,21.905089408528212,4.225018504811253,3.7749814951887477,历史1/1次成功; 当前距低点3.77%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
133,70.70823457390749,71.35234916559692,002008,大族激光,bottom_area,2024-01-24,17.99,2024-01-22,17.22,4.471544715447153,5.865272938443679,27.616645649432535,False,1.1811,1.067,1,1,1,100.0,13.050919982884041,13.050919982884041,3.528455284552847,4.471544715447153,历史1/1次成功; 当前距低点4.47%; 最新日涨幅1.18%; 状态bottom_area; 底部未确认
134,70.68725708433944,70.71327852998066,688160,步科股份,bottom_area,2024-01-24,43.48,2024-01-24,41.8,4.019138755980861,6.818181818181822,28.91156462585034,False,-1.0694,1.2548,1,1,1,100.0,26.542553191489354,26.542553191489354,3.980861244019139,4.019138755980861,历史1/1次成功; 当前距低点4.02%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
135,70.65280976665818,71.28191707752029,002589,瑞康医药,bottom_area,2024-01-24,2.81,2024-01-23,2.69,4.460966542750933,4.832713754646837,28.457446808510632,False,2.1818,1.6589,3,4,3,75.0,16.70925158598068,28.49162011173183,3.539033457249067,4.460966542750933,历史3/4次成功; 当前距低点4.46%; 最新日涨幅2.18%; 状态bottom_area; 底部未确认
136,70.49912144370364,70.98221064617522,002454,松芝股份,bottom_area,2024-01-24,6.23,2024-01-24,5.97,4.355108877721955,5.527638190954775,30.33838973162194,False,0.6462,1.8003,1,1,1,100.0,9.633649932157393,9.633649932157393,3.644891122278045,4.355108877721955,历史1/1次成功; 当前距低点4.36%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
137,70.46142033134599,70.87357313385327,601279,英利汽车,bottom_area,2024-01-24,5.09,2024-01-23,4.88,4.303278688524589,4.7131147540983696,31.267605633802813,False,2.004,3.6489,1,1,1,100.0,8.414239482200655,8.414239482200655,3.696721311475411,4.303278688524589,历史1/1次成功; 当前距低点4.30%; 最新日涨幅2.00%; 状态bottom_area; 底部未确认
138,70.40891670607121,71.7118212765824,605398,新炬网络,bottom_area,2024-01-24,24.79,2024-01-24,23.62,4.95342929720575,5.292125317527519,29.5346062052506,False,0.6905,1.1416,1,1,1,100.0,20.890538033395174,20.890538033395174,3.0465707027942504,4.95342929720575,历史1/1次成功; 当前距低点4.95%; 最新日涨幅0.69%; 状态bottom_area; 底部未确认
139,70.15063001214202,69.55646153846156,300650,太龙股份,bottom_area,2024-01-24,10.77,2024-01-24,10.4,3.5576923076923,5.288461538461528,28.718300205620285,False,-0.1854,3.5695,1,1,1,100.0,14.666666666666664,14.666666666666664,4.4423076923077005,3.5576923076923,历史1/1次成功; 当前距低点3.56%; 最新日涨幅-0.19%; 状态bottom_area; 底部未确认
140,70.14837930562878,71.20775075546446,688225,亚信安全,confirmed_rebound,2024-01-24,14.25,2024-01-24,13.6,4.779411764705885,9.55882352941177,28.421052631578945,False,-1.8595,1.7023,3,3,3,100.0,15.402202037601457,21.557788944723633,3.2205882352941155,4.779411764705885,历史3/3次成功; 当前距低点4.78%; 最新日涨幅-1.86%; 状态confirmed_rebound; 底部未确认
141,70.1383641302788,71.42592423729575,688233,神工股份,bottom_area,2024-01-24,27.16,2024-01-24,25.88,4.94590417310665,6.221020092735701,27.486690949845894,False,0.4067,0.7878,1,1,1,100.0,19.261213720316633,19.261213720316633,3.05409582689335,4.94590417310665,历史1/1次成功; 当前距低点4.95%; 最新日涨幅0.41%; 状态bottom_area; 底部未确认
142,70.12574206689176,71.24092920027019,300762,上海瀚讯,bottom_area,2024-01-24,11.09,2024-01-24,10.58,4.820415879017012,7.939508506616255,31.119791666666664,False,-1.7715,4.0161,2,2,2,100.0,22.534824754994467,32.580961727183514,3.1795841209829883,4.820415879017012,历史2/2次成功; 当前距低点4.82%; 最新日涨幅-1.77%; 状态bottom_area; 底部未确认
143,70.05948072348379,70.6745771301869,601133,柏诚股份,bottom_area,2024-01-24,11.49,2024-01-24,11.0,4.454545454545456,5.090909090909095,30.37974683544304,False,1.1444,2.4317,1,1,1,100.0,9.198606271777006,9.198606271777006,3.545454545454544,4.454545454545456,历史1/1次成功; 当前距低点4.45%; 最新日涨幅1.14%; 状态bottom_area; 底部未确认
144,69.93149149309946,69.41007601403949,002020,京新药业,bottom_area,2024-01-24,10.33,2024-01-24,9.97,3.6108324974924715,5.717151454363074,29.887482419127988,False,-1.0536,2.5863,1,1,1,100.0,14.531043593130773,14.531043593130773,4.3891675025075285,3.6108324974924715,历史1/1次成功; 当前距低点3.61%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
145,69.87674751541354,69.12053629487,603061,金海通,bottom_area,2024-01-24,68.37,2024-01-24,66.1,3.43419062027233,7.034795763993958,32.777382284145226,False,-1.8941,5.9377,1,1,1,100.0,10.80909090909091,10.80909090909091,4.5658093797276695,3.43419062027233,历史1/1次成功; 当前距低点3.43%; 最新日涨幅-1.89%; 状态bottom_area; 底部未确认
146,69.82478709925225,69.97828785971873,600416,湘电股份,bottom_area,2024-01-24,12.4,2024-01-23,11.91,4.114189756507139,5.2057094878253505,29.149315883402732,False,-0.0806,0.8288,1,1,1,100.0,23.756131744919415,23.756131744919415,3.885810243492861,4.114189756507139,历史1/1次成功; 当前距低点4.11%; 最新日涨幅-0.08%; 状态bottom_area; 底部未确认
147,69.70483052139582,70.59451481772884,000536,华映科技,bottom_area,2024-01-24,2.92,2024-01-23,2.79,4.659498207885301,5.01792114695341,30.76923076923077,False,2.8169,2.8754,1,1,1,100.0,11.280487804878053,11.280487804878053,3.340501792114699,4.659498207885301,历史1/1次成功; 当前距低点4.66%; 最新日涨幅2.82%; 状态bottom_area; 底部未确认
148,69.69466116520131,70.01657645926691,300593,新雷能,bottom_area,2024-01-24,11.31,2024-01-24,10.85,4.239631336405538,6.728110599078345,31.11111111111111,False,-0.7024,2.0669,1,1,1,100.0,25.499655410062033,25.499655410062033,3.760368663594462,4.239631336405538,历史1/1次成功; 当前距低点4.24%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
149,69.62736575277025,70.78734644672599,001205,盛航股份,bottom_area,2024-01-24,14.89,2024-01-23,14.2,4.859154929577474,5.140845070422539,28.17400101163379,False,1.9863,1.4413,1,1,1,100.0,14.764621968616265,14.764621968616265,3.1408450704225266,4.859154929577474,历史1/1次成功; 当前距低点4.86%; 最新日涨幅1.99%; 状态bottom_area; 底部未确认
150,69.60012986771444,69.4574131619333,688143,长盈通,confirmed_rebound,2024-01-24,23.75,2024-01-24,22.86,3.893263342082242,8.880139982502193,31.103074141048825,False,-4.1952,2.4535,2,2,2,100.0,22.0110407628001,25.949367088607595,4.106736657917758,3.893263342082242,历史2/2次成功; 当前距低点3.89%; 最新日涨幅-4.20%; 状态confirmed_rebound; 底部未确认
151,69.48053952513192,70.4624681130296,603095,越剑智能,bottom_area,2024-01-24,13.95,2024-01-23,13.32,4.729729729729723,5.705705705705704,29.561078794288736,False,0.9407,1.1347,1,1,1,100.0,11.431461810824489,11.431461810824489,3.2702702702702773,4.729729729729723,历史1/1次成功; 当前距低点4.73%; 最新日涨幅0.94%; 状态bottom_area; 底部未确认
152,69.41625372916641,69.15527009776432,300553,集智股份,bottom_area,2024-01-24,25.65,2024-01-24,24.71,3.804127883447987,7.203561311210025,31.22738658502644,False,-0.427,2.9478,1,1,1,100.0,15.530546623794205,15.530546623794205,4.195872116552013,3.804127883447987,历史1/1次成功; 当前距低点3.80%; 最新日涨幅-0.43%; 状态bottom_area; 底部未确认
153,69.27828152756152,70.59747522520031,002617,露笑科技,bottom_area,2024-01-24,5.48,2024-01-23,5.22,4.980842911877407,5.747126436781606,28.395061728395067,False,0.7353,1.0562,3,4,3,75.0,19.402134754197885,36.60589060308556,3.0191570881225926,4.980842911877407,历史3/4次成功; 当前距低点4.98%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
154,69.24371281500451,70.34795679170792,002331,皖通科技,bottom_area,2024-01-24,7.39,2024-01-24,7.05,4.822695035460991,5.6737588652482325,29.710867397806577,False,1.511,2.4657,3,4,3,75.0,16.12205092773645,21.247892074199,3.1773049645390095,4.822695035460991,历史3/4次成功; 当前距低点4.82%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
155,69.15628833041644,69.02436463009954,301510,固高科技,bottom_area,2024-01-24,29.3,2024-01-24,28.2,3.900709219858161,6.134751773049647,28.061224489795926,False,-0.5093,4.921,1,1,1,100.0,16.010654039656714,16.010654039656714,4.099290780141839,3.900709219858161,历史1/1次成功; 当前距低点3.90%; 最新日涨幅-0.51%; 状态bottom_area; 底部未确认
156,68.95851209541681,70.02556837542325,002524,光正眼科,bottom_area,2024-01-24,5.46,2024-01-24,5.21,4.798464491362764,7.293666026871399,27.939142461964046,False,0.738,1.8739,1,1,1,100.0,9.925093632958806,9.925093632958806,3.201535508637236,4.798464491362764,历史1/1次成功; 当前距低点4.80%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
157,68.66023161663752,68.96146735547579,688001,华兴源创,bottom_area,2024-01-24,25.64,2024-01-24,24.6,4.227642276422761,6.829268292682926,32.04419889502763,False,-0.1169,0.3155,3,4,3,75.0,23.846729815697245,35.3639240506329,3.7723577235772394,4.227642276422761,历史3/4次成功; 当前距低点4.23%; 最新日涨幅-0.12%; 状态bottom_area; 底部未确认
158,68.52388689733125,69.50740745932706,002151,北斗星通,bottom_area,2024-01-24,26.29,2024-01-24,25.1,4.741035856573696,6.97211155378486,31.13854595336077,False,-1.3138,3.6799,1,1,1,100.0,28.90843662534986,28.90843662534986,3.2589641434263044,4.741035856573696,历史1/1次成功; 当前距低点4.74%; 最新日涨幅-1.31%; 状态bottom_area; 底部未确认
159,68.36545681413233,69.6507452328288,688003,天准科技,bottom_area,2024-01-24,30.0,2024-01-24,28.58,4.968509447165856,7.242827151854445,30.89941972920697,False,0.0,1.0013,1,1,1,100.0,9.994337485843719,9.994337485843719,3.0314905528341436,4.968509447165856,历史1/1次成功; 当前距低点4.97%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
160,68.31927591769974,69.55832044736843,301377,鼎泰高科,bottom_area,2024-01-24,17.65,2024-01-24,16.82,4.934601664684888,5.648038049940542,31.00902378999179,False,1.4368,4.2177,1,1,1,100.0,9.08178625188158,9.08178625188158,3.065398335315112,4.934601664684888,历史1/1次成功; 当前距低点4.93%; 最新日涨幅1.44%; 状态bottom_area; 底部未确认
161,68.0943642519597,68.49781365467676,688200,华峰测控,bottom_area,2024-01-24,88.15,2024-01-24,84.51,4.307182581942966,5.360312389066384,31.780755569906354,False,-0.6313,0.9228,1,1,1,100.0,18.16231151347698,18.16231151347698,3.6928174180570346,4.307182581942966,历史1/1次成功; 当前距低点4.31%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
162,67.84638318027987,68.01678012422363,300496,中科创达,bottom_area,2024-01-24,57.48,2024-01-24,55.2,4.130434782608685,5.797101449275354,32.31146535867565,False,-0.7768,3.0156,1,1,1,100.0,13.409523809523808,13.409523809523808,3.8695652173913153,4.130434782608685,历史1/1次成功; 当前距低点4.13%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
163,66.43077111594478,67.36414955122902,301486,致尚科技,bottom_area,2024-01-24,37.01,2024-01-24,35.34,4.7255234861346755,6.140350877192967,28.08302808302808,False,-0.7775,5.0885,1,1,1,100.0,17.19539300868862,17.19539300868862,3.2744765138653245,4.7255234861346755,历史1/1次成功; 当前距低点4.73%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
164,66.05310481731848,66.5661817366122,688157,松井股份,bottom_area,2024-01-24,40.79,2024-01-24,39.07,4.402354747888403,7.294599436908117,27.755177514792894,False,-0.5365,0.4207,1,1,1,100.0,8.943820224719094,8.943820224719094,3.5976452521115974,4.402354747888403,历史1/1次成功; 当前距低点4.40%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
165,65.92020254200968,66.52013360078921,688325,赛微微电,bottom_area,2024-01-24,28.74,2024-01-24,27.51,4.471101417666292,6.470374409305697,30.44247787610618,False,-0.8282,3.1136,1,1,1,100.0,9.538950715421297,9.538950715421297,3.5288985823337082,4.471101417666292,历史1/1次成功; 当前距低点4.47%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
166,65.79075248265953,66.84401363726667,688216,气派科技,bottom_area,2024-01-24,21.07,2024-01-24,20.1,4.825870646766163,7.910447761194028,27.95698924731182,False,-1.634,2.2596,1,1,1,100.0,15.629025332760845,15.629025332760845,3.1741293532338366,4.825870646766163,历史1/1次成功; 当前距低点4.83%; 最新日涨幅-1.63%; 状态bottom_area; 底部未确认
167,65.14388881884162,63.513395676111564,688121,卓然股份,bottom_area,2024-01-24,16.08,2024-01-24,15.66,2.6819923371647394,5.363984674329501,29.617977528089888,False,-1.4102,2.3819,2,3,2,66.66666666666666,10.331567409572514,11.470588235294118,5.318007662835261,2.6819923371647394,历史2/3次成功; 当前距低点2.68%; 最新日涨幅-1.41%; 状态bottom_area; 底部未确认
168,65.05465702916023,66.00074955814236,688026,洁特生物,bottom_area,2024-01-24,13.45,2024-01-24,12.84,4.7507788161993725,7.009345794392526,27.00397953382604,False,-0.6647,1.8242,3,4,3,75.0,14.341533650951233,20.423991726990696,3.2492211838006275,4.7507788161993725,历史3/4次成功; 当前距低点4.75%; 最新日涨幅-0.66%; 状态bottom_area; 底部未确认
169,64.78722603387305,64.18148282382941,688131,皓元医药,bottom_area,2024-01-24,39.5,2024-01-24,38.16,3.5115303983228605,5.398322851153046,28.672897196261687,False,-0.2525,1.696,2,3,2,66.66666666666666,24.09196486741329,35.228598705844924,4.4884696016771395,3.5115303983228605,历史2/3次成功; 当前距低点3.51%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
170,64.17004329129765,65.29499206952384,002587,奥拓电子,bottom_area,2024-01-24,5.99,2024-01-24,5.71,4.903677758318743,7.5306479859894875,27.629911280101393,False,-1.318,6.4931,1,1,1,100.0,8.254716981132066,8.254716981132066,3.096322241681257,4.903677758318743,历史1/1次成功; 当前距低点4.90%; 最新日涨幅-1.32%; 状态bottom_area; 底部未确认
171,63.50104525431739,63.586958300198546,300508,维宏股份,bottom_area,2024-01-24,22.5,2024-01-24,21.62,4.070305272895462,5.920444033302486,32.542901716068634,False,-0.0444,2.8336,2,3,2,66.66666666666666,27.74509492329859,42.06627680311891,3.929694727104538,4.070305272895462,历史2/3次成功; 当前距低点4.07%; 最新日涨幅-0.04%; 状态bottom_area; 底部未确认
172,62.8980082487821,63.78389568890579,002861,瀛通通讯,confirmed_rebound,2024-01-24,11.52,2024-01-23,11.0,4.727272727272724,9.090909090909092,28.478543563068925,True,3.504,6.958,2,3,2,66.66666666666666,15.40543462591899,18.668012108980825,3.2727272727272765,4.727272727272724,历史2/3次成功; 当前距低点4.73%; 最新日涨幅3.50%; 状态confirmed_rebound; 底部已确认
173,62.13421375708197,61.99314736486298,300458,全志科技,bottom_area,2024-01-24,17.93,2024-01-24,17.26,3.881807647740429,6.315179606025491,29.32022932022932,False,0.0,1.6773,2,4,2,50.0,13.836929041457784,17.541498429789147,4.118192352259571,3.881807647740429,历史2/4次成功; 当前距低点3.88%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
174,61.68244209701239,59.981828626254455,601633,长城汽车,bottom_area,2024-01-24,22.15,2024-01-24,21.6,2.546296296296283,5.092592592592583,30.990415335463258,False,-1.5993,0.3242,2,4,2,50.0,9.125721407580473,10.12706969580286,5.4537037037037175,2.546296296296283,历史2/4次成功; 当前距低点2.55%; 最新日涨幅-1.60%; 状态bottom_area; 底部未确认
175,57.73159059997294,58.680176316661104,688020,方邦股份,bottom_area,2024-01-24,36.77,2024-01-24,35.07,4.847447961220425,7.52780153977759,29.394000402657543,False,-1.9467,1.3408,3,5,3,60.0,8.668589614213264,9.28211586901762,3.1525520387795756,4.847447961220425,历史3/5次成功; 当前距低点4.85%; 最新日涨幅-1.95%; 状态bottom_area; 底部未确认
176,56.94320147418181,56.3568228746015,002007,华兰生物,bottom_area,2024-01-24,18.53,2024-01-23,17.91,3.4617532104969344,4.131769960915681,27.046843177189412,False,0.2706,0.5435,1,2,1,50.0,11.718388142658643,11.718388142658643,4.538246789503066,3.4617532104969344,历史1/2次成功; 当前距低点3.46%; 最新日涨幅0.27%; 状态bottom_area; 底部未确认
177,56.737137501408185,56.98613716903835,301512,智信精密,bottom_area,2024-01-24,49.8,2024-01-24,47.78,4.2277103390539885,6.843867727082453,28.225927595012763,False,0.1811,9.6165,1,2,1,50.0,24.490950226244347,24.490950226244347,3.7722896609460115,4.2277103390539885,历史1/2次成功; 当前距低点4.23%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
178,56.33999528826649,55.90827118644069,300657,弘信电子,bottom_area,2024-01-24,15.54,2024-01-24,15.0,3.5999999999999943,6.000000000000003,32.58426966292135,False,-1.2706,2.1969,1,2,1,50.0,33.47457627118643,33.47457627118643,4.400000000000006,3.5999999999999943,历史1/2次成功; 当前距低点3.60%; 最新日涨幅-1.27%; 状态bottom_area; 底部未确认
179,53.88347813890842,52.99973547708905,300702,天宇股份,bottom_area,2024-01-24,17.08,2024-01-24,16.56,3.140096618357486,5.857487922705329,31.5702479338843,False,-0.5242,1.1856,1,2,1,50.0,12.199762187871588,12.199762187871588,4.859903381642514,3.140096618357486,历史1/2次成功; 当前距低点3.14%; 最新日涨幅-0.52%; 状态bottom_area; 底部未确认
180,52.4089952453771,53.09160155103324,300655,晶瑞电材,bottom_area,2024-01-24,7.84,2024-01-24,7.49,4.672897196261677,6.275033377837112,29.13907284768212,False,-0.3812,1.5123,1,2,1,50.0,31.482834185536895,31.482834185536895,3.327102803738323,4.672897196261677,历史1/2次成功; 当前距低点4.67%; 最新日涨幅-0.38%; 状态bottom_area; 底部未确认
181,50.32368494557698,50.19665667155102,688348,昱能科技,confirmed_rebound,2024-01-24,98.0,2024-01-24,94.35,3.868574456809757,8.044515103338638,28.776326715482753,False,-2.5167,3.2868,1,2,1,50.0,16.27422813482398,16.27422813482398,4.131425543190243,3.868574456809757,历史1/2次成功; 当前距低点3.87%; 最新日涨幅-2.52%; 状态confirmed_rebound; 底部未确认
