rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.04372088433115,81.78394788886676,002537,海联金汇,bottom_area,2025-05-16,7.06,2025-05-14,6.86,2.9154518950437214,12.244897959183671,29.568788501026695,True,-0.1414,7.3734,3,3,3,100.0,30.006334460034605,39.33649289099527,17.08454810495628,2.9154518950437214,历史3/3次成功; 当前距低点2.92%; 最新日涨幅-0.14%; 状态bottom_area; 底部已确认
2,92.31416609669942,79.59593405333808,600371,万向德农,bottom_area,2025-05-16,9.3,2025-04-29,9.13,1.8619934282584878,8.214676889375685,28.671874999999996,True,-2.8213,4.7639,1,1,1,100.0,38.66279069767441,38.66279069767441,18.138006571741514,1.8619934282584878,历史1/1次成功; 当前距低点1.86%; 最新日涨幅-2.82%; 状态bottom_area; 底部已确认
3,89.76662342417055,77.48828627524314,002304,洋河股份,bottom_area,2025-05-16,68.31,2025-04-29,67.02,1.924798567591773,5.147717099373326,29.452631578947376,False,-0.8275,0.3153,2,2,2,100.0,20.62810220081931,20.781426953567394,18.075201432408228,1.924798567591773,历史2/2次成功; 当前距低点1.92%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
4,87.19617224880383,77.6590909090909,301058,中粮科工,bottom_area,2025-05-16,10.83,2025-04-30,10.45,3.636363636363644,8.038277511961722,29.77150537634409,True,-0.8242,1.8429,1,1,1,100.0,57.794273594909875,57.794273594909875,16.36363636363636,3.636363636363644,历史1/1次成功; 当前距低点3.64%; 最新日涨幅-0.82%; 状态bottom_area; 底部已确认
5,76.96880968283972,66.62897920604914,001288,运机集团,bottom_area,2025-05-16,21.6,2025-05-16,21.16,2.0793950850661687,2.9773156899810918,32.460900095754866,False,1.8388,1.3119,1,2,1,50.0,50.27272727272728,50.27272727272728,17.920604914933833,2.0793950850661687,历史1/2次成功; 当前距低点2.08%; 最新日涨幅1.84%; 状态bottom_area; 底部未确认
6,56.86662353721436,51.66991253157376,000524,岭南控股,bottom_area,2025-05-16,12.17,2025-05-09,11.62,4.733218588640282,5.76592082616179,30.668257756563257,False,2.3549,4.0737,1,3,1,33.33333333333333,21.550094517958406,21.550094517958406,15.26678141135972,4.733218588640282,历史1/3次成功; 当前距低点4.73%; 最新日涨幅2.35%; 状态bottom_area; 底部未确认
