rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.53388291384975,87.04341869695986,301313,凡拓数创,bottom_area,2023-10-16,27.82,2023-10-16,27.44,1.384839650145769,2.2230320699708432,31.82608695652174,False,-0.7138,4.7819,4,4,4,100.0,32.04759730802268,52.43243243243245,6.61516034985423,1.384839650145769,历史4/4次成功; 当前距低点1.38%; 最新日涨幅-0.71%; 状态bottom_area; 底部未确认
2,87.28968263345821,83.61332962083804,002534,西子洁能,bottom_area,2023-10-16,12.7,2023-09-22,12.48,1.762820512820504,7.2115384615384635,27.861271676300582,True,-1.3975,0.4033,3,3,3,100.0,25.712690269187092,33.11594202898551,6.237179487179496,1.762820512820504,历史3/3次成功; 当前距低点1.76%; 最新日涨幅-1.40%; 状态bottom_area; 底部已确认
3,85.8568983682043,80.01424729085839,002333,罗普斯金,bottom_area,2023-10-16,5.96,2023-10-16,5.94,0.3367003367003295,1.3468013468013331,27.649208282582222,False,0.0,2.0841,2,2,2,100.0,32.10711859427502,46.728971962616825,7.663299663299671,0.3367003367003295,历史2/2次成功; 当前距低点0.34%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
4,83.3973329954661,78.16274377670713,300649,杭州园林,bottom_area,2023-10-16,17.56,2023-10-16,17.45,0.630372492836673,2.1203438395415533,32.88461538461539,False,-0.5099,3.4368,2,2,2,100.0,48.22576914179969,71.60305343511452,7.369627507163328,0.630372492836673,历史2/2次成功; 当前距低点0.63%; 最新日涨幅-0.51%; 状态bottom_area; 底部未确认
5,82.3310314381053,79.91140329065902,600408,安泰集团,bottom_area,2023-10-16,2.51,2023-10-16,2.45,2.4489795918367188,4.0816326530612095,28.3625730994152,False,1.6194,3.4049,2,2,2,100.0,17.60793957014374,21.457489878542503,5.551020408163282,2.4489795918367188,历史2/2次成功; 当前距低点2.45%; 最新日涨幅1.62%; 状态bottom_area; 底部未确认
6,81.9554144633884,76.25178122756641,002069,獐子岛,bottom_area,2023-10-16,4.0,2023-10-16,3.99,0.25062656641603476,1.5037593984962307,29.50530035335689,False,-0.2494,0.7891,3,3,3,100.0,16.6301602096504,30.967741935483854,7.7493734335839655,0.25062656641603476,历史3/3次成功; 当前距低点0.25%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
7,80.96429745580575,75.3972178281839,002850,科达利,bottom_area,2023-10-16,84.37,2023-10-16,84.12,0.29719448407037563,3.2453637660484898,31.49837133550488,False,-2.2137,1.5571,3,3,3,100.0,12.60656587023842,13.44718098343773,7.702805515929624,0.29719448407037563,历史3/3次成功; 当前距低点0.30%; 最新日涨幅-2.21%; 状态bottom_area; 底部未确认
8,80.64543499946865,77.051209484172,603128,华贸物流,bottom_area,2023-10-16,6.86,2023-10-16,6.75,1.6296296296296344,1.9259259259259243,29.6875,False,0.8824,0.7242,1,1,1,100.0,8.853575482406349,8.853575482406349,6.370370370370365,1.6296296296296344,历史1/1次成功; 当前距低点1.63%; 最新日涨幅0.88%; 状态bottom_area; 底部未确认
9,80.00631125744985,75.76886720277611,000006,深振业A,bottom_area,2023-10-16,4.32,2023-10-16,4.27,1.1709601873536468,3.9812646370023614,30.000000000000004,False,-1.5945,2.1273,1,1,1,100.0,18.809980806142043,18.809980806142043,6.829039812646354,1.1709601873536468,历史1/1次成功; 当前距低点1.17%; 最新日涨幅-1.59%; 状态bottom_area; 底部未确认
10,79.78092316219418,74.89913623067469,000798,中水渔业,bottom_area,2023-10-16,8.42,2023-10-16,8.36,0.7177033492823026,2.1531100478468868,30.909090909090914,False,-2.093,1.512,3,3,3,100.0,15.08333261848572,17.3015873015873,7.282296650717697,0.7177033492823026,历史3/3次成功; 当前距低点0.72%; 最新日涨幅-2.09%; 状态bottom_area; 底部未确认
11,78.52285409015671,75.56945127318502,603191,望变电气,bottom_area,2023-10-16,15.25,2023-09-21,14.95,2.006688963210707,5.819397993311044,29.046037019458954,False,-1.803,1.7277,2,2,2,100.0,11.315602738201239,13.281249999999995,5.993311036789293,2.006688963210707,历史2/2次成功; 当前距低点2.01%; 最新日涨幅-1.80%; 状态bottom_area; 底部未确认
12,78.35250109563503,72.94434566492826,600004,白云机场,bottom_area,2023-10-16,10.65,2023-10-16,10.62,0.2824858757062254,1.5065913370998132,28.000000000000004,False,-0.7456,0.3138,1,1,1,100.0,32.57211538461537,32.57211538461537,7.717514124293774,0.2824858757062254,历史1/1次成功; 当前距低点0.28%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
13,77.7929278003519,73.25194163493107,600322,津投城开,bottom_area,2023-10-16,2.31,2023-10-11,2.29,0.873362445414848,3.9301310043668063,30.182926829268286,False,-0.8584,2.6099,2,2,2,100.0,24.802193604714613,35.828877005347586,7.126637554585153,0.873362445414848,历史2/2次成功; 当前距低点0.87%; 最新日涨幅-0.86%; 状态bottom_area; 底部未确认
14,77.72185594396935,72.58432698436664,000014,沙河股份,bottom_area,2023-10-16,11.28,2023-10-16,11.23,0.4452359750667759,2.760463045414058,29.148264984227122,False,-1.9983,2.1158,2,2,2,100.0,15.964865631822029,20.605355064027936,7.554764024933225,0.4452359750667759,历史2/2次成功; 当前距低点0.45%; 最新日涨幅-2.00%; 状态bottom_area; 底部未确认
15,77.41620378208401,72.89613871048573,601226,华电科工,bottom_area,2023-10-16,5.78,2023-10-16,5.73,0.8726003490401365,1.745200698080273,29.693251533742327,False,-0.1727,0.3235,1,1,1,100.0,39.54659949622166,39.54659949622166,7.127399650959863,0.8726003490401365,历史1/1次成功; 当前距低点0.87%; 最新日涨幅-0.17%; 状态bottom_area; 底部未确认
16,76.34491098951446,71.2639967446257,000560,我爱我家,bottom_area,2023-10-16,2.39,2023-10-16,2.38,0.4201680672269005,2.521008403361347,30.813953488372096,False,-1.2397,1.6831,2,2,2,100.0,8.559031924209851,8.679245283018867,7.5798319327731,0.4201680672269005,历史2/2次成功; 当前距低点0.42%; 最新日涨幅-1.24%; 状态bottom_area; 底部未确认
17,76.21081211017754,71.44313968035082,000028,国药一致,bottom_area,2023-10-16,29.79,2023-10-16,29.6,0.6418918918918842,3.851351351351341,32.95583238958097,False,-1.9421,0.9542,2,2,2,100.0,12.240070934754426,14.150943396226415,7.358108108108116,0.6418918918918842,历史2/2次成功; 当前距低点0.64%; 最新日涨幅-1.94%; 状态bottom_area; 底部未确认
18,75.98552322962459,70.6427911275416,600032,浙江新能,bottom_area,2023-10-16,9.52,2023-10-16,9.5,0.2105263157894692,1.8947368421052602,28.892215568862273,False,-1.8557,1.2963,1,1,1,100.0,19.31608133086876,19.31608133086876,7.789473684210531,0.2105263157894692,历史1/1次成功; 当前距低点0.21%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
