rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.57876726293537,84.61092295126595,688075,安旭生物,bottom_area,2022-12-28,85.48,2022-12-28,84.67,0.9566552497933178,2.055037203259708,28.776917900403763,False,0.0351,4.0699,4,4,4,100.0,31.086542584917854,40.134529147982065,14.043344750206682,0.9566552497933178,历史4/4次成功; 当前距低点0.96%; 最新日涨幅0.04%; 状态bottom_area; 底部未确认
2,88.67493948471932,79.09804602036965,000597,东北制药,bottom_area,2022-12-28,6.69,2022-12-27,6.6,1.363636363636375,7.727272727272738,29.032258064516135,False,1.0574,6.6793,1,1,1,100.0,16.59751037344398,16.59751037344398,13.636363636363624,1.363636363636375,历史1/1次成功; 当前距低点1.36%; 最新日涨幅1.06%; 状态bottom_area; 底部未确认
3,88.43034974383117,78.67893075077997,300542,新晨科技,bottom_area,2022-12-28,11.55,2022-12-28,11.41,1.2269938650306798,4.206836108676603,28.148614609571794,False,-2.1186,1.8143,2,2,2,100.0,18.47568152177371,21.587301587301592,13.77300613496932,1.2269938650306798,历史2/2次成功; 当前距低点1.23%; 最新日涨幅-2.12%; 状态bottom_area; 底部未确认
4,86.76031469044611,77.12118601999367,001332,锡装股份,bottom_area,2022-12-28,56.73,2022-12-23,56.07,1.1771000535045417,5.796326021045122,32.874416377349455,False,-2.7763,4.2808,1,1,1,100.0,26.155774956903304,26.155774956903304,13.822899946495456,1.1771000535045417,历史1/1次成功; 当前距低点1.18%; 最新日涨幅-2.78%; 状态bottom_area; 底部未确认
5,86.65105091846064,77.12487637813749,603289,泰瑞机器,bottom_area,2022-12-28,8.93,2022-12-23,8.82,1.2471655328798121,5.555555555555558,29.888712241653415,False,-1.9759,1.2394,1,1,1,100.0,27.034482758620705,27.034482758620705,13.752834467120186,1.2471655328798121,历史1/1次成功; 当前距低点1.25%; 最新日涨幅-1.98%; 状态bottom_area; 底部未确认
6,86.21134141519782,76.40194585448393,002269,美邦服饰,bottom_area,2022-12-28,1.99,2022-12-23,1.97,1.0152284263959401,7.61421319796955,27.30627306273063,True,-1.9704,2.5549,2,3,2,66.66666666666666,95.19246688741721,173.50993377483442,13.98477157360406,1.0152284263959401,历史2/3次成功; 当前距低点1.02%; 最新日涨幅-1.97%; 状态bottom_area; 底部已确认
7,85.63760303562933,74.70460335898352,000411,英特集团,bottom_area,2022-12-28,11.78,2022-12-28,11.76,0.1700680272108807,3.826530612244907,30.373001776198937,False,-3.3634,3.0859,2,2,2,100.0,34.206228285076975,47.98426745329401,14.829931972789117,0.1700680272108807,历史2/2次成功; 当前距低点0.17%; 最新日涨幅-3.36%; 状态bottom_area; 底部未确认
8,85.21962749999086,74.42990579361035,000980,众泰汽车,bottom_area,2022-12-28,4.27,2022-12-28,4.26,0.2347417840375537,4.929577464788732,29.586776859504134,False,-5.7395,3.8065,2,2,2,100.0,33.52213473772031,43.49775784753364,14.765258215962445,0.2347417840375537,历史2/2次成功; 当前距低点0.23%; 最新日涨幅-5.74%; 状态bottom_area; 底部未确认
9,84.70369558941421,73.96737128082911,002838,道恩股份,bottom_area,2022-12-28,17.73,2022-12-28,17.69,0.2261164499717306,3.39174674957602,29.465709728867612,False,-2.6894,2.076,2,2,2,100.0,20.71460638045511,24.95606326889279,14.77388355002827,0.2261164499717306,历史2/2次成功; 当前距低点0.23%; 最新日涨幅-2.69%; 状态bottom_area; 底部未确认
10,82.3785799271496,75.4337099264372,002395,双象股份,bottom_area,2022-12-28,10.02,2022-12-20,9.75,2.7692307692307647,5.641025641025648,28.62371888726208,False,-1.2808,0.8661,1,1,1,100.0,36.59976387249114,36.59976387249114,12.230769230769234,2.7692307692307647,历史1/1次成功; 当前距低点2.77%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
11,81.65533859252838,71.48135708995146,002795,永和智控,bottom_area,2022-12-28,8.41,2022-12-28,8.38,0.3579952267303026,3.699284009546524,31.86991869918699,False,-2.662,2.3631,1,1,1,100.0,25.632183908045985,25.632183908045985,14.642004773269695,0.3579952267303026,历史1/1次成功; 当前距低点0.36%; 最新日涨幅-2.66%; 状态bottom_area; 底部未确认
12,80.90409254193561,74.66248343045015,300758,七彩化学,bottom_area,2022-12-28,11.98,2022-12-23,11.61,3.186907838070638,9.216192937123173,27.437500000000004,True,-4.996,3.2943,1,1,1,100.0,38.59480269489894,38.59480269489894,11.813092161929362,3.186907838070638,历史1/1次成功; 当前距低点3.19%; 最新日涨幅-5.00%; 状态bottom_area; 底部已确认
13,80.52932329758042,70.53398651901782,000919,金陵药业,bottom_area,2022-12-28,7.78,2022-12-28,7.75,0.3870967741935516,2.580645161290325,30.493273542600903,False,-1.6435,2.1109,1,1,1,100.0,20.8955223880597,20.8955223880597,14.612903225806448,0.3870967741935516,历史1/1次成功; 当前距低点0.39%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
14,79.6885243917293,74.8785798536735,002423,中粮资本,bottom_area,2022-12-28,7.27,2022-12-23,6.98,4.154727793696263,7.87965616045845,28.41025641025641,True,1.2535,1.8046,1,1,1,100.0,18.932038834951456,18.932038834951456,10.845272206303736,4.154727793696263,历史1/1次成功; 当前距低点4.15%; 最新日涨幅1.25%; 状态bottom_area; 底部已确认
15,79.29269175086414,69.5181289064439,605255,天普股份,bottom_area,2022-12-28,13.73,2022-12-28,13.67,0.4389173372348244,3.6576444769568397,27.287234042553195,False,-2.8309,5.2022,1,1,1,100.0,16.069142125480155,16.069142125480155,14.561082662765177,0.4389173372348244,历史1/1次成功; 当前距低点0.44%; 最新日涨幅-2.83%; 状态bottom_area; 底部未确认
16,79.0921678666987,72.90029976928095,300667,必创科技,bottom_area,2022-12-28,14.87,2022-12-23,14.42,3.1206657420249604,6.726768377253818,29.863813229571978,False,-2.2354,1.0567,1,1,1,100.0,27.287191726332534,27.287191726332534,11.879334257975039,3.1206657420249604,历史1/1次成功; 当前距低点3.12%; 最新日涨幅-2.24%; 状态bottom_area; 底部未确认
17,69.57435435587924,61.777412587412584,002693,双成药业,bottom_area,2022-12-28,7.23,2022-12-27,7.15,1.1188811188811199,8.25174825174825,27.77777777777778,False,-1.0944,3.1667,1,2,1,50.0,34.61538461538462,34.61538461538462,13.881118881118878,1.1188811188811199,历史1/2次成功; 当前距低点1.12%; 最新日涨幅-1.09%; 状态bottom_area; 底部未确认
18,65.99727552600112,58.503391337242284,002786,银宝山新,bottom_area,2022-12-28,6.87,2022-12-28,6.8,1.0294117647058865,3.0882352941176463,31.65829145728643,False,-1.9971,3.1129,1,2,1,50.0,15.916398713826371,15.916398713826371,13.970588235294112,1.0294117647058865,历史1/2次成功; 当前距低点1.03%; 最新日涨幅-2.00%; 状态bottom_area; 底部未确认
19,63.19319845236765,58.930925583233496,000159,国际实业,bottom_area,2022-12-28,6.92,2022-12-23,6.67,3.7481259370314843,7.346326836581713,32.48987854251013,True,0.0,2.0456,1,2,1,50.0,19.8744769874477,19.8744769874477,11.251874062968515,3.7481259370314843,历史1/2次成功; 当前距低点3.75%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
20,62.910573469243026,56.69180035158055,688115,思林杰,bottom_area,2022-12-28,38.94,2022-12-23,38.21,1.9104946349123182,5.312745354619213,31.375718390804597,False,-2.6013,3.9076,1,2,1,50.0,16.977032898820603,16.977032898820603,13.08950536508768,1.9104946349123182,历史1/2次成功; 当前距低点1.91%; 最新日涨幅-2.60%; 状态bottom_area; 底部未确认
21,58.11947745268835,51.46381996662059,000650,仁和药业,bottom_area,2022-12-28,6.24,2022-12-27,6.18,0.9708737864077751,7.281553398058256,27.20848056537103,False,-1.4218,3.4586,1,2,1,50.0,17.19038817005545,17.19038817005545,14.029126213592225,0.9708737864077751,历史1/2次成功; 当前距低点0.97%; 最新日涨幅-1.42%; 状态bottom_area; 底部未确认
22,55.23050665456744,48.026527525710826,002116,中国海诚,bottom_area,2022-12-28,10.23,2022-12-28,10.23,0.0,2.2482893450635424,28.810020876826712,False,-2.5714,1.5885,1,3,1,33.33333333333333,18.51179673321235,18.51179673321235,15.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-2.57%; 状态bottom_area; 底部未确认
23,53.311939762411136,48.94501331511763,688185,康希诺,bottom_area,2022-12-28,147.51,2022-12-27,143.34,2.9091670154876432,6.732245011859918,30.417475728155335,False,-0.3445,4.2944,1,5,1,20.0,19.236097367900253,19.236097367900253,12.090832984512357,2.9091670154876432,历史1/5次成功; 当前距低点2.91%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
