rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.62184914687528,86.1221844093912,002761,浙江建投,bottom_area,2024-06-11,8.49,2024-06-06,8.25,2.9090909090909114,4.4848484848484755,28.26086956521739,False,0.2361,1.8733,6,6,6,100.0,23.305976785583134,43.73730534867976,7.090909090909089,2.9090909090909114,历史6/6次成功; 当前距低点2.91%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
2,86.35984877362675,81.98471632083726,605198,安德利,bottom_area,2024-06-11,29.27,2024-06-11,28.62,2.271139063591889,2.6554856743535917,29.123328380386333,False,0.5842,0.4497,1,1,1,100.0,43.241469816272954,43.241469816272954,7.728860936408112,2.271139063591889,历史1/1次成功; 当前距低点2.27%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
3,85.83007215718305,84.45699825910557,688159,有方科技,bottom_area,2024-06-11,32.6,2024-06-11,31.3,4.153354632587861,5.75079872204473,31.659388646288207,False,0.1536,2.726,4,4,4,100.0,29.60562807207472,61.150808574652125,5.8466453674121395,4.153354632587861,历史4/4次成功; 当前距低点4.15%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
4,84.45027329620396,80.23497633821384,688105,诺唯赞,bottom_area,2024-06-11,21.68,2024-06-11,21.19,2.312411514865495,4.719207173194903,27.30703259005145,False,0.1386,1.0006,2,2,2,100.0,17.673519312404096,25.237580993520524,7.687588485134506,2.312411514865495,历史2/2次成功; 当前距低点2.31%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
5,84.23694814820699,81.43532217355826,002837,英维克,bottom_area,2024-06-11,23.37,2024-06-11,22.64,3.224381625441698,3.621908127208482,31.97115384615385,False,1.7414,1.1973,3,3,3,100.0,18.639313330996423,24.517374517374524,6.775618374558302,3.224381625441698,历史3/3次成功; 当前距低点3.22%; 最新日涨幅1.74%; 状态bottom_area; 底部未确认
6,82.73718644067796,80.42,002491,通鼎互联,bottom_area,2024-06-11,3.54,2024-06-06,3.42,3.5087719298245648,8.479532163742691,29.48453608247422,False,0.2833,0.9765,1,1,1,100.0,52.39520958083833,52.39520958083833,6.491228070175437,3.5087719298245648,历史1/1次成功; 当前距低点3.51%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
7,82.68346537143411,78.30288442460316,600162,香江控股,bottom_area,2024-06-11,1.43,2024-06-11,1.4,2.142857142857145,4.28571428571429,27.083333333333336,False,-2.0548,1.1348,2,2,2,100.0,27.68063822751323,28.90624999999999,7.857142857142856,2.142857142857145,历史2/2次成功; 当前距低点2.14%; 最新日涨幅-2.05%; 状态bottom_area; 底部未确认
8,82.30442117156625,79.15152760433266,002805,丰元股份,bottom_area,2024-06-11,10.82,2024-06-11,10.51,2.9495718363463417,3.1398667935299724,31.35205747877205,False,0.4643,1.4259,4,5,4,80.0,29.658878447324323,50.09389671361502,7.050428163653659,2.9495718363463417,历史4/5次成功; 当前距低点2.95%; 最新日涨幅0.46%; 状态bottom_area; 底部未确认
9,81.63366932935918,80.58605067064084,300720,海川智能,bottom_area,2024-06-11,14.0,2024-06-11,13.42,4.321907600596125,5.6631892697466455,31.0025706940874,False,-0.92,2.3801,3,3,3,100.0,57.75229601757511,75.69193742478939,5.678092399403875,4.321907600596125,历史3/3次成功; 当前距低点4.32%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
10,80.95479227558306,78.772409137192,603326,我乐家居,bottom_area,2024-06-11,6.1,2024-06-06,5.89,3.5653650254668925,6.791171477079802,27.552275522755238,False,-1.7713,1.5131,4,4,4,100.0,14.30882470568014,20.141843971631218,6.4346349745331075,3.5653650254668925,历史4/4次成功; 当前距低点3.57%; 最新日涨幅-1.77%; 状态bottom_area; 底部未确认
11,80.82782558055337,76.44265888797143,605177,东亚药业,bottom_area,2024-06-11,21.18,2024-06-11,20.75,2.0722891566265047,2.74698795180723,29.54159592529711,False,-1.3966,1.0335,2,2,2,100.0,16.81439873698852,21.452513966480446,7.927710843373497,2.0722891566265047,历史2/2次成功; 当前距低点2.07%; 最新日涨幅-1.40%; 状态bottom_area; 底部未确认
