rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,97.18416920573365,90.29710209666591,300720,海川智能,bottom_area,2024-12-26,17.7,2024-12-26,17.5,1.1428571428571388,4.857142857142866,27.476170741815164,False,-0.4499,1.8663,4,4,4,100.0,46.57428162569997,75.69193742478939,8.857142857142861,1.1428571428571388,历史4/4次成功; 当前距低点1.14%; 最新日涨幅-0.45%; 状态bottom_area; 底部未确认
2,94.17758864595723,87.30736858994068,600416,湘电股份,bottom_area,2024-12-26,10.84,2024-12-25,10.73,1.025163094128606,3.168685927306616,27.500000000000004,False,0.1848,0.739,3,3,3,100.0,23.251292712655438,34.41084462982274,8.974836905871394,1.025163094128606,历史3/3次成功; 当前距低点1.03%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
3,90.45924983119895,86.20446360503406,002178,延华智能,bottom_area,2024-12-26,6.22,2024-12-25,6.07,2.471169686985164,8.237232289950576,29.663962920046355,False,0.3226,3.346,5,5,5,100.0,18.38027145892594,29.076086956521735,7.528830313014836,2.471169686985164,历史5/5次成功; 当前距低点2.47%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
4,88.89500246178106,85.39293274796022,002146,荣盛发展,bottom_area,2024-12-26,1.78,2024-12-25,1.73,2.890173410404627,5.202312138728328,27.61506276150628,False,0.0,3.1072,5,5,5,100.0,19.153377009047105,33.33333333333333,7.109826589595373,2.890173410404627,历史5/5次成功; 当前距低点2.89%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
5,88.8794360379991,83.94168959144359,600408,安泰集团,bottom_area,2024-12-26,2.04,2024-12-25,2.0,2.0000000000000018,6.499999999999995,30.069930069930066,False,0.0,2.3096,3,3,3,100.0,17.10585801851391,21.457489878542503,7.999999999999999,2.0000000000000018,历史3/3次成功; 当前距低点2.00%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
6,88.40218301413596,84.84420041604379,000981,山子高科,bottom_area,2024-12-26,2.17,2024-12-25,2.11,2.8436018957346,9.478672985782,30.81967213114754,False,0.9302,7.1363,4,4,4,100.0,15.632326550100428,22.499999999999993,7.1563981042654,2.8436018957346,历史4/4次成功; 当前距低点2.84%; 最新日涨幅0.93%; 状态bottom_area; 底部未确认
7,87.21248320439425,84.4427606549131,002167,东方锆业,bottom_area,2024-12-26,7.5,2024-12-25,7.26,3.305785123966945,6.060606060606066,30.259365994236315,False,1.7639,3.1156,4,4,4,100.0,19.139520094396374,41.1650485436893,6.6942148760330555,3.305785123966945,历史4/4次成功; 当前距低点3.31%; 最新日涨幅1.76%; 状态bottom_area; 底部未确认
8,87.1407480250165,81.09157789945249,002321,华英农业,bottom_area,2024-12-26,2.48,2024-12-25,2.45,1.2244897959183594,7.346938775510193,30.790960451977394,False,0.813,2.0638,1,1,1,100.0,25.609756097560986,25.609756097560986,8.775510204081641,1.2244897959183594,历史1/1次成功; 当前距低点1.22%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
9,86.87121006664323,82.03809614176943,600156,华升股份,bottom_area,2024-12-26,4.6,2024-12-25,4.51,1.9955654101995532,7.095343680709541,29.31034482758621,False,0.6565,2.6262,2,2,2,100.0,23.483791811959197,35.05747126436782,8.004434589800447,1.9955654101995532,历史2/2次成功; 当前距低点2.00%; 最新日涨幅0.66%; 状态bottom_area; 底部未确认
10,86.42405228721658,80.37974837404984,000681,视觉中国,bottom_area,2024-12-26,22.86,2024-12-25,22.59,1.1952191235059741,7.52545374059318,29.006913890634824,False,0.0876,22.8881,4,5,4,80.0,14.757247180878878,20.93690248565965,8.804780876494027,1.1952191235059741,历史4/5次成功; 当前距低点1.20%; 最新日涨幅0.09%; 状态bottom_area; 底部未确认
11,86.21648314326919,84.76004296832056,000691,亚太实业,bottom_area,2024-12-26,3.55,2024-12-26,3.41,4.1055718475073215,8.504398826979473,30.691056910569102,False,0.2825,6.0608,4,4,4,100.0,30.64917623998521,76.05633802816902,5.894428152492679,4.1055718475073215,历史4/4次成功; 当前距低点4.11%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
