rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.75479508726568,82.15626373626374,002663,普邦股份,bottom_area,2022-06-07,1.87,2022-05-31,1.82,2.7472527472527495,3.296703296703287,30.798479087452467,False,0.5376,2.1693,1,1,1,100.0,66.45569620253163,66.45569620253163,17.252747252747252,2.7472527472527495,历史1/1次成功; 当前距低点2.75%; 最新日涨幅0.54%; 状态bottom_area; 底部未确认
2,93.24471896104595,81.09308098912007,603327,福蓉科技,bottom_area,2022-06-07,13.16,2022-06-06,12.86,2.332814930015558,4.587869362363918,30.184581976112927,False,-0.5291,0.585,2,2,2,100.0,45.01020983632018,52.609776304888165,17.66718506998444,2.332814930015558,历史2/2次成功; 当前距低点2.33%; 最新日涨幅-0.53%; 状态bottom_area; 底部未确认
3,87.95977966181401,74.04921752469149,001218,丽臣实业,bottom_area,2022-06-07,23.55,2022-06-07,23.42,0.5550811272416695,1.6652433817250085,32.58491652274035,False,-0.6748,2.1805,2,2,2,100.0,25.18711018711019,29.999999999999993,19.444918872758333,0.5550811272416695,历史2/2次成功; 当前距低点0.56%; 最新日涨幅-0.67%; 状态bottom_area; 底部未确认
4,77.88700449727396,70.10163825150622,002795,永和智控,bottom_area,2022-06-07,8.41,2022-06-02,8.07,4.213135068153654,6.071871127633212,29.765013054830288,False,-1.6374,2.9148,1,1,1,100.0,25.632183908045985,25.632183908045985,15.786864931846347,4.213135068153654,历史1/1次成功; 当前距低点4.21%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
