code,name,latest_date,latest_close,current_stage,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,historical_valid_event_count
600048,保利发展,2023-11-07,11.11,bottom_area,14.89,2023-10-30,10.7,3.831775700934581,5.046728971962626,28.139691067830768,25.386165211551383,False,4
603616,韩建河山,2023-11-07,5.97,bottom_area,8.59,2023-11-02,5.9,1.1864406779660914,3.3898305084745637,31.31548311990686,30.50058207217695,False,3
603326,我乐家居,2023-11-07,10.31,bottom_area,14.3,2023-11-02,9.88,4.35222672064777,5.161943319838054,30.909090909090907,27.9020979020979,False,2
002366,融发核电,2023-11-07,5.2,bottom_area,6.99,2023-10-23,5.0,4.0000000000000036,8.000000000000007,28.469241773962807,25.608011444921313,True,4
600325,华发股份,2023-11-07,8.3,bottom_area,11.06,2023-11-03,8.0,3.750000000000009,6.875000000000009,27.667269439421343,24.954792043399635,False,5
601333,广深铁路,2023-11-07,2.61,bottom_area,3.56,2023-10-31,2.54,2.7559055118110174,5.905511811023619,28.651685393258425,26.68539325842697,False,2
603076,乐惠国际,2023-11-07,27.93,bottom_area,37.57,2023-11-02,26.8,4.216417910447758,6.268656716417908,28.666489220122436,25.658770295448498,False,3
600827,百联股份,2023-11-07,10.34,bottom_area,14.3,2023-10-23,10.06,2.7833001988071504,5.069582504970176,29.65034965034965,27.6923076923077,False,6
603223,恒通股份,2023-11-07,10.1,bottom_area,13.85,2023-10-27,9.71,4.016477857878463,5.252317198764158,29.89169675090252,27.075812274368232,False,2
000090,天健集团,2023-11-07,5.18,bottom_area,7.45,2023-10-31,5.03,2.9821073558648004,3.7773359840954175,32.48322147651007,30.46979865771813,False,1
000928,中钢国际,2023-11-07,6.2,bottom_area,8.66,2023-10-23,5.97,3.8525963149078803,5.192629815745402,31.06235565819862,28.406466512702078,False,4
600280,中央商场,2023-11-07,3.6,bottom_area,4.75,2023-10-23,3.44,4.651162790697678,7.558139534883727,27.57894736842105,24.210526315789473,True,3
000631,顺发恒能,2023-11-07,3.55,bottom_area,4.95,2023-11-03,3.39,4.719764011799401,5.014749262536871,31.515151515151512,28.282828282828287,False,4
600859,王府井,2023-11-07,17.95,bottom_area,24.88,2023-10-30,17.43,2.9833620195065955,3.843947217441203,29.943729903536976,27.853697749196144,False,4
600328,中盐化工,2023-11-07,7.99,bottom_area,10.6,2023-10-26,7.61,4.9934296977660955,6.17608409986859,28.207547169811313,24.622641509433958,False,5
300012,华测检测,2023-11-07,15.1,bottom_area,20.99,2023-10-26,14.56,3.7087912087912027,5.631868131868133,30.633635064316334,28.060981419723674,False,1
