rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_date,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,history_success_dates,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,75.74307728656966,67.69956465436758,600048,保利发展,bottom_area,2023-11-07,11.11,2023-08-28,14.89,2023-10-30,10.7,3.831775700934581,5.046728971962626,28.139691067830768,25.386165211551383,False,-0.08992805755395628,0.6048180126989863,4,6,4,66.66666666666666,30.26530422490195,33.158289572393095,2008-07-18; 2015-08-25; 2021-08-02; 2022-11-01,16.16822429906542,3.831775700934581,历史4/6次成功; 当前距低点3.83%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
2,75.72522277848144,64.49066761591072,603616,韩建河山,bottom_area,2023-11-07,5.97,2023-10-26,8.59,2023-11-02,5.9,1.1864406779660914,3.3898305084745637,31.31548311990686,30.50058207217695,False,-1.3223140495867813,6.09464640882237,3,8,3,37.5,43.78092667566353,72.22222222222224,2017-04-24; 2021-03-10; 2022-01-27,18.81355932203391,1.1864406779660914,历史3/8次成功; 当前距低点1.19%; 最新日涨幅-1.32%; 状态bottom_area; 底部未确认
3,70.73458794313882,63.82580095341862,603326,我乐家居,bottom_area,2023-11-07,10.31,2023-09-21,14.3,2023-11-02,9.88,4.35222672064777,5.161943319838054,30.909090909090907,27.9020979020979,False,0.0,1.9310921641279812,2,4,2,50.0,29.45633266933083,38.77082136703044,2017-08-14; 2023-04-26,15.647773279352231,4.35222672064777,历史2/4次成功; 当前距低点4.35%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
4,67.50420646303239,60.52101269099456,002366,融发核电,bottom_area,2023-11-07,5.2,2023-08-28,6.99,2023-10-23,5.0,4.0000000000000036,8.000000000000007,28.469241773962807,25.608011444921313,True,-0.7633587786259555,0.45344225826707074,4,9,4,44.44444444444444,32.68764290259925,40.98477640342532,2015-06-30; 2015-07-06; 2015-09-16; 2022-05-16,15.999999999999998,4.0000000000000036,历史4/9次成功; 当前距低点4.00%; 最新日涨幅-0.76%; 状态bottom_area; 底部已确认
5,66.59093837873577,59.43062242403301,600325,华发股份,bottom_area,2023-11-07,8.3,2023-09-04,11.06,2023-11-03,8.0,3.750000000000009,6.875000000000009,27.667269439421343,24.954792043399635,False,-0.36014405762304635,0.8171931807459322,5,11,5,45.45454545454545,30.765809708877484,47.383112351709705,2008-04-22; 2008-08-11; 2015-06-30; 2015-08-26; 2021-11-10,16.249999999999993,3.750000000000009,历史5/11次成功; 当前距低点3.75%; 最新日涨幅-0.36%; 状态bottom_area; 底部未确认
6,65.86056940844777,57.72198997852542,601333,广深铁路,bottom_area,2023-11-07,2.61,2023-07-19,3.56,2023-10-31,2.54,2.7559055118110174,5.905511811023619,28.651685393258425,26.68539325842697,False,-1.8796992481203145,1.3301636442828664,2,6,2,33.33333333333333,35.656565656565654,39.99999999999998,2015-08-26; 2017-05-11,17.24409448818898,2.7559055118110174,历史2/6次成功; 当前距低点2.76%; 最新日涨幅-1.88%; 状态bottom_area; 底部未确认
7,65.12059527208427,58.61483164515997,603076,乐惠国际,bottom_area,2023-11-07,27.93,2023-08-30,37.57,2023-11-02,26.8,4.216417910447758,6.268656716417908,28.666489220122436,25.658770295448498,False,-0.8871540099361197,1.4043759399919724,3,6,3,50.0,22.24873376871433,23.355263157894747,2018-02-07; 2020-02-04; 2020-08-28,15.783582089552242,4.216417910447758,历史3/6次成功; 当前距低点4.22%; 最新日涨幅-0.89%; 状态bottom_area; 底部未确认
8,64.82440327413617,56.84229391575373,600827,百联股份,bottom_area,2023-11-07,10.34,2023-08-04,14.3,2023-10-23,10.06,2.7833001988071504,5.069582504970176,29.65034965034965,27.6923076923077,False,-0.576923076923086,0.43949021077026107,6,17,6,35.294117647058826,27.014456759512477,29.469790382244156,1994-02-24; 1994-08-09; 2008-11-04; 2013-11-14; 2014-01-20; 2015-08-26,17.21669980119285,2.7833001988071504,历史6/17次成功; 当前距低点2.78%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
9,61.99309087381304,55.596716198322824,603223,恒通股份,bottom_area,2023-11-07,10.1,2023-10-18,13.85,2023-10-27,9.71,4.016477857878463,5.252317198764158,29.89169675090252,27.075812274368232,False,-0.49261083743843415,0.6711747071566804,2,7,2,28.57142857142857,61.61794664114081,88.66799204771371,2015-09-08; 2020-02-04,15.98352214212154,4.016477857878463,历史2/7次成功; 当前距低点4.02%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
10,60.377224076391116,53.1352396730727,000090,天健集团,bottom_area,2023-11-07,5.18,2023-08-29,7.45,2023-10-31,5.03,2.9821073558648004,3.7773359840954175,32.48322147651007,30.46979865771813,False,0.3875968992248069,1.3549119285470157,1,6,1,16.666666666666664,27.407407407407412,27.407407407407412,2015-06-30,17.017892644135202,2.9821073558648004,历史1/6次成功; 当前距低点2.98%; 最新日涨幅0.39%; 状态bottom_area; 底部未确认
11,60.13744969490684,53.77158755529601,000928,中钢国际,bottom_area,2023-11-07,6.2,2023-08-28,8.66,2023-10-23,5.97,3.8525963149078803,5.192629815745402,31.06235565819862,28.406466512702078,False,-0.6410256410256387,3.633515810348356,4,12,4,33.33333333333333,27.861149569637877,34.604904632152596,2012-12-04; 2015-06-30; 2015-08-26; 2020-02-04,16.147403685092122,3.8525963149078803,历史4/12次成功; 当前距低点3.85%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
12,59.923134907562805,54.36574739597432,600280,中央商场,bottom_area,2023-11-07,3.6,2023-09-18,4.75,2023-10-23,3.44,4.651162790697678,7.558139534883727,27.57894736842105,24.210526315789473,True,-0.5524861878453025,2.6535919048293306,3,10,3,30.0,38.873110530994765,57.18418514946965,2014-06-20; 2015-06-30; 2015-07-03,15.348837209302324,4.651162790697678,历史3/10次成功; 当前距低点4.65%; 最新日涨幅-0.55%; 状态bottom_area; 底部已确认
13,58.95899132720709,53.55793736222751,000631,顺发恒能,bottom_area,2023-11-07,3.55,2023-10-30,4.95,2023-11-03,3.39,4.719764011799401,5.014749262536871,31.515151515151512,28.282828282828287,False,1.139601139601143,3.43799107078865,4,14,4,28.57142857142857,25.186632230346405,32.745098039215684,2009-06-08; 2012-11-28; 2015-06-30; 2017-01-16,15.2802359882006,4.719764011799401,历史4/14次成功; 当前距低点4.72%; 最新日涨幅1.14%; 状态bottom_area; 底部未确认
14,58.47223123817659,51.459921098512936,600859,王府井,bottom_area,2023-11-07,17.95,2023-08-04,24.88,2023-10-30,17.43,2.9833620195065955,3.843947217441203,29.943729903536976,27.853697749196144,False,-0.4988913525498906,0.8279114115969984,4,17,4,23.52941176470588,26.01953527855647,31.872146118721467,2008-03-18; 2008-09-16; 2015-06-30; 2016-06-24,17.016637980493403,2.9833620195065955,历史4/17次成功; 当前距低点2.98%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
15,58.18759248321729,53.121442406410665,600328,中盐化工,bottom_area,2023-11-07,7.99,2023-08-25,10.6,2023-10-26,7.61,4.9934296977660955,6.17608409986859,28.207547169811313,24.622641509433958,False,-0.49813200498131094,0.6393465908939545,5,13,5,38.46153846153847,27.239043641491183,37.26315789473683,2008-04-03; 2011-04-28; 2015-06-30; 2020-11-02; 2022-04-27,15.006570302233907,4.9934296977660955,历史5/13次成功; 当前距低点4.99%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
16,53.65082015591544,47.84593576389812,300012,华测检测,bottom_area,2023-11-07,15.1,2023-08-28,20.99,2023-10-26,14.56,3.7087912087912027,5.631868131868133,30.633635064316334,28.060981419723674,False,-1.0484927916120546,0.981937237648677,1,5,1,20.0,23.128923225494923,23.128923225494923,2010-05-18,16.2912087912088,3.7087912087912027,历史1/5次成功; 当前距低点3.71%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
