rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.28529591165002,78.92532760081721,301117,佳缘科技,bottom_area,2026-03-26,41.57,59.95,2026-03-24,40.75,2.0122699386503076,6.331288343558278,32.02668890742286,30.65888240200167,False,-2.073,4.6572,2,2,2,100.0,29.426360542687625,31.299904183966788,17.987730061349694,2.0122699386503076,历史2/2次成功; 当前距低点2.01%; 最新日涨幅-2.07%; 状态bottom_area; 底部未确认
13,84.26114155954316,73.61275553828219,600611,大众交通,bottom_area,2026-03-26,4.77,6.6,2026-03-23,4.65,2.5806451612903056,7.3118279569892435,29.545454545454536,27.727272727272727,False,-2.2541,1.1186,1,1,1,100.0,24.497991967871478,24.497991967871478,17.419354838709694,2.5806451612903056,历史1/1次成功; 当前距低点2.58%; 最新日涨幅-2.25%; 状态bottom_area; 底部未确认
14,84.25409030311738,75.23201357890397,000567,海德股份,bottom_area,2026-03-26,5.22,7.02,2026-03-23,5.03,3.7773359840954175,7.355864811133203,28.347578347578338,25.64102564102564,True,-2.2472,0.4125,1,1,1,100.0,38.67924528301886,38.67924528301886,16.222664015904584,3.7773359840954175,历史1/1次成功; 当前距低点3.78%; 最新日涨幅-2.25%; 状态bottom_area; 底部已确认
15,83.97960984068854,74.58573148788929,603150,万朗磁塑,bottom_area,2026-03-26,44.86,60.5,2026-03-24,43.35,3.4832756632064545,7.635524798154544,28.34710743801653,25.85123966942149,True,-1.1894,1.9964,1,1,1,100.0,31.6,31.6,16.516724336793548,3.4832756632064545,历史1/1次成功; 当前距低点3.48%; 最新日涨幅-1.19%; 状态bottom_area; 底部已确认
16,82.79809342016614,75.20409836065572,000932,华菱钢铁,bottom_area,2026-03-26,5.11,6.86,2026-03-24,4.88,4.7131147540983696,8.401639344262298,28.86297376093295,25.510204081632654,True,-2.8517,1.1742,1,1,1,100.0,55.72289156626506,55.72289156626506,15.286885245901633,4.7131147540983696,历史1/1次成功; 当前距低点4.71%; 最新日涨幅-2.85%; 状态bottom_area; 底部已确认
17,82.71101040967974,72.76740206471133,603848,好太太,bottom_area,2026-03-26,15.28,21.38,2026-03-23,14.84,2.9649595687331503,5.39083557951483,30.589335827876518,28.531337698783908,False,-1.7995,0.405,1,1,1,100.0,24.664031620553352,24.664031620553352,17.03504043126685,2.9649595687331503,历史1/1次成功; 当前距低点2.96%; 最新日涨幅-1.80%; 状态bottom_area; 底部未确认
18,82.6305217751919,74.55889636347918,300993,玉马科技,bottom_area,2026-03-26,12.23,16.22,2026-03-23,11.72,4.351535836177472,7.679180887372001,27.74352651048088,24.59926017262638,True,-2.0032,1.0501,1,1,1,100.0,42.09891435464416,42.09891435464416,15.648464163822528,4.351535836177472,历史1/1次成功; 当前距低点4.35%; 最新日涨幅-2.00%; 状态bottom_area; 底部已确认
19,82.12813532579915,69.88595944402468,300622,博士眼镜,bottom_area,2026-03-26,23.04,32.11,2026-03-23,22.78,1.1413520632133363,7.550482879719047,29.056368732482092,28.24665213329181,True,-3.5983,3.3136,4,7,4,57.14285714285714,30.697154406342293,46.42601004064069,18.858647936786667,1.1413520632133363,历史4/7次成功; 当前距低点1.14%; 最新日涨幅-3.60%; 状态bottom_area; 底部已确认
20,82.00907988848574,73.19246427607943,001328,登康口腔,bottom_area,2026-03-26,33.19,44.35,2026-03-23,31.99,3.7511722413254125,6.877149109096591,27.869222096956037,25.16347237880497,False,-0.8662,2.4474,1,1,1,100.0,36.58675799086758,36.58675799086758,16.24882775867459,3.7511722413254125,历史1/1次成功; 当前距低点3.75%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
21,81.86198806221928,72.49770160491744,000411,英特集团,bottom_area,2026-03-26,10.56,14.36,2026-03-23,10.22,3.326810176125243,6.164383561643826,28.830083565459603,26.462395543175482,False,-1.4925,0.8463,3,4,3,75.0,31.816283905822544,47.98426745329401,16.673189823874758,3.326810176125243,历史3/4次成功; 当前距低点3.33%; 最新日涨幅-1.49%; 状态bottom_area; 底部未确认
22,81.48629397239412,74.17327285212949,600531,豫光金铅,bottom_area,2026-03-26,12.8,16.89,2026-03-23,12.21,4.8321048321048305,11.302211302211292,27.708703374777972,24.215512137359383,True,-2.9568,3.3101,1,1,1,100.0,45.91651542649727,45.91651542649727,15.167895167895171,4.8321048321048305,历史1/1次成功; 当前距低点4.83%; 最新日涨幅-2.96%; 状态bottom_area; 底部已确认
23,81.46953464582225,74.0441445158992,003038,鑫铂股份,bottom_area,2026-03-26,14.12,18.96,2026-03-23,13.48,4.747774480712157,7.789317507418389,28.902953586497894,25.527426160337562,True,-1.3277,2.2836,2,2,2,100.0,27.521883504961874,29.536152796725773,15.252225519287844,4.747774480712157,历史2/2次成功; 当前距低点4.75%; 最新日涨幅-1.33%; 状态bottom_area; 底部已确认
24,81.31871358182266,72.79218116712687,688584,上海合晶,bottom_area,2026-03-26,18.85,25.28,2026-03-23,18.14,3.914002205071669,7.056229327453148,28.24367088607595,25.43512658227848,False,-1.6693,0.7994,1,1,1,100.0,36.43067846607669,36.43067846607669,16.085997794928332,3.914002205071669,历史1/1次成功; 当前距低点3.91%; 最新日涨幅-1.67%; 状态bottom_area; 底部未确认
25,80.89150683197914,68.1498607197872,300542,新晨科技,bottom_area,2026-03-26,15.19,21.7,2026-03-23,15.1,0.5960264900662242,5.496688741721855,30.414746543778804,30.0,False,-3.6168,1.3807,5,7,5,71.42857142857143,32.75853135174146,61.233480176211465,19.403973509933778,0.5960264900662242,历史5/7次成功; 当前距低点0.60%; 最新日涨幅-3.62%; 状态bottom_area; 底部未确认
26,80.5894687062469,73.09791974237929,300358,楚天科技,bottom_area,2026-03-26,9.25,12.31,2026-03-23,8.84,4.638009049773757,6.900452488687776,28.188464662875717,24.857839155158413,False,-0.7511,1.6479,4,5,4,80.0,40.28269019281432,59.00116144018583,15.361990950226245,4.638009049773757,历史4/5次成功; 当前距低点4.64%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
27,80.48240191402357,71.23400900062198,300437,清水源,bottom_area,2026-03-26,15.99,23.0,2026-03-24,15.48,3.294573643410851,7.105943152454766,32.69565217391304,30.478260869565215,True,0.8833,12.7385,6,10,6,60.0,25.46041348171349,30.330330330330323,16.70542635658915,3.294573643410851,历史6/10次成功; 当前距低点3.29%; 最新日涨幅0.88%; 状态bottom_area; 底部已确认
28,79.86453481783491,71.6595678555949,002788,鹭燕医药,bottom_area,2026-03-26,13.38,17.8,2026-03-23,12.86,4.043545878693634,7.931570762052888,27.75280898876405,24.831460674157302,True,-3.2538,2.6703,1,1,1,100.0,32.950819672131146,32.950819672131146,15.956454121306368,4.043545878693634,历史1/1次成功; 当前距低点4.04%; 最新日涨幅-3.25%; 状态bottom_area; 底部已确认
29,79.83549706077933,70.33562098032047,002639,雪人集团,bottom_area,2026-03-26,16.94,22.65,2026-03-24,16.44,3.041362530413625,7.1167883211678715,27.417218543046346,25.20971302428255,True,-2.7555,6.3997,3,5,3,60.0,39.999610482062025,63.25301204819277,16.958637469586378,3.041362530413625,历史3/5次成功; 当前距低点3.04%; 最新日涨幅-2.76%; 状态bottom_area; 底部已确认
30,77.9976038810539,69.0671785287538,002681,奋达科技,bottom_area,2026-03-26,5.29,7.11,2026-03-23,5.12,3.3203124999999987,8.007812500000004,27.988748241912802,25.59774964838256,True,-2.037,1.658,2,3,2,66.66666666666666,38.82163635530716,46.084337349397586,16.6796875,3.3203124999999987,历史2/3次成功; 当前距低点3.32%; 最新日涨幅-2.04%; 状态bottom_area; 底部已确认
31,77.52501442435134,70.52793062749984,002412,汉森制药,bottom_area,2026-03-26,6.33,8.6,2026-03-23,6.04,4.801324503311259,7.78145695364238,29.76744186046511,26.395348837209298,True,-1.0938,1.6266,1,1,1,100.0,25.940594059405953,25.940594059405953,15.198675496688743,4.801324503311259,历史1/1次成功; 当前距低点4.80%; 最新日涨幅-1.09%; 状态bottom_area; 底部已确认
32,76.77089585933346,69.90029408861345,002088,鲁阳节能,bottom_area,2026-03-26,9.95,13.93,2026-03-23,9.49,4.847207586933604,9.272918861959948,31.873653984206747,28.571428571428577,True,-0.7976,0.5618,1,1,1,100.0,23.128641864634695,23.128641864634695,15.152792413066397,4.847207586933604,历史1/1次成功; 当前距低点4.85%; 最新日涨幅-0.80%; 状态bottom_area; 底部已确认
33,76.21232381321255,66.63763475653457,002590,万安科技,bottom_area,2026-03-26,12.11,16.25,2026-03-23,11.8,2.6271186440677856,8.3050847457627,27.38461538461538,25.47692307692308,False,-2.4174,1.2027,2,3,2,66.66666666666666,26.45590644270131,30.204778156996575,17.372881355932215,2.6271186440677856,历史2/3次成功; 当前距低点2.63%; 最新日涨幅-2.42%; 状态bottom_area; 底部未确认
34,76.1926437832022,66.5246765272012,002829,星网宇达,bottom_area,2026-03-26,21.73,29.86,2026-03-24,21.19,2.5483718735252436,6.654082114204813,29.03549899531145,27.227059611520428,False,-2.2492,3.1553,3,5,3,60.0,22.66109891848788,24.36974789915967,17.45162812647476,2.5483718735252436,历史3/5次成功; 当前距低点2.55%; 最新日涨幅-2.25%; 状态bottom_area; 底部未确认
35,75.93788734884458,69.05033495118234,000802,北京文化,bottom_area,2026-03-26,3.95,5.34,2026-03-24,3.77,4.774535809018572,6.896551724137937,29.40074906367041,26.029962546816478,False,-0.7538,1.2349,1,1,1,100.0,26.86170212765957,26.86170212765957,15.22546419098143,4.774535809018572,历史1/1次成功; 当前距低点4.77%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
36,75.23485530179187,65.95391514645272,688315,诺禾致源,bottom_area,2026-03-26,13.36,18.24,2026-03-23,13.0,2.7692307692307647,5.846153846153845,28.728070175438592,26.754385964912274,False,-1.9809,0.5287,3,6,3,50.0,43.9664586037573,86.2826357231662,17.230769230769237,2.7692307692307647,历史3/6次成功; 当前距低点2.77%; 最新日涨幅-1.98%; 状态bottom_area; 底部未确认
37,75.15195097308991,64.80568147626747,300593,新雷能,bottom_area,2026-03-26,22.9,30.88,2026-03-24,22.48,1.8683274021352232,6.094306049822068,27.2020725388601,25.8419689119171,False,-2.2203,2.5667,2,4,2,50.0,26.74982770503102,28.000000000000007,18.131672597864778,1.8683274021352232,历史2/4次成功; 当前距低点1.87%; 最新日涨幅-2.22%; 状态bottom_area; 底部未确认
38,75.14580930535655,65.71601173154869,002536,飞龙股份,bottom_area,2026-03-26,29.2,41.67,2026-03-24,28.45,2.6362038664323375,9.173989455184532,31.72546196304296,29.92560595152388,True,-4.917,4.1459,2,4,2,50.0,42.07826100545388,55.505617977528075,17.363796133567664,2.6362038664323375,历史2/4次成功; 当前距低点2.64%; 最新日涨幅-4.92%; 状态bottom_area; 底部已确认
39,74.67996860699273,67.10094141158365,002609,捷顺科技,bottom_area,2026-03-26,8.34,11.15,2026-03-23,8.01,4.119850187265919,7.990012484394514,28.16143497757848,25.201793721973097,True,-1.7668,1.3274,2,3,2,66.66666666666666,38.05125361227564,49.678456591639886,15.880149812734082,4.119850187265919,历史2/3次成功; 当前距低点4.12%; 最新日涨幅-1.77%; 状态bottom_area; 底部已确认
40,73.72800178624531,67.26699341200948,601020,华钰矿业,bottom_area,2026-03-26,27.09,35.5,2026-03-24,25.81,4.959318093762112,10.034870205346765,27.295774647887328,23.690140845070424,True,-3.0075,2.6539,3,4,3,75.0,24.727089601005904,26.324110671936758,15.040681906237888,4.959318093762112,历史3/4次成功; 当前距低点4.96%; 最新日涨幅-3.01%; 状态bottom_area; 底部已确认
41,73.57103558358781,61.85527013302997,001696,宗申动力,bottom_area,2026-03-26,18.69,25.86,2026-03-23,18.6,0.4838709677419347,5.752688172043012,28.07424593967517,27.72621809744779,False,-3.4109,3.063,2,4,2,50.0,43.97040827678273,65.16853932584267,19.516129032258068,0.4838709677419347,历史2/4次成功; 当前距低点0.48%; 最新日涨幅-3.41%; 状态bottom_area; 底部未确认
42,73.37338398407374,65.42849527242245,002457,青龙管业,bottom_area,2026-03-26,10.92,15.04,2026-03-23,10.53,3.703703703703709,6.457739791073139,29.986702127659576,27.39361702127659,False,-1.5329,2.6911,2,3,2,66.66666666666666,33.152005646237896,42.51290877796902,16.29629629629629,3.703703703703709,历史2/3次成功; 当前距低点3.70%; 最新日涨幅-1.53%; 状态bottom_area; 底部未确认
43,73.042848388974,64.01632504750108,002045,国光电器,bottom_area,2026-03-26,11.56,16.38,2026-03-23,11.25,2.75555555555556,6.222222222222216,31.318681318681314,29.42612942612942,False,-1.7007,1.331,4,8,4,50.0,33.38167588262236,40.89958158995815,17.24444444444444,2.75555555555556,历史4/8次成功; 当前距低点2.76%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
44,72.91145902113851,62.257649173256645,001288,运机集团,bottom_area,2026-03-26,28.19,38.88,2026-03-26,27.82,1.3299784327821746,4.960460100647013,28.44650205761317,27.49485596707819,False,-3.2933,2.5462,1,2,1,50.0,50.27272727272728,50.27272727272728,18.670021567217827,1.3299784327821746,历史1/2次成功; 当前距低点1.33%; 最新日涨幅-3.29%; 状态bottom_area; 底部未确认
45,72.33604737740718,65.04567333358754,002389,航天彩虹,bottom_area,2026-03-26,21.77,29.85,2026-03-23,20.9,4.162679425837325,8.612440191387563,29.98324958123954,27.068676716917928,True,-3.7577,3.1682,2,3,2,66.66666666666666,37.74148256897838,49.39236111111112,15.837320574162675,4.162679425837325,历史2/3次成功; 当前距低点4.16%; 最新日涨幅-3.76%; 状态bottom_area; 底部已确认
46,72.07952553626423,65.16561294348033,000813,德展健康,bottom_area,2026-03-26,3.28,4.52,2026-03-23,3.14,4.458598726114639,7.643312101910821,30.530973451327426,27.43362831858407,True,-1.2048,0.9779,3,5,3,60.0,29.57644107000913,39.9103139013453,15.541401273885363,4.458598726114639,历史3/5次成功; 当前距低点4.46%; 最新日涨幅-1.20%; 状态bottom_area; 底部已确认
47,71.92273142844606,64.97799349893069,002017,东信和平,bottom_area,2026-03-26,18.9,25.2,2026-03-23,18.1,4.419889502762415,7.237569060773473,28.17460317460317,25.000000000000007,True,-1.971,1.297,2,4,2,50.0,49.75990088832793,50.390015600624025,15.580110497237587,4.419889502762415,历史2/4次成功; 当前距低点4.42%; 最新日涨幅-1.97%; 状态bottom_area; 底部已确认
48,71.4918158229806,64.17863147966538,603155,新亚强,bottom_area,2026-03-26,15.34,21.21,2026-03-23,14.74,4.070556309362277,6.7842605156037985,30.504479019330503,27.675624705327678,False,-1.6036,1.1306,3,5,3,60.0,28.70698852156653,32.05456095481671,15.929443690637724,4.070556309362277,历史3/5次成功; 当前距低点4.07%; 最新日涨幅-1.60%; 状态bottom_area; 底部未确认
49,70.96769927942704,62.67527789623312,002676,顺威股份,bottom_area,2026-03-26,6.5,9.14,2026-03-23,6.3,3.174603174603177,6.349206349206354,31.07221006564552,28.88402625820569,False,-1.5152,1.3519,2,4,2,50.0,31.308457711442777,39.33333333333333,16.825396825396822,3.174603174603177,历史2/4次成功; 当前距低点3.17%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
50,70.5365332746802,60.1967213203463,002605,姚记科技,bottom_area,2026-03-26,20.26,27.66,2026-03-23,20.0,1.3000000000000078,5.3999999999999915,27.69342010122921,26.753434562545188,False,-2.5024,1.3556,2,6,2,33.33333333333333,31.11498917748918,39.01785714285715,18.699999999999996,1.3000000000000078,历史2/6次成功; 当前距低点1.30%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
51,70.1102684741488,60.12094262295082,000564,供销大集,bottom_area,2026-03-26,1.95,2.78,2026-03-24,1.92,1.5625000000000013,6.250000000000005,30.935251798561147,29.856115107913666,False,-2.5,1.571,1,2,1,50.0,31.147540983606568,31.147540983606568,18.4375,1.5625000000000013,历史1/2次成功; 当前距低点1.56%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
52,69.88913245155473,62.58632667751508,603320,迪贝电气,bottom_area,2026-03-26,19.54,25.94,2026-03-23,18.8,3.9361702127659495,7.500000000000001,27.525057825751738,24.672320740169628,True,-2.3976,1.7496,2,4,2,50.0,30.972014852803454,38.22861468584406,16.063829787234052,3.9361702127659495,历史2/4次成功; 当前距低点3.94%; 最新日涨幅-2.40%; 状态bottom_area; 底部已确认
53,69.79298498346724,61.79238847412027,688070,纵横股份,bottom_area,2026-03-26,48.04,64.48,2026-03-23,46.5,3.3118279569892453,8.387096774193544,27.88461538461539,25.49627791563276,True,-3.4954,2.2112,3,6,3,50.0,29.265356000299764,34.23295454545453,16.688172043010756,3.3118279569892453,历史3/6次成功; 当前距低点3.31%; 最新日涨幅-3.50%; 状态bottom_area; 底部已确认
54,68.96064200390938,58.20105263157897,688232,新点软件,bottom_area,2026-03-26,21.81,30.57,2026-03-26,21.66,0.6925207756232622,3.3702677746999097,29.146221786064768,28.65554465161924,False,-2.3287,0.5934,1,2,1,50.0,51.87398153177622,51.87398153177622,19.30747922437674,0.6925207756232622,历史1/2次成功; 当前距低点0.69%; 最新日涨幅-2.33%; 状态bottom_area; 底部未确认
55,68.74818776042859,59.894390707220694,300766,每日互动,bottom_area,2026-03-26,33.31,44.68,2026-03-24,32.52,2.4292742927429245,7.011070110701088,27.215756490599812,25.447627573858544,True,-2.5168,4.6444,1,2,1,50.0,31.360946745562135,31.360946745562135,17.570725707257075,2.4292742927429245,历史1/2次成功; 当前距低点2.43%; 最新日涨幅-2.52%; 状态bottom_area; 底部已确认
56,68.72865095574234,61.72401549002087,002658,雪迪龙,bottom_area,2026-03-26,8.9,11.8,2026-03-23,8.55,4.093567251461984,7.485380116959049,27.54237288135593,24.576271186440678,True,-1.9824,2.4696,2,4,2,50.0,28.265316254592392,34.81481481481481,15.906432748538018,4.093567251461984,历史2/4次成功; 当前距低点4.09%; 最新日涨幅-1.98%; 状态bottom_area; 底部已确认
57,68.7027923171027,58.805411015358146,603681,永冠新材,bottom_area,2026-03-26,16.66,22.83,2026-03-24,16.42,1.4616321559074203,5.2375152253349535,28.077091546211115,27.02584318878668,False,-2.8005,3.4121,1,2,1,50.0,22.83834586466165,22.83834586466165,18.538367844092583,1.4616321559074203,历史1/2次成功; 当前距低点1.46%; 最新日涨幅-2.80%; 状态bottom_area; 底部未确认
58,68.61396889230586,60.32432432432433,002546,新联电子,bottom_area,2026-03-26,9.14,12.4,2026-03-23,8.88,2.9279279279279256,9.009009009008997,28.387096774193544,26.29032258064516,True,-3.9916,4.1801,1,2,1,50.0,70.3703703703704,70.3703703703704,17.072072072072075,2.9279279279279256,历史1/2次成功; 当前距低点2.93%; 最新日涨幅-3.99%; 状态bottom_area; 底部已确认
59,68.21024714108661,61.644892487988045,603000,人民网,bottom_area,2026-03-26,19.53,27.18,2026-03-23,18.7,4.438502673796801,7.27272727272727,31.199411331861665,28.145695364238403,True,-2.1053,1.3809,3,6,3,50.0,32.068164431423405,48.493150684931514,15.561497326203199,4.438502673796801,历史3/6次成功; 当前距低点4.44%; 最新日涨幅-2.11%; 状态bottom_area; 底部已确认
60,67.38746518838644,59.04083007388093,301518,长华化学,bottom_area,2026-03-26,39.4,52.76,2026-03-23,38.35,2.7379400260756115,7.953063885267267,27.312357846853676,25.322213798332072,True,-1.99,2.9833,1,3,1,33.33333333333333,55.817490494296564,55.817490494296564,17.26205997392439,2.7379400260756115,历史1/3次成功; 当前距低点2.74%; 最新日涨幅-1.99%; 状态bottom_area; 底部已确认
61,67.34010356730424,60.28467944500227,002584,西陇科学,bottom_area,2026-03-26,7.69,10.48,2026-03-23,7.4,3.9189189189189193,6.351351351351347,29.389312977099237,26.622137404580155,False,-1.5365,1.9793,2,5,2,40.0,49.24631494697527,68.08510638297875,16.081081081081084,3.9189189189189193,历史2/5次成功; 当前距低点3.92%; 最新日涨幅-1.54%; 状态bottom_area; 底部未确认
62,67.18418551351192,59.34099265105361,000676,智度股份,bottom_area,2026-03-26,7.46,9.97,2026-03-23,7.23,3.1811894882434237,6.224066390041483,27.482447342026077,25.17552657973922,False,-2.4837,1.3695,2,5,2,40.0,35.12959507660551,39.937597503900164,16.818810511756578,3.1811894882434237,历史2/5次成功; 当前距低点3.18%; 最新日涨幅-2.48%; 状态bottom_area; 底部未确认
63,66.36363176657373,57.352541388876624,603353,和顺石油,bottom_area,2026-03-26,33.86,49.0,2026-03-24,33.2,1.9879518072289053,6.957831325301189,32.24489795918367,30.897959183673468,False,-1.6841,4.5722,2,6,2,33.33333333333333,24.256656860350496,27.079174983366617,18.012048192771097,1.9879518072289053,历史2/6次成功; 当前距低点1.99%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
64,66.02691303806704,57.599748263681526,300505,川金诺,bottom_area,2026-03-26,29.91,40.98,2026-03-24,29.18,2.5017135023989048,8.224811514736116,28.794533918984865,27.01317715959004,True,-2.605,15.0648,1,3,1,33.33333333333333,39.35656836461126,39.35656836461126,17.498286497601097,2.5017135023989048,历史1/3次成功; 当前距低点2.50%; 最新日涨幅-2.60%; 状态bottom_area; 底部已确认
65,65.82823472155948,57.13880230536217,300676,华大基因,bottom_area,2026-03-26,39.02,55.07,2026-03-23,38.17,2.2268797484935847,10.400838354728842,30.68821499909206,29.14472489558743,False,-2.4012,1.0577,1,2,1,50.0,23.258538343696497,23.258538343696497,17.773120251506416,2.2268797484935847,历史1/2次成功; 当前距低点2.23%; 最新日涨幅-2.40%; 状态bottom_area; 底部未确认
66,65.47918483719307,57.94159853343886,002765,蓝黛科技,bottom_area,2026-03-26,10.07,13.66,2026-03-23,9.75,3.2820512820512846,6.256410256410251,28.62371888726208,26.281112737920935,False,-0.8858,1.4897,2,5,2,40.0,28.84234116406334,29.470802919708017,16.717948717948715,3.2820512820512846,历史2/5次成功; 当前距低点3.28%; 最新日涨幅-0.89%; 状态bottom_area; 底部未确认
67,65.09982250186583,55.129257823129805,688114,华大智造,bottom_area,2026-03-26,49.42,69.85,2026-03-23,48.99,0.8777301490100013,5.266380894060008,29.863994273443083,29.248389405869712,False,-1.6322,0.4462,2,5,2,40.0,24.08861592942264,27.745919717688572,19.12226985099,0.8777301490100013,历史2/5次成功; 当前距低点0.88%; 最新日涨幅-1.63%; 状态bottom_area; 底部未确认
