rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,82.61463457966016,77.40540705913976,300573,兴齐眼药,bottom_area,2021-07-06,118.8,2021-07-06,116.95,1.5818725951261172,9.106455750320643,32.398843930635834,False,-6.0721,5.4822,1,1,1,100.0,42.86062675283501,42.86062675283501,8.418127404873884,1.5818725951261172,历史1/1次成功; 当前距低点1.58%; 最新日涨幅-6.07%; 状态bottom_area; 底部未确认
2,81.25892615351195,77.00347116791657,601689,拓普集团,bottom_area,2021-07-06,31.92,2021-07-06,31.24,2.1766965428937364,7.714468629961589,28.62691341101212,False,-3.565,2.836,1,1,1,100.0,47.99107142857144,47.99107142857144,7.823303457106265,2.1766965428937364,历史1/1次成功; 当前距低点2.18%; 最新日涨幅-3.56%; 状态bottom_area; 底部未确认
3,80.63381809870752,76.63705040661566,600966,博汇纸业,bottom_area,2021-07-06,11.85,2021-07-05,11.58,2.3316062176165766,9.41278065630397,29.47624847746651,False,0.5942,1.72,1,1,1,100.0,15.231788079470201,15.231788079470201,7.668393782383425,2.3316062176165766,历史1/1次成功; 当前距低点2.33%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
4,79.21338540620458,74.74840128032736,601127,赛力斯,bottom_area,2021-07-06,61.54,2021-07-05,60.36,1.9549370444002647,5.533465871438044,27.9971370631039,False,-2.1777,2.498,1,1,1,100.0,22.933643771827715,22.933643771827715,8.045062955599736,1.9549370444002647,历史1/1次成功; 当前距低点1.95%; 最新日涨幅-2.18%; 状态bottom_area; 底部未确认
5,76.27760646084495,71.66256326530613,603087,甘李药业,bottom_area,2021-07-06,99.69,2021-07-06,98.0,1.7244897959183652,7.03061224489796,27.391272134548416,False,-5.0571,1.6161,1,1,1,100.0,13.733333333333325,13.733333333333325,8.275510204081634,1.7244897959183652,历史1/1次成功; 当前距低点1.72%; 最新日涨幅-5.06%; 状态bottom_area; 底部未确认
6,72.40844124553688,72.37815749762991,000612,焦作万方,bottom_area,2021-07-06,7.17,2021-06-18,6.83,4.9780380673499245,7.17423133235725,27.02991452991452,True,0.0,1.9157,1,1,1,100.0,15.581098339719038,15.581098339719038,5.021961932650076,4.9780380673499245,历史1/1次成功; 当前距低点4.98%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
7,70.24703098483795,64.83245253164557,688356,键凯科技,confirmed_rebound,2021-07-06,242.06,2021-07-06,240.16,0.7911392405063314,24.496169220519658,27.677899238112445,False,-17.2784,16.1679,1,1,1,100.0,15.625,15.625,9.20886075949367,0.7911392405063314,历史1/1次成功; 当前距低点0.79%; 最新日涨幅-17.28%; 状态confirmed_rebound; 底部未确认
8,59.93797445091132,58.74984901277585,601015,陕西黑猫,bottom_area,2021-07-06,8.95,2021-06-29,8.61,3.9488966318234597,7.084785133565635,27.28040540540541,False,0.0,0.0,1,3,1,33.33333333333333,65.6514382402707,65.6514382402707,6.05110336817654,3.9488966318234597,历史1/3次成功; 当前距低点3.95%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
