rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,97.52873669856476,85.9485272212842,300480,光力科技,bottom_area,2022-09-01,16.18,2022-08-31,15.7,3.057324840764334,7.770700636942691,29.753914988814323,True,1.5694,2.748,3,3,3,100.0,31.66251536681112,39.69465648854962,16.94267515923567,3.057324840764334,历史3/3次成功; 当前距低点3.06%; 最新日涨幅1.57%; 状态bottom_area; 底部已确认
2,96.51820735561991,85.57382796337268,001212,中旗新材,bottom_area,2022-09-01,28.68,2022-08-31,27.74,3.3886085075703,6.0562364816150085,28.72559095580679,False,2.9064,5.0428,3,3,3,100.0,42.90244817544601,82.06521739130437,16.6113914924297,3.3886085075703,历史3/3次成功; 当前距低点3.39%; 最新日涨幅2.91%; 状态bottom_area; 底部未确认
3,93.25692033764938,82.83743172477945,603185,弘元绿能,bottom_area,2022-09-01,139.32,2022-09-01,134.62,3.4913088694101835,4.969543901351952,29.065233428179997,False,3.2995,2.3211,3,3,3,100.0,29.449548102336955,43.51028702057404,16.508691130589817,3.4913088694101835,历史3/3次成功; 当前距低点3.49%; 最新日涨幅3.30%; 状态bottom_area; 底部未确认
4,92.83880329648701,79.55714331129572,688045,必易微,bottom_area,2022-09-01,59.9,2022-09-01,59.0,1.525423728813557,3.9830508474576294,28.743961352657006,False,1.1824,6.2231,1,1,1,100.0,21.048975338659265,21.048975338659265,18.474576271186443,1.525423728813557,历史1/1次成功; 当前距低点1.53%; 最新日涨幅1.18%; 状态bottom_area; 底部未确认
5,92.32663350983798,78.73955801104975,300611,美力科技,bottom_area,2022-09-01,9.62,2022-08-31,9.5,1.2631578947368338,11.789473684210519,31.70381020848311,False,-1.636,2.6969,1,1,1,100.0,35.911602209944746,35.911602209944746,18.736842105263168,1.2631578947368338,历史1/1次成功; 当前距低点1.26%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
6,90.22954842017413,76.71450249351821,688237,超卓航科,bottom_area,2022-09-01,55.4,2022-09-01,54.8,1.0948905109489078,4.72627737226278,29.015544041450784,False,-1.9295,4.9206,1,1,1,100.0,22.961574507966244,22.961574507966244,18.905109489051096,1.0948905109489078,历史1/1次成功; 当前距低点1.09%; 最新日涨幅-1.93%; 状态bottom_area; 底部未确认
7,89.25165372293831,75.29584332960856,605258,协和电子,bottom_area,2022-09-01,22.52,2022-09-01,22.37,0.6705409029950763,3.933839964237814,28.98412698412698,False,-2.1295,2.3816,1,1,1,100.0,49.971379507727534,49.971379507727534,19.329459097004925,0.6705409029950763,历史1/1次成功; 当前距低点0.67%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
8,89.01074128596983,75.95695910402172,002843,泰嘉股份,bottom_area,2022-09-01,17.98,2022-09-01,17.75,1.2957746478873262,6.873239436619712,28.829190056134728,False,-3.2293,3.12,1,1,1,100.0,31.56626506024095,31.56626506024095,18.704225352112676,1.2957746478873262,历史1/1次成功; 当前距低点1.30%; 最新日涨幅-3.23%; 状态bottom_area; 底部未确认
9,88.10364366003687,75.98356569622224,603327,福蓉科技,bottom_area,2022-09-01,17.93,2022-09-01,17.6,1.8749999999999902,3.69318181818181,30.43478260869565,False,0.5045,1.3019,2,3,2,66.66666666666666,45.01020983632018,52.609776304888165,18.12500000000001,1.8749999999999902,历史2/3次成功; 当前距低点1.87%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
10,87.64453453255135,74.3371254328139,002045,国光电器,bottom_area,2022-09-01,12.58,2022-09-01,12.46,0.9630818619582602,4.574638844301753,28.881278538812776,False,-2.5562,20.0742,2,2,2,100.0,31.73630149504698,33.77563329312426,19.03691813804174,0.9630818619582602,历史2/2次成功; 当前距低点0.96%; 最新日涨幅-2.56%; 状态bottom_area; 底部未确认
11,87.4696681842041,75.67289472572949,002801,微光股份,bottom_area,2022-09-01,28.43,2022-09-01,27.86,2.0459440057430016,4.845656855707112,27.636363636363637,False,-1.2847,1.6865,1,1,1,100.0,29.019607843137262,29.019607843137262,17.954055994257,2.0459440057430016,历史1/1次成功; 当前距低点2.05%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
12,86.96353092924849,73.76497098646036,002110,三钢闽光,bottom_area,2022-09-01,5.22,2022-08-31,5.17,0.9671179883945807,1.547388781431336,30.41722745625841,False,0.3846,0.2759,1,1,1,100.0,22.90322580645161,22.90322580645161,19.03288201160542,0.9671179883945807,历史1/1次成功; 当前距低点0.97%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
13,85.83125151367338,73.75237703165102,300707,威唐工业,bottom_area,2022-09-01,18.22,2022-09-01,17.92,1.6741071428571268,6.863839285714269,32.018209408194224,False,-3.4958,3.8386,1,1,1,100.0,24.351297405189634,24.351297405189634,18.325892857142875,1.6741071428571268,历史1/1次成功; 当前距低点1.67%; 最新日涨幅-3.50%; 状态bottom_area; 底部未确认
14,85.51201437537439,75.85099314342266,688058,宝兰德,bottom_area,2022-09-01,41.8,2022-08-31,40.42,3.414151410192962,5.0964868876793545,31.49152542372881,False,2.3256,2.3339,1,1,1,100.0,24.27558257345491,24.27558257345491,16.58584858980704,3.414151410192962,历史1/1次成功; 当前距低点3.41%; 最新日涨幅2.33%; 状态bottom_area; 底部未确认
15,83.78544639448495,70.40615068945041,002735,王子新材,bottom_area,2022-09-01,19.86,2022-09-01,19.77,0.4552352048558415,3.6924633282751667,27.18232044198895,False,-1.9259,1.7712,1,1,1,100.0,21.043478260869563,21.043478260869563,19.54476479514416,0.4552352048558415,历史1/1次成功; 当前距低点0.46%; 最新日涨幅-1.93%; 状态bottom_area; 底部未确认
16,83.20074219431689,70.15541886826536,603178,圣龙股份,bottom_area,2022-09-01,10.96,2022-09-01,10.89,0.6427915518824635,4.040404040404036,27.97619047619047,False,-0.1821,1.9891,1,1,1,100.0,21.994535519125673,21.994535519125673,19.35720844811754,0.6427915518824635,历史1/1次成功; 当前距低点0.64%; 最新日涨幅-0.18%; 状态bottom_area; 底部未确认
17,82.39209231269305,69.23771428571432,603109,神驰机电,bottom_area,2022-09-01,17.58,2022-09-01,17.5,0.45714285714284736,6.571428571428563,27.566225165562912,False,-7.6681,15.7414,1,1,1,100.0,25.00000000000001,25.00000000000001,19.542857142857155,0.45714285714284736,历史1/1次成功; 当前距低点0.46%; 最新日涨幅-7.67%; 状态bottom_area; 底部未确认
18,81.17076923076924,67.6423076923077,002350,北京科锐,bottom_area,2022-09-01,8.82,2022-09-01,8.82,0.0,8.843537414965978,28.292682926829272,False,-10.0,12.3537,1,1,1,100.0,23.07692307692308,23.07692307692308,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
19,70.03075187033384,59.589419889666594,300340,科恒股份,bottom_area,2022-09-01,12.43,2022-09-01,12.29,1.1391375101708754,3.4987794955248295,27.70588235294118,False,-1.5835,3.9206,1,3,1,33.33333333333333,42.54473161033797,42.54473161033797,18.860862489829124,1.1391375101708754,历史1/3次成功; 当前距低点1.14%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
20,69.32533339247756,57.8430552589788,688135,利扬芯片,bottom_area,2022-09-01,29.48,2022-09-01,29.46,0.06788866259334547,3.428377460964012,27.259259259259256,False,-1.6021,1.2762,1,2,1,50.0,40.41850220264317,40.41850220264317,19.932111337406656,0.06788866259334547,历史1/2次成功; 当前距低点0.07%; 最新日涨幅-1.60%; 状态bottom_area; 底部未确认
21,67.67148090415569,57.53635127565311,601798,蓝科高新,bottom_area,2022-09-01,7.38,2022-09-01,7.3,1.0958904109589052,8.9041095890411,30.805687203791475,False,-8.323,6.4652,1,2,1,50.0,21.74721189591078,21.74721189591078,18.904109589041095,1.0958904109589052,历史1/2次成功; 当前距低点1.10%; 最新日涨幅-8.32%; 状态bottom_area; 底部未确认
22,67.42490254417525,58.17853832794739,688355,明志科技,bottom_area,2022-09-01,23.57,2022-09-01,23.13,1.9022913964548263,12.40812797233031,30.498798076923084,False,-10.0725,15.5519,1,2,1,50.0,35.08474576271185,35.08474576271185,18.097708603545176,1.9022913964548263,历史1/2次成功; 当前距低点1.90%; 最新日涨幅-10.07%; 状态bottom_area; 底部未确认
