rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.73774870714799,75.75349232065325,300409,道氏技术,bottom_area,2022-01-19,22.4,2022-01-14,21.84,2.564102564102558,6.822344322344315,29.910141206675227,False,-2.2688,2.8586,1,1,1,100.0,35.80454928390903,35.80454928390903,17.435897435897445,2.564102564102558,历史1/1次成功; 当前距低点2.56%; 最新日涨幅-2.27%; 状态bottom_area; 底部未确认
2,84.7148087886503,74.15588127963031,688317,之江生物,bottom_area,2022-01-19,57.28,2022-01-19,55.78,2.689135891000358,5.754750806740769,29.712701612903224,False,-3.5528,10.6509,1,1,1,100.0,38.96296296296296,38.96296296296296,17.310864108999642,2.689135891000358,历史1/1次成功; 当前距低点2.69%; 最新日涨幅-3.55%; 状态bottom_area; 底部未确认
3,81.59072686281601,73.59211512484204,601126,四方股份,bottom_area,2022-01-19,18.07,2022-01-11,17.32,4.330254041570439,9.69976905311778,30.21756647864625,True,-3.369,2.9958,1,1,1,100.0,46.85534591194968,46.85534591194968,15.669745958429562,4.330254041570439,历史1/1次成功; 当前距低点4.33%; 最新日涨幅-3.37%; 状态bottom_area; 底部已确认
4,77.39312191852012,69.12120065108984,688075,安旭生物,bottom_area,2022-01-19,227.32,2022-01-19,219.02,3.7896082549538774,11.514930143365902,27.6588717135685,False,-3.678,11.7768,1,1,1,100.0,25.384448776261635,25.384448776261635,16.210391745046124,3.7896082549538774,历史1/1次成功; 当前距低点3.79%; 最新日涨幅-3.68%; 状态bottom_area; 底部未确认
5,72.02664180108651,61.98741573458999,300421,力星股份,bottom_area,2022-01-19,16.77,2022-01-19,16.48,1.7597087378640723,2.7912621359223353,27.400881057268716,False,-0.1786,2.087,1,2,1,50.0,43.59974009096816,43.59974009096816,18.24029126213593,1.7597087378640723,历史1/2次成功; 当前距低点1.76%; 最新日涨幅-0.18%; 状态bottom_area; 底部未确认
6,70.68264116552919,62.51837589137441,601778,晶科科技,bottom_area,2022-01-19,7.29,2022-01-17,7.06,3.257790368271961,4.107648725212465,27.58974358974359,False,0.5517,1.623,1,2,1,50.0,42.344827586206904,42.344827586206904,16.742209631728038,3.257790368271961,历史1/2次成功; 当前距低点3.26%; 最新日涨幅0.55%; 状态bottom_area; 底部未确认
7,66.52143555931913,59.20486862800283,300484,蓝海华腾,bottom_area,2022-01-19,14.97,2022-01-10,14.45,3.5986159169550267,5.813148788927335,29.580896686159846,False,0.3351,1.6614,1,2,1,50.0,28.708133971291865,28.708133971291865,16.401384083044974,3.5986159169550267,历史1/2次成功; 当前距低点3.60%; 最新日涨幅0.34%; 状态bottom_area; 底部未确认
