rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.51044372707139,78.26527024783758,300677,英科医疗,bottom_area,2021-06-11,100.6,2021-06-11,99.02,1.5956372450010081,3.352858008483142,32.57983250493635,False,0.4995,6.044,1,1,1,100.0,14.964103045375621,14.964103045375621,8.404362754998992,1.5956372450010081,历史1/1次成功; 当前距低点1.60%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
2,81.62961271645685,76.56977044215436,605268,王力安防,bottom_area,2021-06-11,14.24,2021-05-20,14.01,1.6416845110635292,8.279800142755175,29.349470499243562,True,-0.0702,3.075,1,1,1,100.0,19.692532942898985,19.692532942898985,8.358315488936471,1.6416845110635292,历史1/1次成功; 当前距低点1.64%; 最新日涨幅-0.07%; 状态bottom_area; 底部已确认
3,73.60689146915689,71.64519967923013,300696,爱乐达,bottom_area,2021-06-11,38.75,2021-06-04,37.41,3.581929965249943,9.035017375033421,29.38844847112118,True,-2.8822,1.2277,1,1,1,100.0,17.0,17.0,6.418070034750058,3.581929965249943,历史1/1次成功; 当前距低点3.58%; 最新日涨幅-2.88%; 状态bottom_area; 底部已确认
4,66.17148309662991,65.3566849838729,688316,青云科技,confirmed_rebound,2021-06-11,79.41,2021-06-08,76.1,4.34954007884363,13.77135348226019,28.336001506733215,True,-6.2124,12.1798,1,1,1,100.0,13.030303030303022,13.030303030303022,5.65045992115637,4.34954007884363,历史1/1次成功; 当前距低点4.35%; 最新日涨幅-6.21%; 状态confirmed_rebound; 底部已确认
