rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.31068842290611,85.9485064913095,600009,上海机场,bottom_area,2023-10-24,35.25,2023-10-23,34.36,2.5902211874272427,2.619324796274734,29.777232781524628,False,1.9375,0.4179,4,4,4,100.0,18.4634989174387,27.704918032786885,5.409778812572758,2.5902211874272427,历史4/4次成功; 当前距低点2.59%; 最新日涨幅1.94%; 状态bottom_area; 底部未确认
12,83.19494762712594,81.03699927387848,000977,浪潮信息,bottom_area,2023-10-24,28.45,2023-10-23,27.72,2.633477633477635,6.782106782106792,28.13067150635209,False,0.5656,4.8969,3,3,3,100.0,9.25445310864232,10.985371239304456,5.366522366522365,2.633477633477635,历史3/3次成功; 当前距低点2.63%; 最新日涨幅0.57%; 状态bottom_area; 底部未确认
13,83.15677397199845,81.94722089604211,600202,哈空调,bottom_area,2023-10-24,5.42,2023-10-23,5.25,3.2380952380952364,4.3809523809523885,30.0,False,2.6515,3.2074,3,3,3,100.0,21.559559348920644,41.50485436893204,4.761904761904764,3.2380952380952364,历史3/3次成功; 当前距低点3.24%; 最新日涨幅2.65%; 状态bottom_area; 底部未确认
14,82.99878795048093,80.10213824789486,300713,英可瑞,bottom_area,2023-10-24,18.03,2023-10-24,17.65,2.1529745042493063,3.286118980169982,27.066115702479344,False,1.6347,4.8554,2,2,2,100.0,15.004946868727224,19.819819819819813,5.847025495750693,2.1529745042493063,历史2/2次成功; 当前距低点2.15%; 最新日涨幅1.63%; 状态bottom_area; 底部未确认
15,82.88095800295874,82.54905093804723,300620,光库科技,bottom_area,2023-10-24,38.6,2023-10-24,37.19,3.7913417585372513,5.539123420274274,28.273866923818712,False,2.1705,3.7392,6,6,6,100.0,14.91026961028043,22.444343480236245,4.208658241462749,3.7913417585372513,历史6/6次成功; 当前距低点3.79%; 最新日涨幅2.17%; 状态bottom_area; 底部未确认
16,82.64132582943313,81.1828824672151,002333,罗普斯金,bottom_area,2023-10-24,5.7,2023-10-23,5.53,3.0741410488245915,3.4358047016274775,32.64311814859927,False,2.1505,1.975,2,2,2,100.0,32.10711859427502,46.728971962616825,4.9258589511754085,3.0741410488245915,历史2/2次成功; 当前距低点3.07%; 最新日涨幅2.15%; 状态bottom_area; 底部未确认
17,82.50726779484371,79.88899089674698,603326,我乐家居,bottom_area,2023-10-24,10.13,2023-10-23,9.9,2.3232323232323275,3.232323232323235,30.76923076923077,False,1.7068,2.8347,2,2,2,100.0,15.946024697401477,20.141843971631218,5.676767676767673,2.3232323232323275,历史2/2次成功; 当前距低点2.32%; 最新日涨幅1.71%; 状态bottom_area; 底部未确认
18,82.30919652976281,79.77129883703253,600004,白云机场,bottom_area,2023-10-24,10.36,2023-10-23,10.12,2.371541501976287,2.6679841897233336,31.38983050847458,False,1.6683,0.4942,1,1,1,100.0,32.57211538461537,32.57211538461537,5.628458498023713,2.371541501976287,历史1/1次成功; 当前距低点2.37%; 最新日涨幅1.67%; 状态bottom_area; 底部未确认
19,81.97470526512558,82.58422308957583,300437,清水源,bottom_area,2023-10-24,12.14,2023-10-23,11.63,4.385210662080823,5.67497850386929,30.69129916567342,False,3.5836,1.879,6,6,6,100.0,22.379050532903687,30.330330330330323,3.6147893379191776,4.385210662080823,历史6/6次成功; 当前距低点4.39%; 最新日涨幅3.58%; 状态bottom_area; 底部未确认
20,81.62521955276213,79.21440498075218,603025,大豪科技,bottom_area,2023-10-24,11.75,2023-10-23,11.47,2.4411508282475967,4.3591979075850045,32.96317942723553,False,1.6436,0.5942,2,2,2,100.0,13.76467133955222,13.87573964497043,5.558849171752403,2.4411508282475967,历史2/2次成功; 当前距低点2.44%; 最新日涨幅1.64%; 状态bottom_area; 底部未确认
21,81.35489095123816,79.59883857923933,601111,中国国航,bottom_area,2023-10-24,7.18,2023-10-23,6.98,2.8653295128939726,4.011461318051566,27.291666666666657,False,1.844,0.6676,2,2,2,100.0,21.03112832600846,30.97913322632423,5.134670487106027,2.8653295128939726,历史2/2次成功; 当前距低点2.87%; 最新日涨幅1.84%; 状态bottom_area; 底部未确认
22,81.13572346137327,78.02849655545046,300486,东杰智能,bottom_area,2023-10-24,6.73,2023-10-24,6.6,1.9696969696969817,3.1818181818181817,30.453108535300323,False,0.2981,2.4608,1,1,1,100.0,18.276374442793454,18.276374442793454,6.030303030303019,1.9696969696969817,历史1/1次成功; 当前距低点1.97%; 最新日涨幅0.30%; 状态bottom_area; 底部未确认
23,81.11706882813779,80.46994757868,688103,国力电子,bottom_area,2023-10-24,45.96,2023-10-24,44.37,3.5835023664638346,5.04845616407483,31.738461538461543,False,2.6351,1.3635,2,2,2,100.0,34.51791921622336,57.609964966913196,4.416497633536165,3.5835023664638346,历史2/2次成功; 当前距低点3.58%; 最新日涨幅2.64%; 状态bottom_area; 底部未确认
24,80.82964595595654,79.5311777478287,601155,新城控股,bottom_area,2023-10-24,11.76,2023-10-20,11.4,3.1578947368421004,4.73684210526315,27.06333973128599,False,2.0833,0.6182,2,2,2,100.0,24.2536438055306,24.642857142857142,4.8421052631579,3.1578947368421004,历史2/2次成功; 当前距低点3.16%; 最新日涨幅2.08%; 状态bottom_area; 底部未确认
25,80.4801510138598,76.96652330763247,002135,东南网架,bottom_area,2023-10-24,5.45,2023-10-23,5.36,1.6791044776119375,3.358208955223875,27.074829931972783,False,1.1132,0.8152,1,1,1,100.0,9.004739336492895,9.004739336492895,6.320895522388062,1.6791044776119375,历史1/1次成功; 当前距低点1.68%; 最新日涨幅1.11%; 状态bottom_area; 底部未确认
26,80.45860720410371,77.14474906100244,601156,东航物流,bottom_area,2023-10-24,11.23,2023-10-23,11.03,1.8132366273798828,2.5385312783318326,32.33128834355829,False,1.3538,0.456,1,1,1,100.0,11.607142857142852,11.607142857142852,6.186763372620117,1.8132366273798828,历史1/1次成功; 当前距低点1.81%; 最新日涨幅1.35%; 状态bottom_area; 底部未确认
27,80.33964492284093,77.76160260233124,000966,长源电力,bottom_area,2023-10-24,4.44,2023-10-24,4.34,2.3041474654378002,2.5345622119815743,27.424749163879607,False,1.6018,0.8482,1,1,1,100.0,20.94117647058823,20.94117647058823,5.6958525345622,2.3041474654378002,历史1/1次成功; 当前距低点2.30%; 最新日涨幅1.60%; 状态bottom_area; 底部未确认
28,80.30669448952044,81.07061072723288,300502,新易盛,confirmed_rebound,2023-10-24,33.96,2023-10-23,32.5,4.492307692307695,10.553846153846152,31.62213338943825,True,1.6462,7.1722,3,3,3,100.0,33.242324009109716,34.5909668057319,3.5076923076923054,4.492307692307695,历史3/3次成功; 当前距低点4.49%; 最新日涨幅1.65%; 状态confirmed_rebound; 底部已确认
29,80.17297999862943,80.59292782176199,688320,禾川科技,bottom_area,2023-10-24,33.93,2023-10-23,32.54,4.271665642286418,7.09895513214506,29.199303742384686,True,2.5385,2.3876,3,3,3,100.0,17.754438097715198,33.54902936784469,3.728334357713582,4.271665642286418,历史3/3次成功; 当前距低点4.27%; 最新日涨幅2.54%; 状态bottom_area; 底部已确认
30,80.17240721814255,78.10305301604541,001322,箭牌家居,bottom_area,2023-10-24,12.44,2023-10-23,12.12,2.640264026402643,3.3003300330033034,30.74285714285715,False,2.2186,2.6097,1,1,1,100.0,26.897069872276486,26.897069872276486,5.359735973597357,2.640264026402643,历史1/1次成功; 当前距低点2.64%; 最新日涨幅2.22%; 状态bottom_area; 底部未确认
31,79.95645559561481,76.66676973888902,002049,紫光国微,bottom_area,2023-10-24,71.78,2023-10-24,70.5,1.8156028368794344,3.1631205673758918,27.003520397597846,False,1.1698,1.2301,1,1,1,100.0,9.066366704161965,9.066366704161965,6.184397163120566,1.8156028368794344,历史1/1次成功; 当前距低点1.82%; 最新日涨幅1.17%; 状态bottom_area; 底部未确认
32,79.90848110183906,76.89306672063758,002366,融发核电,bottom_area,2023-10-24,5.1,2023-10-23,5.0,1.9999999999999927,3.5999999999999943,28.469241773962807,False,1.5936,0.9426,3,4,3,75.0,16.710036132459983,25.0,6.000000000000007,1.9999999999999927,历史3/4次成功; 当前距低点2.00%; 最新日涨幅1.59%; 状态bottom_area; 底部未确认
33,79.72665965106413,76.86845240664793,000729,燕京啤酒,bottom_area,2023-10-24,9.23,2023-10-24,9.04,2.101769911504439,2.765486725663717,32.28464419475656,False,1.2061,0.4091,1,1,1,100.0,13.658536585365852,13.658536585365852,5.898230088495561,2.101769911504439,历史1/1次成功; 当前距低点2.10%; 最新日涨幅1.21%; 状态bottom_area; 底部未确认
34,79.57241531840228,79.46033021784312,002069,獐子岛,bottom_area,2023-10-24,3.97,2023-10-23,3.82,3.926701570680638,4.712041884816758,32.50883392226149,False,3.1169,0.9142,3,3,3,100.0,16.6301602096504,30.967741935483854,4.073298429319363,3.926701570680638,历史3/3次成功; 当前距低点3.93%; 最新日涨幅3.12%; 状态bottom_area; 底部未确认
35,78.84714361119687,77.82736867912965,603098,森特股份,bottom_area,2023-10-24,16.79,2023-10-23,16.25,3.3230769230769175,5.35384615384616,29.835924006908463,False,2.6911,0.412,1,1,1,100.0,33.78486055776891,33.78486055776891,4.6769230769230825,3.3230769230769175,历史1/1次成功; 当前距低点3.32%; 最新日涨幅2.69%; 状态bottom_area; 底部未确认
36,78.7467433330707,78.96773869346735,000663,永安林业,bottom_area,2023-10-24,8.29,2023-10-23,7.96,4.14572864321607,4.773869346733667,29.99120492524186,False,3.625,1.6353,1,1,1,100.0,50.39215686274511,50.39215686274511,3.85427135678393,4.14572864321607,历史1/1次成功; 当前距低点4.15%; 最新日涨幅3.62%; 状态bottom_area; 底部未确认
37,78.68416007784799,77.7662632007247,600408,安泰集团,bottom_area,2023-10-24,2.44,2023-10-23,2.36,3.3898305084745797,3.8135593220339112,30.99415204678363,False,2.0921,1.8375,2,2,2,100.0,17.60793957014374,21.457489878542503,4.61016949152542,3.3898305084745797,历史2/2次成功; 当前距低点3.39%; 最新日涨幅2.09%; 状态bottom_area; 底部未确认
38,78.58380019569067,77.99027789523504,688101,三达膜,bottom_area,2023-10-24,12.93,2023-10-23,12.48,3.605769230769225,4.246794871794866,27.77777777777778,False,2.864,0.3536,2,2,2,100.0,21.459310437574597,33.755274261603375,4.394230769230775,3.605769230769225,历史2/2次成功; 当前距低点3.61%; 最新日涨幅2.86%; 状态bottom_area; 底部未确认
39,78.24416807314746,77.04136877597212,603191,望变电气,bottom_area,2023-10-24,14.86,2023-10-23,14.4,3.194444444444438,4.374999999999993,31.656383483626012,False,2.2008,2.0315,2,2,2,100.0,11.315602738201239,13.281249999999995,4.8055555555555625,3.194444444444438,历史2/2次成功; 当前距低点3.19%; 最新日涨幅2.20%; 状态bottom_area; 底部未确认
40,77.87429171231324,76.93206189882918,002314,南山控股,bottom_area,2023-10-24,3.07,2023-10-19,2.97,3.3670033670033552,3.7037037037036993,28.087167070217912,False,3.0201,1.2927,2,2,2,100.0,12.843169761273208,13.750000000000004,4.632996632996645,3.3670033670033552,历史2/2次成功; 当前距低点3.37%; 最新日涨幅3.02%; 状态bottom_area; 底部未确认
41,77.47912639885135,77.13497037022157,002708,光洋股份,bottom_area,2023-10-24,7.71,2023-10-23,7.43,3.7685060565275945,5.652759084791385,29.439696106362774,False,3.2129,10.0287,1,1,1,100.0,35.522388059701484,35.522388059701484,4.2314939434724055,3.7685060565275945,历史1/1次成功; 当前距低点3.77%; 最新日涨幅3.21%; 状态bottom_area; 底部未确认
42,76.95676720994337,77.01687240762574,688256,寒武纪,confirmed_rebound,2023-10-24,108.66,2023-10-24,104.44,4.04059747223286,8.196093450785142,28.952380952380953,False,0.2029,6.3722,3,3,3,100.0,15.104487335035765,23.298969072164944,3.9594025277671405,4.04059747223286,历史3/3次成功; 当前距低点4.04%; 最新日涨幅0.20%; 状态confirmed_rebound; 底部未确认
43,76.47472518239475,75.34976217431222,600032,浙江新能,bottom_area,2023-10-24,9.27,2023-10-24,8.98,3.2293986636970953,3.563474387527843,32.784431137724546,False,2.8857,1.785,1,1,1,100.0,19.31608133086876,19.31608133086876,4.770601336302905,3.2293986636970953,历史1/1次成功; 当前距低点3.23%; 最新日涨幅2.89%; 状态bottom_area; 底部未确认
44,76.44938067923405,76.1770496180375,000688,国城矿业,bottom_area,2023-10-24,10.07,2023-10-23,9.7,3.8144329896907325,5.05154639175258,28.148148148148156,False,2.8601,0.4036,1,1,1,100.0,30.935251798561143,30.935251798561143,4.185567010309268,3.8144329896907325,历史1/1次成功; 当前距低点3.81%; 最新日涨幅2.86%; 状态bottom_area; 底部未确认
45,76.27878115080563,74.6286430172946,000721,西安饮食,bottom_area,2023-10-24,10.42,2023-10-23,10.13,2.86278381046396,5.5281342546890295,30.521262002743477,False,2.0568,3.353,3,4,3,75.0,15.111774758884062,20.485175202156327,5.137216189536041,2.86278381046396,历史3/4次成功; 当前距低点2.86%; 最新日涨幅2.06%; 状态bottom_area; 底部未确认
46,75.77378855696219,74.88984287062041,000006,深振业A,bottom_area,2023-10-24,4.27,2023-10-23,4.13,3.3898305084745686,4.1162227602905554,32.295081967213115,False,2.6442,1.0361,1,1,1,100.0,18.809980806142043,18.809980806142043,4.610169491525432,3.3898305084745686,历史1/1次成功; 当前距低点3.39%; 最新日涨幅2.64%; 状态bottom_area; 底部未确认
47,75.49024442866114,75.71578079699259,000014,沙河股份,bottom_area,2023-10-24,11.28,2023-10-23,10.83,4.155124653739605,4.524469067405358,31.671924290220822,False,3.2967,2.7445,2,2,2,100.0,15.964865631822029,20.605355064027936,3.844875346260395,4.155124653739605,历史2/2次成功; 当前距低点4.16%; 最新日涨幅3.30%; 状态bottom_area; 底部未确认
48,75.14134988413157,74.96715235169611,000560,我爱我家,bottom_area,2023-10-24,2.41,2023-10-23,2.32,3.8793103448275996,3.8793103448275996,32.55813953488372,False,2.5532,2.1638,2,2,2,100.0,8.559031924209851,8.679245283018867,4.1206896551724,3.8793103448275996,历史2/2次成功; 当前距低点3.88%; 最新日涨幅2.55%; 状态bottom_area; 底部未确认
49,75.12606097012163,75.71605621334247,002798,帝欧水华,bottom_area,2023-10-24,6.16,2023-10-23,5.9,4.406779661016945,5.0847457627118615,27.96092796092795,False,3.3557,1.4784,2,2,2,100.0,19.05114967989845,29.776674937965264,3.5932203389830546,4.406779661016945,历史2/2次成功; 当前距低点4.41%; 最新日涨幅3.36%; 状态bottom_area; 底部未确认
50,75.11063812524384,74.68387313589585,000524,岭南控股,bottom_area,2023-10-24,8.12,2023-10-23,7.83,3.703703703703693,3.9591315453384484,30.089285714285708,False,3.0457,0.8012,1,1,1,100.0,21.550094517958406,21.550094517958406,4.296296296296307,3.703703703703693,历史1/1次成功; 当前距低点3.70%; 最新日涨幅3.05%; 状态bottom_area; 底部未确认
51,75.09080489635265,74.1047220221501,600428,中远海特,bottom_area,2023-10-24,4.99,2023-10-23,4.83,3.312629399585924,3.726708074534155,27.0392749244713,False,2.4641,0.8435,1,1,1,100.0,13.642564802182811,13.642564802182811,4.687370600414075,3.312629399585924,历史1/1次成功; 当前距低点3.31%; 最新日涨幅2.46%; 状态bottom_area; 底部未确认
52,74.91804929717733,74.06961551940955,600097,开创国际,bottom_area,2023-10-24,8.8,2023-10-23,8.51,3.407755581668636,3.995299647473559,27.574468085106385,False,1.6166,0.6294,1,1,1,100.0,14.619883040935672,14.619883040935672,4.592244418331364,3.407755581668636,历史1/1次成功; 当前距低点3.41%; 最新日涨幅1.62%; 状态bottom_area; 底部未确认
53,74.65301159844078,73.59520151531098,002828,贝肯能源,bottom_area,2023-10-24,11.41,2023-10-24,11.05,3.2579185520361937,5.429864253393662,27.206851119894594,False,1.4222,15.0072,1,1,1,100.0,10.232558139534893,10.232558139534893,4.742081447963806,3.2579185520361937,历史1/1次成功; 当前距低点3.26%; 最新日涨幅1.42%; 状态bottom_area; 底部未确认
54,74.62451647252003,73.83692263112141,600103,青山纸业,bottom_area,2023-10-24,2.4,2023-10-23,2.32,3.448275862068969,3.448275862068969,29.6969696969697,False,2.1277,1.0536,1,1,1,100.0,13.865546218487399,13.865546218487399,4.551724137931031,3.448275862068969,历史1/1次成功; 当前距低点3.45%; 最新日涨幅2.13%; 状态bottom_area; 底部未确认
55,74.3139975320088,73.70888055879273,300570,太辰光,bottom_area,2023-10-24,32.45,2023-10-23,31.33,3.5748483881264113,6.511330992658791,32.44933160845193,False,2.1404,8.8629,1,1,1,100.0,14.728682170542637,14.728682170542637,4.425151611873589,3.5748483881264113,历史1/1次成功; 当前距低点3.57%; 最新日涨幅2.14%; 状态bottom_area; 底部未确认
56,74.21311056025115,74.25653543477439,002703,浙江世宝,bottom_area,2023-10-24,13.68,2023-10-23,13.15,4.030418250950565,6.311787072243346,28.91891891891892,False,2.6257,5.2073,1,1,1,100.0,23.257467994310083,23.257467994310083,3.9695817490494347,4.030418250950565,历史1/1次成功; 当前距低点4.03%; 最新日涨幅2.63%; 状态bottom_area; 底部未确认
57,74.12527582505825,73.14961508784835,300418,昆仑万维,bottom_area,2023-10-24,29.33,2023-10-23,28.39,3.3110250088059097,6.868615709756954,29.29016189290162,False,2.1595,5.7116,1,1,1,100.0,8.487914558740876,8.487914558740876,4.68897499119409,3.3110250088059097,历史1/1次成功; 当前距低点3.31%; 最新日涨幅2.16%; 状态bottom_area; 底部未确认
58,73.74533147558459,72.98376178736858,000701,厦门信达,bottom_area,2023-10-24,5.98,2023-10-23,5.78,3.4602076124567507,3.979238754325251,27.4780426599749,False,2.5729,1.7944,1,1,1,100.0,9.424920127795525,9.424920127795525,4.539792387543249,3.4602076124567507,历史1/1次成功; 当前距低点3.46%; 最新日涨幅2.57%; 状态bottom_area; 底部未确认
59,72.98314405576184,72.67372093023256,600280,中央商场,bottom_area,2023-10-24,3.57,2023-10-23,3.44,3.7790697674418574,4.069767441860469,27.57894736842105,False,3.4783,2.3837,1,1,1,100.0,11.666666666666671,11.666666666666671,4.220930232558143,3.7790697674418574,历史1/1次成功; 当前距低点3.78%; 最新日涨幅3.48%; 状态bottom_area; 底部未确认
60,72.96272177992027,73.01503105590062,000965,天保基建,bottom_area,2023-10-24,3.35,2023-10-23,3.22,4.037267080745338,4.037267080745338,29.8474945533769,False,3.3951,1.9376,1,1,1,100.0,16.666666666666664,16.666666666666664,3.962732919254662,4.037267080745338,历史1/1次成功; 当前距低点4.04%; 最新日涨幅3.40%; 状态bottom_area; 底部未确认
61,72.89995755154095,72.68189428294465,301371,敷尔佳,bottom_area,2023-10-24,41.33,2023-10-23,39.8,3.8442211055276414,4.221105527638191,27.252787424602452,False,3.0673,4.4095,1,1,1,100.0,12.50923872875093,12.50923872875093,4.155778894472359,3.8442211055276414,历史1/1次成功; 当前距低点3.84%; 最新日涨幅3.07%; 状态bottom_area; 底部未确认
62,72.82616387623978,68.2663058757849,300750,宁德时代,bottom_area,2023-10-24,176.42,2023-10-24,175.3,0.6389047347404313,2.224757558471179,28.143958025905885,False,-0.4739,0.6262,1,1,1,100.0,11.790369198887497,11.790369198887497,7.36109526525957,0.6389047347404313,历史1/1次成功; 当前距低点0.64%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
63,72.25230129437452,70.61451916910781,300353,东土科技,bottom_area,2023-10-24,9.52,2023-10-24,9.26,2.8077753779697603,7.235421166306695,27.372549019607845,False,-4.7047,5.6868,1,1,1,100.0,21.377672209026137,21.377672209026137,5.19222462203024,2.8077753779697603,历史1/1次成功; 当前距低点2.81%; 最新日涨幅-4.70%; 状态bottom_area; 底部未确认
64,72.01090016918451,73.04937207887727,002767,先锋电子,bottom_area,2023-10-24,14.35,2023-10-23,13.7,4.744525547445258,5.109489051094899,31.670822942643394,False,3.9855,4.1072,2,2,2,100.0,8.854249070174514,9.063444108761324,3.255474452554742,4.744525547445258,历史2/2次成功; 当前距低点4.74%; 最新日涨幅3.99%; 状态bottom_area; 底部未确认
65,70.69850729111609,69.22177606832516,000428,华天酒店,bottom_area,2023-10-24,3.9,2023-10-23,3.79,2.9023746701846935,3.43007915567282,32.32142857142857,False,2.3622,1.3007,2,3,2,66.66666666666666,21.25012714881498,28.045977011494273,5.097625329815307,2.9023746701846935,历史2/3次成功; 当前距低点2.90%; 最新日涨幅2.36%; 状态bottom_area; 底部未确认
66,70.27949028704943,71.06962997987706,600078,澄星股份,bottom_area,2023-10-24,6.62,2023-10-24,6.33,4.58135860979463,6.161137440758289,30.592105263157887,False,3.2761,0.8676,1,1,1,100.0,12.877030162413009,12.877030162413009,3.4186413902053703,4.58135860979463,历史1/1次成功; 当前距低点4.58%; 最新日涨幅3.28%; 状态bottom_area; 底部未确认
67,70.20032083983506,70.81594223588844,002853,皮阿诺,bottom_area,2023-10-24,14.54,2023-10-23,13.92,4.454022988505741,4.885057471264366,30.050251256281403,False,3.8571,0.7395,1,1,1,100.0,9.952229299363056,9.952229299363056,3.5459770114942586,4.454022988505741,历史1/1次成功; 当前距低点4.45%; 最新日涨幅3.86%; 状态bottom_area; 底部未确认
68,67.02453785153551,67.27739248099428,000799,酒鬼酒,bottom_area,2023-10-24,74.5,2023-10-20,71.5,4.195804195804196,6.853146853146861,27.704752275025278,False,-1.1936,1.9363,1,1,1,100.0,10.235623910902333,10.235623910902333,3.804195804195804,4.195804195804196,历史1/1次成功; 当前距低点4.20%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
69,65.55762839438223,65.4176974906589,002068,黑猫股份,bottom_area,2023-10-24,9.35,2023-10-23,9.0,3.888888888888885,5.666666666666664,27.594529364440866,False,3.0871,1.7143,2,3,2,66.66666666666666,12.89084672397248,15.184678522571824,4.111111111111115,3.888888888888885,历史2/3次成功; 当前距低点3.89%; 最新日涨幅3.09%; 状态bottom_area; 底部未确认
70,62.687703098687805,63.515858456245866,300378,鼎捷数智,bottom_area,2023-10-24,19.45,2023-10-23,18.58,4.682454251883752,7.481162540365989,27.619789637709403,False,2.9101,5.6337,2,3,2,66.66666666666666,12.393481096097632,14.878892733564003,3.3175457481162485,4.682454251883752,历史2/3次成功; 当前距低点4.68%; 最新日涨幅2.91%; 状态bottom_area; 底部未确认
71,57.32292815311453,57.00350463978282,002312,川发龙蟒,bottom_area,2023-10-24,6.71,2023-10-23,6.47,3.7094281298299876,4.17310664605874,27.13963963963965,False,2.5994,0.8887,1,2,1,50.0,18.231186966640802,18.231186966640802,4.290571870170012,3.7094281298299876,历史1/2次成功; 当前距低点3.71%; 最新日涨幅2.60%; 状态bottom_area; 底部未确认
