rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.22455132180004,85.67640998332362,000065,北方国际,bottom_area,2024-07-26,9.4,2024-07-25,9.19,2.285092491838965,3.69967355821545,30.641509433962266,False,1.2931,0.7224,3,3,3,100.0,29.926993896325044,41.48061104582843,7.714907508161035,2.285092491838965,历史3/3次成功; 当前距低点2.29%; 最新日涨幅1.29%; 状态bottom_area; 底部未确认
2,89.5479251932726,84.39071484182759,002545,东方铁塔,bottom_area,2024-07-26,5.94,2024-07-25,5.83,1.8867924528301943,2.2298456260720396,29.247572815533985,False,1.1925,0.5872,3,3,3,100.0,18.132266850969987,28.468653648509758,8.113207547169807,1.8867924528301943,历史3/3次成功; 当前距低点1.89%; 最新日涨幅1.19%; 状态bottom_area; 底部未确认
3,89.25406699149262,85.2672210992911,603368,柳药集团,bottom_area,2024-07-26,16.96,2024-07-25,16.53,2.6013309134906213,2.7223230490018104,31.410788381742737,False,1.3142,0.862,3,3,3,100.0,31.603524634675978,42.85714285714285,7.398669086509379,2.6013309134906213,历史3/3次成功; 当前距低点2.60%; 最新日涨幅1.31%; 状态bottom_area; 底部未确认
4,88.64672262092863,83.77877862595422,002687,乔治白,bottom_area,2024-07-26,4.01,2024-07-25,3.93,2.035623409669202,2.5445292620865163,32.82051282051282,False,0.5013,0.5281,1,1,1,100.0,64.00000000000001,64.00000000000001,7.964376590330799,2.035623409669202,历史1/1次成功; 当前距低点2.04%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
5,87.14255470043986,80.836464049461,600970,中材国际,bottom_area,2024-07-26,9.55,2024-07-25,9.45,1.0582010582010732,2.222222222222231,30.206794682422455,False,0.4206,0.5342,1,1,1,100.0,22.19979818365287,22.19979818365287,8.941798941798927,1.0582010582010732,历史1/1次成功; 当前距低点1.06%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
6,86.94164119566335,84.21914906574357,601666,平煤股份,bottom_area,2024-07-26,9.93,2024-07-25,9.61,3.3298647242455806,5.411030176899078,29.597069597069602,False,2.5826,0.9191,4,4,4,100.0,18.23247654313697,27.30923694779115,6.67013527575442,3.3298647242455806,历史4/4次成功; 当前距低点3.33%; 最新日涨幅2.58%; 状态bottom_area; 底部未确认
7,86.60924477319097,83.2392352489423,002246,北化股份,bottom_area,2024-07-26,7.41,2024-07-25,7.2,2.916666666666666,4.027777777777778,31.882686849574267,False,2.0661,1.5735,3,3,3,100.0,24.565780908291877,31.992687385740403,7.083333333333335,2.916666666666666,历史3/3次成功; 当前距低点2.92%; 最新日涨幅2.07%; 状态bottom_area; 底部未确认
8,86.26445833087803,83.25986326522008,601886,江河集团,bottom_area,2024-07-26,4.6,2024-07-25,4.46,3.1390134529147913,3.8116591928251107,29.54186413902054,False,0.6565,0.5698,3,3,3,100.0,27.40222547239673,33.5540838852097,6.86098654708521,3.1390134529147913,历史3/3次成功; 当前距低点3.14%; 最新日涨幅0.66%; 状态bottom_area; 底部未确认
9,85.52138041733545,80.33142857142856,300469,信息发展,bottom_area,2024-07-26,12.46,2024-07-26,12.25,1.7142857142857213,3.5918367346938735,28.944315545243615,False,-0.7962,9.5292,1,1,1,100.0,52.431476569407586,52.431476569407586,8.28571428571428,1.7142857142857213,历史1/1次成功; 当前距低点1.71%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
10,85.47743056045256,82.7444145888394,000789,万年青,bottom_area,2024-07-26,4.39,2024-07-09,4.25,3.2941176470588163,7.2941176470588145,29.752066115702476,True,1.1521,0.3801,2,2,2,100.0,34.00539152759949,47.599999999999994,6.705882352941184,3.2941176470588163,历史2/2次成功; 当前距低点3.29%; 最新日涨幅1.15%; 状态bottom_area; 底部已确认
11,85.01413237814,80.9294838983641,001203,大中矿业,bottom_area,2024-07-26,8.48,2024-07-25,8.28,2.4154589371980806,3.260869565217408,28.80481513327602,False,1.5569,0.2991,2,2,2,100.0,22.670592877288865,29.46341463414634,7.58454106280192,2.4154589371980806,历史2/2次成功; 当前距低点2.42%; 最新日涨幅1.56%; 状态bottom_area; 底部未确认
12,84.39800246267446,81.87718557558061,603209,兴通股份,bottom_area,2024-07-26,12.44,2024-07-25,12.03,3.408146300914382,4.571903574397346,28.093245666467432,False,0.0805,0.6395,3,3,3,100.0,23.267522267018258,26.115859449192786,6.591853699085617,3.408146300914382,历史3/3次成功; 当前距低点3.41%; 最新日涨幅0.08%; 状态bottom_area; 底部未确认
13,82.69783901259491,79.6899666542002,688188,柏楚电子,bottom_area,2024-07-26,141.0,2024-07-25,136.82,3.0551089022072846,4.64844321005702,32.58438038925844,False,0.7863,0.3221,2,2,2,100.0,23.84739221092917,34.07281509974057,6.944891097792716,3.0551089022072846,历史2/2次成功; 当前距低点3.06%; 最新日涨幅0.79%; 状态bottom_area; 底部未确认
14,82.46749015832062,79.01076901395987,601163,三角轮胎,bottom_area,2024-07-26,14.56,2024-07-25,14.17,2.7522935779816553,3.3874382498235738,27.18396711202467,False,1.1111,0.5828,2,2,2,100.0,16.48386221375298,20.655412115193645,7.247706422018345,2.7522935779816553,历史2/2次成功; 当前距低点2.75%; 最新日涨幅1.11%; 状态bottom_area; 底部未确认
15,82.07652838744497,77.28894311383664,600997,开滦股份,bottom_area,2024-07-26,6.07,2024-07-25,5.96,1.8456375838926227,2.684563758389264,29.88235294117647,False,1.3356,0.3236,1,1,1,100.0,12.77955271565495,12.77955271565495,8.154362416107377,1.8456375838926227,历史1/1次成功; 当前距低点1.85%; 最新日涨幅1.34%; 状态bottom_area; 底部未确认
16,81.58754812839501,79.41340589215446,300349,金卡智能,bottom_area,2024-07-26,10.41,2024-07-25,10.05,3.5820895522388,4.378109452736314,32.59557344064386,False,2.3599,0.9686,1,1,1,100.0,45.48693586698337,45.48693586698337,6.417910447761201,3.5820895522388,历史1/1次成功; 当前距低点3.58%; 最新日涨幅2.36%; 状态bottom_area; 底部未确认
17,80.71337707121448,78.63194327854706,001218,丽臣实业,bottom_area,2024-07-26,14.28,2024-07-25,13.78,3.6284470246734397,3.6284470246734397,30.404040404040412,False,1.9272,0.6158,2,2,2,100.0,25.18711018711019,29.999999999999993,6.371552975326561,3.6284470246734397,历史2/2次成功; 当前距低点3.63%; 最新日涨幅1.93%; 状态bottom_area; 底部未确认
18,80.58983291783082,76.41191524951216,000726,鲁泰A,bottom_area,2024-07-26,5.56,2024-07-25,5.44,2.205882352941162,2.5735294117647,27.94701986754966,False,1.0909,0.4531,1,1,1,100.0,12.480252764612954,12.480252764612954,7.7941176470588385,2.205882352941162,历史1/1次成功; 当前距低点2.21%; 最新日涨幅1.09%; 状态bottom_area; 底部未确认
19,79.77908252721173,73.95710681865178,688169,石头科技,bottom_area,2024-07-26,298.04,2024-07-25,295.02,1.0236594129211711,4.186156870720637,30.245424882962123,False,0.6212,1.0305,2,3,2,66.66666666666666,23.679481792717084,29.71190476190475,8.976340587078829,1.0236594129211711,历史2/3次成功; 当前距低点1.02%; 最新日涨幅0.62%; 状态bottom_area; 底部未确认
