rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.82108429113353,80.67747246435668,002843,泰嘉股份,bottom_area,2023-04-25,15.06,2023-04-25,14.89,1.1417058428475482,5.1712558764271295,30.9369202226345,False,-2.776,1.1177,2,2,2,100.0,28.175063365855337,31.56626506024095,13.85829415715245,1.1417058428475482,历史2/2次成功; 当前距低点1.14%; 最新日涨幅-2.78%; 状态bottom_area; 底部未确认
2,90.29943250197331,81.0387369569665,002363,隆基机械,bottom_area,2023-04-25,6.62,2023-04-25,6.51,1.6897081413210495,4.454685099846391,28.774617067833702,False,-2.6471,1.4247,2,2,2,100.0,36.83479311386288,54.96828752642705,13.31029185867895,1.6897081413210495,历史2/2次成功; 当前距低点1.69%; 最新日涨幅-2.65%; 状态bottom_area; 底部未确认
3,90.05326546278485,81.1245425867508,000957,中通客车,bottom_area,2023-04-25,9.69,2023-04-25,9.51,1.892744479495265,5.152471083070455,29.39866369710468,False,-3.1,2.3843,2,2,2,100.0,185.5153400254489,354.54545454545456,13.107255520504735,1.892744479495265,历史2/2次成功; 当前距低点1.89%; 最新日涨幅-3.10%; 状态bottom_area; 底部未确认
4,89.29864167352987,79.77603524954702,000935,四川双马,bottom_area,2023-04-25,18.95,2023-04-25,18.68,1.4453961456102762,4.014989293361884,30.609212481426457,False,-1.8643,0.5297,1,1,1,100.0,43.71794871794874,43.71794871794874,13.554603854389724,1.4453961456102762,历史1/1次成功; 当前距低点1.45%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
5,88.31644914512137,78.94570044780342,300454,深信服,bottom_area,2023-04-25,122.95,2023-04-24,121.16,1.4773852756685426,4.291845493562234,27.665671641791047,False,-0.3566,1.3883,2,2,2,100.0,22.979241270579003,29.49391262831224,13.522614724331456,1.4773852756685426,历史2/2次成功; 当前距低点1.48%; 最新日涨幅-0.36%; 状态bottom_area; 底部未确认
6,88.16157180222508,78.75108719507047,001210,金房能源,bottom_area,2023-04-25,21.85,2023-04-24,21.54,1.4391829155060458,4.2711234911792095,27.180527383367135,False,-2.1057,0.8571,1,1,1,100.0,38.131313131313135,38.131313131313135,13.560817084493953,1.4391829155060458,历史1/1次成功; 当前距低点1.44%; 最新日涨幅-2.11%; 状态bottom_area; 底部未确认
7,86.87410865233306,77.81585659551178,002795,永和智控,bottom_area,2023-04-25,10.24,2023-04-25,10.08,1.5873015873015885,5.952380952380949,28.763250883392228,False,-3.4873,2.8321,2,2,2,100.0,28.467226959996715,31.302270011947446,13.41269841269841,1.5873015873015885,历史2/2次成功; 当前距低点1.59%; 最新日涨幅-3.49%; 状态bottom_area; 底部未确认
8,86.70520945937737,77.96038609267681,002350,北京科锐,bottom_area,2023-04-25,6.82,2023-04-25,6.7,1.7910447761194044,4.328358208955224,32.04868154158215,False,-2.1521,2.2782,2,2,2,100.0,21.526710657145447,23.07692307692308,13.208955223880595,1.7910447761194044,历史2/2次成功; 当前距低点1.79%; 最新日涨幅-2.15%; 状态bottom_area; 底部未确认
9,85.6042532443894,76.28809213689406,002385,大北农,bottom_area,2023-04-25,6.94,2023-04-25,6.85,1.3138686131386972,3.211678832116798,30.73811931243681,False,-0.8571,1.3434,1,1,1,100.0,23.353293413173663,23.353293413173663,13.686131386861303,1.3138686131386972,历史1/1次成功; 当前距低点1.31%; 最新日涨幅-0.86%; 状态bottom_area; 底部未确认
10,85.56083504444429,76.97265230627215,300607,拓斯达,confirmed_rebound,2023-04-25,11.75,2023-04-25,11.54,1.819757365684583,19.324090121317163,30.565583634175702,False,-18.516,10.6508,2,2,2,100.0,36.99838225824183,45.9265890778872,13.180242634315418,1.819757365684583,历史2/2次成功; 当前距低点1.82%; 最新日涨幅-18.52%; 状态confirmed_rebound; 底部未确认
11,85.44212875324513,76.93480986290423,002169,智光电气,bottom_area,2023-04-25,7.09,2023-04-25,6.96,1.8678160919540214,5.459770114942527,28.9070480081716,False,-2.8767,1.5878,2,2,2,100.0,16.953927701932265,18.015963511972636,13.132183908045977,1.8678160919540214,历史2/2次成功; 当前距低点1.87%; 最新日涨幅-2.88%; 状态bottom_area; 底部未确认
12,84.70589602304443,76.43981692687576,603260,合盛硅业,bottom_area,2023-04-25,71.39,2023-04-25,70.0,1.9857142857142864,5.985714285714282,29.64824120603015,False,-3.3311,0.3878,2,2,2,100.0,25.95293278658251,34.21399022188793,13.014285714285712,1.9857142857142864,历史2/2次成功; 当前距低点1.99%; 最新日涨幅-3.33%; 状态bottom_area; 底部未确认
13,84.06953731936304,73.24439182055129,002553,南方精工,bottom_area,2023-04-25,9.75,2023-04-25,9.74,0.10266940451745162,9.958932238193025,28.329654157468724,False,-9.8891,4.8623,2,2,2,100.0,25.52945195081221,32.14285714285715,14.897330595482547,0.10266940451745162,历史2/2次成功; 当前距低点0.10%; 最新日涨幅-9.89%; 状态bottom_area; 底部未确认
14,83.65619250739832,74.35077940497956,300353,东土科技,bottom_area,2023-04-25,11.25,2023-04-25,11.12,1.169064748201446,9.98201438848922,28.25806451612904,False,-9.6386,7.7442,1,1,1,100.0,21.377672209026137,21.377672209026137,13.830935251798554,1.169064748201446,历史1/1次成功; 当前距低点1.17%; 最新日涨幅-9.64%; 状态bottom_area; 底部未确认
15,83.47091104712811,74.1368671284635,002741,光华科技,bottom_area,2023-04-25,16.06,2023-04-25,15.88,1.1335012594458307,5.919395465994959,30.28972783143108,False,-4.5184,1.5776,1,1,1,100.0,19.791666666666664,19.791666666666664,13.866498740554167,1.1335012594458307,历史1/1次成功; 当前距低点1.13%; 最新日涨幅-4.52%; 状态bottom_area; 底部未确认
16,83.09412351274256,74.55445303066892,002383,合众思壮,bottom_area,2023-04-25,6.67,2023-04-25,6.56,1.676829268292688,4.878048780487809,28.07017543859649,False,-2.7697,1.9021,1,1,1,100.0,18.48184818481848,18.48184818481848,13.323170731707313,1.676829268292688,历史1/1次成功; 当前距低点1.68%; 最新日涨幅-2.77%; 状态bottom_area; 底部未确认
17,82.88350610400627,73.79722301970509,002146,荣盛发展,bottom_area,2023-04-25,1.6,2023-04-24,1.58,1.2658227848101276,5.063291139240497,30.08849557522123,False,-3.6145,1.2825,1,1,1,100.0,19.587628865979376,19.587628865979376,13.734177215189872,1.2658227848101276,历史1/1次成功; 当前距低点1.27%; 最新日涨幅-3.61%; 状态bottom_area; 底部未确认
18,82.82064516129032,76.64,605133,嵘泰股份,bottom_area,2023-04-25,28.21,2023-04-25,27.3,3.333333333333334,5.3113553113553085,28.79499217527387,False,-2.2184,7.0609,1,1,1,100.0,60.01483679525222,60.01483679525222,11.666666666666666,3.333333333333334,历史1/1次成功; 当前距低点3.33%; 最新日涨幅-2.22%; 状态bottom_area; 底部未确认
19,82.69999581952634,74.56848055861113,688213,思特威,bottom_area,2023-04-25,52.5,2023-04-25,51.5,1.9417475728155338,8.34951456310679,28.91649413388544,False,-5.2347,4.7972,1,1,1,100.0,32.01970443349754,32.01970443349754,13.058252427184467,1.9417475728155338,历史1/1次成功; 当前距低点1.94%; 最新日涨幅-5.23%; 状态bottom_area; 底部未确认
20,82.68760598569673,74.26442031652559,603366,日出东方,bottom_area,2023-04-25,5.29,2023-04-25,5.2,1.7307692307692282,4.038461538461537,28.57142857142857,False,-1.306,1.2428,1,1,1,100.0,17.583732057416277,17.583732057416277,13.269230769230772,1.7307692307692282,历史1/1次成功; 当前距低点1.73%; 最新日涨幅-1.31%; 状态bottom_area; 底部未确认
21,82.65995437887672,77.29484373915115,300665,飞鹿股份,bottom_area,2023-04-25,7.47,2023-04-24,7.19,3.894297635604998,4.728789986091792,30.329457364341085,False,2.4691,5.627,2,2,2,100.0,21.25721692650826,22.6044226044226,11.105702364395,3.894297635604998,历史2/2次成功; 当前距低点3.89%; 最新日涨幅2.47%; 状态bottom_area; 底部未确认
22,82.37097237932747,73.68297929792978,300510,金冠股份,bottom_area,2023-04-25,4.69,2023-04-25,4.62,1.5151515151515214,6.49350649350649,28.593508500772792,False,-3.6961,2.3582,1,1,1,100.0,22.02970297029702,22.02970297029702,13.484848484848477,1.5151515151515214,历史1/1次成功; 当前距低点1.52%; 最新日涨幅-3.70%; 状态bottom_area; 底部未确认
23,81.71532629878881,75.12699242616634,603138,海量数据,bottom_area,2023-04-25,21.05,2023-04-25,20.44,2.984344422700584,4.500978473581204,32.31788079470198,False,1.4947,3.741,1,1,1,100.0,15.114503816793897,15.114503816793897,12.015655577299416,2.984344422700584,历史1/1次成功; 当前距低点2.98%; 最新日涨幅1.49%; 状态bottom_area; 底部未确认
24,81.64859167474637,73.78558261798166,600319,亚星化学,bottom_area,2023-04-25,4.95,2023-04-25,4.85,2.0618556701031037,5.567010309278361,28.4660766961652,False,-3.1311,1.5052,1,1,1,100.0,29.282868525896426,29.282868525896426,12.938144329896895,2.0618556701031037,历史1/1次成功; 当前距低点2.06%; 最新日涨幅-3.13%; 状态bottom_area; 底部未确认
25,81.07899942338013,71.94512954682929,601369,陕鼓动力,bottom_area,2023-04-25,9.33,2023-04-25,9.23,1.0834236186348825,4.658721560130007,30.964846671652946,False,-2.4059,0.8258,2,3,2,66.66666666666666,36.068111455108365,55.572755417956664,13.916576381365116,1.0834236186348825,历史2/3次成功; 当前距低点1.08%; 最新日涨幅-2.41%; 状态bottom_area; 底部未确认
26,80.87255226220695,70.32395848887562,002482,广田集团,bottom_area,2023-04-25,1.51,2023-04-25,1.51,0.0,1.986754966887419,28.095238095238095,False,-5.0314,0.3772,2,2,2,100.0,20.827733811159227,23.423423423423422,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-5.03%; 状态bottom_area; 底部未确认
27,80.73674084370366,73.64280808272461,002077,大港股份,bottom_area,2023-04-25,13.62,2023-04-25,13.28,2.560240963855421,5.7228915662650595,27.786840674279507,False,-2.8531,3.6657,1,1,1,100.0,24.40944881889765,24.40944881889765,12.439759036144578,2.560240963855421,历史1/1次成功; 当前距低点2.56%; 最新日涨幅-2.85%; 状态bottom_area; 底部未确认
28,80.37313347962375,73.24084466596995,300661,圣邦股份,bottom_area,2023-04-25,122.58,2023-04-25,119.58,2.508780732563974,6.514467302224459,30.20079383609619,False,-4.122,2.5336,1,1,1,100.0,31.832606108687024,31.832606108687024,12.491219267436025,2.508780732563974,历史1/1次成功; 当前距低点2.51%; 最新日涨幅-4.12%; 状态bottom_area; 底部未确认
29,80.27572243448249,70.12552429667521,000629,钒钛股份,bottom_area,2023-04-25,4.09,2023-04-25,4.08,0.24509803921568107,9.803921568627459,31.08108108108108,False,-9.713,2.5158,1,1,1,100.0,27.173913043478265,27.173913043478265,14.75490196078432,0.24509803921568107,历史1/1次成功; 当前距低点0.25%; 最新日涨幅-9.71%; 状态bottom_area; 底部未确认
30,80.11922738365027,72.1990208811607,300671,富满微,bottom_area,2023-04-25,44.28,2023-04-25,43.45,1.9102416570770961,6.996547756041424,30.5022392834293,False,-4.856,2.9995,1,1,1,100.0,18.894472361809044,18.894472361809044,13.089758342922902,1.9102416570770961,历史1/1次成功; 当前距低点1.91%; 最新日涨幅-4.86%; 状态bottom_area; 底部未确认
31,79.14064457831326,68.81795180722892,002026,山东威达,bottom_area,2023-04-25,8.37,2023-04-25,8.37,0.0,3.942652329749105,28.947368421052634,False,-10.0,2.015,1,1,1,100.0,29.397590361445776,29.397590361445776,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
32,78.91436915221453,71.83924298401077,300530,领湃科技,bottom_area,2023-04-25,22.12,2023-04-25,21.59,2.4548402037980597,6.947660954145437,32.6365054602184,False,-4.9828,0.6324,3,4,3,75.0,27.802573379948058,34.07510431154381,12.54515979620194,2.4548402037980597,历史3/4次成功; 当前距低点2.45%; 最新日涨幅-4.98%; 状态bottom_area; 底部未确认
33,77.87747102924206,70.75667781541982,000691,亚太实业,bottom_area,2023-04-25,3.92,2023-04-25,3.83,2.349869451697124,7.5718015665796345,27.73584905660377,False,-3.6855,3.179,1,1,1,100.0,16.528925619834727,16.528925619834727,12.650130548302876,2.349869451697124,历史1/1次成功; 当前距低点2.35%; 最新日涨幅-3.69%; 状态bottom_area; 底部未确认
34,77.54772051709772,68.98671814489936,300658,延江股份,bottom_area,2023-04-25,7.47,2023-04-25,7.38,1.2195121951219494,4.336043360433608,28.83317261330761,False,-2.3529,1.4504,2,3,2,66.66666666666666,21.830856360810415,26.72018348623853,13.78048780487805,1.2195121951219494,历史2/3次成功; 当前距低点1.22%; 最新日涨幅-2.35%; 状态bottom_area; 底部未确认
35,75.91922643236357,68.2968141399576,002172,澳洋健康,bottom_area,2023-04-25,3.36,2023-04-25,3.3,1.81818181818182,4.242424242424246,27.947598253275114,False,-2.0408,1.4017,2,3,2,66.66666666666666,25.46022590723384,29.824561403508774,13.18181818181818,1.81818181818182,历史2/3次成功; 当前距低点1.82%; 最新日涨幅-2.04%; 状态bottom_area; 底部未确认
36,75.12912008298865,70.35745972073042,603363,傲农生物,bottom_area,2023-04-25,9.68,2023-04-25,9.31,3.9742212674543413,7.841031149301811,29.576399394856278,False,-1.3252,3.2926,1,1,1,100.0,24.078947368421055,24.078947368421055,11.025778732545657,3.9742212674543413,历史1/1次成功; 当前距低点3.97%; 最新日涨幅-1.33%; 状态bottom_area; 底部未确认
37,74.57204674454815,67.37284174836047,000980,众泰汽车,bottom_area,2023-04-25,2.99,2023-04-25,2.93,2.047781569965872,4.778156996587019,31.542056074766357,False,-3.2362,2.0425,2,3,2,66.66666666666666,33.52213473772031,43.49775784753364,12.952218430034126,2.047781569965872,历史2/3次成功; 当前距低点2.05%; 最新日涨幅-3.24%; 状态bottom_area; 底部未确认
38,74.56886660233663,66.97688452161901,002786,银宝山新,bottom_area,2023-04-25,5.28,2023-04-25,5.19,1.7341040462427717,4.431599229287082,30.522088353413647,False,-2.583,2.0463,2,3,2,66.66666666666666,17.33319935691319,18.75000000000001,13.265895953757228,1.7341040462427717,历史2/3次成功; 当前距低点1.73%; 最新日涨幅-2.58%; 状态bottom_area; 底部未确认
39,72.28398526926283,64.85425348289787,002355,兴民智通,bottom_area,2023-04-25,3.64,2023-04-25,3.58,1.6759776536312863,5.865921787709496,30.888030888030883,False,-3.7037,1.3243,2,3,2,66.66666666666666,15.423741217798595,15.624999999999991,13.324022346368714,1.6759776536312863,历史2/3次成功; 当前距低点1.68%; 最新日涨幅-3.70%; 状态bottom_area; 底部未确认
40,72.24517694247285,65.0877669803881,300560,中富通,bottom_area,2023-04-25,14.5,2023-04-25,14.23,1.8973998594518593,6.324666198172876,30.619210141394444,False,-4.6053,4.8939,2,3,2,66.66666666666666,19.39339781328848,20.94196804037006,13.102600140548141,1.8973998594518593,历史2/3次成功; 当前距低点1.90%; 最新日涨幅-4.61%; 状态bottom_area; 底部未确认
41,70.2663590996537,63.1546017699115,002753,永东股份,bottom_area,2023-04-25,6.9,2023-04-25,6.78,1.7699115044247802,5.604719764011798,29.521829521829513,False,-2.4045,1.2748,1,2,1,50.0,69.36936936936937,69.36936936936937,13.23008849557522,1.7699115044247802,历史1/2次成功; 当前距低点1.77%; 最新日涨幅-2.40%; 状态bottom_area; 底部未确认
42,70.22741916685743,64.59864807709855,002724,海洋王,bottom_area,2023-04-25,8.55,2023-04-25,8.3,3.012048192771084,4.337349397590354,28.999144568006834,False,-0.5814,0.7327,2,3,2,66.66666666666666,20.212103709408286,25.204081632653047,11.987951807228916,3.012048192771084,历史2/3次成功; 当前距低点3.01%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
43,69.64513049521285,63.510626976566485,688259,创耀科技,bottom_area,2023-04-25,63.2,2023-04-25,61.63,2.5474606522797343,13.386337822489036,30.36158192090395,False,-11.5465,7.0843,2,3,2,66.66666666666666,18.882637618804317,19.50136612021858,12.452539347720265,2.5474606522797343,历史2/3次成功; 当前距低点2.55%; 最新日涨幅-11.55%; 状态bottom_area; 底部未确认
44,68.97591060146583,62.38589977220956,688272,富吉瑞,bottom_area,2023-04-25,17.93,2023-04-25,17.56,2.1070615034168623,4.2141230068337245,28.79156528791566,False,-0.3335,3.3337,1,2,1,50.0,58.95303326810176,58.95303326810176,12.892938496583136,2.1070615034168623,历史1/2次成功; 当前距低点2.11%; 最新日涨幅-0.33%; 状态bottom_area; 底部未确认
45,68.58063196060364,60.18420184898863,002370,亚太药业,bottom_area,2023-04-25,4.1,2023-04-25,4.08,0.49019607843136215,4.411764705882345,32.56198347107438,False,-3.5294,1.6035,2,3,2,66.66666666666666,15.619259360997129,15.633423180592995,14.509803921568636,0.49019607843136215,历史2/3次成功; 当前距低点0.49%; 最新日涨幅-3.53%; 状态bottom_area; 底部未确认
46,67.5028605555307,60.585963101448655,603158,腾龙股份,bottom_area,2023-04-25,6.6,2023-04-25,6.49,1.6949152542372794,5.392912172573184,27.647714604236345,False,-2.7982,1.4875,1,2,1,50.0,35.270805812417436,35.270805812417436,13.305084745762718,1.6949152542372794,历史1/2次成功; 当前距低点1.69%; 最新日涨幅-2.80%; 状态bottom_area; 底部未确认
47,66.8167064502091,60.377275276559864,300758,七彩化学,bottom_area,2023-04-25,9.92,2023-04-25,9.72,2.0576131687242727,4.938271604938257,29.819494584837543,False,-2.6497,1.8828,1,2,1,50.0,38.59480269489894,38.59480269489894,12.942386831275726,2.0576131687242727,历史1/2次成功; 当前距低点2.06%; 最新日涨幅-2.65%; 状态bottom_area; 底部未确认
48,66.38359734764565,59.38344770042053,000722,湖南发展,bottom_area,2023-04-25,10.71,2023-04-25,10.55,1.5165876777251197,4.549763033175342,27.98634812286689,False,-2.9012,1.2307,1,2,1,50.0,26.619718309859163,26.619718309859163,13.48341232227488,1.5165876777251197,历史1/2次成功; 当前距低点1.52%; 最新日涨幅-2.90%; 状态bottom_area; 底部未确认
