rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.67680006387162,80.82021654652786,688280,精进电动,bottom_area,2021-12-28,15.59,2021-12-27,15.3,1.8954248366013016,4.901960784313726,31.112111661413778,False,1.3654,4.1406,1,1,1,100.0,32.37518910741301,32.37518910741301,18.1045751633987,1.8954248366013016,历史1/1次成功; 当前距低点1.90%; 最新日涨幅1.37%; 状态bottom_area; 底部未确认
2,84.78424131332505,71.67857911084326,002357,富临运业,bottom_area,2021-12-28,6.41,2021-12-28,6.36,0.7861635220125759,3.616352201257854,28.539325842696627,False,-2.1374,8.3415,1,1,1,100.0,31.941031941031934,31.941031941031934,19.213836477987424,0.7861635220125759,历史1/1次成功; 当前距低点0.79%; 最新日涨幅-2.14%; 状态bottom_area; 底部未确认
3,80.69162790697676,67.24302325581397,001267,汇绿生态,bottom_area,2021-12-28,7.7,2021-12-28,7.7,0.0,8.051948051948052,32.39683933274803,False,-9.9415,26.9164,1,1,1,100.0,20.930232558139547,20.930232558139547,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.94%; 状态bottom_area; 底部未确认
4,74.49801959689427,67.03130048963098,601127,赛力斯,bottom_area,2021-12-28,57.85,2021-12-28,55.52,4.1966858789625325,6.231988472622467,28.610003857528604,False,0.6963,2.5205,2,3,2,66.66666666666666,25.33912702687572,27.74461028192372,15.803314121037468,4.1966858789625325,历史2/3次成功; 当前距低点4.20%; 最新日涨幅0.70%; 状态bottom_area; 底部未确认
5,66.44713302917789,56.83868813086501,603169,兰石重装,bottom_area,2021-12-28,9.24,2021-12-28,9.11,1.4270032930845313,8.452250274423726,30.19157088122606,False,-7.4148,8.419,1,2,1,50.0,22.055137844611526,22.055137844611526,18.57299670691547,1.4270032930845313,历史1/2次成功; 当前距低点1.43%; 最新日涨幅-7.41%; 状态bottom_area; 底部未确认
