rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.75144834335937,87.6529124027982,002678,珠江钢琴,bottom_area,2025-11-03,5.02,2025-11-03,4.92,2.0325203252032447,2.0325203252032447,29.613733905579405,False,0.8032,2.1108,4,4,4,100.0,20.79063841000859,35.5191256830601,7.967479674796755,2.0325203252032447,历史4/4次成功; 当前距低点2.03%; 最新日涨幅0.80%; 状态bottom_area; 底部未确认
2,81.89397853093162,81.11520484496896,300563,神宇股份,bottom_area,2025-11-03,38.33,2025-10-23,36.68,4.4983642311886545,6.27044711014176,28.776699029126213,False,1.9415,3.6808,4,4,4,100.0,15.86814673160799,20.477137176938378,5.501635768811346,4.4983642311886545,历史4/4次成功; 当前距低点4.50%; 最新日涨幅1.94%; 状态bottom_area; 底部未确认
3,81.74611659514115,74.5509026128266,301112,信邦智能,bottom_area,2025-11-03,42.17,2025-11-03,42.1,0.16627078384798166,6.342042755344422,32.096774193548384,False,-5.8705,4.9717,1,1,1,100.0,146.66666666666666,146.66666666666666,9.833729216152019,0.16627078384798166,历史1/1次成功; 当前距低点0.17%; 最新日涨幅-5.87%; 状态bottom_area; 底部未确认
4,77.96146461896977,75.62516014178891,603305,旭升集团,bottom_area,2025-11-03,14.89,2025-10-23,14.4,3.402777777777779,7.152777777777773,29.064039408867,True,-0.9315,3.6185,5,6,5,83.33333333333334,22.312688934349005,32.41061130334487,6.597222222222221,3.402777777777779,历史5/6次成功; 当前距低点3.40%; 最新日涨幅-0.93%; 状态bottom_area; 底部已确认
5,76.87733436038818,73.5343670907186,603173,福斯达,bottom_area,2025-11-03,40.43,2025-11-03,39.38,2.6663280853224913,7.364144235652612,28.256513026052097,False,-3.5774,11.7705,1,1,1,100.0,35.34190927555856,35.34190927555856,7.333671914677509,2.6663280853224913,历史1/1次成功; 当前距低点2.67%; 最新日涨幅-3.58%; 状态bottom_area; 底部未确认
6,76.7356090216241,73.62212378667611,301117,佳缘科技,bottom_area,2025-11-03,32.75,2025-11-03,31.85,2.8257456828885354,4.207221350078481,28.426966292134832,False,-0.0915,8.1796,1,1,1,100.0,27.552816901408463,27.552816901408463,7.174254317111465,2.8257456828885354,历史1/1次成功; 当前距低点2.83%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
7,72.86103476608878,71.72578533203722,301498,乖宝宠物,bottom_area,2025-11-03,73.1,2025-10-28,70.17,4.175573606954528,4.859626621063128,30.901033973412105,False,0.5087,1.493,1,1,1,100.0,11.430608365019017,11.430608365019017,5.8244263930454725,4.175573606954528,历史1/1次成功; 当前距低点4.18%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
8,69.60319373660745,68.74389504850119,002123,梦网科技,bottom_area,2025-11-03,12.48,2025-10-31,11.96,4.347826086956518,4.515050167224073,31.066282420749282,False,1.6287,2.3129,2,3,2,66.66666666666666,36.399311075781654,54.50450450450449,5.652173913043482,4.347826086956518,历史2/3次成功; 当前距低点4.35%; 最新日涨幅1.63%; 状态bottom_area; 底部未确认
9,69.16354904921062,68.54854696454883,002767,先锋电子,bottom_area,2025-11-03,19.84,2025-10-31,18.98,4.531085353003158,4.583772391991575,27.47420710737486,False,2.4793,5.4341,3,5,3,60.0,35.37323424406471,52.04379562043795,5.468914646996842,4.531085353003158,历史3/5次成功; 当前距低点4.53%; 最新日涨幅2.48%; 状态bottom_area; 底部未确认
10,63.42748342737313,60.780933553105065,688036,传音控股,bottom_area,2025-11-03,75.88,2025-10-23,73.84,2.762730227518949,5.728602383531947,29.609151572926596,False,-0.5505,0.8445,2,4,2,50.0,16.075045547571314,19.148936170212753,7.237269772481052,2.762730227518949,历史2/4次成功; 当前距低点2.76%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
11,60.61542369313635,58.892504673434786,601669,中国电建,bottom_area,2025-11-03,5.64,2025-09-29,5.45,3.4862385321100824,9.174311926605503,30.484693877551017,True,0.0,0.9685,1,2,1,50.0,16.457680250783696,16.457680250783696,6.5137614678899185,3.4862385321100824,历史1/2次成功; 当前距低点3.49%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
12,55.986546930692015,55.04619294960291,002748,世龙实业,bottom_area,2025-11-03,12.41,2025-11-03,11.92,4.110738255033559,5.536912751677853,31.05841526894158,False,3.3306,14.9208,1,2,1,50.0,12.627291242362526,12.627291242362526,5.889261744966441,4.110738255033559,历史1/2次成功; 当前距低点4.11%; 最新日涨幅3.33%; 状态bottom_area; 底部未确认
