rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,81.03754095819959,76.50575261683623,002075,沙钢股份,bottom_area,2021-11-02,6.01,2021-11-02,5.95,1.0084033613445313,4.537815126050413,31.687715269804826,False,-3.0645,1.749,1,1,1,100.0,30.994152046783608,30.994152046783608,6.991596638655468,1.0084033613445313,历史1/1次成功; 当前距低点1.01%; 最新日涨幅-3.06%; 状态bottom_area; 底部未确认
2,80.4217900294303,76.188509999074,603069,海汽集团,bottom_area,2021-11-02,14.47,2021-10-29,14.3,1.1888111888111883,5.244755244755245,29.03225806451612,False,-2.7554,0.7032,1,1,1,100.0,21.284943599803825,21.284943599803825,6.811188811188812,1.1888111888111883,历史1/1次成功; 当前距低点1.19%; 最新日涨幅-2.76%; 状态bottom_area; 底部未确认
3,79.54677223329773,75.24857370336171,002233,塔牌集团,bottom_area,2021-11-02,10.0,2021-11-02,9.89,1.1122345803842206,4.651162790697665,31.080139372822295,False,-2.7237,2.0293,1,1,1,100.0,15.292841648590022,15.292841648590022,6.887765419615779,1.1122345803842206,历史1/1次成功; 当前距低点1.11%; 最新日涨幅-2.72%; 状态bottom_area; 底部未确认
4,76.92129515183991,74.0349739152564,600331,宏达股份,confirmed_rebound,2021-11-02,3.55,2021-11-02,3.48,2.011494252873559,8.62068965517241,27.950310559006216,False,-5.0802,3.8207,1,1,1,100.0,40.221402214022135,40.221402214022135,5.988505747126441,2.011494252873559,历史1/1次成功; 当前距低点2.01%; 最新日涨幅-5.08%; 状态confirmed_rebound; 底部未确认
5,76.75135078731307,73.61367535269333,300417,南华仪器,bottom_area,2021-11-02,11.13,2021-10-28,10.93,1.829826166514191,5.946935041171092,27.80713342140027,False,-3.1332,2.9246,1,1,1,100.0,25.514403292181065,25.514403292181065,6.170173833485809,1.829826166514191,历史1/1次成功; 当前距低点1.83%; 最新日涨幅-3.13%; 状态bottom_area; 底部未确认
6,73.09770674960146,68.3749271902602,000936,华西股份,bottom_area,2021-11-02,5.71,2021-11-02,5.68,0.5281690140845114,3.6971830985915486,28.82205513784462,False,-2.5597,1.0145,1,1,1,100.0,11.016949152542363,11.016949152542363,7.4718309859154886,0.5281690140845114,历史1/1次成功; 当前距低点0.53%; 最新日涨幅-2.56%; 状态bottom_area; 底部未确认
7,72.56722699515372,67.19187684736455,000695,滨海能源,confirmed_rebound,2021-11-02,9.12,2021-11-02,9.12,0.0,9.868421052631584,27.09832134292566,False,-9.9704,4.9111,2,2,2,100.0,14.203638964325545,20.174346201743475,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态confirmed_rebound; 底部未确认
8,72.54009981495975,71.39145517306902,000868,安凯客车,bottom_area,2021-11-02,3.58,2021-10-29,3.47,3.1700288184438,5.475504322766569,28.008298755186722,False,-0.2786,0.797,1,1,1,100.0,19.780219780219785,19.780219780219785,4.8299711815562,3.1700288184438,历史1/1次成功; 当前距低点3.17%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
9,71.45599906265265,68.8320652982625,600997,开滦股份,confirmed_rebound,2021-11-02,7.45,2021-11-02,7.3,2.0547945205479503,8.082191780821917,28.078817733990153,False,-4.2416,1.7883,1,1,1,100.0,12.77955271565495,12.77955271565495,5.945205479452049,2.0547945205479503,历史1/1次成功; 当前距低点2.05%; 最新日涨幅-4.24%; 状态confirmed_rebound; 底部未确认
10,70.53451910770639,71.39490364869835,002111,威海广泰,bottom_area,2021-11-02,11.75,2021-11-01,11.23,4.630454140694564,6.945681211041846,29.98753117206982,False,1.2931,2.1878,1,1,1,100.0,15.227629513343796,15.227629513343796,3.369545859305436,4.630454140694564,历史1/1次成功; 当前距低点4.63%; 最新日涨幅1.29%; 状态bottom_area; 底部未确认
11,69.89216544793581,69.3157542839073,300644,南京聚隆,confirmed_rebound,2021-11-02,17.99,2021-10-22,17.37,3.569372481289565,8.232584916522738,27.169811320754718,True,-2.8093,1.5041,1,1,1,100.0,14.537223340040246,14.537223340040246,4.430627518710435,3.569372481289565,历史1/1次成功; 当前距低点3.57%; 最新日涨幅-2.81%; 状态confirmed_rebound; 底部已确认
12,63.87614722452887,65.01123864150004,601666,平煤股份,confirmed_rebound,2021-11-02,8.11,2021-11-02,7.73,4.915912031047853,9.831824062095727,30.04524886877828,False,-3.222,3.9513,1,1,1,100.0,27.30923694779115,27.30923694779115,3.0840879689521477,4.915912031047853,历史1/1次成功; 当前距低点4.92%; 最新日涨幅-3.22%; 状态confirmed_rebound; 底部未确认
