rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.24611748324914,81.45213658536585,000789,万年青,bottom_area,2022-10-31,7.87,2022-10-31,7.79,1.0269576379974337,2.3106546854942196,30.008984725965863,False,-0.6313,0.6693,1,1,1,100.0,47.599999999999994,47.599999999999994,6.973042362002567,1.0269576379974337,历史1/1次成功; 当前距低点1.03%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
2,83.42296869127705,81.29024875621892,002137,实益达,bottom_area,2022-10-31,6.19,2022-10-31,6.03,2.6533996683250436,4.643449419568812,29.3911007025761,False,-0.6421,16.6568,2,2,2,100.0,55.55040286140998,89.3034825870647,5.346600331674957,2.6533996683250436,历史2/2次成功; 当前距低点2.65%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
3,81.47502092357266,79.62546195781373,001296,长江材料,bottom_area,2022-10-31,21.25,2022-10-28,20.67,2.8059990324141184,7.402031930333805,28.724137931034477,False,2.1635,7.1038,2,2,2,100.0,20.446987912461964,20.884413309982484,5.1940009675858825,2.8059990324141184,历史2/2次成功; 当前距低点2.81%; 最新日涨幅2.16%; 状态bottom_area; 底部未确认
4,80.82410730773232,77.26204105919578,002233,塔牌集团,bottom_area,2022-10-31,6.75,2022-10-31,6.64,1.6566265060241014,2.8614457831325364,27.35229759299782,False,-0.2954,0.4641,2,2,2,100.0,16.124459639412482,16.956077630234937,6.343373493975898,1.6566265060241014,历史2/2次成功; 当前距低点1.66%; 最新日涨幅-0.30%; 状态bottom_area; 底部未确认
5,80.33806017238575,76.6230053667263,603030,全筑股份,bottom_area,2022-10-31,2.64,2022-10-31,2.6,1.5384615384615397,2.6923076923076863,32.98969072164948,False,-1.4925,3.231,1,1,1,100.0,27.906976744186036,27.906976744186036,6.46153846153846,1.5384615384615397,历史1/1次成功; 当前距低点1.54%; 最新日涨幅-1.49%; 状态bottom_area; 底部未确认
6,78.83758951680348,77.45041785375119,600126,杭钢股份,bottom_area,2022-10-31,4.02,2022-10-11,3.9,3.076923076923068,7.179487179487174,31.698774080560423,True,2.8133,0.3877,1,1,1,100.0,19.54732510288064,19.54732510288064,4.923076923076932,3.076923076923068,历史1/1次成功; 当前距低点3.08%; 最新日涨幅2.81%; 状态bottom_area; 底部已确认
7,76.98782092891894,76.01665754732572,002333,罗普斯金,bottom_area,2022-10-31,5.26,2022-10-31,5.09,3.3398821218074644,4.322200392927304,28.711484593837532,False,-1.1278,3.9609,1,1,1,100.0,46.728971962616825,46.728971962616825,4.660117878192536,3.3398821218074644,历史1/1次成功; 当前距低点3.34%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
8,76.70959593039457,73.45385964848194,000596,古井贡酒,bottom_area,2022-10-31,197.06,2022-10-31,193.68,1.7451466336224675,3.779429987608423,30.513400064578626,False,-2.0674,0.7476,1,1,1,100.0,13.402118135167584,13.402118135167584,6.254853366377533,1.7451466336224675,历史1/1次成功; 当前距低点1.75%; 最新日涨幅-2.07%; 状态bottom_area; 底部未确认
9,76.27957620580996,75.13943728213448,601919,中远海控,confirmed_rebound,2022-10-31,11.23,2022-10-10,10.88,3.2169117647058787,8.915441176470578,28.13738441215323,True,-0.1778,0.5798,2,2,2,100.0,24.8601941164725,40.45881126173098,4.783088235294121,3.2169117647058787,历史2/2次成功; 当前距低点3.22%; 最新日涨幅-0.18%; 状态confirmed_rebound; 底部已确认
10,74.5832150043048,69.41078545817273,000401,金隅冀东,bottom_area,2022-10-31,7.59,2022-10-31,7.57,0.26420079260237217,3.1704095112285247,30.1660516605166,False,-2.4422,0.7813,1,1,1,100.0,13.350340136054426,13.350340136054426,7.735799207397628,0.26420079260237217,历史1/1次成功; 当前距低点0.26%; 最新日涨幅-2.44%; 状态bottom_area; 底部未确认
11,73.85303948309401,68.64567239823072,000333,美的集团,bottom_area,2022-10-31,40.18,2022-10-31,40.1,0.19950124688278875,1.7456359102244283,29.895104895104897,False,-1.423,0.5043,1,1,1,100.0,8.443737855502564,8.443737855502564,7.800498753117211,0.19950124688278875,历史1/1次成功; 当前距低点0.20%; 最新日涨幅-1.42%; 状态bottom_area; 底部未确认
12,72.68466393442624,67.30061475409836,600048,保利发展,confirmed_rebound,2022-10-31,13.8,2022-10-31,13.8,0.0,8.333333333333323,27.368421052631575,False,-9.9804,1.4945,1,1,1,100.0,31.45491803278689,31.45491803278689,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态confirmed_rebound; 底部未确认
13,71.34101144885351,67.23284057140812,300595,欧普康视,bottom_area,2022-10-31,29.72,2022-10-31,29.45,0.9168081494057712,5.738539898132433,31.71806167400882,False,-5.0479,4.6658,1,1,1,100.0,19.855715871254166,19.855715871254166,7.08319185059423,0.9168081494057712,历史1/1次成功; 当前距低点0.92%; 最新日涨幅-5.05%; 状态bottom_area; 底部未确认
14,70.40740631282448,71.0298011565289,002567,唐人神,bottom_area,2022-10-31,7.03,2022-10-31,6.73,4.457652303120354,5.34918276374442,27.867095391211144,False,0.4286,4.0583,1,1,1,100.0,11.146496815286627,11.146496815286627,3.5423476968796463,4.457652303120354,历史1/1次成功; 当前距低点4.46%; 最新日涨幅0.43%; 状态bottom_area; 底部未确认
15,68.34331963818664,64.03748620961385,002296,辉煌科技,confirmed_rebound,2022-10-31,8.15,2022-10-31,8.1,0.6172839506172928,8.518518518518512,30.710008554319934,False,-7.5964,27.7681,1,1,1,100.0,9.219858156028375,9.219858156028375,7.382716049382708,0.6172839506172928,历史1/1次成功; 当前距低点0.62%; 最新日涨幅-7.60%; 状态confirmed_rebound; 底部未确认
16,54.978001317111236,51.58135175909722,002092,中泰化学,bottom_area,2022-10-31,5.88,2022-10-31,5.84,0.6849315068493157,1.883561643835622,27.0,False,-0.6757,0.935,1,2,1,50.0,14.317180616740096,14.317180616740096,7.315068493150684,0.6849315068493157,历史1/2次成功; 当前距低点0.68%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
