rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.18803123924214,78.70439877176997,603151,邦基科技,bottom_area,2025-12-02,18.41,2025-11-21,18.17,1.3208585580627321,4.237754540451291,32.62884686688913,False,-1.4981,1.249,1,1,1,100.0,36.42987249544626,36.42987249544626,18.67914144193727,1.3208585580627321,历史1/1次成功; 当前距低点1.32%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
2,90.81060091905276,78.81674796747973,002321,华英农业,bottom_area,2025-12-02,2.76,2025-12-02,2.7,2.2222222222222077,2.592592592592587,30.051813471502587,False,0.3636,2.4285,1,1,1,100.0,25.609756097560986,25.609756097560986,17.777777777777793,2.2222222222222077,历史1/1次成功; 当前距低点2.22%; 最新日涨幅0.36%; 状态bottom_area; 底部未确认
3,89.21617923042031,77.05182697224832,600550,保变电气,bottom_area,2025-12-02,9.4,2025-11-28,9.22,1.9522776572668081,4.121475054229924,29.076923076923073,False,-1.0526,2.5238,1,1,1,100.0,35.285053929121716,35.285053929121716,18.047722342733195,1.9522776572668081,历史1/1次成功; 当前距低点1.95%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
4,84.73148386221739,70.67117893322884,300035,中科电气,bottom_area,2025-12-02,21.03,2025-12-02,21.02,0.0475737392959161,5.233111322549959,27.013888888888893,False,-4.9277,6.2357,1,1,1,100.0,27.686274509803933,27.686274509803933,19.952426260704083,0.0475737392959161,历史1/1次成功; 当前距低点0.05%; 最新日涨幅-4.93%; 状态bottom_area; 底部未确认
5,84.32455721941488,74.39826269648864,603173,福斯达,bottom_area,2025-12-02,38.0,2025-11-24,36.85,3.1207598371777436,5.427408412483039,32.86573146292585,False,-0.6276,1.9556,1,1,1,100.0,35.34190927555856,35.34190927555856,16.879240162822256,3.1207598371777436,历史1/1次成功; 当前距低点3.12%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
6,84.10762382719909,75.38056321597723,600506,统一股份,bottom_area,2025-12-02,26.12,2025-11-28,25.12,3.9808917197452227,6.210191082802543,31.17808219178082,False,2.3912,18.2163,1,1,1,100.0,28.69352869352869,28.69352869352869,16.01910828025478,3.9808917197452227,历史1/1次成功; 当前距低点3.98%; 最新日涨幅2.39%; 状态bottom_area; 底部未确认
7,83.73115583066271,74.71644749021004,688766,普冉股份,bottom_area,2025-12-02,124.49,2025-11-21,120.0,3.7416666666666627,7.816666666666664,28.22966507177033,False,0.0,0.0,1,1,1,100.0,22.190577904355056,22.190577904355056,16.25833333333334,3.7416666666666627,历史1/1次成功; 当前距低点3.74%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
8,82.3006415962449,72.20463276921467,603178,圣龙股份,bottom_area,2025-12-02,18.28,2025-11-24,17.78,2.8121484814398197,4.668166479190091,27.694184627897517,False,-1.2959,1.1198,5,7,5,71.42857142857143,31.669983984855786,47.51869476546566,17.187851518560183,2.8121484814398197,历史5/7次成功; 当前距低点2.81%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
9,80.92891469767025,71.8274591565287,003038,鑫铂股份,bottom_area,2025-12-02,15.91,2025-11-24,15.38,3.4460338101430383,5.7867360208062335,28.76331635016211,False,-1.1801,1.6438,1,1,1,100.0,25.507614213197975,25.507614213197975,16.55396618985696,3.4460338101430383,历史1/1次成功; 当前距低点3.45%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
10,79.83560622639605,68.212663038041,688337,普源精电,bottom_area,2025-12-02,36.41,2025-11-21,35.92,1.3641425389754869,5.066815144766148,28.159999999999997,False,-1.2208,0.7126,3,6,3,50.0,38.886602295188766,54.46153846153845,18.635857461024514,1.3641425389754869,历史3/6次成功; 当前距低点1.36%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
11,79.70033572520583,68.29506060428947,688237,超卓航科,bottom_area,2025-12-02,46.0,2025-12-02,45.31,1.5228426395939034,8.585301258000442,27.48079385403328,False,-7.7232,5.2449,3,5,3,60.0,29.82334313206218,41.301843317972356,18.4771573604061,1.5228426395939034,历史3/5次成功; 当前距低点1.52%; 最新日涨幅-7.72%; 状态bottom_area; 底部未确认
