rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.51232458215081,82.80169092946034,002246,北化股份,bottom_area,2025-01-08,9.45,2025-01-06,9.2,2.717391304347826,4.347826086956526,27.38752959747435,False,-1.1506,1.638,4,4,4,100.0,25.577113458996685,31.992687385740403,12.282608695652174,2.717391304347826,历史4/4次成功; 当前距低点2.72%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
2,86.94714319664189,82.64636132436671,002819,东方中科,bottom_area,2025-01-08,25.02,2025-01-06,23.88,4.773869346733671,6.1976549413735365,28.072289156626518,False,0.2806,2.1144,4,4,4,100.0,27.47733029526597,51.677148846960186,10.22613065326633,4.773869346733671,历史4/4次成功; 当前距低点4.77%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
3,81.86817792598967,76.71964285714286,600429,三元股份,bottom_area,2025-01-08,4.15,2025-01-06,3.99,4.010025062656645,6.265664160401002,31.79487179487179,False,0.9732,0.6907,1,1,1,100.0,36.25000000000001,36.25000000000001,10.989974937343355,4.010025062656645,历史1/1次成功; 当前距低点4.01%; 最新日涨幅0.97%; 状态bottom_area; 底部未确认
4,81.55627600716325,76.58563332716508,300562,乐心医疗,bottom_area,2025-01-08,12.38,2025-01-08,11.89,4.121110176619009,10.008410428931871,27.411477411477403,False,-7.1268,16.7852,4,4,4,100.0,19.57937919277642,22.71604938271605,10.878889823380991,4.121110176619009,历史4/4次成功; 当前距低点4.12%; 最新日涨幅-7.13%; 状态bottom_area; 底部未确认
5,80.6461998273067,74.17325526932086,000949,新乡化纤,bottom_area,2025-01-08,3.77,2025-01-08,3.66,3.005464480874313,4.371584699453543,27.95275590551181,False,-1.5666,3.0214,1,1,1,100.0,32.718894009216584,32.718894009216584,11.994535519125685,3.005464480874313,历史1/1次成功; 当前距低点3.01%; 最新日涨幅-1.57%; 状态bottom_area; 底部未确认
6,80.47161366064218,73.48684194246829,000402,金融街,bottom_area,2025-01-08,3.13,2025-01-08,3.05,2.6229508196721336,4.918032786885258,30.995475113122172,False,-2.1875,1.0163,1,1,1,100.0,24.339622641509433,24.339622641509433,12.377049180327866,2.6229508196721336,历史1/1次成功; 当前距低点2.62%; 最新日涨幅-2.19%; 状态bottom_area; 底部未确认
7,80.10309579866596,74.57571898013809,600231,凌钢股份,bottom_area,2025-01-08,1.7,2025-01-06,1.64,3.658536585365857,4.878048780487809,27.753303964757713,False,-1.1628,0.2859,2,2,2,100.0,26.221410724581972,29.302325581395344,11.341463414634143,3.658536585365857,历史2/2次成功; 当前距低点3.66%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
8,79.95478036522758,74.19404111517883,000567,海德股份,bottom_area,2025-01-08,6.24,2025-01-08,6.03,3.482587064676616,5.306799336650073,32.99999999999999,False,-1.7323,0.7511,1,1,1,100.0,38.67924528301886,38.67924528301886,11.517412935323383,3.482587064676616,历史1/1次成功; 当前距低点3.48%; 最新日涨幅-1.73%; 状态bottom_area; 底部未确认
9,79.55095387497751,73.75404892274685,300682,朗新科技,bottom_area,2025-01-08,10.84,2025-01-08,10.48,3.4351145038167887,5.248091603053425,27.17164697706741,False,-1.7226,1.3553,2,2,2,100.0,19.0651074809093,21.503593145384194,11.56488549618321,3.4351145038167887,历史2/2次成功; 当前距低点3.44%; 最新日涨幅-1.72%; 状态bottom_area; 底部未确认
10,79.54435374381717,72.6517516629712,601216,君正集团,bottom_area,2025-01-08,5.07,2025-01-06,4.94,2.631578947368419,5.465587044534404,31.767955801104968,False,-2.5,1.4129,1,1,1,100.0,19.955654101995574,19.955654101995574,12.36842105263158,2.631578947368419,历史1/1次成功; 当前距低点2.63%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
11,79.08050430285951,73.2852815215721,300456,赛微电子,bottom_area,2025-01-08,16.37,2025-01-08,15.83,3.411244472520537,4.801010739102968,29.01345291479821,False,-1.7407,2.5938,1,1,1,100.0,32.91891891891892,32.91891891891892,11.588755527479464,3.411244472520537,历史1/1次成功; 当前距低点3.41%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
