rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.53860306057814,85.81127531848212,002761,浙江建投,bottom_area,2024-06-19,8.35,2024-06-06,8.25,1.2121212121212077,4.848484848484853,28.26086956521739,False,-0.949,1.6448,6,6,6,100.0,23.305976785583134,43.73730534867976,6.7878787878787925,1.2121212121212077,历史6/6次成功; 当前距低点1.21%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
12,79.08786063573928,80.24273171783716,603326,我乐家居,bottom_area,2024-06-19,6.17,2024-06-06,5.89,4.753820033955862,6.791171477079802,27.552275522755238,False,0.817,1.2344,4,4,4,100.0,14.30882470568014,20.141843971631218,3.246179966044138,4.753820033955862,历史4/4次成功; 当前距低点4.75%; 最新日涨幅0.82%; 状态bottom_area; 底部未确认
13,78.83672727938985,76.05900918273645,603217,元利科技,bottom_area,2024-06-19,14.83,2024-06-06,14.52,2.1349862258953203,6.404958677685949,29.37743190661478,False,-0.8027,0.4371,2,2,2,100.0,15.520310633213857,19.81481481481482,5.86501377410468,2.1349862258953203,历史2/2次成功; 当前距低点2.13%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
14,78.55209603683149,73.26860521335516,001322,箭牌家居,bottom_area,2024-06-19,7.91,2024-06-19,7.88,0.38071065989848035,2.53807106598985,30.141843971631204,False,-1.4944,1.6151,2,2,2,100.0,18.85282536518115,26.897069872276486,7.6192893401015205,0.38071065989848035,历史2/2次成功; 当前距低点0.38%; 最新日涨幅-1.49%; 状态bottom_area; 底部未确认
15,77.67736727945712,72.67936738578929,688105,诺唯赞,bottom_area,2024-06-19,20.37,2024-06-19,20.26,0.5429417571569567,2.7640671273445148,30.497427101200675,False,-1.1645,0.7627,2,2,2,100.0,17.673519312404096,25.237580993520524,7.457058242843044,0.5429417571569567,历史2/2次成功; 当前距低点0.54%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
16,76.94262898215563,76.65445434177302,603137,恒尚节能,confirmed_rebound,2024-06-19,10.64,2024-06-18,10.25,3.8048780487804934,10.146341463414627,31.848404255319146,True,3.2008,3.8229,2,2,2,100.0,17.7396574892072,26.217228464419488,4.195121951219507,3.8048780487804934,历史2/2次成功; 当前距低点3.80%; 最新日涨幅3.20%; 状态confirmed_rebound; 底部已确认
17,76.8562105567474,73.63674362611717,605298,必得科技,bottom_area,2024-06-19,8.6,2024-06-17,8.45,1.775147928994087,5.562130177514801,28.08510638297873,False,-2.2727,0.5884,1,1,1,100.0,14.753123140987512,14.753123140987512,6.224852071005913,1.775147928994087,历史1/1次成功; 当前距低点1.78%; 最新日涨幅-2.27%; 状态bottom_area; 底部未确认
18,76.64222739043319,76.37670049094861,301393,昊帆生物,confirmed_rebound,2024-06-19,40.5,2024-06-11,39.01,3.8195334529607847,10.433222250704949,30.438659058487875,True,-1.8895,2.4519,2,2,2,100.0,38.899122385479515,58.59438845001361,4.180466547039216,3.8195334529607847,历史2/2次成功; 当前距低点3.82%; 最新日涨幅-1.89%; 状态confirmed_rebound; 底部已确认
19,76.60612574079501,73.37767205143001,603119,浙江荣泰,bottom_area,2024-06-19,17.91,2024-06-19,17.6,1.761363636363629,4.715909090909081,32.30769230769231,False,-2.451,2.4319,1,1,1,100.0,13.191296464188579,13.191296464188579,6.238636363636371,1.761363636363629,历史1/1次成功; 当前距低点1.76%; 最新日涨幅-2.45%; 状态bottom_area; 底部未确认
20,76.57771447569918,77.72058719122613,002837,英维克,confirmed_rebound,2024-06-19,23.72,2024-06-11,22.64,4.770318021201406,9.761484098939933,31.97115384615385,True,1.0652,2.9418,3,3,3,100.0,18.639313330996423,24.517374517374524,3.2296819787985944,4.770318021201406,历史3/3次成功; 当前距低点4.77%; 最新日涨幅1.07%; 状态confirmed_rebound; 底部已确认
21,76.41800063931196,74.67164759081703,300364,中文在线,confirmed_rebound,2024-06-19,19.84,2024-06-11,19.3,2.797927461139892,8.186528497409318,28.41246290801187,True,-2.266,3.9278,6,7,6,85.71428571428571,14.828306770746416,20.7773851590106,5.202072538860109,2.797927461139892,历史6/7次成功; 当前距低点2.80%; 最新日涨幅-2.27%; 状态confirmed_rebound; 底部已确认
22,76.26864223149997,71.72719823622256,603366,日出东方,bottom_area,2024-06-19,3.74,2024-06-06,3.71,0.8086253369272304,5.39083557951483,29.198473282442748,False,-1.3193,0.4696,2,2,2,100.0,15.811096797938903,17.583732057416277,7.19137466307277,0.8086253369272304,历史2/2次成功; 当前距低点0.81%; 最新日涨幅-1.32%; 状态bottom_area; 底部未确认
23,76.25344757609273,71.1488032774562,000402,金融街,bottom_area,2024-06-19,2.52,2024-06-19,2.51,0.3984063745020013,1.9920318725099708,28.285714285714292,False,-1.1765,0.8298,1,1,1,100.0,24.339622641509433,24.339622641509433,7.6015936254979986,0.3984063745020013,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
24,76.2161699904841,75.95127182173255,000705,浙江震元,bottom_area,2024-06-19,7.34,2024-06-06,7.07,3.8189533239038127,5.799151343705801,27.26337448559671,False,-0.6766,1.6764,3,3,3,100.0,18.916588173296947,34.04605263157895,4.181046676096187,3.8189533239038127,历史3/3次成功; 当前距低点3.82%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
25,75.32568619567847,70.11294142050201,301379,天山电子,confirmed_rebound,2024-06-19,18.4,2024-06-18,18.35,0.27247956403268203,8.446866485013608,31.350542461653568,False,-4.1167,7.3177,2,2,2,100.0,20.99029476611044,22.58233141662311,7.727520435967318,0.27247956403268203,历史2/2次成功; 当前距低点0.27%; 最新日涨幅-4.12%; 状态confirmed_rebound; 底部未确认
26,74.91951103316097,69.91211448432402,600201,生物股份,bottom_area,2024-06-19,7.45,2024-06-17,7.42,0.4043126684636152,3.3692722371967654,32.23744292237443,False,-1.9737,1.1912,1,1,1,100.0,17.76315789473684,17.76315789473684,7.595687331536386,0.4043126684636152,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
27,73.90102783255767,73.51507369565549,002615,哈尔斯,bottom_area,2024-06-19,6.4,2024-06-06,6.17,3.7277147487844475,7.77957860615884,27.41176470588235,True,-0.156,1.5156,1,1,1,100.0,28.84012539184954,28.84012539184954,4.2722852512155525,3.7277147487844475,历史1/1次成功; 当前距低点3.73%; 最新日涨幅-0.16%; 状态bottom_area; 底部已确认
28,73.65617692140322,71.27780856824334,688265,南模生物,bottom_area,2024-06-19,21.41,2024-06-06,20.93,2.293358815097948,6.688963210702334,28.125000000000007,False,-1.6537,0.3412,1,1,1,100.0,8.422939068100368,8.422939068100368,5.706641184902052,2.293358815097948,历史1/1次成功; 当前距低点2.29%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
29,73.5489978687036,68.78734536082474,002244,滨江集团,bottom_area,2024-06-19,7.72,2024-06-17,7.68,0.5208333333333338,3.776041666666667,27.20379146919432,False,-1.4049,1.1846,1,1,1,100.0,13.14432989690721,13.14432989690721,7.479166666666666,0.5208333333333338,历史1/1次成功; 当前距低点0.52%; 最新日涨幅-1.40%; 状态bottom_area; 底部未确认
30,72.65696266076495,71.29528691075771,000886,海南高速,bottom_area,2024-06-19,4.44,2024-06-06,4.31,3.0162412993039625,5.80046403712297,30.818619582664535,False,-0.4484,1.0218,1,1,1,100.0,17.378048780487816,17.378048780487816,4.983758700696038,3.0162412993039625,历史1/1次成功; 当前距低点3.02%; 最新日涨幅-0.45%; 状态bottom_area; 底部未确认
31,72.39407791862212,72.72518444944886,603177,德创环保,confirmed_rebound,2024-06-19,7.38,2024-06-06,7.08,4.237288135593218,10.59322033898305,31.791907514450873,True,-0.5391,0.8336,2,2,2,100.0,24.388179562373107,37.04615384615384,3.762711864406782,4.237288135593218,历史2/2次成功; 当前距低点4.24%; 最新日涨幅-0.54%; 状态confirmed_rebound; 底部已确认
32,72.36163224760494,71.31763236214962,000999,华润三九,bottom_area,2024-06-19,46.78,2024-06-14,45.31,3.244316927830498,6.5327742220260445,31.181652490886997,False,-1.9904,0.472,1,1,1,100.0,20.293951384963254,20.293951384963254,4.755683072169502,3.244316927830498,历史1/1次成功; 当前距低点3.24%; 最新日涨幅-1.99%; 状态bottom_area; 底部未确认
33,69.763195937485,70.17722083919114,600149,廊坊发展,confirmed_rebound,2024-06-19,3.39,2024-06-06,3.25,4.307692307692312,10.461538461538456,30.851063829787233,True,-0.8772,0.9309,2,2,2,100.0,11.552469358761346,12.401574803149604,3.6923076923076885,4.307692307692312,历史2/2次成功; 当前距低点4.31%; 最新日涨幅-0.88%; 状态confirmed_rebound; 底部已确认
34,69.26755585924653,69.89615212669466,001366,播恩集团,confirmed_rebound,2024-06-19,11.92,2024-06-06,11.41,4.469763365468885,9.55302366345311,30.384380719951192,True,-0.4177,4.2992,2,2,2,100.0,12.028024730987703,15.547445255474459,3.5302366345311156,4.469763365468885,历史2/2次成功; 当前距低点4.47%; 最新日涨幅-0.42%; 状态confirmed_rebound; 底部已确认
35,69.23348947236812,69.27645161290324,600173,卧龙新能,confirmed_rebound,2024-06-19,3.87,2024-06-06,3.72,4.032258064516126,9.946236559139775,29.545454545454547,True,-0.2577,0.4875,1,1,1,100.0,20.000000000000004,20.000000000000004,3.967741935483874,4.032258064516126,历史1/1次成功; 当前距低点4.03%; 最新日涨幅-0.26%; 状态confirmed_rebound; 底部已确认
36,67.30638021728028,67.94494589792556,300459,汤姆猫,bottom_area,2024-06-19,3.49,2024-06-11,3.34,4.491017964071867,7.4850299401197615,27.391304347826086,True,-1.6901,1.9569,3,4,3,75.0,12.416488473168846,15.133531157270022,3.5089820359281334,4.491017964071867,历史3/4次成功; 当前距低点4.49%; 最新日涨幅-1.69%; 状态bottom_area; 底部已确认
37,65.40995962468284,61.69095959595959,000069,华侨城A,bottom_area,2024-06-19,2.11,2024-06-17,2.09,0.956937799043063,5.263157894736858,32.58064516129033,False,-1.8605,0.8811,2,3,2,66.66666666666666,19.22640382317801,19.25925925925926,7.043062200956937,0.956937799043063,历史2/3次成功; 当前距低点0.96%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
38,64.5044953012943,61.75962316081369,688092,爱科科技,bottom_area,2024-06-19,22.23,2024-06-17,21.85,1.7391304347826038,4.347826086956518,32.35294117647058,False,-1.2,0.9507,1,2,1,50.0,42.12279866730127,42.12279866730127,6.260869565217396,1.7391304347826038,历史1/2次成功; 当前距低点1.74%; 最新日涨幅-1.20%; 状态bottom_area; 底部未确认
39,53.467850774300864,54.33484918187047,000779,甘咨询,bottom_area,2024-06-19,7.37,2024-06-06,7.03,4.836415362731151,7.254623044096725,27.30093071354705,False,1.3755,1.6084,1,2,1,50.0,17.69825918762089,17.69825918762089,3.1635846372688494,4.836415362731151,历史1/2次成功; 当前距低点4.84%; 最新日涨幅1.38%; 状态bottom_area; 底部未确认
