rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,98.57374446094447,84.66175824175825,002663,普邦股份,bottom_area,2022-06-01,1.85,2022-05-31,1.82,1.6483516483516498,3.296703296703287,30.798479087452467,False,0.5435,2.0287,1,1,1,100.0,66.45569620253163,66.45569620253163,18.35164835164835,1.6483516483516498,历史1/1次成功; 当前距低点1.65%; 最新日涨幅0.54%; 状态bottom_area; 底部未确认
2,96.33280118474647,82.31671232876717,002137,实益达,bottom_area,2022-06-01,5.18,2022-05-31,5.11,1.3698630136986183,14.285714285714276,32.8515111695138,False,-6.8345,17.3569,2,2,2,100.0,55.55040286140998,89.3034825870647,18.63013698630138,1.3698630136986183,历史2/2次成功; 当前距低点1.37%; 最新日涨幅-6.83%; 状态bottom_area; 底部未确认
3,94.56812375650037,80.79128991060023,002795,永和智控,bottom_area,2022-06-01,8.21,2022-06-01,8.1,1.3580246913580396,3.9506172839506206,29.503916449086166,False,0.7362,2.0891,1,1,1,100.0,25.632183908045985,25.632183908045985,18.64197530864196,1.3580246913580396,历史1/1次成功; 当前距低点1.36%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
4,92.22538613502871,78.4221164221039,603088,宁波精达,bottom_area,2022-06-01,6.42,2022-05-31,6.35,1.102362204724414,8.34645669291339,32.66171792152704,False,-1.6845,1.6551,1,1,1,100.0,32.23388305847077,32.23388305847077,18.89763779527559,1.102362204724414,历史1/1次成功; 当前距低点1.10%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
5,91.50986187045184,79.56938137979368,688317,之江生物,bottom_area,2022-06-01,39.21,2022-05-31,38.32,2.3225469728601267,6.889352818371609,27.67081917704794,False,-0.051,6.2113,2,2,2,100.0,36.69241117158478,38.96296296296296,17.677453027139876,2.3225469728601267,历史2/2次成功; 当前距低点2.32%; 最新日涨幅-0.05%; 状态bottom_area; 底部未确认
6,87.1592685953174,77.45025368637661,688188,柏楚电子,bottom_area,2022-06-01,210.15,2022-05-26,203.02,3.5119692641119076,5.900896463402614,30.629399302945398,False,0.7093,1.2451,1,1,1,100.0,34.07281509974057,34.07281509974057,16.488030735888092,3.5119692641119076,历史1/1次成功; 当前距低点3.51%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
7,68.43778774005598,62.25825451418747,605117,德业股份,bottom_area,2022-06-01,195.01,2022-05-26,186.08,4.799011177987951,10.167669819432493,30.567164179104473,True,-4.4115,2.6337,2,4,2,50.0,51.93428382351709,59.18895599654874,15.200988822012052,4.799011177987951,历史2/4次成功; 当前距低点4.80%; 最新日涨幅-4.41%; 状态bottom_area; 底部已确认
8,57.946575342465756,48.28881278538813,002309,中利集团,bottom_area,2022-06-01,4.38,2022-06-01,4.38,0.0,0.0,32.9249617151608,False,-4.9892,0.0306,1,3,1,33.33333333333333,30.136986301369873,30.136986301369873,20.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-4.99%; 状态bottom_area; 底部未确认
