rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.71216514834374,82.40482991084022,603033,三维股份,bottom_area,2023-07-18,16.0,2023-07-17,15.6,2.5641025641025665,5.25641025641027,27.677329624478446,False,1.4585,0.2141,3,3,3,100.0,15.757977188140112,24.922480620155024,5.435897435897434,2.5641025641025665,历史3/3次成功; 当前距低点2.56%; 最新日涨幅1.46%; 状态bottom_area; 底部未确认
2,84.38794701914883,80.8344333169009,002755,奥赛康,bottom_area,2023-07-18,8.08,2023-07-17,7.94,1.7632241813601974,2.267002518891673,28.853046594982075,False,0.1239,0.2547,1,1,1,100.0,30.831099195710454,30.831099195710454,6.236775818639803,1.7632241813601974,历史1/1次成功; 当前距低点1.76%; 最新日涨幅0.12%; 状态bottom_area; 底部未确认
3,82.52926263352714,76.72612191737417,688311,盟升电子,bottom_area,2023-07-18,61.94,2023-07-18,61.81,0.21032195437630713,3.203365151270016,27.26523887973641,False,-2.0247,2.6812,3,3,3,100.0,18.68632243737717,23.893805309734503,7.789678045623694,0.21032195437630713,历史3/3次成功; 当前距低点0.21%; 最新日涨幅-2.02%; 状态bottom_area; 底部未确认
4,80.23279920477967,77.85992529114479,002825,纳尔股份,bottom_area,2023-07-18,8.82,2023-07-17,8.61,2.4390243902439126,2.4390243902439126,32.94392523364487,False,1.0309,0.885,1,1,1,100.0,23.123123123123136,23.123123123123136,5.560975609756087,2.4390243902439126,历史1/1次成功; 当前距低点2.44%; 最新日涨幅1.03%; 状态bottom_area; 底部未确认
5,80.12730105566652,75.00531638707189,002403,爱仕达,bottom_area,2023-07-18,8.88,2023-07-18,8.83,0.5662514156285471,3.1710079275198115,29.246794871794872,False,-1.7699,3.8641,3,3,3,100.0,13.797686100564366,21.63892445582587,7.433748584371452,0.5662514156285471,历史3/3次成功; 当前距低点0.57%; 最新日涨幅-1.77%; 状态bottom_area; 底部未确认
6,79.90966191007946,79.75435930372737,603222,济民健康,confirmed_rebound,2023-07-18,9.86,2023-07-10,9.49,3.898840885142247,8.74604847207587,27.112135176651304,True,-2.1825,2.2623,7,7,7,100.0,24.697400655116585,68.46504559270518,4.1011591148577535,3.898840885142247,历史7/7次成功; 当前距低点3.90%; 最新日涨幅-2.18%; 状态confirmed_rebound; 底部已确认
7,77.84925154575541,74.34337451595059,601669,中国电建,bottom_area,2023-07-18,5.7,2023-06-07,5.61,1.6042780748663075,5.882352941176471,29.78723404255319,False,-0.6969,0.5551,1,1,1,100.0,16.457680250783696,16.457680250783696,6.395721925133693,1.6042780748663075,历史1/1次成功; 当前距低点1.60%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
8,77.55747792498221,76.32135294477239,688318,财富趋势,bottom_area,2023-07-18,92.91,2023-07-12,90.06,3.16455696202531,6.995336442371748,27.17127607957302,False,-1.1596,0.7623,3,3,3,100.0,12.884638807473594,22.012826837691176,4.835443037974691,3.16455696202531,历史3/3次成功; 当前距低点3.16%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
9,77.47073079504071,73.63138025326343,002507,涪陵榨菜,bottom_area,2023-07-18,17.92,2023-06-26,17.68,1.3574660633484277,4.8076923076923155,28.967456809963842,False,-0.9945,0.5864,1,1,1,100.0,9.604316546762583,9.604316546762583,6.642533936651572,1.3574660633484277,历史1/1次成功; 当前距低点1.36%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
10,77.0575264243918,72.5761822185368,688236,春立医疗,bottom_area,2023-07-18,23.93,2023-06-28,23.72,0.8853288364249614,7.082630691399662,32.228571428571435,True,-0.911,0.878,1,1,1,100.0,28.788881535407025,28.788881535407025,7.114671163575038,0.8853288364249614,历史1/1次成功; 当前距低点0.89%; 最新日涨幅-0.91%; 状态bottom_area; 底部已确认
11,75.62776262723528,74.35759726470647,605178,时空科技,bottom_area,2023-07-18,22.48,2023-06-26,21.8,3.11926605504587,7.4311926605504635,29.4041450777202,True,-1.0999,1.859,2,2,2,100.0,9.244751990382023,9.557235421166304,4.88073394495413,3.11926605504587,历史2/2次成功; 当前距低点3.12%; 最新日涨幅-1.10%; 状态bottom_area; 底部已确认
12,75.11761871006388,76.2188194031957,000792,盐湖股份,bottom_area,2023-07-18,19.38,2023-05-30,18.5,4.756756756756751,7.5675675675675595,29.49695121951219,True,1.1482,0.5991,2,2,2,100.0,16.850671013984325,24.904214559386965,3.2432432432432496,4.756756756756751,历史2/2次成功; 当前距低点4.76%; 最新日涨幅1.15%; 状态bottom_area; 底部已确认
13,73.88113278720479,74.42811103100217,600935,华塑股份,bottom_area,2023-07-18,3.81,2023-06-27,3.65,4.383561643835621,6.575342465753431,28.571428571428577,False,1.3298,0.2574,1,1,1,100.0,28.50877192982458,28.50877192982458,3.6164383561643794,4.383561643835621,历史1/1次成功; 当前距低点4.38%; 最新日涨幅1.33%; 状态bottom_area; 底部未确认
14,73.68009451907454,74.50858097918127,688258,卓易信息,confirmed_rebound,2023-07-18,62.09,2023-07-13,59.37,4.581438436921014,9.516590870810171,31.30857341200973,True,-1.6006,1.5302,3,3,3,100.0,21.528282878285978,27.716894977168955,3.418561563078986,4.581438436921014,历史3/3次成功; 当前距低点4.58%; 最新日涨幅-1.60%; 状态confirmed_rebound; 底部已确认
15,73.24569252372498,71.69937218994723,002626,金达威,bottom_area,2023-07-18,18.51,2023-06-26,17.99,2.890494719288511,7.281823235130641,27.165991902834012,True,-1.1746,0.385,1,1,1,100.0,8.815592203898044,8.815592203898044,5.109505280711489,2.890494719288511,历史1/1次成功; 当前距低点2.89%; 最新日涨幅-1.17%; 状态bottom_area; 底部已确认
16,72.15320833898161,70.68161127740682,601360,三六零,bottom_area,2023-07-18,11.95,2023-07-12,11.61,2.92850990525409,6.287683031869082,28.15594059405941,False,-1.727,1.5125,1,1,1,100.0,13.003300330033007,13.003300330033007,5.0714900947459105,2.92850990525409,历史1/1次成功; 当前距低点2.93%; 最新日涨幅-1.73%; 状态bottom_area; 底部未确认
17,71.55050576712954,70.39323877068557,002153,石基信息,bottom_area,2023-07-18,13.09,2023-07-13,12.69,3.1520882584712404,6.698187549251376,28.30508474576271,False,-1.5789,0.4995,1,1,1,100.0,14.193548387096769,14.193548387096769,4.84791174152876,3.1520882584712404,历史1/1次成功; 当前距低点3.15%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
18,69.89065136277821,70.79599795371043,600990,四创电子,bottom_area,2023-07-18,24.21,2023-07-10,23.13,4.669260700389113,6.917423259835717,27.921470863197268,False,0.5399,0.6488,1,1,1,100.0,12.483399734395755,12.483399734395755,3.3307392996108867,4.669260700389113,历史1/1次成功; 当前距低点4.67%; 最新日涨幅0.54%; 状态bottom_area; 底部未确认
