rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.72841558041898,85.35731343283584,605133,嵘泰股份,bottom_area,2023-05-08,27.16,2023-05-05,26.8,1.3432835820895501,4.477611940298504,30.099113197704753,False,0.929,3.4452,1,1,1,100.0,60.01483679525222,60.01483679525222,13.65671641791045,1.3432835820895501,历史1/1次成功; 当前距低点1.34%; 最新日涨幅0.93%; 状态bottom_area; 底部未确认
2,94.00045366020795,83.87072329983334,688181,八亿时空,bottom_area,2023-05-08,34.58,2023-05-05,34.11,1.3778950454412162,2.931691586045148,27.084224027362126,False,0.3191,0.8341,2,2,2,100.0,25.76518281418983,28.477257745550418,13.622104954558784,1.3778950454412162,历史2/2次成功; 当前距低点1.38%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
3,90.69642328288849,81.58380884769304,300582,英飞特,bottom_area,2023-05-08,12.91,2023-04-27,12.68,1.8138801261829687,4.337539432176662,32.40938166311301,False,0.3108,2.4622,1,1,1,100.0,35.48094373865699,35.48094373865699,13.18611987381703,1.8138801261829687,历史1/1次成功; 当前距低点1.81%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
4,89.80960334655177,80.0516709118696,000935,四川双马,bottom_area,2023-05-08,18.36,2023-05-05,18.12,1.3245033112582694,3.532008830022078,32.68945022288261,False,-0.2716,0.4809,1,1,1,100.0,43.71794871794874,43.71794871794874,13.675496688741731,1.3245033112582694,历史1/1次成功; 当前距低点1.32%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
5,89.80769349038265,81.81527656998178,688350,富淼科技,bottom_area,2023-05-08,16.44,2023-05-05,16.04,2.493765586034926,4.301745635910232,32.774518021793796,False,1.0449,3.0532,2,2,2,100.0,28.392807022265636,38.54748603351957,12.506234413965073,2.493765586034926,历史2/2次成功; 当前距低点2.49%; 最新日涨幅1.04%; 状态bottom_area; 底部未确认
6,89.79358909484603,82.56365054861938,002245,蔚蓝锂芯,bottom_area,2023-05-08,11.02,2023-04-26,10.7,2.9906542056074796,8.317757009345799,29.512516469038214,False,0.4558,1.1774,3,3,3,100.0,21.840549125830286,25.653923541247494,12.00934579439252,2.9906542056074796,历史3/3次成功; 当前距低点2.99%; 最新日涨幅0.46%; 状态bottom_area; 底部未确认
7,88.9617664273476,80.95048567913118,300454,深信服,bottom_area,2023-05-08,118.38,2023-05-04,115.57,2.431426840875662,3.7466470537336787,31.00298507462687,False,0.2371,0.8199,2,2,2,100.0,22.979241270579003,29.49391262831224,12.568573159124337,2.431426840875662,历史2/2次成功; 当前距低点2.43%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
8,88.51617113950341,80.32152854762495,688048,长光华芯,bottom_area,2023-05-08,88.73,2023-05-05,86.75,2.2824207492795434,4.853025936599416,27.100840336134453,False,0.2599,2.5706,2,2,2,100.0,17.771225032162963,19.48504983388705,12.717579250720457,2.2824207492795434,历史2/2次成功; 当前距低点2.28%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
9,88.363879623254,79.70375959079284,000629,钒钛股份,bottom_area,2023-05-08,4.16,2023-04-25,4.08,1.960784313725492,9.803921568627459,31.08108108108108,False,0.0,0.8266,1,1,1,100.0,27.173913043478265,27.173913043478265,13.039215686274508,1.960784313725492,历史1/1次成功; 当前距低点1.96%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
10,87.8009554364774,77.26946824706657,688075,安旭生物,bottom_area,2023-05-08,67.46,2023-05-05,67.03,0.6415038042667351,2.7897956139042286,27.81606719793237,False,0.0,1.5435,4,5,4,80.0,31.086542584917854,40.134529147982065,14.358496195733265,0.6415038042667351,历史4/5次成功; 当前距低点0.64%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
11,87.00082613566838,78.35293615689574,300671,富满微,bottom_area,2023-05-08,42.86,2023-05-08,42.07,1.8778226764915598,2.0204421202757343,32.709532949456175,False,1.6121,1.4684,1,1,1,100.0,18.894472361809044,18.894472361809044,13.122177323508438,1.8778226764915598,历史1/1次成功; 当前距低点1.88%; 最新日涨幅1.61%; 状态bottom_area; 底部未确认
