rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.68936278201605,82.01695618533876,600327,大东方,bottom_area,2024-12-10,6.58,2024-12-09,6.43,2.332814930015558,6.998444790046659,28.792912513842744,False,0.458,15.6405,2,2,2,100.0,27.5041625041625,33.030303030303024,5.667185069984443,2.332814930015558,历史2/2次成功; 当前距低点2.33%; 最新日涨幅0.46%; 状态bottom_area; 底部未确认
2,81.58859706221263,81.10167085125384,001229,魅视科技,bottom_area,2024-12-10,41.04,2024-12-06,39.58,3.6887316826680165,5.356240525517951,31.033281059418023,False,1.5088,28.3045,3,3,3,100.0,22.53752197708012,42.18749999999999,4.311268317331984,3.6887316826680165,历史3/3次成功; 当前距低点3.69%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
3,80.28073340684567,81.7907158533694,002045,国光电器,confirmed_rebound,2024-12-10,18.59,2024-12-04,17.71,4.968944099378876,8.413325804630144,29.58250497017892,True,1.7515,14.9884,6,6,6,100.0,26.289830107275485,40.89958158995815,3.031055900621124,4.968944099378876,历史6/6次成功; 当前距低点4.97%; 最新日涨幅1.75%; 状态confirmed_rebound; 底部已确认
4,79.70919906548217,78.56454999274027,000695,滨海能源,bottom_area,2024-12-10,12.08,2024-12-04,11.7,3.247863247863255,7.179487179487179,30.810171496156123,True,-1.2265,5.4331,3,3,3,100.0,16.77246342940055,21.910112359550556,4.752136752136745,3.247863247863255,历史3/3次成功; 当前距低点3.25%; 最新日涨幅-1.23%; 状态bottom_area; 底部已确认
5,79.30174782375406,77.9051651768147,603268,松发股份,confirmed_rebound,2024-12-10,38.2,2024-12-09,37.06,3.0760928224500823,8.472746896923908,30.625233994758517,True,-2.2268,6.1816,3,3,3,100.0,21.336864580649962,37.532133676092535,4.923907177549918,3.0760928224500823,历史3/3次成功; 当前距低点3.08%; 最新日涨幅-2.23%; 状态confirmed_rebound; 底部已确认
6,79.29978696621959,76.786765548276,001209,洪兴股份,confirmed_rebound,2024-12-10,19.36,2024-12-09,18.92,2.325581395348825,10.517970401691324,32.3076923076923,False,-1.7259,42.265,3,3,3,100.0,15.317694245544681,21.88679245283018,5.6744186046511755,2.325581395348825,历史3/3次成功; 当前距低点2.33%; 最新日涨幅-1.73%; 状态confirmed_rebound; 底部未确认
7,78.62827361531828,77.0731689671319,002095,生意宝,bottom_area,2024-12-10,22.6,2024-12-09,21.95,2.9612756264237,4.419134396355364,31.726283048211506,False,1.6187,10.2032,4,5,4,80.0,18.62837309342981,33.84030418250951,5.038724373576301,2.9612756264237,历史4/5次成功; 当前距低点2.96%; 最新日涨幅1.62%; 状态bottom_area; 底部未确认
8,74.91128168187699,74.84516080362104,002301,齐心集团,bottom_area,2024-12-10,8.15,2024-12-09,7.84,3.9540816326530677,5.229591836734696,28.073394495412845,False,2.3869,8.7972,1,1,1,100.0,25.486381322957207,25.486381322957207,4.045918367346933,3.9540816326530677,历史1/1次成功; 当前距低点3.95%; 最新日涨幅2.39%; 状态bottom_area; 底部未确认
9,73.98812176273697,69.44079175683245,000833,粤桂股份,confirmed_rebound,2024-12-10,14.33,2024-12-10,14.23,0.7027406886858724,8.151791988756148,30.415647921760385,False,-4.7207,25.8367,2,2,2,100.0,22.650755521700265,35.88039867109634,7.297259311314128,0.7027406886858724,历史2/2次成功; 当前距低点0.70%; 最新日涨幅-4.72%; 状态confirmed_rebound; 底部未确认
