rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.09890638979344,83.2499477658155,688181,八亿时空,bottom_area,2023-05-11,33.88,2023-05-10,33.33,1.6501650165016633,2.9402940294029527,28.751603249251822,False,0.3852,0.62,2,2,2,100.0,25.76518281418983,28.477257745550418,6.3498349834983365,1.6501650165016633,历史2/2次成功; 当前距低点1.65%; 最新日涨幅0.39%; 状态bottom_area; 底部未确认
12,83.5632014038874,79.80239870623716,002385,大北农,bottom_area,2023-05-11,6.96,2023-04-25,6.85,1.605839416058399,4.963503649635047,30.73811931243681,False,0.1439,0.8362,1,1,1,100.0,23.353293413173663,23.353293413173663,6.394160583941601,1.605839416058399,历史1/1次成功; 当前距低点1.61%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
13,83.19614843466947,77.66230132971042,002317,众生药业,bottom_area,2023-05-11,16.65,2023-05-10,16.58,0.4221954161640548,2.2919179734620183,27.280701754385973,False,-1.4793,3.1244,3,3,3,100.0,26.316703648196015,58.31999999999999,7.577804583835945,0.4221954161640548,历史3/3次成功; 当前距低点0.42%; 最新日涨幅-1.48%; 状态bottom_area; 底部未确认
14,82.74456309435828,80.96240873955786,688350,富淼科技,bottom_area,2023-05-11,16.5,2023-05-05,16.04,2.867830423940155,4.301745635910232,32.774518021793796,False,1.601,1.7899,2,2,2,100.0,28.392807022265636,38.54748603351957,5.1321695760598445,2.867830423940155,历史2/2次成功; 当前距低点2.87%; 最新日涨幅1.60%; 状态bottom_area; 底部未确认
15,82.57982602840642,82.02019993079755,601369,陕鼓动力,bottom_area,2023-05-11,9.38,2023-05-10,9.05,3.6464088397790064,4.972375690607726,32.31114435302916,False,0.4283,0.4813,3,3,3,100.0,26.957054223084292,55.572755417956664,4.353591160220994,3.6464088397790064,历史3/3次成功; 当前距低点3.65%; 最新日涨幅0.43%; 状态bottom_area; 底部未确认
16,81.45711425502681,77.61194699314424,300762,上海瀚讯,bottom_area,2023-05-11,11.61,2023-05-10,11.44,1.4860139860139854,3.1468531468531578,27.50316856780735,False,-1.2755,0.9504,1,1,1,100.0,32.580961727183514,32.580961727183514,6.513986013986014,1.4860139860139854,历史1/1次成功; 当前距低点1.49%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
17,81.268016194332,75.4089068825911,000935,四川双马,bottom_area,2023-05-11,18.07,2023-05-11,18.05,0.11080332409972062,2.216066481994452,32.949479940564636,False,-1.6866,0.4111,1,1,1,100.0,43.71794871794874,43.71794871794874,7.88919667590028,0.11080332409972062,历史1/1次成功; 当前距低点0.11%; 最新日涨幅-1.69%; 状态bottom_area; 底部未确认
18,80.01218241598727,79.90738584438807,002455,百川股份,bottom_area,2023-05-11,7.93,2023-05-05,7.63,3.931847968545214,4.587155963302759,28.691588785046722,False,0.8906,0.7664,3,3,3,100.0,19.096769960597644,35.42600896860987,4.068152031454786,3.931847968545214,历史3/3次成功; 当前距低点3.93%; 最新日涨幅0.89%; 状态bottom_area; 底部未确认
19,79.4132269950088,74.46076520546745,688010,福光股份,bottom_area,2023-05-11,23.13,2023-05-10,22.98,0.6527415143603071,3.829416884247167,30.907997594708352,False,-1.4906,1.0394,2,2,2,100.0,28.59685945273632,42.08955223880597,7.347258485639693,0.6527415143603071,历史2/2次成功; 当前距低点0.65%; 最新日涨幅-1.49%; 状态bottom_area; 底部未确认
20,79.26896856614297,77.84943473218217,002758,浙农股份,bottom_area,2023-05-11,12.46,2023-04-25,12.09,3.060380479735327,5.789909015715462,28.249258160237396,False,0.4839,1.2307,2,2,2,100.0,14.016678634294234,19.064430714916153,4.9396195202646735,3.060380479735327,历史2/2次成功; 当前距低点3.06%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
21,79.08102578335436,78.15218827415357,002079,苏州固锝,bottom_area,2023-05-11,12.52,2023-05-10,12.11,3.3856317093311326,4.128819157720892,28.512396694214885,False,0.9677,1.5788,2,2,2,100.0,19.631336405529957,22.488479262672804,4.6143682906688674,3.3856317093311326,历史2/2次成功; 当前距低点3.39%; 最新日涨幅0.97%; 状态bottom_area; 底部未确认
22,79.03588758935786,76.40358876476168,000059,华锦股份,bottom_area,2023-05-11,6.85,2023-04-25,6.7,2.2388059701492455,5.970149253731335,29.916317991631804,False,-1.1544,0.7109,2,2,2,100.0,18.645518154311638,25.41603630862328,5.7611940298507545,2.2388059701492455,历史2/2次成功; 当前距低点2.24%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
23,79.00331388311967,77.77643924700355,300661,圣邦股份,bottom_area,2023-05-11,123.39,2023-04-25,119.58,3.186151530356249,6.790433182806494,30.20079383609619,False,0.3987,0.4884,1,1,1,100.0,31.832606108687024,31.832606108687024,4.813848469643752,3.186151530356249,历史1/1次成功; 当前距低点3.19%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
24,79.00105575056197,78.7458935392736,002245,蔚蓝锂芯,confirmed_rebound,2023-05-11,11.11,2023-04-26,10.7,3.831775700934581,8.317757009345799,29.512516469038214,False,1.184,1.7487,3,3,3,100.0,21.840549125830286,25.653923541247494,4.168224299065419,3.831775700934581,历史3/3次成功; 当前距低点3.83%; 最新日涨幅1.18%; 状态confirmed_rebound; 底部未确认
25,78.68105023780926,79.0340959455865,002309,中利集团,confirmed_rebound,2023-05-11,3.94,2023-05-10,3.78,4.232804232804237,8.730158730158744,31.021897810218984,True,0.2545,1.767,3,3,3,100.0,19.11230965795784,30.136986301369873,3.7671957671957634,4.232804232804237,历史3/3次成功; 当前距低点4.23%; 最新日涨幅0.25%; 状态confirmed_rebound; 底部已确认
26,78.6088817830367,74.68056908224504,688289,圣湘生物,confirmed_rebound,2023-05-11,18.22,2023-04-26,17.98,1.334816462736365,12.45828698553948,27.058823529411757,False,-1.032,1.0063,1,1,1,100.0,25.182530200451346,25.182530200451346,6.665183537263636,1.334816462736365,历史1/1次成功; 当前距低点1.33%; 最新日涨幅-1.03%; 状态confirmed_rebound; 底部未确认
27,78.39033461545218,77.17916478009712,688286,敏芯股份,bottom_area,2023-05-11,46.9,2023-05-10,45.45,3.1903190319031807,4.84048404840483,29.183546276098475,False,1.5152,1.473,2,2,2,100.0,12.005871896969783,16.00279524807827,4.80968096809682,3.1903190319031807,历史2/2次成功; 当前距低点3.19%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
28,78.27969341978054,73.4047964826407,300454,深信服,bottom_area,2023-05-11,114.8,2023-05-10,114.05,0.657606313020605,5.164401578255152,31.910447761194032,False,-0.2173,0.9051,2,2,2,100.0,22.979241270579003,29.49391262831224,7.3423936869793955,0.657606313020605,历史2/2次成功; 当前距低点0.66%; 最新日涨幅-0.22%; 状态bottom_area; 底部未确认
29,78.25384340890152,73.01978520537989,688048,长光华芯,bottom_area,2023-05-11,85.0,2023-05-10,84.66,0.4016064257028153,3.543586109142452,28.857142857142858,False,-1.3234,1.1447,2,2,2,100.0,17.771225032162963,19.48504983388705,7.5983935742971855,0.4016064257028153,历史2/2次成功; 当前距低点0.40%; 最新日涨幅-1.32%; 状态bottom_area; 底部未确认
30,77.9772579352679,76.31564208885426,001309,德明利,bottom_area,2023-05-11,64.3,2023-05-10,62.5,2.8799999999999955,4.783999999999992,27.325581395348834,False,1.5477,6.0296,1,1,1,100.0,20.226032735775533,20.226032735775533,5.120000000000005,2.8799999999999955,历史1/1次成功; 当前距低点2.88%; 最新日涨幅1.55%; 状态bottom_area; 底部未确认
31,77.24462220383681,77.00913188684619,002403,爱仕达,bottom_area,2023-05-11,8.11,2023-04-25,7.81,3.841229193341867,7.298335467349568,28.545288197621225,True,1.375,0.8713,2,2,2,100.0,9.877066922933613,11.190233977619528,4.158770806658133,3.841229193341867,历史2/2次成功; 当前距低点3.84%; 最新日涨幅1.38%; 状态bottom_area; 底部已确认
32,77.07768016845894,75.86163164626349,300353,东土科技,bottom_area,2023-05-11,10.73,2023-05-10,10.4,3.173076923076924,4.038461538461537,32.90322580645161,False,1.6098,2.5106,1,1,1,100.0,21.377672209026137,21.377672209026137,4.826923076923077,3.173076923076924,历史1/1次成功; 当前距低点3.17%; 最新日涨幅1.61%; 状态bottom_area; 底部未确认
33,76.86696727653417,73.71891538637928,600114,东睦股份,bottom_area,2023-05-11,7.25,2023-05-10,7.12,1.825842696629212,3.089887640449435,27.04918032786885,False,-0.1377,0.9154,1,1,1,100.0,15.816326530612232,15.816326530612232,6.174157303370788,1.825842696629212,历史1/1次成功; 当前距低点1.83%; 最新日涨幅-0.14%; 状态bottom_area; 底部未确认
34,76.71576488868038,73.65519415911139,688229,博睿数据,confirmed_rebound,2023-05-11,54.1,2023-05-09,53.1,1.8832391713747645,8.079096045197739,31.92307692307692,False,-1.6364,1.3764,2,2,2,100.0,9.725696074440098,11.21206614573869,6.116760828625235,1.8832391713747645,历史2/2次成功; 当前距低点1.88%; 最新日涨幅-1.64%; 状态confirmed_rebound; 底部未确认
35,75.30604342018397,74.99029481045572,688182,灿勤科技,bottom_area,2023-05-11,17.29,2023-05-11,16.66,3.781512605042011,6.842737094837939,28.772979905942712,False,2.4289,3.4118,1,1,1,100.0,24.15130940834142,24.15130940834142,4.2184873949579895,3.781512605042011,历史1/1次成功; 当前距低点3.78%; 最新日涨幅2.43%; 状态bottom_area; 底部未确认
36,74.62138563772376,74.16498572556642,002383,合众思壮,bottom_area,2023-05-11,6.76,2023-04-28,6.52,3.680981595092028,5.828220858895718,28.50877192982456,False,0.7452,0.9072,1,1,1,100.0,18.48184818481848,18.48184818481848,4.319018404907972,3.680981595092028,历史1/1次成功; 当前距低点3.68%; 最新日涨幅0.75%; 状态bottom_area; 底部未确认
37,74.52977718524771,70.28993486907635,300499,高澜股份,bottom_area,2023-05-11,16.91,2023-05-11,16.75,0.9552238805970158,4.298507462686561,32.26849979781642,False,-2.8161,13.9401,2,2,2,100.0,9.880888800201893,10.396039603960403,7.044776119402984,0.9552238805970158,历史2/2次成功; 当前距低点0.96%; 最新日涨幅-2.82%; 状态bottom_area; 底部未确认
38,74.05483854392324,71.07899783458207,000721,西安饮食,bottom_area,2023-05-11,12.0,2023-05-10,11.78,1.8675721561969494,3.22580645161291,31.43189755529686,False,0.7557,4.8119,2,3,2,66.66666666666666,18.550514430346464,20.485175202156327,6.132427843803051,1.8675721561969494,历史2/3次成功; 当前距低点1.87%; 最新日涨幅0.76%; 状态bottom_area; 底部未确认
39,73.60337494162397,72.8462329924115,002748,世龙实业,bottom_area,2023-05-11,10.16,2023-04-26,9.82,3.462321792260691,3.9714867617108,29.857142857142854,False,1.4985,0.4273,1,1,1,100.0,8.711433756805816,8.711433756805816,4.537678207739309,3.462321792260691,历史1/1次成功; 当前距低点3.46%; 最新日涨幅1.50%; 状态bottom_area; 底部未确认
40,73.54113368926551,68.8776449175434,300598,诚迈科技,bottom_area,2023-05-11,42.3,2023-05-11,42.05,0.5945303210463734,2.4970273483947785,28.583559782608702,False,-0.3534,1.3683,1,1,1,100.0,14.533193814672712,14.533193814672712,7.405469678953628,0.5945303210463734,历史1/1次成功; 当前距低点0.59%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
41,73.50932481786492,71.01010110606335,300727,润禾材料,bottom_area,2023-05-11,27.39,2023-05-10,26.8,2.2014925373134324,3.4701492537313423,27.918235610543302,False,0.0731,1.1407,2,3,2,66.66666666666666,22.273319486404827,26.812499999999993,5.798507462686568,2.2014925373134324,历史2/3次成功; 当前距低点2.20%; 最新日涨幅0.07%; 状态bottom_area; 底部未确认
42,73.49715794519557,72.10948402579874,601528,瑞丰银行,confirmed_rebound,2023-05-11,5.82,2023-05-10,5.65,3.0088495575221224,8.849557522123893,32.33532934131736,False,0.8666,3.3497,1,1,1,100.0,9.406779661016945,9.406779661016945,4.991150442477878,3.0088495575221224,历史1/1次成功; 当前距低点3.01%; 最新日涨幅0.87%; 状态confirmed_rebound; 底部未确认
43,73.41962300177136,72.67738586948722,688227,品高股份,confirmed_rebound,2023-05-11,24.44,2023-05-04,23.62,3.471634208298054,12.066045723962734,29.132913291329128,True,-1.0927,2.262,1,1,1,100.0,31.412429378531087,31.412429378531087,4.528365791701947,3.471634208298054,历史1/1次成功; 当前距低点3.47%; 最新日涨幅-1.09%; 状态confirmed_rebound; 底部已确认
44,73.35909032683551,68.85321090784447,688321,微芯生物,bottom_area,2023-05-11,22.86,2023-05-11,22.7,0.7048458149779742,3.480176211453741,29.721362229102162,False,-1.5504,0.8261,1,1,1,100.0,15.754082612872244,15.754082612872244,7.295154185022026,0.7048458149779742,历史1/1次成功; 当前距低点0.70%; 最新日涨幅-1.55%; 状态bottom_area; 底部未确认
45,73.18627304327559,68.20082505446042,301367,瑞迈特,bottom_area,2023-05-11,211.0,2023-05-10,210.3,0.3328578221588153,6.405135520684735,29.642020742723307,False,-3.1043,3.013,1,1,1,100.0,17.901832736465128,17.901832736465128,7.6671421778411855,0.3328578221588153,历史1/1次成功; 当前距低点0.33%; 最新日涨幅-3.10%; 状态bottom_area; 底部未确认
46,73.03211544803199,68.62778719642206,601138,工业富联,bottom_area,2023-05-11,14.46,2023-05-08,14.35,0.766550522648092,6.132404181184675,27.780573729240064,False,-0.9589,0.5525,1,1,1,100.0,15.298507462686556,15.298507462686556,7.2334494773519085,0.766550522648092,历史1/1次成功; 当前距低点0.77%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
47,72.96483354521287,71.88174543501614,603363,傲农生物,confirmed_rebound,2023-05-11,9.61,2023-04-25,9.31,3.222341568206218,9.559613319011802,29.576399394856278,True,-0.2077,1.1653,1,1,1,100.0,24.078947368421055,24.078947368421055,4.777658431793782,3.222341568206218,历史1/1次成功; 当前距低点3.22%; 最新日涨幅-0.21%; 状态confirmed_rebound; 底部已确认
48,72.67970093861254,73.87858473357734,000518,四环生物,confirmed_rebound,2023-05-11,2.81,2023-04-25,2.68,4.850746268656712,9.328358208955223,27.956989247311824,True,1.0791,0.4138,2,2,2,100.0,15.635947452229296,17.834394904458602,3.1492537313432885,4.850746268656712,历史2/2次成功; 当前距低点4.85%; 最新日涨幅1.08%; 状态confirmed_rebound; 底部已确认
49,72.54146991304349,72.77434782608697,000629,钒钛股份,confirmed_rebound,2023-05-11,4.25,2023-04-25,4.08,4.166666666666665,9.803921568627459,31.08108108108108,False,1.432,0.9432,1,1,1,100.0,27.173913043478265,27.173913043478265,3.8333333333333353,4.166666666666665,历史1/1次成功; 当前距低点4.17%; 最新日涨幅1.43%; 状态confirmed_rebound; 底部未确认
50,71.77292106647913,72.98212018328248,001266,宏英智能,confirmed_rebound,2023-05-11,24.77,2023-04-25,23.62,4.868755292125311,8.044030482641823,28.6404833836858,True,0.9784,1.4533,2,2,2,100.0,11.03700134047409,13.763753373468953,3.1312447078746892,4.868755292125311,历史2/2次成功; 当前距低点4.87%; 最新日涨幅0.98%; 状态confirmed_rebound; 底部已确认
51,71.43861206388652,70.06980654076462,000158,常山北明,confirmed_rebound,2023-05-11,6.88,2023-04-27,6.68,2.994011976047907,8.38323353293414,30.705394190871377,True,-1.5737,2.294,1,1,1,100.0,11.538461538461533,11.538461538461533,5.005988023952093,2.994011976047907,历史1/1次成功; 当前距低点2.99%; 最新日涨幅-1.57%; 状态confirmed_rebound; 底部已确认
52,71.2516139971618,67.13218069878407,688157,松井股份,bottom_area,2023-05-11,73.66,2023-05-09,73.0,0.9041095890410913,4.712328767123284,31.080060422960727,False,-0.1491,0.7137,1,1,1,100.0,8.943820224719094,8.943820224719094,7.095890410958909,0.9041095890410913,历史1/1次成功; 当前距低点0.90%; 最新日涨幅-0.15%; 状态bottom_area; 底部未确认
53,70.92699264779999,71.28351893953783,301326,捷邦科技,bottom_area,2023-05-11,32.79,2023-05-10,31.45,4.260731319554849,4.7376788553259095,29.452669358456706,False,2.1814,3.1857,1,1,1,100.0,10.096700796359514,10.096700796359514,3.7392686804451514,4.260731319554849,历史1/1次成功; 当前距低点4.26%; 最新日涨幅2.18%; 状态bottom_area; 底部未确认
54,69.25853411388836,70.58815014449459,688047,龙芯中科,confirmed_rebound,2023-05-11,140.58,2023-05-08,133.9,4.988797610156839,9.775952203136672,27.1094175285792,True,2.1657,4.5752,1,1,1,100.0,16.304347826086957,16.304347826086957,3.0112023898431617,4.988797610156839,历史1/1次成功; 当前距低点4.99%; 最新日涨幅2.17%; 状态confirmed_rebound; 底部已确认
55,67.07052690053902,63.29144625188948,688298,东方生物,bottom_area,2023-05-11,54.33,2023-05-10,53.8,0.9851301115241659,2.9368029739777053,30.741503604531424,False,-0.7127,0.6858,4,6,4,66.66666666666666,11.510087309128625,15.470039788586028,7.014869888475834,0.9851301115241659,历史4/6次成功; 当前距低点0.99%; 最新日涨幅-0.71%; 状态bottom_area; 底部未确认
56,66.31905912133134,66.66939752133838,300525,博思软件,confirmed_rebound,2023-05-11,19.03,2023-04-26,18.25,4.273972602739732,10.849315068493153,32.38236383845868,True,-0.7821,0.6909,1,1,1,100.0,8.946532556908405,8.946532556908405,3.726027397260269,4.273972602739732,历史1/1次成功; 当前距低点4.27%; 最新日涨幅-0.78%; 状态confirmed_rebound; 底部已确认
57,57.62113314713758,56.69508063013201,603068,博通集成,bottom_area,2023-05-11,28.75,2023-05-10,27.87,3.1575170434158557,4.018658055256539,30.167877724880977,False,1.9504,1.662,1,2,1,50.0,9.807631661936297,9.807631661936297,4.842482956584145,3.1575170434158557,历史1/2次成功; 当前距低点3.16%; 最新日涨幅1.95%; 状态bottom_area; 底部未确认
58,56.29254479038208,52.41447927199192,000509,华塑控股,bottom_area,2023-05-11,3.46,2023-05-11,3.45,0.2898550724637619,2.6086956521739086,27.21518987341772,False,-1.983,0.5032,1,2,1,50.0,13.953488372093018,13.953488372093018,7.710144927536239,0.2898550724637619,历史1/2次成功; 当前距低点0.29%; 最新日涨幅-1.98%; 状态bottom_area; 底部未确认
59,55.754647881430074,56.29590556761303,002769,普路通,bottom_area,2023-05-11,8.82,2023-04-25,8.44,4.502369668246455,7.464454976303327,28.231292517006807,True,3.0374,0.9185,1,2,1,50.0,14.953271028037399,14.953271028037399,3.497630331753545,4.502369668246455,历史1/2次成功; 当前距低点4.50%; 最新日涨幅3.04%; 状态bottom_area; 底部已确认
60,53.97212934135446,54.86743029882145,002623,亚玛顿,bottom_area,2023-05-11,27.21,2023-04-25,25.95,4.855491329479775,7.013487475915222,30.42895442359249,True,0.9647,0.7629,1,2,1,50.0,11.601884570082444,11.601884570082444,3.1445086705202256,4.855491329479775,历史1/2次成功; 当前距低点4.86%; 最新日涨幅0.96%; 状态bottom_area; 底部已确认
