rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,78.56918005187308,78.22838313524427,300562,乐心医疗,bottom_area,2023-02-02,10.1,2023-01-31,9.64,4.771784232365135,4.771784232365135,27.790262172284635,False,1.3039,4.2968,3,3,3,100.0,20.365866586219184,22.71604938271605,5.2282157676348655,4.771784232365135,历史3/3次成功; 当前距低点4.77%; 最新日涨幅1.30%; 状态bottom_area; 底部未确认
2,57.67918111305472,56.90484305877395,000419,通程控股,bottom_area,2023-02-02,6.32,2023-01-19,6.06,4.290429042904302,4.620462046204625,29.039812646370024,False,0.4769,4.6135,1,2,1,50.0,24.82269503546099,24.82269503546099,5.709570957095698,4.290429042904302,历史1/2次成功; 当前距低点4.29%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
3,54.80149545393905,54.59169906342548,002349,精华制药,bottom_area,2023-02-02,12.23,2023-01-19,11.67,4.798628963153389,5.3984575835475646,28.44880441446965,False,0.0818,2.154,1,2,1,50.0,18.615984405458093,18.615984405458093,5.201371036846612,4.798628963153389,历史1/2次成功; 当前距低点4.80%; 最新日涨幅0.08%; 状态bottom_area; 底部未确认
4,53.05687240001378,52.84093588318347,002589,瑞康医药,bottom_area,2023-02-02,4.16,2023-01-31,3.97,4.785894206549117,5.2896725440805925,27.55474452554745,False,0.4831,2.5943,1,3,1,33.33333333333333,28.49162011173183,28.49162011173183,5.214105793450884,4.785894206549117,历史1/3次成功; 当前距低点4.79%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
