rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.27532470109757,89.14643708857415,002317,众生药业,bottom_area,2025-12-17,19.76,2025-12-17,19.44,1.646090534979425,2.263374485596696,28.529411764705877,False,0.8678,4.7612,5,5,5,100.0,24.08345972218942,58.31999999999999,6.353909465020576,1.646090534979425,历史5/5次成功; 当前距低点1.65%; 最新日涨幅0.87%; 状态bottom_area; 底部未确认
12,85.97802750313222,82.13275269998273,002679,福建金森,bottom_area,2025-12-17,11.91,2025-12-17,11.72,1.6211604095563097,5.972696245733782,28.186274509803923,False,-3.7187,5.4114,4,4,4,100.0,18.758056095543544,33.50951374207188,6.378839590443691,1.6211604095563097,历史4/4次成功; 当前距低点1.62%; 最新日涨幅-3.72%; 状态bottom_area; 底部未确认
13,85.65491861647935,82.57624654924068,000701,厦门信达,bottom_area,2025-12-17,6.33,2025-12-17,6.2,2.0967741935483852,3.8709677419354875,28.32369942196532,False,-1.5552,6.1868,6,6,6,100.0,16.75748231468269,30.161579892280066,5.903225806451615,2.0967741935483852,历史6/6次成功; 当前距低点2.10%; 最新日涨幅-1.56%; 状态bottom_area; 底部未确认
14,85.18947080441181,83.08504668293249,002129,TCL中环,bottom_area,2025-12-17,8.37,2025-12-16,8.15,2.6993865030674704,3.067484662576687,29.253472222222214,False,1.087,1.5415,3,3,3,100.0,21.073375859818903,31.12759643916912,5.30061349693253,2.6993865030674704,历史3/3次成功; 当前距低点2.70%; 最新日涨幅1.09%; 状态bottom_area; 底部未确认
15,84.88089907107525,84.2037823035458,300609,汇纳科技,bottom_area,2025-12-17,36.71,2025-12-17,35.44,3.583521444695269,4.091422121896171,28.20097244732577,False,0.2731,3.5897,5,5,5,100.0,21.25919998629576,49.87035436473638,4.416478555304732,3.583521444695269,历史5/5次成功; 当前距低点3.58%; 最新日涨幅0.27%; 状态bottom_area; 底部未确认
16,84.84869489062902,83.03697898549103,603030,全筑股份,bottom_area,2025-12-17,2.86,2025-12-17,2.78,2.8776978417266217,3.5971223021582768,30.845771144278604,False,-0.6944,2.9214,7,7,7,100.0,28.80715088509532,51.87969924812029,5.122302158273379,2.8776978417266217,历史7/7次成功; 当前距低点2.88%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
17,84.76757074106915,84.3946640858063,600403,大有能源,bottom_area,2025-12-17,6.88,2025-12-17,6.63,3.770739064856712,4.67571644042233,27.934782608695645,False,0.5848,2.0634,4,4,4,100.0,24.58037179397625,37.18411552346569,4.229260935143288,3.770739064856712,历史4/4次成功; 当前距低点3.77%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
18,84.68399786516284,81.65039516827413,000665,湖北广电,bottom_area,2025-12-17,5.34,2025-12-17,5.23,2.103250478011461,2.485659655831738,27.46185852981969,False,0.3759,1.8994,6,7,6,85.71428571428571,20.33843610367265,43.606557377049185,5.896749521988539,2.103250478011461,历史6/7次成功; 当前距低点2.10%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
19,84.61440000000002,81.36000000000001,600708,光明地产,bottom_area,2025-12-17,3.12,2025-12-17,3.06,1.960784313725492,2.6143790849673225,27.65957446808511,False,0.3215,0.6283,1,1,1,100.0,36.07843137254903,36.07843137254903,6.039215686274509,1.960784313725492,历史1/1次成功; 当前距低点1.96%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
20,84.25896197913663,81.16175478504081,000692,惠天热电,bottom_area,2025-12-17,3.48,2025-12-17,3.41,2.0527859237536608,2.63929618768328,28.511530398322844,False,0.2882,3.1397,4,5,4,80.0,29.47369188816758,59.042553191489375,5.947214076246339,2.0527859237536608,历史4/5次成功; 当前距低点2.05%; 最新日涨幅0.29%; 状态bottom_area; 底部未确认
21,84.06501044612747,82.64017976059988,300589,江龙船艇,bottom_area,2025-12-17,18.56,2025-12-17,18.0,3.111111111111104,3.944444444444449,28.000000000000004,False,-0.2687,15.0641,5,5,5,100.0,29.535016634049416,44.07616361071933,4.888888888888896,3.111111111111104,历史5/5次成功; 当前距低点3.11%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
22,83.71427017325318,80.71853088275904,600375,汉马科技,bottom_area,2025-12-17,5.82,2025-12-17,5.7,2.1052631578947385,2.280701754385963,28.571428571428577,False,0.1721,1.7991,2,2,2,100.0,17.73403700408087,22.073578595317713,5.894736842105262,2.1052631578947385,历史2/2次成功; 当前距低点2.11%; 最新日涨幅0.17%; 状态bottom_area; 底部未确认
23,82.77099135382029,79.5097095587981,003038,鑫铂股份,bottom_area,2025-12-17,14.94,2025-12-17,14.66,1.9099590723055888,2.1828103683492515,32.098193608151924,False,0.4032,1.7709,1,1,1,100.0,25.507614213197975,25.507614213197975,6.090040927694411,1.9099590723055888,历史1/1次成功; 当前距低点1.91%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
24,82.4901666596948,80.14447471676509,300640,德艺文创,confirmed_rebound,2025-12-17,7.38,2025-12-16,7.2,2.499999999999996,9.027777777777771,32.64733395696913,False,1.6529,16.669,3,3,3,100.0,13.034810305188632,17.724867724867735,5.500000000000004,2.499999999999996,历史3/3次成功; 当前距低点2.50%; 最新日涨幅1.65%; 状态confirmed_rebound; 底部未确认
25,82.26205685194321,78.1232786621453,301177,迪阿股份,bottom_area,2025-12-17,28.48,2025-12-17,28.11,1.316257559587339,1.956599075062258,31.88756966319361,False,1.0646,0.2706,1,1,1,100.0,10.776053215077603,10.776053215077603,6.6837424404126615,1.316257559587339,历史1/1次成功; 当前距低点1.32%; 最新日涨幅1.06%; 状态bottom_area; 底部未确认
26,81.81690932151099,79.43498337037666,301487,盟固利,bottom_area,2025-12-17,21.21,2025-12-17,20.7,2.463768115942037,2.7536231884057982,28.000000000000004,False,1.4347,3.3987,2,2,2,100.0,15.227820831852117,18.439999999999998,5.536231884057964,2.463768115942037,历史2/2次成功; 当前距低点2.46%; 最新日涨幅1.43%; 状态bottom_area; 底部未确认
27,81.68963895000446,79.3196073099014,601162,天风证券,bottom_area,2025-12-17,4.15,2025-12-17,4.05,2.469135802469149,3.4567901234568046,27.678571428571423,False,0.7282,2.1501,2,2,2,100.0,14.673316879199232,18.939393939393938,5.5308641975308515,2.469135802469149,历史2/2次成功; 当前距低点2.47%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
28,81.5705564834278,77.78342376506015,000998,隆平高科,bottom_area,2025-12-17,9.3,2025-12-17,9.16,1.5283842794759888,1.8558951965065493,29.484218629715166,False,0.2155,1.0829,1,1,1,100.0,11.549139367018313,11.549139367018313,6.471615720524011,1.5283842794759888,历史1/1次成功; 当前距低点1.53%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
29,81.56541660893151,78.60303193716422,603072,天和磁材,bottom_area,2025-12-17,40.31,2025-12-17,39.49,2.0764750569764505,2.430995188655358,27.05947543405984,False,0.6492,3.2865,1,1,1,100.0,22.674167027260935,22.674167027260935,5.9235249430235495,2.0764750569764505,历史1/1次成功; 当前距低点2.08%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
30,81.51108861477638,78.85052074640531,002402,和而泰,bottom_area,2025-12-17,38.67,2025-12-17,37.81,2.2745305474742112,2.7241470510447,29.221265443654058,False,1.4961,6.1903,2,2,2,100.0,9.765862336809192,11.221945137157112,5.725469452525789,2.2745305474742112,历史2/2次成功; 当前距低点2.27%; 最新日涨幅1.50%; 状态bottom_area; 底部未确认
31,81.40610919110179,81.89955869623056,301357,北方长龙,bottom_area,2025-12-17,140.48,2025-12-17,134.67,4.31424964728596,4.551867528031503,28.36702127659575,False,1.7529,12.2312,4,4,4,100.0,17.82821447334705,26.72978878368535,3.68575035271404,4.31424964728596,历史4/4次成功; 当前距低点4.31%; 最新日涨幅1.75%; 状态bottom_area; 底部未确认
32,81.09935372741688,77.75011788026691,002589,瑞康医药,bottom_area,2025-12-17,3.38,2025-12-17,3.32,1.8072289156626522,4.518072289156637,29.211087420042652,False,-0.5882,9.7259,6,7,6,85.71428571428571,18.213670242583945,37.073170731707336,6.192771084337348,1.8072289156626522,历史6/7次成功; 当前距低点1.81%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
33,80.30855925027446,81.3366964954771,002176,江特电机,bottom_area,2025-12-17,9.43,2025-12-16,9.01,4.661487236403994,4.772475027746944,29.99222999222999,False,3.6264,4.5482,5,5,5,100.0,19.058534378915056,39.01808785529715,3.3385127635960057,4.661487236403994,历史5/5次成功; 当前距低点4.66%; 最新日涨幅3.63%; 状态bottom_area; 底部未确认
34,79.66817331795731,78.19024781644596,000819,岳阳兴长,bottom_area,2025-12-17,15.66,2025-12-17,15.2,3.02631578947369,3.618421052631584,27.028324531925108,False,1.5564,2.8647,2,2,2,100.0,15.431439873365429,20.739549839228296,4.973684210526311,3.02631578947369,历史2/2次成功; 当前距低点3.03%; 最新日涨幅1.56%; 状态bottom_area; 底部未确认
35,79.49703145290883,77.90907576845623,002184,海得控制,bottom_area,2025-12-17,12.56,2025-12-17,12.2,2.9508196721311575,3.03278688524591,29.357266936884773,False,0.8026,3.2185,4,5,4,80.0,22.994325918899346,50.27203482045704,5.049180327868843,2.9508196721311575,历史4/5次成功; 当前距低点2.95%; 最新日涨幅0.80%; 状态bottom_area; 底部未确认
36,78.77218846541352,77.73662312090003,301567,贝隆精密,bottom_area,2025-12-17,44.92,2025-12-17,43.48,3.3118675252989997,3.6798528058877675,31.527559055118115,False,0.9211,11.4308,2,2,2,100.0,16.4929090246331,16.59192825112107,4.688132474701001,3.3118675252989997,历史2/2次成功; 当前距低点3.31%; 最新日涨幅0.92%; 状态bottom_area; 底部未确认
37,78.72074991725842,75.80749129394232,002163,海南发展,confirmed_rebound,2025-12-17,14.01,2025-12-17,13.73,2.039329934450105,9.9781500364166,27.43128964059197,False,-8.1311,13.4316,3,3,3,100.0,16.758943787572893,32.54716981132074,5.960670065549896,2.039329934450105,历史3/3次成功; 当前距低点2.04%; 最新日涨幅-8.13%; 状态confirmed_rebound; 底部未确认
38,78.70711707784436,80.16089815368096,000691,亚太实业,bottom_area,2025-12-17,8.69,2025-12-17,8.28,4.95169082125604,6.400966183574893,28.062554300608173,False,1.5187,3.7921,6,7,6,85.71428571428571,47.246753135954805,127.39965095986037,3.04830917874396,4.95169082125604,历史6/7次成功; 当前距低点4.95%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
39,78.50753724174788,76.72812129976951,300878,维康药业,bottom_area,2025-12-17,20.87,2025-12-17,20.3,2.807881773399016,3.2019704433497465,28.771929824561397,False,0.9188,1.3421,1,1,1,100.0,21.55963302752294,21.55963302752294,5.192118226600984,2.807881773399016,历史1/1次成功; 当前距低点2.81%; 最新日涨幅0.92%; 状态bottom_area; 底部未确认
40,77.87961903825911,75.63226044226047,003016,欣贺股份,bottom_area,2025-12-17,9.1,2025-12-17,8.88,2.477477477477464,5.1801801801801695,30.5707584050039,False,-2.3605,6.1035,1,1,1,100.0,34.09090909090909,34.09090909090909,5.522522522522536,2.477477477477464,历史1/1次成功; 当前距低点2.48%; 最新日涨幅-2.36%; 状态bottom_area; 底部未确认
41,77.26233557274652,75.85596768973863,603938,三孚股份,bottom_area,2025-12-17,17.26,2025-12-17,16.75,3.0447761194029943,3.5223880597014916,29.798826487845766,False,0.9357,1.6771,1,1,1,100.0,19.774501300954046,19.774501300954046,4.955223880597006,3.0447761194029943,历史1/1次成功; 当前距低点3.04%; 最新日涨幅0.94%; 状态bottom_area; 底部未确认
42,77.01381427522648,74.99009360814023,603353,和顺石油,bottom_area,2025-12-17,26.68,2025-12-17,26.0,2.615384615384614,4.230769230769236,31.57894736842105,False,-0.9651,3.2771,5,6,5,83.33333333333334,18.4399849348592,27.079174983366617,5.384615384615386,2.615384615384614,历史5/6次成功; 当前距低点2.62%; 最新日涨幅-0.97%; 状态bottom_area; 底部未确认
43,76.99367256007638,75.3521813100795,301024,霍普股份,bottom_area,2025-12-17,34.3,2025-12-17,33.34,2.8794241151769455,3.659268146370722,27.913513513513504,False,-0.1456,1.3052,1,1,1,100.0,37.51219512195122,37.51219512195122,5.1205758848230545,2.8794241151769455,历史1/1次成功; 当前距低点2.88%; 最新日涨幅-0.15%; 状态bottom_area; 底部未确认
44,76.69709109785391,73.39616512240086,605368,蓝天燃气,bottom_area,2025-12-17,7.72,2025-12-17,7.59,1.7127799736495375,2.7667984189723316,31.55996393146979,False,-1.4049,2.0981,1,1,1,100.0,12.695179904955879,12.695179904955879,6.287220026350463,1.7127799736495375,历史1/1次成功; 当前距低点1.71%; 最新日涨幅-1.40%; 状态bottom_area; 底部未确认
45,76.4019616018998,74.57464920642516,688337,普源精电,bottom_area,2025-12-17,36.73,2025-12-04,35.75,2.7412587412587324,6.545454545454556,28.499999999999996,False,1.0454,0.7214,4,6,4,66.66666666666666,31.387378870045207,54.46153846153845,5.258741258741267,2.7412587412587324,历史4/6次成功; 当前距低点2.74%; 最新日涨幅1.05%; 状态bottom_area; 底部未确认
46,76.17344580905613,74.68690075392189,002453,华软科技,bottom_area,2025-12-17,6.23,2025-12-17,6.05,2.975206611570258,4.297520661157021,28.31753554502369,False,-0.9539,4.1146,2,2,2,100.0,18.44285929194665,28.60169491525425,5.024793388429742,2.975206611570258,历史2/2次成功; 当前距低点2.98%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
47,75.91143023183568,71.55000950973658,001330,博纳影业,confirmed_rebound,2025-12-17,9.83,2025-12-17,9.74,0.9240246406570828,9.137577002053392,27.041198501872653,False,-9.1497,18.8155,3,3,3,100.0,20.03648220663832,35.637149028077765,7.075975359342918,0.9240246406570828,历史3/3次成功; 当前距低点0.92%; 最新日涨幅-9.15%; 状态confirmed_rebound; 底部未确认
48,75.82199154179574,75.8904383858867,603197,保隆科技,bottom_area,2025-12-17,35.48,2025-11-21,34.1,4.046920821114356,6.334310850439873,27.431368376250266,False,0.7955,2.0256,5,6,5,83.33333333333334,18.355293143516597,23.07435811937312,3.9530791788856443,4.046920821114356,历史5/6次成功; 当前距低点4.05%; 最新日涨幅0.80%; 状态bottom_area; 底部未确认
49,75.44928712726922,74.6617141561367,300890,翔丰华,bottom_area,2025-12-17,29.35,2025-12-17,28.37,3.4543531899894266,3.4543531899894266,28.122624778312638,False,2.158,4.0598,1,1,1,100.0,18.37440553393861,18.37440553393861,4.545646810010574,3.4543531899894266,历史1/1次成功; 当前距低点3.45%; 最新日涨幅2.16%; 状态bottom_area; 底部未确认
50,75.34974209778396,72.75407171571935,600802,福建水泥,bottom_area,2025-12-17,6.57,2025-12-17,6.43,2.1772939346811913,6.065318818040445,29.495614035087712,False,-2.6667,7.3061,1,1,1,100.0,14.937106918238982,14.937106918238982,5.822706065318808,2.1772939346811913,历史1/1次成功; 当前距低点2.18%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
51,75.17085397628655,76.60545010775431,603178,圣龙股份,bottom_area,2025-12-17,18.54,2025-12-05,17.66,4.983012457531138,5.039637599094001,28.182187881252542,False,0.9254,1.5746,6,7,6,85.71428571428571,28.51538369929118,47.51869476546566,3.016987542468862,4.983012457531138,历史6/7次成功; 当前距低点4.98%; 最新日涨幅0.93%; 状态bottom_area; 底部未确认
52,75.05302204251636,69.49353892825589,603709,中源家居,bottom_area,2025-12-17,17.87,2025-12-17,17.87,0.0,5.428091773922769,31.845919145690303,False,-10.0201,13.2874,2,2,2,100.0,16.36311251750479,24.19590643274853,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.02%; 状态bottom_area; 底部未确认
53,74.89875738635571,72.46182468361997,600383,金地集团,bottom_area,2025-12-17,3.14,2025-12-15,3.07,2.2801302931596186,3.583061889250825,32.675438596491226,False,-0.3175,1.5694,3,4,3,75.0,18.793127699053183,32.594936708860764,5.719869706840382,2.2801302931596186,历史3/4次成功; 当前距低点2.28%; 最新日涨幅-0.32%; 状态bottom_area; 底部未确认
54,74.19100073479024,75.14501571693569,688005,容百科技,bottom_area,2025-12-17,27.6,2025-12-16,26.37,4.66439135381115,4.778156996587023,28.864310763420555,False,3.3321,2.535,5,6,5,83.33333333333334,21.916638012321442,38.76758854924795,3.33560864618885,4.66439135381115,历史5/6次成功; 当前距低点4.66%; 最新日涨幅3.33%; 状态bottom_area; 底部未确认
55,73.819723175517,70.86345628745154,002605,姚记科技,bottom_area,2025-12-17,22.82,2025-12-17,22.4,1.8750000000000075,2.3660714285714337,27.71861890932559,False,1.0629,1.0095,3,5,3,60.0,15.26051767447074,23.2121212121212,6.124999999999993,1.8750000000000075,历史3/5次成功; 当前距低点1.88%; 最新日涨幅1.06%; 状态bottom_area; 底部未确认
56,72.97814896551725,72.20793103448277,000593,德龙汇能,confirmed_rebound,2025-12-17,10.2,2025-12-16,9.86,3.448275862068964,8.519269776876266,31.14525139664805,False,1.1905,6.2626,1,1,1,100.0,15.322580645161285,15.322580645161285,4.5517241379310365,3.448275862068964,历史1/1次成功; 当前距低点3.45%; 最新日涨幅1.19%; 状态confirmed_rebound; 底部未确认
57,72.71310307454102,73.63166666666667,603386,骏亚科技,bottom_area,2025-12-17,15.07,2025-12-17,14.4,4.652777777777777,4.861111111111106,28.535980148883368,False,-0.4624,9.2485,1,1,1,100.0,53.63748458692974,53.63748458692974,3.3472222222222237,4.652777777777777,历史1/1次成功; 当前距低点4.65%; 最新日涨幅-0.46%; 状态bottom_area; 底部未确认
58,72.1049590926469,72.04035925088468,300652,雷迪克,bottom_area,2025-12-17,49.96,2025-12-17,48.06,3.953391593841029,4.036620890553469,27.18181818181818,False,1.8345,1.3593,1,1,1,100.0,10.39834454216245,10.39834454216245,4.046608406158971,3.953391593841029,历史1/1次成功; 当前距低点3.95%; 最新日涨幅1.83%; 状态bottom_area; 底部未确认
59,69.06353364351031,70.01385017024265,301349,信德新材,bottom_area,2025-12-17,46.68,2025-12-16,44.58,4.710632570659492,4.867653656348142,31.646734130634773,False,3.8256,4.6149,1,1,1,100.0,8.785443179281096,8.785443179281096,3.2893674293405084,4.710632570659492,历史1/1次成功; 当前距低点4.71%; 最新日涨幅3.83%; 状态bottom_area; 底部未确认
60,68.57682904276251,67.29868395844927,688348,昱能科技,bottom_area,2025-12-17,50.8,2025-12-17,49.31,3.021699452443713,3.40701683228554,31.77919203099059,False,1.1952,1.0488,2,3,2,66.66666666666666,12.37361313631329,16.27422813482398,4.978300547556287,3.021699452443713,历史2/3次成功; 当前距低点3.02%; 最新日涨幅1.20%; 状态bottom_area; 底部未确认
61,68.07916704583201,66.1810440503105,001282,三联锻造,bottom_area,2025-12-17,19.86,2025-12-17,19.37,2.5296850800206423,3.6138358286009256,27.992565055762075,False,-0.3012,3.6985,2,3,2,66.66666666666666,22.80677078543491,37.31343283582089,5.470314919979358,2.5296850800206423,历史2/3次成功; 当前距低点2.53%; 最新日涨幅-0.30%; 状态bottom_area; 底部未确认
62,62.35706190381209,60.02514961655041,002670,国盛证券,bottom_area,2025-12-17,16.68,2025-12-17,16.35,2.0183486238532002,3.1804281345565717,29.6774193548387,False,0.9074,1.6455,1,2,1,50.0,13.747228381374727,13.747228381374727,5.9816513761468,2.0183486238532002,历史1/2次成功; 当前距低点2.02%; 最新日涨幅0.91%; 状态bottom_area; 底部未确认
63,60.62825104963403,60.544820865857155,002017,东信和平,confirmed_rebound,2025-12-17,20.9,2025-12-16,20.11,3.928393833913472,10.691198408751875,30.342916522341532,False,-4.1724,6.8723,2,3,2,66.66666666666666,30.080065271576377,50.390015600624025,4.071606166086529,3.928393833913472,历史2/3次成功; 当前距低点3.93%; 最新日涨幅-4.17%; 状态confirmed_rebound; 底部未确认
64,60.374447414852,60.93866496301412,603767,中马传动,confirmed_rebound,2025-12-17,23.07,2025-11-21,22.08,4.483695652173923,9.601449275362324,27.725040916530286,True,-2.3699,3.52,2,3,2,66.66666666666666,19.59583001776342,29.881925522252505,3.5163043478260776,4.483695652173923,历史2/3次成功; 当前距低点4.48%; 最新日涨幅-2.37%; 状态confirmed_rebound; 底部已确认
65,58.546815202989826,56.995383764868826,300056,中创环保,bottom_area,2025-12-17,8.67,2025-12-17,8.45,2.603550295857996,5.9171597633136095,29.34782608695653,False,-1.812,6.6425,1,2,1,50.0,27.10472279260781,27.10472279260781,5.396449704142004,2.603550295857996,历史1/2次成功; 当前距低点2.60%; 最新日涨幅-1.81%; 状态bottom_area; 底部未确认
