rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.10108599724606,85.61422168782732,002537,海联金汇,bottom_area,2025-05-13,7.06,2025-05-09,6.9,2.318840579710134,5.797101449275354,29.158110882956876,False,0.7133,14.1934,3,3,3,100.0,30.006334460034605,39.33649289099527,7.681159420289867,2.318840579710134,历史3/3次成功; 当前距低点2.32%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
2,85.0096704139424,79.49026902848829,003003,天元股份,bottom_area,2025-05-13,11.68,2025-05-09,11.51,1.4769765421372714,3.301476976542144,32.72939801285798,False,-0.7647,11.8232,2,2,2,100.0,25.90201905678097,31.377551020408173,8.52302345786273,1.4769765421372714,历史2/2次成功; 当前距低点1.48%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
3,82.93568389592974,77.2986267760477,688050,爱博医疗,bottom_area,2025-05-13,78.34,2025-04-29,77.33,1.306090779774997,5.030389240915557,28.688675765400223,False,-0.9984,1.604,2,2,2,100.0,12.024267494272554,12.90770757525636,8.693909220225002,1.306090779774997,历史2/2次成功; 当前距低点1.31%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
4,81.18552317306724,78.57249397443744,002304,洋河股份,bottom_area,2025-05-13,69.22,2025-04-29,67.02,3.2826022082960358,4.177857356013127,29.452631578947376,False,0.3334,0.2766,2,2,2,100.0,20.62810220081931,20.781426953567394,6.717397791703965,3.2826022082960358,历史2/2次成功; 当前距低点3.28%; 最新日涨幅0.33%; 状态bottom_area; 底部未确认
5,80.3759952546848,77.59549018955893,001299,美能能源,bottom_area,2025-05-13,10.8,2025-04-29,10.47,3.151862464183382,5.5396370582617,31.11842105263157,False,0.3717,4.3724,2,2,2,100.0,13.772777461812025,15.247322794492616,6.848137535816619,3.151862464183382,历史2/2次成功; 当前距低点3.15%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
6,80.0814315385162,74.18374347283427,600371,万向德农,bottom_area,2025-05-13,9.22,2025-04-29,9.13,0.9857612267250805,8.214676889375685,28.671874999999996,True,-1.4957,4.291,1,1,1,100.0,38.66279069767441,38.66279069767441,9.01423877327492,0.9857612267250805,历史1/1次成功; 当前距低点0.99%; 最新日涨幅-1.50%; 状态bottom_area; 底部已确认
7,76.35159151884469,74.91831143864147,300892,品渥食品,confirmed_rebound,2025-05-13,32.46,2025-04-28,31.21,4.00512656199936,11.022108298622229,31.64695575996495,True,-2.17,7.5262,1,1,1,100.0,78.87149917627676,78.87149917627676,5.994873438000641,4.00512656199936,历史1/1次成功; 当前距低点4.01%; 最新日涨幅-2.17%; 状态confirmed_rebound; 底部已确认
8,70.42693157485384,68.03246129411035,000524,岭南控股,bottom_area,2025-05-13,11.99,2025-05-09,11.62,3.184165232358012,4.130808950086062,30.668257756563257,False,0.5029,2.9354,2,3,2,66.66666666666666,18.31016858720398,21.550094517958406,6.815834767641989,3.184165232358012,历史2/3次成功; 当前距低点3.18%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
