rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.05596064056559,81.16633476688963,300454,深信服,bottom_area,2023-11-02,81.7,2023-10-27,80.44,1.5663848831427216,6.364992541024373,27.150878464046375,False,-1.245,0.5638,3,3,3,100.0,19.34243172287662,29.49391262831224,6.433615116857279,1.5663848831427216,历史3/3次成功; 当前距低点1.57%; 最新日涨幅-1.25%; 状态bottom_area; 底部未确认
2,83.95547280587273,79.16178682586217,300620,光库科技,bottom_area,2023-11-02,37.44,2023-10-26,37.09,0.9436505796710549,7.1178215152331985,28.46673095467695,True,-2.6268,2.7882,6,6,6,100.0,14.91026961028043,22.444343480236245,7.056349420328944,0.9436505796710549,历史6/6次成功; 当前距低点0.94%; 最新日涨幅-2.63%; 状态bottom_area; 底部已确认
3,83.38359985175096,79.89155396670493,600048,保利发展,bottom_area,2023-11-02,10.89,2023-10-30,10.7,1.7757009345794512,4.018691588785061,28.139691067830768,False,-0.457,0.4565,2,2,2,100.0,31.721247836269217,31.987577639751546,6.224299065420549,1.7757009345794512,历史2/2次成功; 当前距低点1.78%; 最新日涨幅-0.46%; 状态bottom_area; 底部未确认
4,81.83442159942712,76.18593220338985,002685,华东重机,bottom_area,2023-11-02,3.55,2023-11-02,3.54,0.28248587570620864,2.542372881355928,27.01030927835051,False,-1.3889,2.9986,1,1,1,100.0,109.52380952380952,109.52380952380952,7.717514124293791,0.28248587570620864,历史1/1次成功; 当前距低点0.28%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
5,81.34968281899467,79.09852480335238,300511,雪榕生物,bottom_area,2023-11-02,5.65,2023-10-30,5.51,2.540834845735038,4.355716878402908,27.212681638044923,False,-1.0508,1.6907,3,3,3,100.0,20.170044363592744,29.220779220779214,5.459165154264962,2.540834845735038,历史3/3次成功; 当前距低点2.54%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
6,80.77166837671973,78.49380882646165,000928,中钢国际,bottom_area,2023-11-02,6.12,2023-10-23,5.97,2.5125628140703578,5.192629815745402,31.06235565819862,False,-1.2903,1.761,3,3,3,100.0,16.57232280936585,18.798449612403097,5.487437185929642,2.5125628140703578,历史3/3次成功; 当前距低点2.51%; 最新日涨幅-1.29%; 状态bottom_area; 底部未确认
7,80.40422238587904,74.59682249479287,688023,安恒信息,bottom_area,2023-11-02,116.12,2023-10-30,116.0,0.10344827586207289,5.36206896551724,29.6159213639949,False,-2.025,0.6198,1,1,1,100.0,39.261744966442954,39.261744966442954,7.896551724137928,0.10344827586207289,历史1/1次成功; 当前距低点0.10%; 最新日涨幅-2.02%; 状态bottom_area; 底部未确认
8,79.84237403039727,76.33831999771526,603211,晋拓股份,bottom_area,2023-11-02,15.25,2023-10-31,15.0,1.6666666666666667,5.933333333333337,29.67651195499296,False,-0.131,14.8119,2,2,2,100.0,11.281290310297077,12.639405204460974,6.333333333333334,1.6666666666666667,历史2/2次成功; 当前距低点1.67%; 最新日涨幅-0.13%; 状态bottom_area; 底部未确认
9,79.35047336271664,77.6951688828147,002080,中材科技,bottom_area,2023-11-02,17.01,2023-10-26,16.53,2.903811252268605,5.626134301270415,27.244718309859145,False,-1.7898,0.5019,3,3,3,100.0,17.074508268747955,28.579356270810223,5.096188747731395,2.903811252268605,历史3/3次成功; 当前距低点2.90%; 最新日涨幅-1.79%; 状态bottom_area; 底部未确认
10,78.83579874306184,73.15824730652336,300713,英可瑞,bottom_area,2023-11-02,17.38,2023-11-02,17.36,0.11520737327188695,4.1474654377880125,28.264462809917358,False,-2.7964,4.3946,2,2,2,100.0,15.004946868727224,19.819819819819813,7.884792626728113,0.11520737327188695,历史2/2次成功; 当前距低点0.12%; 最新日涨幅-2.80%; 状态bottom_area; 底部未确认
11,78.06402431553795,78.10217744314895,688111,金山办公,bottom_area,2023-11-02,286.59,2023-10-31,275.5,4.025408348457341,5.626134301270418,29.53964194373401,False,1.0044,0.6772,3,3,3,100.0,10.538217621675688,14.013605442176866,3.9745916515426596,4.025408348457341,历史3/3次成功; 当前距低点4.03%; 最新日涨幅1.00%; 状态bottom_area; 底部未确认
12,77.91218598485995,72.57499388777163,000938,紫光股份,bottom_area,2023-11-02,19.32,2023-11-02,19.26,0.31152647975077213,2.5960539979231565,28.161133905259224,False,-1.1765,1.3294,1,1,1,100.0,30.942334739803094,30.942334739803094,7.688473520249229,0.31152647975077213,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
13,77.68035219349073,73.89106672063754,002366,融发核电,confirmed_rebound,2023-11-02,5.07,2023-10-23,5.0,1.4000000000000057,8.000000000000007,28.469241773962807,True,-1.7442,0.9761,3,4,3,75.0,16.710036132459983,25.0,6.599999999999994,1.4000000000000057,历史3/4次成功; 当前距低点1.40%; 最新日涨幅-1.74%; 状态confirmed_rebound; 底部已确认
14,77.65447851526113,72.56070026354472,300342,天银机电,confirmed_rebound,2023-11-02,16.98,2023-11-02,16.9,0.47337278106509967,12.189349112426049,28.389830508474585,False,-14.2424,23.3979,3,3,3,100.0,19.9461838944793,26.68539325842696,7.5266272189349,0.47337278106509967,历史3/3次成功; 当前距低点0.47%; 最新日涨幅-14.24%; 状态confirmed_rebound; 底部未确认
15,77.58286545392016,75.9511777478287,601155,新城控股,bottom_area,2023-11-02,11.73,2023-10-20,11.4,2.8947368421052637,6.052631578947364,27.06333973128599,False,-0.9291,0.5396,2,2,2,100.0,24.2536438055306,24.642857142857142,5.105263157894736,2.8947368421052637,历史2/2次成功; 当前距低点2.89%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
16,77.38051228623213,72.5187509911543,300394,天孚通信,bottom_area,2023-11-02,69.02,2023-11-01,68.59,0.6269135442484219,5.394372357486518,27.632411901244986,False,0.6122,4.3963,1,1,1,100.0,12.032870279788687,12.032870279788687,7.373086455751578,0.6269135442484219,历史1/1次成功; 当前距低点0.63%; 最新日涨幅0.61%; 状态bottom_area; 底部未确认
17,77.03778673557278,74.18046511627908,600280,中央商场,bottom_area,2023-11-02,3.51,2023-10-23,3.44,2.0348837209302277,7.558139534883727,27.57894736842105,True,-1.4045,1.2577,1,1,1,100.0,11.666666666666671,11.666666666666671,5.965116279069773,2.0348837209302277,历史1/1次成功; 当前距低点2.03%; 最新日涨幅-1.40%; 状态bottom_area; 底部已确认
18,77.02123744121403,71.31596059371668,603326,我乐家居,bottom_area,2023-11-02,9.88,2023-11-02,9.88,0.0,2.1255060728744843,30.909090909090907,False,-1.3972,1.9455,2,2,2,100.0,15.946024697401477,20.141843971631218,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-1.40%; 状态bottom_area; 底部未确认
19,76.93368415630778,73.28794216081695,002828,贝肯能源,confirmed_rebound,2023-11-02,11.0,2023-10-27,10.84,1.4760147601476028,8.763837638376378,28.590250329380762,True,-1.4337,12.1902,1,1,1,100.0,10.232558139534893,10.232558139534893,6.523985239852398,1.4760147601476028,历史1/1次成功; 当前距低点1.48%; 最新日涨幅-1.43%; 状态confirmed_rebound; 底部已确认
