rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.39534116405694,79.12108946980156,688236,春立医疗,bottom_area,2023-07-06,24.02,2023-06-28,23.72,1.2647554806070858,7.082630691399662,32.228571428571435,True,-1.5574,1.3965,1,1,1,100.0,28.788881535407025,28.788881535407025,6.735244519392915,1.2647554806070858,历史1/1次成功; 当前距低点1.26%; 最新日涨幅-1.56%; 状态bottom_area; 底部已确认
2,83.26283750222478,77.93255507427182,002343,慈文传媒,bottom_area,2023-07-06,7.17,2023-07-05,7.13,0.5610098176718098,4.0673211781206176,27.76089159067882,False,0.2797,4.1298,1,1,1,100.0,40.33149171270718,40.33149171270718,7.438990182328191,0.5610098176718098,历史1/1次成功; 当前距低点0.56%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
3,81.0508280307734,77.75532571534842,002299,圣农发展,bottom_area,2023-07-06,18.8,2023-06-26,18.46,1.8418201516793058,4.821235102925247,27.00672202451561,False,-0.5291,0.5429,2,2,2,100.0,21.046643339662563,26.73830594184577,6.158179848320694,1.8418201516793058,历史2/2次成功; 当前距低点1.84%; 最新日涨幅-0.53%; 状态bottom_area; 底部未确认
4,80.09986804462375,79.48112015568559,605266,健之佳,bottom_area,2023-07-06,61.35,2023-07-04,59.22,3.596757852077005,5.369807497467072,32.11051243838129,False,-1.2077,0.5579,4,4,4,100.0,18.503914292586888,33.154615273148806,4.403242147922995,3.596757852077005,历史4/4次成功; 当前距低点3.60%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
5,79.68485394713899,76.24732468094759,300601,康泰生物,bottom_area,2023-07-06,25.02,2023-06-26,24.6,1.7073170731707241,5.162601626016258,28.44677137870855,False,-1.8053,0.7054,2,2,2,100.0,11.290363482671175,11.580726965342352,6.2926829268292765,1.7073170731707241,历史2/2次成功; 当前距低点1.71%; 最新日涨幅-1.81%; 状态bottom_area; 底部未确认
6,78.66700520374442,77.1413587325964,605178,时空科技,bottom_area,2023-07-06,22.45,2023-06-26,21.8,2.9816513761467824,4.1284403669724705,29.4041450777202,False,1.3544,2.5529,2,2,2,100.0,9.244751990382023,9.557235421166304,5.018348623853218,2.9816513761467824,历史2/2次成功; 当前距低点2.98%; 最新日涨幅1.35%; 状态bottom_area; 底部未确认
7,78.24393460987076,75.68413425020697,300661,圣邦股份,bottom_area,2023-07-06,83.33,2023-07-03,81.48,2.270495827196851,6.529209621993118,27.145922746781114,False,-0.7149,0.4406,1,1,1,100.0,31.832606108687024,31.832606108687024,5.729504172803149,2.270495827196851,历史1/1次成功; 当前距低点2.27%; 最新日涨幅-0.71%; 状态bottom_area; 底部未确认
8,77.4177415472792,75.98260318697947,000792,盐湖股份,bottom_area,2023-07-06,19.06,2023-05-30,18.5,3.02702702702702,7.5675675675675595,29.49695121951219,True,-1.8032,0.3903,2,2,2,100.0,16.850671013984325,24.904214559386965,4.972972972972981,3.02702702702702,历史2/2次成功; 当前距低点3.03%; 最新日涨幅-1.80%; 状态bottom_area; 底部已确认
9,77.04441979166975,74.21670975662596,002063,远光软件,bottom_area,2023-07-06,6.95,2023-07-03,6.81,2.0558002936857647,6.02055800293686,29.136316337148806,False,-1.5581,1.0963,1,1,1,100.0,21.311475409836078,21.311475409836078,5.944199706314236,2.0558002936857647,历史1/1次成功; 当前距低点2.06%; 最新日涨幅-1.56%; 状态bottom_area; 底部未确认
10,76.92817177522974,75.29760375012192,002545,东方铁塔,bottom_area,2023-07-06,7.13,2023-06-26,6.93,2.886002886002889,3.4632034632034667,27.58620689655173,False,-0.1401,0.3164,2,2,2,100.0,20.63274371079842,28.468653648509758,5.113997113997111,2.886002886002889,历史2/2次成功; 当前距低点2.89%; 最新日涨幅-0.14%; 状态bottom_area; 底部未确认
11,75.1992946217034,75.02420895320118,300499,高澜股份,confirmed_rebound,2023-07-06,17.14,2023-06-28,16.5,3.8787878787878824,10.24242424242425,31.592039800995025,True,0.2339,6.8878,2,2,2,100.0,9.880888800201893,10.396039603960403,4.1212121212121176,3.8787878787878824,历史2/2次成功; 当前距低点3.88%; 最新日涨幅0.23%; 状态confirmed_rebound; 底部已确认
12,74.20697078849446,71.96760284110042,688085,三友医疗,bottom_area,2023-07-06,25.53,2023-06-26,24.93,2.406738868832737,6.498194945848379,29.25652667423383,False,-1.7699,0.2914,1,1,1,100.0,13.52133044107013,13.52133044107013,5.593261131167263,2.406738868832737,历史1/1次成功; 当前距低点2.41%; 最新日涨幅-1.77%; 状态bottom_area; 底部未确认
13,73.5669274475395,71.24830939342739,300357,我武生物,bottom_area,2023-07-06,33.31,2023-06-26,32.55,2.334869431643641,6.2365591397849505,31.78960603520537,False,-2.0006,0.5498,1,1,1,100.0,8.773181169757484,8.773181169757484,5.66513056835636,2.334869431643641,历史1/1次成功; 当前距低点2.33%; 最新日涨幅-2.00%; 状态bottom_area; 底部未确认
14,73.5086560670007,73.12702946401576,688156,路德科技,confirmed_rebound,2023-07-06,26.98,2023-07-03,26.01,3.729334871203379,9.765474817377928,27.72992497916088,False,-0.8453,2.0886,2,2,2,100.0,29.515661130964897,44.22535211267606,4.2706651287966215,3.729334871203379,历史2/2次成功; 当前距低点3.73%; 最新日涨幅-0.85%; 状态confirmed_rebound; 底部未确认
15,72.12187431481276,71.52471727858554,688229,博睿数据,confirmed_rebound,2023-07-06,49.06,2023-07-03,47.37,3.5676588558159277,8.254169305467604,32.328571428571436,True,-0.2846,1.873,2,2,2,100.0,9.725696074440098,11.21206614573869,4.432341144184073,3.5676588558159277,历史2/2次成功; 当前距低点3.57%; 最新日涨幅-0.28%; 状态confirmed_rebound; 底部已确认
16,71.96607727759009,70.46068577149292,000703,恒逸石化,bottom_area,2023-07-06,6.74,2023-06-12,6.55,2.900763358778632,5.954198473282451,27.222222222222225,False,-1.7493,0.3004,1,1,1,100.0,11.475409836065575,11.475409836065575,5.099236641221368,2.900763358778632,历史1/1次成功; 当前距低点2.90%; 最新日涨幅-1.75%; 状态bottom_area; 底部未确认
17,71.76971085082825,70.68562050525541,601669,中国电建,bottom_area,2023-07-06,5.79,2023-06-07,5.61,3.208556149732615,5.882352941176471,29.78723404255319,False,-1.1945,0.7468,1,1,1,100.0,16.457680250783696,16.457680250783696,4.791443850267385,3.208556149732615,历史1/1次成功; 当前距低点3.21%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
18,71.25911137986516,72.52835763853965,601086,国芳集团,bottom_area,2023-07-06,4.48,2023-06-26,4.27,4.9180327868852665,6.791569086651056,28.83333333333334,False,0.2237,0.9929,1,1,1,100.0,24.846625766871185,24.846625766871185,3.0819672131147335,4.9180327868852665,历史1/1次成功; 当前距低点4.92%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
19,71.16432643845359,67.12409518539013,002507,涪陵榨菜,bottom_area,2023-07-06,17.85,2023-06-26,17.68,0.9615384615384711,4.8076923076923155,28.967456809963842,False,-0.4462,0.9242,1,1,1,100.0,9.604316546762583,9.604316546762583,7.038461538461529,0.9615384615384711,历史1/1次成功; 当前距低点0.96%; 最新日涨幅-0.45%; 状态bottom_area; 底部未确认
20,70.72356273669035,70.87276856524876,600935,华塑股份,bottom_area,2023-07-06,3.8,2023-06-27,3.65,4.109589041095888,6.575342465753431,28.571428571428577,False,-0.2625,0.164,1,1,1,100.0,28.50877192982458,28.50877192982458,3.8904109589041123,4.109589041095888,历史1/1次成功; 当前距低点4.11%; 最新日涨幅-0.26%; 状态bottom_area; 底部未确认
21,70.4737483120523,69.35568680918017,002626,金达威,bottom_area,2023-07-06,18.56,2023-06-26,17.99,3.168426903835466,6.0589216231239575,27.165991902834012,False,-1.747,0.393,1,1,1,100.0,8.815592203898044,8.815592203898044,4.831573096164534,3.168426903835466,历史1/1次成功; 当前距低点3.17%; 最新日涨幅-1.75%; 状态bottom_area; 底部未确认
22,70.42330066210833,70.55456496902744,600995,南网储能,bottom_area,2023-07-06,11.18,2023-06-07,10.74,4.096834264432025,6.983240223463687,32.7909887359199,False,-0.1786,0.6444,1,1,1,100.0,26.64165103189493,26.64165103189493,3.9031657355679754,4.096834264432025,历史1/1次成功; 当前距低点4.10%; 最新日涨幅-0.18%; 状态bottom_area; 底部未确认
23,67.78316788525176,64.45727598999301,688228,开普云,bottom_area,2023-07-06,49.8,2023-07-06,49.12,1.384364820846905,3.094462540716619,31.492329149232923,False,0.2012,2.8298,1,2,1,50.0,29.80445043830074,29.80445043830074,6.615635179153095,1.384364820846905,历史1/2次成功; 当前距低点1.38%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
24,58.8284339115948,59.90292585518557,600984,建设机械,confirmed_rebound,2023-07-06,4.46,2023-06-12,4.25,4.941176470588235,8.23529411764705,32.0,True,-0.4464,0.526,2,3,2,66.66666666666666,19.63516957774231,20.21439509954057,3.0588235294117654,4.941176470588235,历史2/3次成功; 当前距低点4.94%; 最新日涨幅-0.45%; 状态confirmed_rebound; 底部已确认
