rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,81.77978415708971,78.74414048059153,002110,三钢闽光,bottom_area,2022-07-28,5.52,2022-07-26,5.41,2.0332717190388063,2.0332717190388063,27.187079407806188,False,0.5464,0.2719,1,1,1,100.0,22.90322580645161,22.90322580645161,5.966728280961194,2.0332717190388063,历史1/1次成功; 当前距低点2.03%; 最新日涨幅0.55%; 状态bottom_area; 底部未确认
2,78.40721145986227,78.64644017522417,002796,世嘉科技,bottom_area,2022-07-28,10.52,2022-07-26,10.1,4.158415841584158,6.336633663366342,32.66666666666667,False,0.1905,10.4125,2,2,2,100.0,31.7614424410541,36.33841886269071,3.8415841584158423,4.158415841584158,历史2/2次成功; 当前距低点4.16%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
3,71.31774380876496,71.54669322709165,000505,京粮控股,bottom_area,2022-07-28,8.75,2022-07-15,8.4,4.1666666666666625,6.547619047619034,29.173693086003365,False,0.0,1.2863,1,1,1,100.0,10.358565737051803,10.358565737051803,3.833333333333338,4.1666666666666625,历史1/1次成功; 当前距低点4.17%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
4,58.97649816051237,57.29944134078215,002589,瑞康医药,confirmed_rebound,2022-07-28,4.51,2022-07-21,4.4,2.499999999999987,11.590909090909085,29.82456140350876,True,-0.8791,6.4917,1,2,1,50.0,28.49162011173183,28.49162011173183,5.500000000000013,2.499999999999987,历史1/2次成功; 当前距低点2.50%; 最新日涨幅-0.88%; 状态confirmed_rebound; 底部已确认
5,58.08948039185661,57.0715960297112,000899,赣能股份,bottom_area,2022-07-28,12.38,2022-07-28,12.01,3.08076602830975,5.495420482930892,29.352941176470587,False,0.5686,11.5037,1,2,1,50.0,10.891089108910888,10.891089108910888,4.919233971690249,3.08076602830975,历史1/2次成功; 当前距低点3.08%; 最新日涨幅0.57%; 状态bottom_area; 底部未确认
