rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,97.64704282577489,84.02566023077516,600371,万向德农,bottom_area,2025-05-14,9.29,2025-04-29,9.13,1.7524644030667946,8.214676889375685,28.671874999999996,True,0.7592,3.5407,1,1,1,100.0,38.66279069767441,38.66279069767441,18.247535596933208,1.7524644030667946,历史1/1次成功; 当前距低点1.75%; 最新日涨幅0.76%; 状态bottom_area; 底部已确认
2,85.63528838176018,76.83748949816169,002304,洋河股份,bottom_area,2025-05-14,69.73,2025-04-29,67.02,4.043569083855577,5.147717099373326,29.452631578947376,False,0.7368,0.4576,2,2,2,100.0,20.62810220081931,20.781426953567394,15.956430916144424,4.043569083855577,历史2/2次成功; 当前距低点4.04%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
3,59.95947301474524,53.63204678286463,000524,岭南控股,bottom_area,2025-05-14,12.07,2025-05-09,11.62,3.872633390705689,4.475043029259909,30.668257756563257,False,0.6672,2.5512,1,3,1,33.33333333333333,21.550094517958406,21.550094517958406,16.127366609294313,3.872633390705689,历史1/3次成功; 当前距低点3.87%; 最新日涨幅0.67%; 状态bottom_area; 底部未确认
