rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
43,77.78813798714512,71.53259803910393,000936,华西股份,bottom_area,2022-09-29,5.02,2022-09-29,4.99,0.6012024048096064,3.6072144288577093,32.65856950067476,False,-1.3752,0.7775,2,2,2,100.0,12.222255494999095,13.427561837455826,9.398797595190395,0.6012024048096064,历史2/2次成功; 当前距低点0.60%; 最新日涨幅-1.38%; 状态bottom_area; 底部未确认
44,77.39433402763203,70.6244192800746,300541,先进数通,bottom_area,2022-09-29,10.14,2022-09-29,10.12,0.19762845849803706,4.150197628458498,31.062670299727525,False,-1.1696,1.7544,1,1,1,100.0,19.05920519059205,19.05920519059205,9.802371541501964,0.19762845849803706,历史1/1次成功; 当前距低点0.20%; 最新日涨幅-1.17%; 状态bottom_area; 底部未确认
45,77.36427311612265,71.53708046867435,002516,旷达科技,bottom_area,2022-09-29,4.53,2022-09-29,4.49,0.8908685968819607,4.231625835189298,31.86646433990895,False,-0.8753,0.7102,1,1,1,100.0,32.46376811594203,32.46376811594203,9.10913140311804,0.8908685968819607,历史1/1次成功; 当前距低点0.89%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
46,77.27817699273182,70.59149516434992,600126,杭钢股份,bottom_area,2022-09-29,3.98,2022-09-29,3.97,0.2518891687657377,2.5188916876574328,30.472854640980735,False,-1.2407,0.2348,1,1,1,100.0,19.54732510288064,19.54732510288064,9.748110831234264,0.2518891687657377,历史1/1次成功; 当前距低点0.25%; 最新日涨幅-1.24%; 状态bottom_area; 底部未确认
47,77.13886728933707,71.47186717049325,002283,天润工业,bottom_area,2022-09-29,5.07,2022-09-29,5.02,0.9960159362549943,4.581673306772918,30.180806675938815,False,-2.1236,0.7138,1,1,1,100.0,33.402061855670105,33.402061855670105,9.003984063745007,0.9960159362549943,历史1/1次成功; 当前距低点1.00%; 最新日涨幅-2.12%; 状态bottom_area; 底部未确认
48,76.71476955462013,70.99567362381298,000767,晋控电力,bottom_area,2022-09-29,3.24,2022-09-29,3.21,0.9345794392523442,3.4267912772585634,27.70270270270271,False,-0.9174,0.7477,2,2,2,100.0,13.422122286603821,13.941018766756033,9.065420560747656,0.9345794392523442,历史2/2次成功; 当前距低点0.93%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
49,76.63249973165087,70.49078912085807,002405,四维图新,bottom_area,2022-09-29,11.42,2022-09-29,11.35,0.6167400881057294,4.0528634361233555,28.209993674889315,False,-1.2965,1.4546,1,1,1,100.0,23.478260869565215,23.478260869565215,9.383259911894271,0.6167400881057294,历史1/1次成功; 当前距低点0.62%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
50,76.57188027877268,69.95860582214779,688171,纬德信息,bottom_area,2022-09-29,19.2,2022-09-29,19.15,0.2610966057441291,3.0287206266318636,29.283604135893647,False,-1.2346,0.915,1,1,1,100.0,16.257559587335468,16.257559587335468,9.738903394255871,0.2610966057441291,历史1/1次成功; 当前距低点0.26%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
51,75.886133234931,69.52549039723776,002660,茂硕电源,bottom_area,2022-09-29,7.4,2022-09-29,7.37,0.4070556309362313,4.070556309362277,27.603143418467578,False,-1.0695,1.425,1,1,1,100.0,15.718157181571806,15.718157181571806,9.592944369063769,0.4070556309362313,历史1/1次成功; 当前距低点0.41%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
52,75.80742655500188,69.71102511876047,001317,三羊马,bottom_area,2022-09-29,36.82,2022-09-29,36.6,0.6010928961748602,8.989071038251364,28.710557070510323,False,-6.2627,16.4646,2,2,2,100.0,12.64256409698468,13.38459533428906,9.398907103825142,0.6010928961748602,历史2/2次成功; 当前距低点0.60%; 最新日涨幅-6.26%; 状态bottom_area; 底部未确认
