rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.28049658947269,81.68040318529589,688075,安旭生物,bottom_area,2023-06-07,66.4,2023-05-10,64.65,2.7068832173240525,7.764887857695276,30.37906525953047,True,0.3931,0.8153,4,5,4,80.0,31.086542584917854,40.134529147982065,17.29311678267595,2.7068832173240525,历史4/5次成功; 当前距低点2.71%; 最新日涨幅0.39%; 状态bottom_area; 底部已确认
2,92.50117505373409,77.76501426112245,605399,晨光新材,bottom_area,2023-06-07,18.85,2023-06-07,18.76,0.4797441364605535,3.678038379530905,31.25687064858922,False,-2.8851,1.7108,2,2,2,100.0,44.24102630243285,52.857533497402244,19.520255863539447,0.4797441364605535,历史2/2次成功; 当前距低点0.48%; 最新日涨幅-2.89%; 状态bottom_area; 底部未确认
3,91.21945545339945,76.39474540008557,600935,华塑股份,bottom_area,2023-06-07,3.7,2023-05-31,3.69,0.2710027100271065,3.2520325203252063,27.788649706457928,False,0.0,0.2007,1,1,1,100.0,28.50877192982458,28.50877192982458,19.728997289972895,0.2710027100271065,历史1/1次成功; 当前距低点0.27%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
4,90.96178602961965,79.40033860153584,300762,上海瀚讯,bottom_area,2023-06-07,11.73,2023-05-10,11.44,2.534965034965043,6.6433566433566416,27.50316856780735,False,1.2953,0.8572,1,1,1,100.0,32.580961727183514,32.580961727183514,17.46503496503496,2.534965034965043,历史1/1次成功; 当前距低点2.53%; 最新日涨幅1.30%; 状态bottom_area; 底部未确认
5,88.75638735578079,77.86269870535082,605580,恒盛能源,bottom_area,2023-06-07,13.18,2023-06-07,12.82,2.808112324492975,3.042121684867399,27.69317540891145,False,1.4627,18.9463,1,1,1,100.0,27.66233766233766,27.66233766233766,17.191887675507026,2.808112324492975,历史1/1次成功; 当前距低点2.81%; 最新日涨幅1.46%; 状态bottom_area; 底部未确认
6,88.70629373818763,75.3674954945935,688176,亚虹医药,bottom_area,2023-06-07,11.47,2023-06-07,11.35,1.0572687224669692,5.462555066079304,29.851668726823238,False,-3.4512,4.6867,1,1,1,100.0,25.473484848484844,25.473484848484844,18.94273127753303,1.0572687224669692,历史1/1次成功; 当前距低点1.06%; 最新日涨幅-3.45%; 状态bottom_area; 底部未确认
7,88.56633535543365,77.47185978321747,600256,广汇能源,bottom_area,2023-06-07,7.36,2023-06-01,7.17,2.649930264993032,5.718270571827059,29.49852507374631,False,0.1361,0.8512,1,1,1,100.0,23.62204724409449,23.62204724409449,17.35006973500697,2.649930264993032,历史1/1次成功; 当前距低点2.65%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
8,88.55754828648053,76.39481399420211,601111,中国国航,bottom_area,2023-06-07,8.09,2023-06-02,7.94,1.8891687657430662,4.53400503778338,29.920564872021178,False,-0.3695,0.5137,1,1,1,100.0,30.97913322632423,30.97913322632423,18.110831234256935,1.8891687657430662,历史1/1次成功; 当前距低点1.89%; 最新日涨幅-0.37%; 状态bottom_area; 底部未确认
9,88.41593847423437,74.63345394736842,002179,中航光电,bottom_area,2023-06-07,40.18,2023-06-07,39.9,0.7017543859649151,3.2581453634085324,30.536211699164344,False,-2.0955,0.4314,1,1,1,100.0,46.79276315789475,46.79276315789475,19.298245614035086,0.7017543859649151,历史1/1次成功; 当前距低点0.70%; 最新日涨幅-2.10%; 状态bottom_area; 底部未确认
10,88.1329813438648,75.86182753885984,600995,南网储能,bottom_area,2023-06-07,10.93,2023-06-07,10.74,1.7690875232774628,2.2346368715083815,32.7909887359199,False,-0.9964,1.7186,1,1,1,100.0,26.64165103189493,26.64165103189493,18.230912476722537,1.7690875232774628,历史1/1次成功; 当前距低点1.77%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
11,87.90177699272257,74.42163227818364,688289,圣湘生物,bottom_area,2023-06-07,17.49,2023-06-06,17.34,0.8650519031141786,5.420991926182245,29.655172413793103,False,0.6329,0.6313,1,1,1,100.0,25.182530200451346,25.182530200451346,19.13494809688582,0.8650519031141786,历史1/1次成功; 当前距低点0.87%; 最新日涨幅0.63%; 状态bottom_area; 底部未确认
