rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.28049658947269,81.68040318529589,688075,安旭生物,bottom_area,2023-06-07,66.4,2023-05-10,64.65,2.7068832173240525,7.764887857695276,30.37906525953047,True,0.3931,0.8153,4,5,4,80.0,31.086542584917854,40.134529147982065,17.29311678267595,2.7068832173240525,历史4/5次成功; 当前距低点2.71%; 最新日涨幅0.39%; 状态bottom_area; 底部已确认
12,87.30955274985797,77.1040182820881,300753,爱朋医疗,bottom_area,2023-06-07,19.19,2023-06-06,18.6,3.172043010752687,5.215053763440854,32.017543859649116,False,2.5655,22.8428,1,1,1,100.0,28.044496487119456,28.044496487119456,16.827956989247316,3.172043010752687,历史1/1次成功; 当前距低点3.17%; 最新日涨幅2.57%; 状态bottom_area; 底部未确认
13,86.81851512098413,75.98527333963112,600319,亚星化学,bottom_area,2023-06-07,4.98,2023-04-25,4.85,2.680412371134037,9.69072164948455,28.4660766961652,True,-1.1905,0.8759,1,1,1,100.0,29.282868525896426,29.282868525896426,17.319587628865964,2.680412371134037,历史1/1次成功; 当前距低点2.68%; 最新日涨幅-1.19%; 状态bottom_area; 底部已确认
14,85.41243923417159,71.66215751664427,300363,博腾股份,bottom_area,2023-06-07,29.79,2023-06-07,29.68,0.3706199460916423,4.144204851752023,28.842004315511872,False,-3.0589,1.6622,1,1,1,100.0,36.97403760071621,36.97403760071621,19.62938005390836,0.3706199460916423,历史1/1次成功; 当前距低点0.37%; 最新日涨幅-3.06%; 状态bottom_area; 底部未确认
15,85.24403592673481,71.20869829230874,002041,登海种业,bottom_area,2023-06-07,15.18,2023-06-07,15.16,0.13192612137202883,1.3852242744063263,28.49056603773585,False,-0.3937,0.2859,1,1,1,100.0,21.395106715252467,21.395106715252467,19.868073878627975,0.13192612137202883,历史1/1次成功; 当前距低点0.13%; 最新日涨幅-0.39%; 状态bottom_area; 底部未确认
16,81.90591802351476,71.15774547414746,600009,上海机场,bottom_area,2023-06-07,45.84,2023-06-06,44.82,2.2757697456492707,3.7483266398929045,29.83719474013776,False,1.4384,0.4703,2,3,2,66.66666666666666,23.97760122344691,27.704918032786885,17.724230254350733,2.2757697456492707,历史2/3次成功; 当前距低点2.28%; 最新日涨幅1.44%; 状态bottom_area; 底部未确认
17,75.32627883546667,62.771899029555556,603327,福蓉科技,bottom_area,2023-06-07,11.25,2023-06-01,11.25,0.0,3.8222222222222197,27.419354838709676,False,-0.4425,0.2022,2,4,2,50.0,45.01020983632018,52.609776304888165,20.0,0.0,历史2/4次成功; 当前距低点0.00%; 最新日涨幅-0.44%; 状态bottom_area; 底部未确认
18,74.41057865400495,64.00909991742361,002079,苏州固锝,bottom_area,2023-06-07,12.32,2023-05-10,12.11,1.7341040462427817,7.101568951279945,28.512396694214885,True,0.2441,1.3368,1,2,1,50.0,22.488479262672804,22.488479262672804,18.26589595375722,1.7341040462427817,历史1/2次成功; 当前距低点1.73%; 最新日涨幅0.24%; 状态bottom_area; 底部已确认
19,69.73862546662238,59.59353549538432,600955,维远股份,bottom_area,2023-06-07,18.48,2023-06-01,18.23,1.3713658804168951,4.552934722984083,28.453689167974883,False,-0.3774,0.2586,1,2,1,50.0,25.969084423305596,25.969084423305596,18.628634119583108,1.3713658804168951,历史1/2次成功; 当前距低点1.37%; 最新日涨幅-0.38%; 状态bottom_area; 底部未确认
20,68.12681507890544,60.78950325456459,300546,雄帝科技,bottom_area,2023-06-07,19.42,2023-06-07,18.72,3.7393162393162545,4.113247863247861,27.441860465116285,False,1.569,3.0456,2,5,2,40.0,27.285721936589546,33.791666666666664,16.260683760683747,3.7393162393162545,历史2/5次成功; 当前距低点3.74%; 最新日涨幅1.57%; 状态bottom_area; 底部未确认
21,67.14257961898215,58.79558106072147,002570,贝因美,bottom_area,2023-06-07,4.17,2023-05-30,4.06,2.709359605911338,3.694581280788187,29.636048526863085,False,0.7246,0.4982,1,3,1,33.33333333333333,35.05154639175259,35.05154639175259,17.290640394088662,2.709359605911338,历史1/3次成功; 当前距低点2.71%; 最新日涨幅0.72%; 状态bottom_area; 底部未确认
22,63.69765431082668,53.672006919804396,603078,江化微,bottom_area,2023-06-07,16.66,2023-06-07,16.56,0.6038647342995256,2.958937198067645,29.50191570881226,False,-1.4201,1.4847,1,2,1,50.0,24.563540397888758,24.563540397888758,19.396135265700476,0.6038647342995256,历史1/2次成功; 当前距低点0.60%; 最新日涨幅-1.42%; 状态bottom_area; 底部未确认
23,59.702224373614605,54.00299471885681,000792,盐湖股份,bottom_area,2023-06-07,19.33,2023-05-30,18.5,4.486486486486477,7.5675675675675595,29.49695121951219,True,-0.4634,0.2149,1,2,1,50.0,24.904214559386965,24.904214559386965,15.513513513513525,4.486486486486477,历史1/2次成功; 当前距低点4.49%; 最新日涨幅-0.46%; 状态bottom_area; 底部已确认
24,58.99076928852407,49.57493495977889,600984,建设机械,bottom_area,2023-06-07,4.37,2023-06-07,4.35,0.4597701149425394,2.9885057471264553,30.400000000000006,False,-1.5766,1.1071,1,3,1,33.33333333333333,20.21439509954057,20.21439509954057,19.54022988505746,0.4597701149425394,历史1/3次成功; 当前距低点0.46%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
