rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.33149120219352,85.94853120941617,601689,拓普集团,bottom_area,2024-02-01,49.47,2024-02-01,47.95,3.1699687174139646,6.9864442127215725,27.216150576806303,False,1.4977,1.3917,4,4,4,100.0,25.570214436129103,47.99107142857144,4.830031282586035,3.1699687174139646,历史4/4次成功; 当前距低点3.17%; 最新日涨幅1.50%; 状态bottom_area; 底部未确认
24,77.85126718492074,74.95158579991539,603324,盛剑科技,bottom_area,2024-02-01,23.16,2024-02-01,22.7,2.0264317180616778,6.696035242290748,28.09629394995249,False,-1.0256,5.3856,1,1,1,100.0,24.90241998438719,24.90241998438719,5.973568281938323,2.0264317180616778,历史1/1次成功; 当前距低点2.03%; 最新日涨幅-1.03%; 状态bottom_area; 底部未确认
25,77.78933530133644,77.69130211255089,002103,广博股份,bottom_area,2024-02-01,6.34,2024-02-01,6.1,3.9344262295082006,6.065573770491806,30.917327293318237,False,-2.6114,11.6468,3,3,3,100.0,29.687064063599916,51.366120218579226,4.0655737704918,3.9344262295082006,历史3/3次成功; 当前距低点3.93%; 最新日涨幅-2.61%; 状态bottom_area; 底部未确认
26,77.77788141862685,77.12707580752716,688279,峰岹科技,bottom_area,2024-02-01,84.0,2024-02-01,81.11,3.563062507705586,7.261743311552214,29.056240706726143,False,2.439,1.476,2,2,2,100.0,16.29493723169831,24.37311935807422,4.4369374922944145,3.563062507705586,历史2/2次成功; 当前距低点3.56%; 最新日涨幅2.44%; 状态bottom_area; 底部未确认
27,77.77772778753246,73.43330964651558,688311,盟升电子,bottom_area,2024-02-01,26.95,2024-02-01,26.68,1.011994002998499,6.034482758620688,27.499999999999996,False,-4.3987,4.1544,3,4,3,75.0,18.68632243737717,23.893805309734503,6.988005997001501,1.011994002998499,历史3/4次成功; 当前距低点1.01%; 最新日涨幅-4.40%; 状态bottom_area; 底部未确认
28,77.76773764057145,74.28024753474202,688029,南微医学,confirmed_rebound,2024-02-01,68.6,2024-02-01,67.51,1.6145756184268838,10.354021626425707,30.97137014314928,False,-6.8441,2.2324,2,2,2,100.0,20.007956692232852,23.296670482257504,6.385424381573117,1.6145756184268838,历史2/2次成功; 当前距低点1.61%; 最新日涨幅-6.84%; 状态confirmed_rebound; 底部未确认
29,77.33775185476757,74.54441468013646,603106,恒银科技,bottom_area,2024-02-01,5.38,2024-02-01,5.27,2.087286527514238,4.743833017077799,28.39673913043479,False,-0.3704,3.3531,3,4,3,75.0,27.625956789617884,34.60144927536232,5.912713472485763,2.087286527514238,历史3/4次成功; 当前距低点2.09%; 最新日涨幅-0.37%; 状态bottom_area; 底部未确认
30,76.94093560928533,73.30021776703404,603190,亚通精工,bottom_area,2024-02-01,22.63,2024-02-01,22.3,1.4798206278026829,3.6771300448430506,28.041303646337525,False,-1.3083,3.4317,1,1,1,100.0,9.323703217334197,9.323703217334197,6.520179372197317,1.4798206278026829,历史1/1次成功; 当前距低点1.48%; 最新日涨幅-1.31%; 状态bottom_area; 底部未确认
31,76.92978800456115,74.0766680978606,688282,理工导航,bottom_area,2024-02-01,21.56,2024-02-01,21.13,2.0350212967344996,7.146237576904882,28.27562797012899,False,-4.8544,8.2047,2,2,2,100.0,13.852240077501396,17.645625152327572,5.9649787032655,2.0350212967344996,历史2/2次成功; 当前距低点2.04%; 最新日涨幅-4.85%; 状态bottom_area; 底部未确认
32,76.88695161724903,76.70582805631322,688017,绿的谐波,confirmed_rebound,2024-02-01,110.11,2024-01-30,106.0,3.877358490566037,9.999999999999995,31.3915857605178,True,2.466,1.6792,2,2,2,100.0,18.90433018711707,22.08643815201191,4.122641509433963,3.877358490566037,历史2/2次成功; 当前距低点3.88%; 最新日涨幅2.47%; 状态confirmed_rebound; 底部已确认
33,76.82073282668517,75.48356146209268,002384,东山精密,bottom_area,2024-02-01,12.69,2024-02-01,12.31,3.0869212022745653,3.7367993501218444,32.62178434592227,False,1.52,2.4368,1,1,1,100.0,18.28893442622951,18.28893442622951,4.913078797725435,3.0869212022745653,历史1/1次成功; 当前距低点3.09%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
34,76.78346923442527,74.26238459146771,603035,常熟汽饰,bottom_area,2024-02-01,13.55,2024-02-01,13.25,2.2641509433962317,4.075471698113201,30.664573521716378,False,-0.0737,1.1488,1,1,1,100.0,24.111014744145717,24.111014744145717,5.735849056603769,2.2641509433962317,历史1/1次成功; 当前距低点2.26%; 最新日涨幅-0.07%; 状态bottom_area; 底部未确认
35,76.226491910811,76.01071954564915,603259,药明康德,bottom_area,2024-02-01,55.8,2024-02-01,53.73,3.8525963149078732,5.974316024567282,28.721146192624037,False,2.952,2.2733,2,2,2,100.0,13.842145933543593,14.040390163483993,4.147403685092127,3.8525963149078732,历史2/2次成功; 当前距低点3.85%; 最新日涨幅2.95%; 状态bottom_area; 底部未确认
36,75.91792050137389,73.31619408106525,002571,德力股份,bottom_area,2024-02-01,5.14,2024-02-01,5.03,2.1868787276341837,7.554671968190853,27.62589928057554,False,-4.9908,3.644,1,1,1,100.0,28.291814946619215,28.291814946619215,5.813121272365816,2.1868787276341837,历史1/1次成功; 当前距低点2.19%; 最新日涨幅-4.99%; 状态bottom_area; 底部未确认
37,75.87047132685564,72.25461850269758,605389,长龄液压,bottom_area,2024-02-01,20.83,2024-02-01,20.53,1.4612761811982324,6.186069167072574,31.566666666666666,False,-6.8842,7.5478,1,1,1,100.0,13.68993653671804,13.68993653671804,6.538723818801767,1.4612761811982324,历史1/1次成功; 当前距低点1.46%; 最新日涨幅-6.88%; 状态bottom_area; 底部未确认
38,75.35294343668082,75.95022070031101,300661,圣邦股份,confirmed_rebound,2024-02-01,62.97,2024-01-31,60.31,4.4105455148399875,8.73818603879953,32.6145251396648,True,1.3194,0.8036,2,2,2,100.0,21.377765990033247,31.832606108687024,3.5894544851600125,4.4105455148399875,历史2/2次成功; 当前距低点4.41%; 最新日涨幅1.32%; 状态confirmed_rebound; 底部已确认
39,74.77237986451715,74.08755879320869,002829,星网宇达,bottom_area,2024-02-01,17.05,2024-02-01,16.47,3.5215543412264836,4.1287188828172425,27.476882430647297,False,-6.8306,7.415,3,3,3,100.0,15.4661435011025,21.628131021194598,4.478445658773516,3.5215543412264836,历史3/3次成功; 当前距低点3.52%; 最新日涨幅-6.83%; 状态bottom_area; 底部未确认
40,74.74475162869207,76.1342111997011,300354,东华测试,confirmed_rebound,2024-02-01,37.26,2024-02-01,35.5,4.957746478873234,10.366197183098592,30.83966491330606,False,1.8311,3.5602,2,2,2,100.0,38.26813533081753,39.34343434343434,3.0422535211267663,4.957746478873234,历史2/2次成功; 当前距低点4.96%; 最新日涨幅1.83%; 状态confirmed_rebound; 底部未确认
41,74.42957597483436,72.80339325035126,603116,红蜻蜓,bottom_area,2024-02-01,5.05,2024-02-01,4.91,2.851323828920564,7.535641547861509,27.259259259259256,False,-5.0752,3.0234,2,2,2,100.0,17.012965485430936,23.86831275720163,5.148676171079436,2.851323828920564,历史2/2次成功; 当前距低点2.85%; 最新日涨幅-5.08%; 状态bottom_area; 底部未确认
42,74.31768587180508,74.950464382576,688213,思特威,bottom_area,2024-02-01,39.04,2024-02-01,37.38,4.44087747458533,6.607811663991436,32.46612466124661,False,0.8786,1.5642,1,1,1,100.0,32.01970443349754,32.01970443349754,3.559122525414671,4.44087747458533,历史1/1次成功; 当前距低点4.44%; 最新日涨幅0.88%; 状态bottom_area; 底部未确认
43,74.12281971851566,71.73176101791839,300566,激智科技,bottom_area,2024-02-01,12.48,2024-02-01,12.2,2.2950819672131244,5.163934426229515,30.681818181818194,False,-2.1176,2.6119,3,4,3,75.0,15.05133281271136,23.495850622406625,5.704918032786876,2.2950819672131244,历史3/4次成功; 当前距低点2.30%; 最新日涨幅-2.12%; 状态bottom_area; 底部未确认
44,73.65389753586939,73.39128335899375,600078,澄星股份,bottom_area,2024-02-01,6.26,2024-02-01,6.03,3.8142620232172395,5.306799336650073,29.308323563892134,False,-0.7924,0.7249,2,2,2,100.0,21.76236974155405,30.647709320695093,4.185737976782761,3.8142620232172395,历史2/2次成功; 当前距低点3.81%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
45,73.33515152179105,72.53625410486639,300729,乐歌股份,bottom_area,2024-02-01,15.98,2024-02-01,15.45,3.4304207119741177,6.796116504854374,28.206319702602233,False,-1.601,5.1154,2,2,2,100.0,12.460286710577293,13.103448275862059,4.569579288025882,3.4304207119741177,历史2/2次成功; 当前距低点3.43%; 最新日涨幅-1.60%; 状态bottom_area; 底部未确认
46,72.88441190445641,67.508162289004,688261,东微半导,bottom_area,2024-02-01,57.54,2024-02-01,57.53,0.017382235355463255,5.023466017729881,30.198980829895657,False,-3.2941,1.8075,1,1,1,100.0,10.31071927749703,10.31071927749703,7.982617764644536,0.017382235355463255,历史1/1次成功; 当前距低点0.02%; 最新日涨幅-3.29%; 状态bottom_area; 底部未确认
47,72.82380392841553,67.90241379310345,300368,汇金股份,bottom_area,2024-02-01,5.53,2024-02-01,5.51,0.3629764065335837,6.715063520871145,28.255208333333332,False,-6.9024,3.6128,1,1,1,100.0,16.66666666666668,16.66666666666668,7.637023593466416,0.3629764065335837,历史1/1次成功; 当前距低点0.36%; 最新日涨幅-6.90%; 状态bottom_area; 底部未确认
48,72.65406361780639,71.04007230216341,300405,科隆股份,confirmed_rebound,2024-02-01,5.81,2024-01-31,5.65,2.8318584070796327,18.93805309734512,32.33532934131736,True,-1.5254,12.2176,1,1,1,100.0,14.767255216693417,14.767255216693417,5.168141592920367,2.8318584070796327,历史1/1次成功; 当前距低点2.83%; 最新日涨幅-1.53%; 状态confirmed_rebound; 底部已确认
49,72.49675748787645,70.4211856988575,600410,华胜天成,bottom_area,2024-02-01,4.94,2024-02-01,4.82,2.4896265560165993,6.63900414937758,29.117647058823525,False,-6.7925,2.8608,1,1,1,100.0,16.43835616438356,16.43835616438356,5.510373443983401,2.4896265560165993,历史1/1次成功; 当前距低点2.49%; 最新日涨幅-6.79%; 状态bottom_area; 底部未确认
50,72.42477572667225,73.6245837582888,002050,三花智控,bottom_area,2024-02-01,21.6,2024-01-31,20.6,4.854368932038835,6.7961165048543615,30.050933786078094,False,2.8571,1.1413,2,2,2,100.0,13.293252276007243,13.890426120641935,3.1456310679611654,4.854368932038835,历史2/2次成功; 当前距低点4.85%; 最新日涨幅2.86%; 状态bottom_area; 底部未确认
51,72.38467323388691,67.61205741626797,000592,平潭发展,bottom_area,2024-02-01,2.21,2024-02-01,2.2,0.4545454545454448,5.909090909090904,29.260450160771693,False,-5.9574,6.4329,1,1,1,100.0,16.228070175438603,16.228070175438603,7.545454545454556,0.4545454545454448,历史1/1次成功; 当前距低点0.45%; 最新日涨幅-5.96%; 状态bottom_area; 底部未确认
52,72.24409460600377,72.33451274693743,600207,安彩高科,bottom_area,2024-02-01,3.84,2024-02-01,3.69,4.065040650406502,6.775067750677508,31.028037383177566,False,2.4,2.839,1,1,1,100.0,13.348416289592757,13.348416289592757,3.9349593495934982,4.065040650406502,历史1/1次成功; 当前距低点4.07%; 最新日涨幅2.40%; 状态bottom_area; 底部未确认
53,72.03585171983886,69.7897449846991,000812,陕西金叶,bottom_area,2024-02-01,4.35,2024-02-01,4.25,2.35294117647058,7.9999999999999964,28.209459459459456,False,-7.4468,4.4274,1,1,1,100.0,11.368015414258185,11.368015414258185,5.64705882352942,2.35294117647058,历史1/1次成功; 当前距低点2.35%; 最新日涨幅-7.45%; 状态bottom_area; 底部未确认
54,71.93703420166683,70.87960628314974,600201,生物股份,bottom_area,2024-02-01,7.99,2024-02-01,7.74,3.229974160206718,4.134366925064603,29.82774252039891,False,-1.9632,2.2746,1,1,1,100.0,17.76315789473684,17.76315789473684,4.770025839793282,3.229974160206718,历史1/1次成功; 当前距低点3.23%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
55,71.69690431519702,66.38602251407131,603066,音飞储存,bottom_area,2024-02-01,11.03,2024-02-01,11.03,0.0,4.8957388939256665,29.204107830551994,False,-9.9592,12.8232,1,1,1,100.0,16.322701688555348,16.322701688555348,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.96%; 状态bottom_area; 底部未确认
56,71.5768532553261,70.84609555900178,300663,科蓝软件,bottom_area,2024-02-01,9.85,2024-02-01,9.52,3.4663865546218497,6.092436974789917,30.05143277002204,False,-1.5,6.2749,1,1,1,100.0,20.480951094298856,20.480951094298856,4.53361344537815,3.4663865546218497,历史1/1次成功; 当前距低点3.47%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
57,71.50685262917087,66.74566206829888,001208,华菱线缆,confirmed_rebound,2024-02-01,7.2,2024-02-01,7.17,0.4184100418410076,8.786610878661087,28.22822822822823,False,-9.3199,5.4927,1,1,1,100.0,21.34213421342134,21.34213421342134,7.581589958158992,0.4184100418410076,历史1/1次成功; 当前距低点0.42%; 最新日涨幅-9.32%; 状态confirmed_rebound; 底部未确认
58,71.09662116040955,65.830204778157,002099,海翔药业,confirmed_rebound,2024-02-01,4.34,2024-02-01,4.34,0.0,13.82488479262674,32.29329173166927,False,-9.9585,3.2445,1,1,1,100.0,23.549488054607508,23.549488054607508,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.96%; 状态confirmed_rebound; 底部未确认
59,70.49057142857144,65.26904761904763,002217,合力泰,bottom_area,2024-02-01,1.67,2024-02-01,1.67,0.0,0.0,27.391304347826086,False,-9.7297,0.2332,1,1,1,100.0,10.31746031746031,10.31746031746031,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.73%; 状态bottom_area; 底部未确认
60,69.82837624533352,65.30420840529648,002377,国创高新,confirmed_rebound,2024-02-01,1.94,2024-02-01,1.93,0.5181347150259072,9.326424870466319,30.575539568345324,False,-8.4906,8.9673,1,1,1,100.0,14.814814814814808,14.814814814814808,7.481865284974093,0.5181347150259072,历史1/1次成功; 当前距低点0.52%; 最新日涨幅-8.49%; 状态confirmed_rebound; 底部未确认
61,69.7452071007451,71.03970845481052,001259,利仁科技,bottom_area,2024-02-01,25.2,2024-02-01,24.01,4.9562682215743346,7.205331112036638,27.63713080168776,False,-3.0396,7.5891,1,1,1,100.0,64.38308283816848,64.38308283816848,3.043731778425666,4.9562682215743346,历史1/1次成功; 当前距低点4.96%; 最新日涨幅-3.04%; 状态bottom_area; 底部未确认
62,69.13221639344263,64.01131147540984,000068,华控赛格,confirmed_rebound,2024-02-01,4.42,2024-02-01,4.42,0.0,10.85972850678734,31.895223420647152,False,-9.9796,9.756,1,1,1,100.0,13.7704918032787,13.7704918032787,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态confirmed_rebound; 底部未确认
63,68.4786126957194,67.16181799641954,002623,亚玛顿,bottom_area,2024-02-01,20.32,2024-02-01,19.73,2.990369994931575,5.676634566649777,27.43655755792571,False,0.5941,1.134,2,3,2,66.66666666666666,11.253736119337951,11.601884570082444,5.009630005068424,2.990369994931575,历史2/3次成功; 当前距低点2.99%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
64,67.00146112616713,68.04024346920848,000006,深振业A,confirmed_rebound,2024-02-01,3.93,2024-02-01,3.75,4.800000000000004,11.733333333333345,27.6061776061776,False,-5.7554,4.1061,2,2,2,100.0,25.50668531832526,32.20338983050848,3.1999999999999957,4.800000000000004,历史2/2次成功; 当前距低点4.80%; 最新日涨幅-5.76%; 状态confirmed_rebound; 底部未确认
65,66.43775469518721,66.79398930481287,000800,一汽解放,confirmed_rebound,2024-02-01,7.8,2024-01-23,7.48,4.278074866310152,11.096256684491978,31.12338858195211,True,-0.6369,0.3272,1,1,1,100.0,9.666666666666659,9.666666666666659,3.7219251336898482,4.278074866310152,历史1/1次成功; 当前距低点4.28%; 最新日涨幅-0.64%; 状态confirmed_rebound; 底部已确认
66,65.13599983267402,64.72850514771281,002262,恩华药业,confirmed_rebound,2024-02-01,21.73,2024-02-01,20.96,3.6736641221374025,12.166030534351147,27.121001390820588,False,-6.6982,2.6507,1,1,1,100.0,10.561609388097231,10.561609388097231,4.326335877862598,3.6736641221374025,历史1/1次成功; 当前距低点3.67%; 最新日涨幅-6.70%; 状态confirmed_rebound; 底部未确认
67,63.03888568456624,60.332094421338624,002007,华兰生物,bottom_area,2024-02-01,17.76,2024-02-01,17.46,1.7182130584192479,3.5509736540664227,28.879837067209774,False,0.9091,0.6161,1,2,1,50.0,11.718388142658643,11.718388142658643,6.281786941580752,1.7182130584192479,历史1/2次成功; 当前距低点1.72%; 最新日涨幅0.91%; 状态bottom_area; 底部未确认
68,62.34212998512317,62.180172326969206,000058,深赛格,bottom_area,2024-02-01,6.45,2024-02-01,6.21,3.8647342995169116,6.763285024154589,29.67157417893545,False,-5.9767,3.1899,2,3,2,66.66666666666666,27.87688098495213,34.82352941176472,4.135265700483089,3.8647342995169116,历史2/3次成功; 当前距低点3.86%; 最新日涨幅-5.98%; 状态bottom_area; 底部未确认
69,50.244766042663116,50.89324844536224,688228,开普云,confirmed_rebound,2024-02-01,41.94,2024-02-01,40.07,4.666833042176186,8.010980783628652,32.31418918918919,False,-0.2853,2.7292,1,2,1,50.0,29.80445043830074,29.80445043830074,3.333166957823815,4.666833042176186,历史1/2次成功; 当前距低点4.67%; 最新日涨幅-0.29%; 状态confirmed_rebound; 底部未确认
