rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.13000467500497,87.34382309249334,002459,晶澳科技,bottom_area,2025-12-05,11.35,2025-12-05,11.15,1.793721973094164,2.0627802690582997,27.12418300653595,False,1.3393,1.3881,6,6,6,100.0,16.2016623180001,26.683937823834192,6.206278026905836,1.793721973094164,历史6/6次成功; 当前距低点1.79%; 最新日涨幅1.34%; 状态bottom_area; 底部未确认
12,79.70671672897467,76.64605506409679,301177,迪阿股份,bottom_area,2025-12-05,29.59,2025-12-05,29.02,1.9641626464507247,2.136457615437633,29.682578143930222,False,1.3356,0.2122,1,1,1,100.0,10.776053215077603,10.776053215077603,6.035837353549275,1.9641626464507247,历史1/1次成功; 当前距低点1.96%; 最新日涨幅1.34%; 状态bottom_area; 底部未确认
13,79.56780415868849,77.21807321801339,688190,云路股份,bottom_area,2025-12-05,96.09,2025-12-05,93.8,2.4413646055437166,2.633262260127931,27.73497688751927,False,1.3608,0.4553,1,1,1,100.0,19.70099203576919,19.70099203576919,5.558635394456283,2.4413646055437166,历史1/1次成功; 当前距低点2.44%; 最新日涨幅1.36%; 状态bottom_area; 底部未确认
14,79.54807501688742,77.79364314109584,300035,中科电气,bottom_area,2025-12-05,21.0,2025-12-05,20.42,2.8403525954946045,3.2321253672869568,29.097222222222218,False,1.4003,3.4531,1,1,1,100.0,27.686274509803933,27.686274509803933,5.159647404505396,2.8403525954946045,历史1/1次成功; 当前距低点2.84%; 最新日涨幅1.40%; 状态bottom_area; 底部未确认
15,78.4994553804992,77.27396518375245,002418,康盛股份,bottom_area,2025-12-05,4.54,2025-12-05,4.4,3.1818181818181746,3.8636363636363615,27.031509121061358,False,2.2523,3.573,1,1,1,100.0,29.078014184397176,29.078014184397176,4.8181818181818254,3.1818181818181746,历史1/1次成功; 当前距低点3.18%; 最新日涨幅2.25%; 状态bottom_area; 底部未确认
16,78.48207186029781,75.88045621851998,000048,京基智农,bottom_area,2025-12-05,12.74,2025-12-04,12.46,2.24719101123595,3.0497592295345024,29.002849002849,False,0.0,2.7545,1,1,1,100.0,10.129310344827601,10.129310344827601,5.752808988764051,2.24719101123595,历史1/1次成功; 当前距低点2.25%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
17,78.45822579776367,75.76888342813083,301349,信德新材,bottom_area,2025-12-05,47.67,2025-12-05,46.65,2.1864951768488816,2.808145766345128,28.472861085556577,False,0.5696,4.8025,1,1,1,100.0,8.785443179281096,8.785443179281096,5.813504823151119,2.1864951768488816,历史1/1次成功; 当前距低点2.19%; 最新日涨幅0.57%; 状态bottom_area; 底部未确认
18,78.25520496169206,77.58830340205175,603173,福斯达,bottom_area,2025-12-05,38.16,2025-11-24,36.85,3.5549525101763777,5.427408412483039,32.86573146292585,False,0.9791,2.0184,1,1,1,100.0,35.34190927555856,35.34190927555856,4.445047489823622,3.5549525101763777,历史1/1次成功; 当前距低点3.55%; 最新日涨幅0.98%; 状态bottom_area; 底部未确认
19,78.11975605799854,74.42563685636857,002321,华英农业,bottom_area,2025-12-05,2.74,2025-12-02,2.7,1.4814814814814827,6.296296296296293,30.051813471502587,False,-3.1802,3.8238,1,1,1,100.0,25.609756097560986,25.609756097560986,6.518518518518518,1.4814814814814827,历史1/1次成功; 当前距低点1.48%; 最新日涨幅-3.18%; 状态bottom_area; 底部未确认
20,77.91236928527047,77.37838426922724,600550,保变电气,bottom_area,2025-12-05,9.39,2025-12-04,9.06,3.6423841059602653,3.6423841059602653,30.307692307692303,False,3.1868,3.1421,1,1,1,100.0,35.285053929121716,35.285053929121716,4.357615894039735,3.6423841059602653,历史1/1次成功; 当前距低点3.64%; 最新日涨幅3.19%; 状态bottom_area; 底部未确认
21,77.47104241848727,75.21241144418737,688337,普源精电,bottom_area,2025-12-05,36.63,2025-12-04,35.75,2.461538461538469,2.7412587412587324,28.499999999999996,False,1.5244,0.8789,4,6,4,66.66666666666666,31.387378870045207,54.46153846153845,5.538461538461531,2.461538461538469,历史4/6次成功; 当前距低点2.46%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
22,76.8481840928617,72.17459561846793,000998,隆平高科,bottom_area,2025-12-05,9.55,2025-12-04,9.48,0.7383966244725768,1.7932489451476785,27.020785219399535,False,0.3151,0.7152,1,1,1,100.0,11.549139367018313,11.549139367018313,7.2616033755274225,0.7383966244725768,历史1/1次成功; 当前距低点0.74%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
23,76.37104567855263,76.22474923632656,603197,保隆科技,bottom_area,2025-12-05,35.43,2025-11-21,34.1,3.90029325513196,4.516129032258062,27.431368376250266,False,1.5186,0.8096,5,6,5,83.33333333333334,18.355293143516597,23.07435811937312,4.09970674486804,3.90029325513196,历史5/6次成功; 当前距低点3.90%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
24,76.3307260488506,75.7109702098447,003038,鑫铂股份,bottom_area,2025-12-05,15.93,2025-11-24,15.38,3.5760728218465467,5.7867360208062335,28.76331635016211,False,2.05,2.2136,1,1,1,100.0,25.507614213197975,25.507614213197975,4.423927178153454,3.5760728218465467,历史1/1次成功; 当前距低点3.58%; 最新日涨幅2.05%; 状态bottom_area; 底部未确认
25,75.74244519863578,73.96760884030063,688050,爱博医疗,bottom_area,2025-12-05,61.28,2025-11-21,59.63,2.7670635586114347,3.5552574207613574,28.86794703566742,False,-0.1629,0.7372,2,2,2,100.0,12.024267494272554,12.90770757525636,5.232936441388565,2.7670635586114347,历史2/2次成功; 当前距低点2.77%; 最新日涨幅-0.16%; 状态bottom_area; 底部未确认
26,75.69913123140383,74.1805529092218,603938,三孚股份,confirmed_rebound,2025-12-05,17.82,2025-11-21,17.31,2.9462738301559885,8.08781051415368,27.45180217937972,False,2.0034,1.7242,1,1,1,100.0,19.774501300954046,19.774501300954046,5.053726169844011,2.9462738301559885,历史1/1次成功; 当前距低点2.95%; 最新日涨幅2.00%; 状态confirmed_rebound; 底部未确认
27,75.17751179505782,74.84926343837482,300612,宣亚国际,bottom_area,2025-12-05,17.33,2025-12-05,16.7,3.7724550898203537,3.892215568862288,28.418345477925417,False,1.9412,11.1641,4,5,4,80.0,16.615381952501274,25.592417061611382,4.227544910179646,3.7724550898203537,历史4/5次成功; 当前距低点3.77%; 最新日涨幅1.94%; 状态bottom_area; 底部未确认
28,75.08855928588785,74.71644749021004,688766,普冉股份,bottom_area,2025-12-05,124.49,2025-11-21,120.0,3.7416666666666627,7.816666666666664,28.22966507177033,False,0.0,0.0,1,1,1,100.0,22.190577904355056,22.190577904355056,4.258333333333337,3.7416666666666627,历史1/1次成功; 当前距低点3.74%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
29,74.6410761377266,74.24849787311017,603127,昭衍新药,confirmed_rebound,2025-12-05,27.84,2025-11-21,26.84,3.7257824143070044,8.792846497764529,29.33122696155871,True,-0.0718,1.6975,2,2,2,100.0,26.307966546936147,41.08695652173912,4.274217585692996,3.7257824143070044,历史2/2次成功; 当前距低点3.73%; 最新日涨幅-0.07%; 状态confirmed_rebound; 底部已确认
30,73.51223630369785,73.20960692552546,600383,金地集团,bottom_area,2025-12-05,3.29,2025-12-05,3.17,3.78548895899054,4.100946372239744,30.482456140350873,False,0.9202,3.1259,3,4,3,75.0,18.793127699053183,32.594936708860764,4.214511041009461,3.78548895899054,历史3/4次成功; 当前距低点3.79%; 最新日涨幅0.92%; 状态bottom_area; 底部未确认
31,73.21842099078225,72.91231680361837,002291,遥望科技,bottom_area,2025-12-05,6.86,2025-12-05,6.61,3.7821482602118,4.689863842662626,28.77155172413792,False,1.9316,5.9504,3,4,3,75.0,17.153843209146633,27.107438016528935,4.2178517397882,3.7821482602118,历史3/4次成功; 当前距低点3.78%; 最新日涨幅1.93%; 状态bottom_area; 底部未确认
32,73.14100219301483,71.33148524170659,002017,东信和平,bottom_area,2025-12-05,20.94,2025-12-04,20.39,2.697400686611087,2.9426189308484445,29.373051610668515,False,1.7987,1.7399,2,3,2,66.66666666666666,30.080065271576377,50.390015600624025,5.302599313388913,2.697400686611087,历史2/3次成功; 当前距低点2.70%; 最新日涨幅1.80%; 状态bottom_area; 底部未确认
33,71.8721502086537,69.15999359700638,000695,滨海能源,bottom_area,2025-12-05,14.28,2025-12-05,14.0,1.9999999999999956,5.071428571428577,27.27272727272727,False,-2.6585,10.9433,4,6,4,66.66666666666666,15.663048012579045,21.910112359550556,6.000000000000004,1.9999999999999956,历史4/6次成功; 当前距低点2.00%; 最新日涨幅-2.66%; 状态bottom_area; 底部未确认
34,64.51042150199814,64.70715111305974,688348,昱能科技,bottom_area,2025-12-05,52.1,2025-12-05,50.02,4.158336665333863,4.3182726909236235,30.796900940785832,False,3.2706,1.3035,2,3,2,66.66666666666666,12.37361313631329,16.27422813482398,3.841663334666137,4.158336665333863,历史2/3次成功; 当前距低点4.16%; 最新日涨幅3.27%; 状态bottom_area; 底部未确认
35,62.970148555635284,61.664603020969125,000002,万科A,bottom_area,2025-12-05,4.95,2025-12-05,4.81,2.9106029106029228,3.3264033264033293,32.63305322128851,False,-0.4024,3.2738,2,4,2,50.0,22.638589554536463,28.255902513328245,5.089397089397077,2.9106029106029228,历史2/4次成功; 当前距低点2.91%; 最新日涨幅-0.40%; 状态bottom_area; 底部未确认
36,55.408636208989,55.596303054743416,002468,申通快递,bottom_area,2025-12-05,14.22,2025-11-21,13.65,4.175824175824178,6.2271062271062245,31.988041853512705,False,0.5658,0.4279,1,2,1,50.0,16.382699868938413,16.382699868938413,3.8241758241758226,4.175824175824178,历史1/2次成功; 当前距低点4.18%; 最新日涨幅0.57%; 状态bottom_area; 底部未确认
