rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.30806754210802,84.69498452086444,000065,北方国际,bottom_area,2024-08-12,9.34,2024-07-25,9.19,1.632208922742115,8.7051142546246,30.641509433962266,True,-1.3728,0.4338,3,3,3,100.0,29.926993896325044,41.48061104582843,8.367791077257886,1.632208922742115,历史3/3次成功; 当前距低点1.63%; 最新日涨幅-1.37%; 状态bottom_area; 底部已确认
2,86.76338040850138,82.24607694019521,600343,航天动力,bottom_area,2024-08-12,7.92,2024-08-12,7.75,2.1935483870967736,6.064516129032267,30.803571428571423,False,-5.9382,6.3847,4,4,4,100.0,26.383694961160476,55.72413793103447,7.806451612903227,2.1935483870967736,历史4/4次成功; 当前距低点2.19%; 最新日涨幅-5.94%; 状态bottom_area; 底部未确认
3,84.717979531249,78.66258900153296,002601,龙佰集团,bottom_area,2024-08-12,16.42,2024-08-12,16.24,1.1083743842364733,1.3546798029556801,30.000000000000004,False,0.6127,0.3276,1,1,1,100.0,11.127325793506023,11.127325793506023,8.891625615763527,1.1083743842364733,历史1/1次成功; 当前距低点1.11%; 最新日涨幅0.61%; 状态bottom_area; 底部未确认
4,84.71107625245004,79.8392168484714,300424,航新科技,bottom_area,2024-08-12,12.93,2024-08-12,12.69,1.891252955082744,5.752561071710011,27.2362385321101,False,-2.1936,5.8117,2,2,2,100.0,32.85630960247343,52.29885057471265,8.108747044917257,1.891252955082744,历史2/2次成功; 当前距低点1.89%; 最新日涨幅-2.19%; 状态bottom_area; 底部未确认
5,83.38741706212463,78.33535435379983,001203,大中矿业,bottom_area,2024-08-12,8.28,2024-08-05,8.14,1.719901719901705,3.4398034398034314,30.00859845227859,False,-0.4808,0.3403,2,2,2,100.0,22.670592877288865,29.46341463414634,8.280098280098295,1.719901719901705,历史2/2次成功; 当前距低点1.72%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
6,83.29189833016702,78.65645964132777,301606,绿联科技,bottom_area,2024-08-12,30.17,2024-08-08,29.58,1.9945909398242172,4.462474645030428,28.705712219812014,False,1.072,16.3124,1,1,1,100.0,21.957671957671955,21.957671957671955,8.005409060175783,1.9945909398242172,历史1/1次成功; 当前距低点1.99%; 最新日涨幅1.07%; 状态bottom_area; 底部未确认
7,81.19235265663973,77.85832061068703,002687,乔治白,bottom_area,2024-08-12,4.04,2024-07-25,3.93,2.7989821882951618,5.852417302798981,32.82051282051282,False,-0.2469,0.6433,1,1,1,100.0,64.00000000000001,64.00000000000001,7.20101781170484,2.7989821882951618,历史1/1次成功; 当前距低点2.80%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
8,80.99029583153226,74.11972004318167,002313,日海智能,bottom_area,2024-08-12,5.75,2024-08-12,5.73,0.3490401396160484,5.7591623036649064,29.951100244498768,False,-5.7377,3.7317,3,3,3,100.0,16.588879362936876,20.08238928939237,9.650959860383953,0.3490401396160484,历史3/3次成功; 当前距低点0.35%; 最新日涨幅-5.74%; 状态bottom_area; 底部未确认
9,80.93595623100869,73.57814202818972,000901,航天科技,bottom_area,2024-08-12,11.19,2024-08-12,11.19,0.0,0.0,27.19583604424203,False,-9.9759,1.4884,2,2,2,100.0,38.32334423757916,42.402315484804625,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态bottom_area; 底部未确认
10,80.44784482881252,80.14647149299867,000811,冰轮环境,confirmed_rebound,2024-08-12,8.51,2024-07-24,8.12,4.802955665024638,11.083743842364537,31.64983164983166,True,0.0,0.637,3,3,3,100.0,32.0817763938432,47.451868629671566,5.197044334975363,4.802955665024638,历史3/3次成功; 当前距低点4.80%; 最新日涨幅0.00%; 状态confirmed_rebound; 底部已确认
11,80.27947028589766,78.102078992766,002563,森马服饰,bottom_area,2024-08-12,4.95,2024-07-30,4.78,3.5564853556485336,7.531380753138063,29.080118694362017,True,0.8147,0.4457,1,1,1,100.0,28.929384965831446,28.929384965831446,6.443514644351467,3.5564853556485336,历史1/1次成功; 当前距低点3.56%; 最新日涨幅0.81%; 状态bottom_area; 底部已确认
12,79.31405685065661,77.8046573569215,001218,丽臣实业,bottom_area,2024-08-12,14.33,2024-07-25,13.78,3.991291727140789,6.603773584905662,30.404040404040412,False,0.4205,1.0632,2,2,2,100.0,25.18711018711019,29.999999999999993,6.008708272859212,3.991291727140789,历史2/2次成功; 当前距低点3.99%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
13,78.32376285646592,76.09901036757773,002552,宝鼎科技,confirmed_rebound,2024-08-12,10.98,2024-07-25,10.61,3.487276154571169,10.084825636192276,30.197368421052634,True,-1.0811,0.5945,1,1,1,100.0,52.23596574690771,52.23596574690771,6.512723845428832,3.487276154571169,历史1/1次成功; 当前距低点3.49%; 最新日涨幅-1.08%; 状态confirmed_rebound; 底部已确认
14,77.16504383262942,76.7266060835804,600210,紫江企业,bottom_area,2024-08-12,4.9,2024-07-25,4.68,4.700854700854714,9.61538461538462,27.329192546583858,True,0.2045,0.5899,2,2,2,100.0,18.895455922199744,19.867549668874158,5.299145299145286,4.700854700854714,历史2/2次成功; 当前距低点4.70%; 最新日涨幅0.20%; 状态bottom_area; 底部已确认
15,77.14986905820744,75.80907753394548,300349,金卡智能,bottom_area,2024-08-12,10.46,2024-07-25,10.05,4.079601990049753,9.55223880597014,32.59557344064386,True,-1.5992,1.0804,1,1,1,100.0,45.48693586698337,45.48693586698337,5.920398009950248,4.079601990049753,历史1/1次成功; 当前距低点4.08%; 最新日涨幅-1.60%; 状态bottom_area; 底部已确认
16,75.49862001174392,70.12150269862907,001239,永达股份,bottom_area,2024-08-12,14.41,2024-08-12,14.25,1.1228070175438607,5.263157894736842,30.791646430305974,False,-4.443,22.2302,2,3,2,66.66666666666666,36.96148404280864,62.04678362573098,8.877192982456139,1.1228070175438607,历史2/3次成功; 当前距低点1.12%; 最新日涨幅-4.44%; 状态bottom_area; 底部未确认
17,75.40061799105567,73.36796454704731,600997,开滦股份,bottom_area,2024-08-12,6.1,2024-07-30,5.89,3.5653650254668925,5.942275042444831,30.70588235294118,False,0.4942,0.3289,1,1,1,100.0,12.77955271565495,12.77955271565495,6.4346349745331075,3.5653650254668925,历史1/1次成功; 当前距低点3.57%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
18,73.56111156350781,68.0494167247184,002355,兴民智通,bottom_area,2024-08-12,4.42,2024-08-12,4.38,0.9132420091324209,6.164383561643846,28.8961038961039,False,-6.9474,7.1064,4,5,4,80.0,17.535529599679155,21.138211382113823,9.086757990867579,0.9132420091324209,历史4/5次成功; 当前距低点0.91%; 最新日涨幅-6.95%; 状态bottom_area; 底部未确认
19,73.55921250412474,71.07058454371766,002706,良信股份,bottom_area,2024-08-12,6.14,2024-07-30,5.95,3.193277310924361,7.394957983193269,32.7683615819209,True,-1.2862,0.753,3,4,3,75.0,13.31320867002797,14.727153188691638,6.80672268907564,3.193277310924361,历史3/4次成功; 当前距低点3.19%; 最新日涨幅-1.29%; 状态bottom_area; 底部已确认
20,73.06344850065189,66.42131681877444,301348,蓝箭电子,confirmed_rebound,2024-08-12,22.98,2024-08-12,22.98,0.0,15.317667536988683,32.90510948905109,False,-20.0139,8.8332,1,1,1,100.0,26.727509778357234,26.727509778357234,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-20.01%; 状态confirmed_rebound; 底部未确认
21,72.40924512167503,72.03547614169455,601163,三角轮胎,bottom_area,2024-08-12,14.84,2024-07-25,14.17,4.728299223712067,7.339449541284409,27.18396711202467,True,-1.1326,0.3179,2,2,2,100.0,16.48386221375298,20.655412115193645,5.2717007762879335,4.728299223712067,历史2/2次成功; 当前距低点4.73%; 最新日涨幅-1.13%; 状态bottom_area; 底部已确认
22,71.26897991302033,69.26870708801873,000726,鲁泰A,bottom_area,2024-08-12,5.61,2024-07-30,5.42,3.5055350553505606,4.797047970479701,28.211920529801326,False,-0.1779,0.62,1,1,1,100.0,12.480252764612954,12.480252764612954,6.494464944649439,3.5055350553505606,历史1/1次成功; 当前距低点3.51%; 最新日涨幅-0.18%; 状态bottom_area; 底部未确认
23,70.04576368180047,69.1877420776804,603010,万盛股份,bottom_area,2024-08-12,8.87,2024-07-18,8.5,4.352941176470579,7.5294117647058885,27.78249787595582,True,-1.2249,0.203,1,1,1,100.0,13.238967527060783,13.238967527060783,5.647058823529422,4.352941176470579,历史1/1次成功; 当前距低点4.35%; 最新日涨幅-1.22%; 状态bottom_area; 底部已确认
24,69.14731961234732,68.53441025236681,000090,天健集团,bottom_area,2024-08-12,3.69,2024-07-25,3.53,4.532577903682724,9.915014164305951,28.973843058350102,True,-2.381,0.8157,1,1,1,100.0,11.928429423459237,11.928429423459237,5.467422096317277,4.532577903682724,历史1/1次成功; 当前距低点4.53%; 最新日涨幅-2.38%; 状态bottom_area; 底部已确认
25,69.14709298216792,68.87010171384897,600027,华电国际,bottom_area,2024-08-12,5.47,2024-08-06,5.22,4.789272030651341,9.770114942528748,27.298050139275766,True,-0.5455,0.5789,1,1,1,100.0,16.87979539641944,16.87979539641944,5.2107279693486594,4.789272030651341,历史1/1次成功; 当前距低点4.79%; 最新日涨幅-0.55%; 状态bottom_area; 底部已确认
