rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.73369712127905,81.67505951350496,001203,大中矿业,bottom_area,2024-08-08,8.31,2024-08-05,8.14,2.088452088452087,3.1941031941031914,30.00859845227859,False,0.4837,0.3308,2,2,2,100.0,22.670592877288865,29.46341463414634,5.911547911547912,2.088452088452087,历史2/2次成功; 当前距低点2.09%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
2,81.96170098898212,80.87801526717561,002687,乔治白,bottom_area,2024-08-08,4.06,2024-07-25,3.93,3.307888040712454,5.852417302798981,32.82051282051282,False,0.495,0.8064,1,1,1,100.0,64.00000000000001,64.00000000000001,4.692111959287546,3.307888040712454,历史1/1次成功; 当前距低点3.31%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
3,81.56374247890632,75.92185580164974,300641,正丹股份,bottom_area,2024-08-08,21.94,2024-08-08,21.88,0.27422303473492815,6.352833638025597,30.561726436052055,False,-6.119,8.7509,2,2,2,100.0,42.02733505830851,50.22522522522521,7.725776965265071,0.27422303473492815,历史2/2次成功; 当前距低点0.27%; 最新日涨幅-6.12%; 状态bottom_area; 底部未确认
4,80.79003998892543,77.30174106287839,002601,龙佰集团,bottom_area,2024-08-08,16.7,2024-07-25,16.42,1.70523751522532,6.211936662606575,29.224137931034473,False,0.9063,0.4541,1,1,1,100.0,11.127325793506023,11.127325793506023,6.2947624847746795,1.70523751522532,历史1/1次成功; 当前距低点1.71%; 最新日涨幅0.91%; 状态bottom_area; 底部未确认
5,79.0392882904662,73.8528673616913,000550,江铃汽车,bottom_area,2024-08-08,23.41,2024-08-08,23.3,0.47210300429184304,5.36480686695279,32.424593967517396,False,-5.7948,6.9091,2,2,2,100.0,33.3293667283694,54.077669902912604,7.527896995708157,0.47210300429184304,历史2/2次成功; 当前距低点0.47%; 最新日涨幅-5.79%; 状态bottom_area; 底部未确认
6,78.5334296133063,78.08116515198525,000065,北方国际,confirmed_rebound,2024-08-08,9.53,2024-07-25,9.19,3.69967355821545,8.7051142546246,30.641509433962266,True,-0.8325,0.5286,3,3,3,100.0,29.926993896325044,41.48061104582843,4.30032644178455,3.69967355821545,历史3/3次成功; 当前距低点3.70%; 最新日涨幅-0.83%; 状态confirmed_rebound; 底部已确认
7,76.72624660842536,77.14282861962107,001218,丽臣实业,bottom_area,2024-08-08,14.37,2024-07-25,13.78,4.281567489114658,6.603773584905662,30.404040404040412,False,0.4193,1.1253,2,2,2,100.0,25.18711018711019,29.999999999999993,3.7184325108853424,4.281567489114658,历史2/2次成功; 当前距低点4.28%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
8,76.5383030193445,74.9163516438215,600997,开滦股份,bottom_area,2024-08-08,6.06,2024-07-30,5.89,2.8862478777589122,5.942275042444831,30.70588235294118,False,0.1653,0.3515,1,1,1,100.0,12.77955271565495,12.77955271565495,5.113752122241088,2.8862478777589122,历史1/1次成功; 当前距低点2.89%; 最新日涨幅0.17%; 状态bottom_area; 底部未确认
9,75.62000109415656,76.19412920197101,002563,森马服饰,bottom_area,2024-08-08,4.99,2024-07-30,4.78,4.393305439330543,7.531380753138063,29.080118694362017,True,1.8367,0.5813,1,1,1,100.0,28.929384965831446,28.929384965831446,3.6066945606694567,4.393305439330543,历史1/1次成功; 当前距低点4.39%; 最新日涨幅1.84%; 状态bottom_area; 底部已确认
10,74.76332052206443,69.40581055410668,301606,绿联科技,bottom_area,2024-08-08,29.62,2024-08-08,29.58,0.13522650439487052,4.462474645030428,28.705712219812014,False,-4.8201,21.2493,1,1,1,100.0,21.957671957671955,21.957671957671955,7.864773495605129,0.13522650439487052,历史1/1次成功; 当前距低点0.14%; 最新日涨幅-4.82%; 状态bottom_area; 底部未确认
11,73.82484580621653,74.8266060835804,600210,紫江企业,confirmed_rebound,2024-08-08,4.9,2024-07-25,4.68,4.700854700854714,9.61538461538462,27.329192546583858,True,0.2045,0.571,2,2,2,100.0,18.895455922199744,19.867549668874158,3.2991452991452856,4.700854700854714,历史2/2次成功; 当前距低点4.70%; 最新日涨幅0.20%; 状态confirmed_rebound; 底部已确认
12,73.46465182102334,73.02804288137668,000726,鲁泰A,bottom_area,2024-08-08,5.62,2024-07-30,5.42,3.690036900369007,4.612546125461255,28.211920529801326,False,0.7168,0.5412,1,1,1,100.0,12.480252764612954,12.480252764612954,4.309963099630993,3.690036900369007,历史1/1次成功; 当前距低点3.69%; 最新日涨幅0.72%; 状态bottom_area; 底部未确认
13,71.09598284491186,71.33216946744759,002293,罗莱生活,bottom_area,2024-08-08,7.49,2024-07-30,7.19,4.172461752433933,4.450625869262857,29.78515625,False,0.9434,0.1671,1,1,1,100.0,9.27624872579001,9.27624872579001,3.827538247566067,4.172461752433933,历史1/1次成功; 当前距低点4.17%; 最新日涨幅0.94%; 状态bottom_area; 底部未确认
14,68.18107927154621,69.44479572595851,002372,伟星新材,bottom_area,2024-08-08,13.98,2024-07-30,13.32,4.954954954954956,6.381381381381379,29.3368700265252,False,1.4514,0.4193,1,1,1,100.0,8.720930232558127,8.720930232558127,3.0450450450450446,4.954954954954956,历史1/1次成功; 当前距低点4.95%; 最新日涨幅1.45%; 状态bottom_area; 底部未确认
15,65.13107303942049,66.20790911494286,002171,楚江新材,confirmed_rebound,2024-08-08,6.05,2024-07-25,5.77,4.852686308492206,10.571923743500873,28.94088669950739,True,-0.4934,0.5918,1,1,1,100.0,13.559322033898319,13.559322033898319,3.1473136915077937,4.852686308492206,历史1/1次成功; 当前距低点4.85%; 最新日涨幅-0.49%; 状态confirmed_rebound; 底部已确认
